"Status","Year","Age","Region_ITL1","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","North West (England)","Outside London","G6/G7","270","270","53760","52600"
"In post","2023","20-29","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","North West (England)","Outside London","SEO/HEO","2300","2290","34960","34400"
"In post","2023","20-29","North West (England)","Outside London","Unknown","780","760","24830","23640"
"In post","2023","20-29","Northern Ireland","Outside London","AA/AO","305","295","22470","22520"
"In post","2023","20-29","Northern Ireland","Outside London","EO","180","175","27220","27890"
"In post","2023","20-29","Northern Ireland","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Northern Ireland","Outside London","SEO/HEO","115","115","35180","34700"
"In post","2023","20-29","Overseas","Overseas","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Overseas","Overseas","EO","20","20","33670","34160"
"In post","2023","20-29","Overseas","Overseas","G6/G7","45","45","53680","53530"
"In post","2023","20-29","Overseas","Overseas","SEO/HEO","260","260","37340","34220"
"In post","2023","20-29","Overseas","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Scotland","Outside London","AA/AO","3520","3425","23750","22520"
"In post","2023","20-29","Scotland","Outside London","EO","2305","2280","29290","29100"
"In post","2023","20-29","Scotland","Outside London","G6/G7","280","280","53710","52360"
"In post","2023","20-29","Scotland","Outside London","SEO/HEO","1725","1715","36660","34730"
"In post","2023","20-29","Scotland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","South East (England)","Outside London","AA/AO","2385","2345","26610","25350"
"In post","2023","20-29","South East (England)","Outside London","EO","1705","1680","28220","27650"
"In post","2023","20-29","South East (England)","Outside London","G6/G7","80","75","52850","51460"
"In post","2023","20-29","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","South East (England)","Outside London","SEO/HEO","1370","1365","34510","33830"
"In post","2023","20-29","South East (England)","Outside London","Unknown","535","525","25650","24570"
"In post","2023","20-29","South West (England)","Outside London","AA/AO","2160","2125","23990","22520"
"In post","2023","20-29","South West (England)","Outside London","EO","1470","1450","27440","27140"
"In post","2023","20-29","South West (England)","Outside London","G6/G7","185","185","52760","51770"
"In post","2023","20-29","South West (England)","Outside London","SEO/HEO","2660","2645","34290","32550"
"In post","2023","20-29","South West (England)","Outside London","Unknown","790","775","28130","26840"
"In post","2023","20-29","Unknown","Unknown","AA/AO","50","50","23730","22400"
"In post","2023","20-29","Unknown","Unknown","EO","65","65","26470","25830"
"In post","2023","20-29","Unknown","Unknown","G6/G7","10","10","55960","55790"
"In post","2023","20-29","Unknown","Unknown","SEO/HEO","40","40","36350","35240"
"In post","2023","20-29","Unknown","Unknown","Unknown","375","375","32290","33280"
"In post","2023","20-29","Wales","Outside London","AA/AO","2285","2200","23100","22500"
"In post","2023","20-29","Wales","Outside London","EO","1410","1390","27590","27890"
"In post","2023","20-29","Wales","Outside London","G6/G7","115","115","54120","52100"
"In post","2023","20-29","Wales","Outside London","SEO/HEO","1255","1245","35370","34620"
"In post","2023","20-29","Wales","Outside London","Unknown","330","325","24850","24570"
"In post","2023","20-29","West Midlands (England)","Outside London","AA/AO","2310","2240","24130","22500"
"In post","2023","20-29","West Midlands (England)","Outside London","EO","1415","1395","27720","27890"
"In post","2023","20-29","West Midlands (England)","Outside London","G6/G7","150","150","53150","51550"
"In post","2023","20-29","West Midlands (England)","Outside London","SEO/HEO","1115","1110","34860","34350"
"In post","2023","20-29","West Midlands (England)","Outside London","Unknown","410","400","25730","24570"
"In post","2023","20-29","Yorkshire and The Humber","Outside London","AA/AO","2685","2620","24870","22520"
"In post","2023","20-29","Yorkshire and The Humber","Outside London","EO","1985","1955","27630","27890"
"In post","2023","20-29","Yorkshire and The Humber","Outside London","G6/G7","245","245","53610","51360"
"In post","2023","20-29","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Yorkshire and The Humber","Outside London","SEO/HEO","1630","1625","34680","34170"
"In post","2023","20-29","Yorkshire and The Humber","Outside London","Unknown","530","520","25200","24330"
"In post","2023","30-39","East Midlands (England)","Outside London","AA/AO","1500","1370","25440","22870"
"In post","2023","30-39","East Midlands (England)","Outside London","EO","1265","1205","28550","28120"
"In post","2023","30-39","East Midlands (England)","Outside London","G6/G7","320","310","56650","55780"
"In post","2023","30-39","East Midlands (England)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","30-39","East Midlands (England)","Outside London","SEO/HEO","1360","1320","36930","35000"
"In post","2023","30-39","East Midlands (England)","Outside London","Unknown","415","385","29640","29050"
"In post","2023","30-39","East of England","Outside London","AA/AO","1295","1200","27150","25610"
"In post","2023","30-39","East of England","Outside London","EO","1065","1005","29190","28120"
"In post","2023","30-39","East of England","Outside London","G6/G7","255","250","57650","55170"
"In post","2023","30-39","East of England","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","30-39","East of England","Outside London","SEO/HEO","1035","1000","37250","37300"
"In post","2023","30-39","East of England","Outside London","Unknown","450","405","28900","26840"
"In post","2023","30-39","London","London","AA/AO","1790","1690","29150","26630"
"In post","2023","30-39","London","London","EO","3605","3465","31590","31310"
"In post","2023","30-39","London","London","G6/G7","10360","10125","60780","59290"
"In post","2023","30-39","London","London","SCS level","790","770","81690","77440"
"In post","2023","30-39","London","London","SEO/HEO","8155","8010","40610","40880"
"In post","2023","30-39","London","London","Unknown","500","480","34460","34820"
"In post","2023","30-39","North East (England)","Outside London","AA/AO","2325","2100","23730","22520"
"In post","2023","30-39","North East (England)","Outside London","EO","1935","1835","27960","28120"
"In post","2023","30-39","North East (England)","Outside London","G6/G7","700","685","56700","55780"
"In post","2023","30-39","North East (England)","Outside London","SCS level","10","10","79200","74370"
"In post","2023","30-39","North East (England)","Outside London","SEO/HEO","2125","2065","36700","35000"
"In post","2023","30-39","North East (England)","Outside London","Unknown","265","255","28490","26840"
"In post","2023","30-39","North West (England)","Outside London","AA/AO","3830","3530","23680","22400"
"In post","2023","30-39","North West (England)","Outside London","EO","4290","4095","27890","28120"
"In post","2023","30-39","North West (England)","Outside London","G6/G7","1490","1450","56770","55780"
"In post","2023","30-39","North West (England)","Outside London","SCS level","25","25","80660","77000"
"In post","2023","30-39","North West (England)","Outside London","SEO/HEO","4305","4205","36590","35000"
"In post","2023","30-39","North West (England)","Outside London","Unknown","940","890","29520","26840"
"In post","2023","30-39","Northern Ireland","Outside London","AA/AO","335","310","22460","22520"
"In post","2023","30-39","Northern Ireland","Outside London","EO","320","315","27760","27890"
"In post","2023","30-39","Northern Ireland","Outside London","G6/G7","95","95","57280","56870"
"In post","2023","30-39","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland","Outside London","SEO/HEO","370","360","36300","35000"
"In post","2023","30-39","Overseas","Overseas","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","Overseas","Overseas","EO","40","40","36340","34820"
"In post","2023","30-39","Overseas","Overseas","G6/G7","465","465","58540","56100"
"In post","2023","30-39","Overseas","Overseas","SCS level","25","25","76070","74340"
"In post","2023","30-39","Overseas","Overseas","SEO/HEO","455","455","41450","38600"
"In post","2023","30-39","Overseas","Overseas","Unknown","35","35","[c]","[c]"
"In post","2023","30-39","Scotland","Outside London","AA/AO","3455","3240","24460","22520"
"In post","2023","30-39","Scotland","Outside London","EO","3515","3380","30290","29100"
"In post","2023","30-39","Scotland","Outside London","G6/G7","1650","1605","59720","57970"
"In post","2023","30-39","Scotland","Outside London","SCS level","30","30","82490","83530"
"In post","2023","30-39","Scotland","Outside London","SEO/HEO","4110","3990","39240","38330"
"In post","2023","30-39","Scotland","Outside London","Unknown","25","25","40030","42000"
"In post","2023","30-39","South East (England)","Outside London","AA/AO","2235","2100","28110","26400"
"In post","2023","30-39","South East (England)","Outside London","EO","2225","2110","29360","28120"
"In post","2023","30-39","South East (England)","Outside London","G6/G7","725","705","55940","54180"
"In post","2023","30-39","South East (England)","Outside London","SCS level","15","15","85970","88070"
"In post","2023","30-39","South East (England)","Outside London","SEO/HEO","2155","2085","37560","37520"
"In post","2023","30-39","South East (England)","Outside London","Unknown","615","560","30670","30810"
"In post","2023","30-39","South West (England)","Outside London","AA/AO","1685","1540","24800","22520"
"In post","2023","30-39","South West (England)","Outside London","EO","1580","1475","28210","28080"
"In post","2023","30-39","South West (England)","Outside London","G6/G7","1685","1625","54520","52600"
"In post","2023","30-39","South West (England)","Outside London","SCS level","15","15","85800","84490"
"In post","2023","30-39","South West (England)","Outside London","SEO/HEO","4555","4385","37430","37420"
"In post","2023","30-39","South West (England)","Outside London","Unknown","785","740","35830","33690"
"In post","2023","30-39","Unknown","Unknown","AA/AO","40","35","24440","23230"
"In post","2023","30-39","Unknown","Unknown","EO","85","80","27350","28120"
"In post","2023","30-39","Unknown","Unknown","G6/G7","30","25","56650","55030"
"In post","2023","30-39","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","SEO/HEO","40","35","39390","38260"
"In post","2023","30-39","Unknown","Unknown","Unknown","380","380","42020","40830"
"In post","2023","30-39","Wales","Outside London","AA/AO","2605","2345","23220","22500"
"In post","2023","30-39","Wales","Outside London","EO","2475","2360","27970","28120"
"In post","2023","30-39","Wales","Outside London","G6/G7","925","900","57280","56450"
"In post","2023","30-39","Wales","Outside London","SCS level","25","25","80160","79250"
"In post","2023","30-39","Wales","Outside London","SEO/HEO","3005","2915","37530","37350"
"In post","2023","30-39","Wales","Outside London","Unknown","435","410","28710","26840"
"In post","2023","30-39","West Midlands (England)","Outside London","AA/AO","2130","1965","24280","22220"
"In post","2023","30-39","West Midlands (England)","Outside London","EO","2045","1940","28200","28120"
"In post","2023","30-39","West Midlands (England)","Outside London","G6/G7","675","655","56420","55110"
"In post","2023","30-39","West Midlands (England)","Outside London","SCS level","25","25","83840","78430"
"In post","2023","30-39","West Midlands (England)","Outside London","SEO/HEO","2205","2155","36890","35000"
"In post","2023","30-39","West Midlands (England)","Outside London","Unknown","455","420","28620","26840"
"In post","2023","30-39","Yorkshire and The Humber","Outside London","AA/AO","2215","2030","25370","22520"
"In post","2023","30-39","Yorkshire and The Humber","Outside London","EO","2360","2230","28170","28120"
"In post","2023","30-39","Yorkshire and The Humber","Outside London","G6/G7","1125","1090","56410","54060"
"In post","2023","30-39","Yorkshire and The Humber","Outside London","SCS level","40","40","82290","77000"
"In post","2023","30-39","Yorkshire and The Humber","Outside London","SEO/HEO","2830","2735","36530","35000"
"In post","2023","30-39","Yorkshire and The Humber","Outside London","Unknown","535","495","29210","26840"
"In post","2023","40-49","East Midlands (England)","Outside London","AA/AO","1470","1325","24180","22490"
"In post","2023","40-49","East Midlands (England)","Outside London","EO","1355","1255","28400","28120"
"In post","2023","40-49","East Midlands (England)","Outside London","G6/G7","625","600","59080","57970"
"In post","2023","40-49","East Midlands (England)","Outside London","SCS level","25","25","83740","77620"
"In post","2023","40-49","East Midlands (England)","Outside London","SEO/HEO","1470","1410","38320","36270"
"In post","2023","40-49","East Midlands (England)","Outside London","Unknown","455","410","32820","30810"
"In post","2023","40-49","East of England","Outside London","AA/AO","1355","1225","25850","23480"
"In post","2023","40-49","East of England","Outside London","EO","1425","1320","29340","28120"
"In post","2023","40-49","East of England","Outside London","G6/G7","515","495","60070","57570"
"In post","2023","40-49","East of England","Outside London","SCS level","40","40","92590","83700"
"In post","2023","40-49","East of England","Outside London","SEO/HEO","1320","1265","38550","37590"
"In post","2023","40-49","East of England","Outside London","Unknown","470","430","32760","30810"
"In post","2023","40-49","London","London","AA/AO","2040","1845","27580","26400"
"In post","2023","40-49","London","London","EO","3605","3380","31600","31400"
"In post","2023","40-49","London","London","G6/G7","8015","7660","63780","63080"
"In post","2023","40-49","London","London","SCS level","1935","1855","90040","81950"
"In post","2023","40-49","London","London","SEO/HEO","6340","6140","41330","41320"
"In post","2023","40-49","London","London","Unknown","530","500","37910","36050"
"In post","2023","40-49","North East (England)","Outside London","AA/AO","2700","2360","23090","22520"
"In post","2023","40-49","North East (England)","Outside London","EO","1995","1855","28040","28120"
"In post","2023","40-49","North East (England)","Outside London","G6/G7","1060","1045","58760","57970"
"In post","2023","40-49","North East (England)","Outside London","SCS level","50","50","90800","84250"
"In post","2023","40-49","North East (England)","Outside London","SEO/HEO","2230","2165","37590","35000"
"In post","2023","40-49","North East (England)","Outside London","Unknown","320","300","32860","32700"
"In post","2023","40-49","North West (England)","Outside London","AA/AO","4105","3660","23110","22400"
"In post","2023","40-49","North West (England)","Outside London","EO","4160","3890","28000","28120"
"In post","2023","40-49","North West (England)","Outside London","G6/G7","1945","1900","59050","57570"
"In post","2023","40-49","North West (England)","Outside London","SCS level","105","105","90250","82400"
"In post","2023","40-49","North West (England)","Outside London","SEO/HEO","4310","4180","37520","35590"
"In post","2023","40-49","North West (England)","Outside London","Unknown","945","890","33030","29740"
"In post","2023","40-49","Northern Ireland","Outside London","AA/AO","375","340","22400","22520"
"In post","2023","40-49","Northern Ireland","Outside London","EO","305","285","27770","27890"
"In post","2023","40-49","Northern Ireland","Outside London","G6/G7","120","120","59890","57970"
"In post","2023","40-49","Northern Ireland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Northern Ireland","Outside London","SEO/HEO","355","350","37030","35000"
"In post","2023","40-49","Overseas","Overseas","AA/AO","10","10","33720","26480"
"In post","2023","40-49","Overseas","Overseas","EO","45","45","33780","28840"
"In post","2023","40-49","Overseas","Overseas","G6/G7","450","445","62250","60080"
"In post","2023","40-49","Overseas","Overseas","SCS level","130","130","83820","75830"
"In post","2023","40-49","Overseas","Overseas","SEO/HEO","360","355","45530","41520"
"In post","2023","40-49","Overseas","Overseas","Unknown","65","65","[c]","[c]"
"In post","2023","40-49","Scotland","Outside London","AA/AO","3040","2780","24190","22520"
"In post","2023","40-49","Scotland","Outside London","EO","3035","2870","29970","28130"
"In post","2023","40-49","Scotland","Outside London","G6/G7","2145","2060","64840","65280"
"In post","2023","40-49","Scotland","Outside London","SCS level","145","140","88100","83530"
"In post","2023","40-49","Scotland","Outside London","SEO/HEO","3655","3535","40680","38530"
"In post","2023","40-49","Scotland","Outside London","Unknown","25","25","42130","41000"
"In post","2023","40-49","South East (England)","Outside London","AA/AO","2165","1985","26660","24270"
"In post","2023","40-49","South East (England)","Outside London","EO","2550","2370","29080","28120"
"In post","2023","40-49","South East (England)","Outside London","G6/G7","1290","1250","59910","57220"
"In post","2023","40-49","South East (England)","Outside London","SCS level","100","95","92800","90690"
"In post","2023","40-49","South East (England)","Outside London","SEO/HEO","2620","2520","38540","37720"
"In post","2023","40-49","South East (England)","Outside London","Unknown","510","465","33360","30810"
"In post","2023","40-49","South West (England)","Outside London","AA/AO","1645","1495","24290","22220"
"In post","2023","40-49","South West (England)","Outside London","EO","1790","1640","28170","28120"
"In post","2023","40-49","South West (England)","Outside London","G6/G7","2490","2405","57100","55470"
"In post","2023","40-49","South West (England)","Outside London","SCS level","130","125","90470","86480"
"In post","2023","40-49","South West (England)","Outside London","SEO/HEO","3970","3790","38240","38640"
"In post","2023","40-49","South West (England)","Outside London","Unknown","735","690","39480","38290"
"In post","2023","40-49","Unknown","Unknown","AA/AO","35","35","24060","22400"
"In post","2023","40-49","Unknown","Unknown","EO","85","80","27660","28120"
"In post","2023","40-49","Unknown","Unknown","G6/G7","45","45","61560","62850"
"In post","2023","40-49","Unknown","Unknown","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","SEO/HEO","60","60","40110","38470"
"In post","2023","40-49","Unknown","Unknown","Unknown","320","320","45890","41630"
"In post","2023","40-49","Wales","Outside London","AA/AO","2345","2080","22710","22500"
"In post","2023","40-49","Wales","Outside London","EO","2170","2035","28090","28120"
"In post","2023","40-49","Wales","Outside London","G6/G7","1450","1400","60640","60010"
"In post","2023","40-49","Wales","Outside London","SCS level","130","130","84370","81600"
"In post","2023","40-49","Wales","Outside London","SEO/HEO","2980","2865","39400","39690"
"In post","2023","40-49","Wales","Outside London","Unknown","400","375","33450","31420"
"In post","2023","40-49","West Midlands (England)","Outside London","AA/AO","1885","1685","23570","22150"
"In post","2023","40-49","West Midlands (England)","Outside London","EO","1970","1830","28250","28120"
"In post","2023","40-49","West Midlands (England)","Outside London","G6/G7","1120","1090","58560","56180"
"In post","2023","40-49","West Midlands (England)","Outside London","SCS level","90","90","93470","84320"
"In post","2023","40-49","West Midlands (England)","Outside London","SEO/HEO","2260","2185","38270","37590"
"In post","2023","40-49","West Midlands (England)","Outside London","Unknown","560","520","32690","30810"
"In post","2023","40-49","Yorkshire and The Humber","Outside London","AA/AO","1925","1715","24470","22400"
"In post","2023","40-49","Yorkshire and The Humber","Outside London","EO","2325","2135","28300","28120"
"In post","2023","40-49","Yorkshire and The Humber","Outside London","G6/G7","1695","1630","57860","55250"
"In post","2023","40-49","Yorkshire and The Humber","Outside London","SCS level","115","110","84620","77000"
"In post","2023","40-49","Yorkshire and The Humber","Outside London","SEO/HEO","2660","2545","37330","37300"
"In post","2023","40-49","Yorkshire and The Humber","Outside London","Unknown","570","515","33030","31780"
"In post","2023","50-59","East Midlands (England)","Outside London","AA/AO","2190","1975","23750","22220"
"In post","2023","50-59","East Midlands (England)","Outside London","EO","1915","1775","28500","28120"
"In post","2023","50-59","East Midlands (England)","Outside London","G6/G7","710","690","61770","57970"
"In post","2023","50-59","East Midlands (England)","Outside London","SCS level","55","50","92860","89520"
"In post","2023","50-59","East Midlands (England)","Outside London","SEO/HEO","1820","1755","38840","37300"
"In post","2023","50-59","East Midlands (England)","Outside London","Unknown","360","340","31430","29050"
"In post","2023","50-59","East of England","Outside London","AA/AO","2035","1885","24780","23140"
"In post","2023","50-59","East of England","Outside London","EO","2245","2090","29630","28120"
"In post","2023","50-59","East of England","Outside London","G6/G7","580","565","61730","59320"
"In post","2023","50-59","East of England","Outside London","SCS level","60","55","100590","99170"
"In post","2023","50-59","East of England","Outside London","SEO/HEO","1730","1685","39110","37680"
"In post","2023","50-59","East of England","Outside London","Unknown","400","370","30090","29050"
"In post","2023","50-59","London","London","AA/AO","3180","2970","26820","25810"
"In post","2023","50-59","London","London","EO","5390","5120","31820","31850"
"In post","2023","50-59","London","London","G6/G7","6220","6060","65190","64480"
"In post","2023","50-59","London","London","SCS level","1385","1355","99130","89480"
"In post","2023","50-59","London","London","SEO/HEO","7055","6905","41920","41680"
"In post","2023","50-59","London","London","Unknown","580","555","37630","34820"
"In post","2023","50-59","North East (England)","Outside London","AA/AO","3545","3040","23130","22520"
"In post","2023","50-59","North East (England)","Outside London","EO","2230","2025","28370","28120"
"In post","2023","50-59","North East (England)","Outside London","G6/G7","1045","1020","59060","57970"
"In post","2023","50-59","North East (England)","Outside London","SCS level","80","80","90640","79080"
"In post","2023","50-59","North East (England)","Outside London","SEO/HEO","2250","2150","37600","35190"
"In post","2023","50-59","North East (England)","Outside London","Unknown","325","305","31820","29050"
"In post","2023","50-59","North West (England)","Outside London","AA/AO","5720","5110","22960","22150"
"In post","2023","50-59","North West (England)","Outside London","EO","5435","5010","28260","28120"
"In post","2023","50-59","North West (England)","Outside London","G6/G7","2250","2205","59950","57970"
"In post","2023","50-59","North West (England)","Outside London","SCS level","170","170","92270","84500"
"In post","2023","50-59","North West (England)","Outside London","SEO/HEO","4605","4450","38120","37540"
"In post","2023","50-59","North West (England)","Outside London","Unknown","805","765","33220","29050"
"In post","2023","50-59","Northern Ireland","Outside London","AA/AO","505","475","22300","22400"
"In post","2023","50-59","Northern Ireland","Outside London","EO","275","260","28500","28130"
"In post","2023","50-59","Northern Ireland","Outside London","G6/G7","105","100","61820","57970"
"In post","2023","50-59","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland","Outside London","SEO/HEO","365","355","38100","36250"
"In post","2023","50-59","Overseas","Overseas","AA/AO","20","20","28240","26650"
"In post","2023","50-59","Overseas","Overseas","EO","70","70","34580","33320"
"In post","2023","50-59","Overseas","Overseas","G6/G7","295","295","65590","63840"
"In post","2023","50-59","Overseas","Overseas","SCS level","110","105","91540","82540"
"In post","2023","50-59","Overseas","Overseas","SEO/HEO","360","360","46050","43850"
"In post","2023","50-59","Overseas","Overseas","Unknown","35","35","[c]","[c]"
"In post","2023","50-59","Scotland","Outside London","AA/AO","4675","4230","24060","22520"
"In post","2023","50-59","Scotland","Outside London","EO","4150","3880","30520","28130"
"In post","2023","50-59","Scotland","Outside London","G6/G7","1950","1900","66240","65280"
"In post","2023","50-59","Scotland","Outside London","SCS level","200","200","91070","85200"
"In post","2023","50-59","Scotland","Outside London","SEO/HEO","3895","3755","41030","39360"
"In post","2023","50-59","Scotland","Outside London","Unknown","45","45","47340","45830"
"In post","2023","50-59","South East (England)","Outside London","AA/AO","3575","3235","25080","22520"
"In post","2023","50-59","South East (England)","Outside London","EO","3895","3635","29600","28120"
"In post","2023","50-59","South East (England)","Outside London","G6/G7","1530","1490","60890","58800"
"In post","2023","50-59","South East (England)","Outside London","SCS level","105","105","97290","90000"
"In post","2023","50-59","South East (England)","Outside London","SEO/HEO","3560","3455","39070","37760"
"In post","2023","50-59","South East (England)","Outside London","Unknown","580","540","32020","29050"
"In post","2023","50-59","South West (England)","Outside London","AA/AO","2575","2365","23770","22220"
"In post","2023","50-59","South West (England)","Outside London","EO","2685","2485","28430","28120"
"In post","2023","50-59","South West (England)","Outside London","G6/G7","2610","2545","58870","56650"
"In post","2023","50-59","South West (England)","Outside London","SCS level","200","195","102040","93730"
"In post","2023","50-59","South West (England)","Outside London","SEO/HEO","4485","4335","38960","38910"
"In post","2023","50-59","South West (England)","Outside London","Unknown","800","755","42550","38790"
"In post","2023","50-59","Unknown","Unknown","AA/AO","45","40","22330","21690"
"In post","2023","50-59","Unknown","Unknown","EO","105","95","29150","28120"
"In post","2023","50-59","Unknown","Unknown","G6/G7","35","30","59770","58940"
"In post","2023","50-59","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","SEO/HEO","105","100","42990","42460"
"In post","2023","50-59","Unknown","Unknown","Unknown","445","445","47390","43120"
"In post","2023","50-59","Wales","Outside London","AA/AO","2895","2580","22610","22500"
"In post","2023","50-59","Wales","Outside London","EO","2500","2330","28320","28120"
"In post","2023","50-59","Wales","Outside London","G6/G7","1305","1270","62680","62540"
"In post","2023","50-59","Wales","Outside London","SCS level","145","145","89260","82190"
"In post","2023","50-59","Wales","Outside London","SEO/HEO","2760","2670","39690","39690"
"In post","2023","50-59","Wales","Outside London","Unknown","325","305","31930","29050"
