"Status","Year","Profession_of_post","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Planning Inspectors","South and West Derbyshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Planning Inspectors","South and West Derbyshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","South and West Derbyshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","South and West Derbyshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Staffordshire CC","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Planning Inspectors","Staffordshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Stoke-on-Trent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Stoke-on-Trent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Suffolk CC","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Planning Inspectors","Suffolk CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Sunderland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Sunderland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Swansea","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Swansea","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Swansea","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Telford and Wrekin","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Planning Inspectors","Telford and Wrekin","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Tower Hamlets","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Tower Hamlets","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Tyneside","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Planning Inspectors","Tyneside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Tyneside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Wakefield","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Wakefield","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Walsall","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Walsall","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Walsall","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Warwickshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Warwickshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Warwickshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","West Cumbria","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","West Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","West Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","West Kent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","West Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","West Northamptonshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","West Northamptonshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","West Surrey","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","West Surrey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","West Surrey","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","West Sussex (North East)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","West Sussex (North East)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","West Sussex (North East)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Wiltshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Planning Inspectors","Wiltshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Wirral","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Wirral","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Wolverhampton","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Wolverhampton","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Worcestershire CC","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Planning Inspectors","Worcestershire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Worcestershire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Worcestershire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","York","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","York","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","York","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Aberdeen City and Aberdeenshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Policy","Aberdeen City and Aberdeenshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Aberdeen City and Aberdeenshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Antrim and Newtownabbey","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Antrim and Newtownabbey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Ards and North Down","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Policy","Ards and North Down","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Ards and North Down","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Armagh City, Banbridge and Craigavon","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Policy","Armagh City, Banbridge and Craigavon","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Barking & Dagenham and Havering","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Barking & Dagenham and Havering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Barking & Dagenham and Havering","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Barnet","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Barnet","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Barnet","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Barnsley, Doncaster and Rotherham","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Policy","Barnsley, Doncaster and Rotherham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Barnsley, Doncaster and Rotherham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Heterosexual / straight","50","45","43290","41000"
"In post","2023","Policy","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Policy","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Policy","Bedford","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bedford","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bedford","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Belfast","Outside London","Heterosexual / straight","45","40","43730","38100"
"In post","2023","Policy","Belfast","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Belfast","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Policy","Belfast","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Policy","Berkshire","Outside London","Heterosexual / straight","30","30","43220","37980"
"In post","2023","Policy","Berkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Berkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Berkshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Policy","Bexley and Greenwich","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bexley and Greenwich","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bexley and Greenwich","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Birmingham","Outside London","Heterosexual / straight","355","350","43070","37970"
"In post","2023","Policy","Birmingham","Outside London","LGBO","45","45","41950","37750"
"In post","2023","Policy","Birmingham","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","Policy","Birmingham","Outside London","Unknown","70","65","38330","35330"
"In post","2023","Policy","Blackpool","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Policy","Blackpool","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Blackpool","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bournemouth, Christchurch and Poole","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bournemouth, Christchurch and Poole","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bournemouth, Christchurch and Poole","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bournemouth, Christchurch and Poole","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bradford","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Policy","Bradford","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bradford","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bradford","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Breckland and South Norfolk","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Breckland and South Norfolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Brent","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Brent","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Brent","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bridgend and Neath Port Talbot","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Policy","Bridgend and Neath Port Talbot","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bridgend and Neath Port Talbot","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bridgend and Neath Port Talbot","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Brighton and Hove","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Policy","Brighton and Hove","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Brighton and Hove","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Brighton and Hove","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bristol, City of","Outside London","Heterosexual / straight","490","470","43190","37710"
"In post","2023","Policy","Bristol, City of","Outside London","LGBO","60","55","41460","37440"
"In post","2023","Policy","Bristol, City of","Outside London","Undeclared","60","55","43710","41200"
"In post","2023","Policy","Bristol, City of","Outside London","Unknown","65","60","44270","41050"
"In post","2023","Policy","Bromley","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bromley","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Bromley","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Buckinghamshire","Outside London","Heterosexual / straight","40","40","32920","29470"
"In post","2023","Policy","Buckinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Buckinghamshire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Policy","Buckinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Calderdale and Kirklees","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Calderdale and Kirklees","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Cambridgeshire CC","Outside London","Heterosexual / straight","50","50","46680","37710"
"In post","2023","Policy","Cambridgeshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Cambridgeshire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Cambridgeshire CC","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Policy","Camden and City of London","London","Heterosexual / straight","55","50","55580","53990"
"In post","2023","Policy","Camden and City of London","London","LGBO","5","5","[c]","[c]"
"In post","2023","Policy","Camden and City of London","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Policy","Camden and City of London","London","Unknown","25","25","[c]","[c]"
"In post","2023","Policy","Cardiff and Vale of Glamorgan","Outside London","Heterosexual / straight","1010","965","46560","41700"
"In post","2023","Policy","Cardiff and Vale of Glamorgan","Outside London","LGBO","70","70","47890","45970"
"In post","2023","Policy","Cardiff and Vale of Glamorgan","Outside London","Undeclared","125","120","46980","43660"
"In post","2023","Policy","Cardiff and Vale of Glamorgan","Outside London","Unknown","80","80","45490","39690"
"In post","2023","Policy","Causeway Coast and Glens","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Policy","Causeway Coast and Glens","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Central Bedfordshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Central Bedfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Central Bedfordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Central Hampshire","Outside London","Heterosexual / straight","40","40","39920","41000"
"In post","2023","Policy","Central Hampshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Central Hampshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Policy","Central Hampshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Policy","Central Valleys","Outside London","Heterosexual / straight","150","145","42580","39690"
"In post","2023","Policy","Central Valleys","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Policy","Central Valleys","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Policy","Central Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Cheshire East","Outside London","Heterosexual / straight","55","55","46720","49400"
"In post","2023","Policy","Cheshire East","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Policy","Cheshire East","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Policy","Cheshire East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Cheshire West and Chester","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Cheshire West and Chester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Cheshire West and Chester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Chorley and West Lancashire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Policy","Chorley and West Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Chorley and West Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","City of Edinburgh","Outside London","Heterosexual / straight","125","125","46140","49550"
"In post","2023","Policy","City of Edinburgh","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Policy","City of Edinburgh","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Policy","City of Edinburgh","Outside London","Unknown","50","50","40720","37710"
"In post","2023","Policy","Conwy and Denbighshire","Outside London","Heterosexual / straight","65","60","40490","39690"
"In post","2023","Policy","Conwy and Denbighshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Conwy and Denbighshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Policy","Conwy and Denbighshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Policy","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Policy","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Cornwall and Isles of Scilly","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Coventry","Outside London","Heterosexual / straight","120","115","45740","41510"
"In post","2023","Policy","Coventry","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Policy","Coventry","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Policy","Coventry","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Policy","Croydon","London","Heterosexual / straight","215","205","54590","54340"
"In post","2023","Policy","Croydon","London","LGBO","15","15","[c]","[c]"
"In post","2023","Policy","Croydon","London","Undeclared","35","35","57460","59290"
"In post","2023","Policy","Croydon","London","Unknown","45","40","52600","52250"
"In post","2023","Policy","Darlington","Outside London","Heterosexual / straight","325","315","41810","37590"
"In post","2023","Policy","Darlington","Outside London","LGBO","35","35","39970","32970"
"In post","2023","Policy","Darlington","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","Policy","Darlington","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","Policy","Derby","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Derby","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Devon CC","Outside London","Heterosexual / straight","140","140","55430","52280"
"In post","2023","Policy","Devon CC","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Policy","Devon CC","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Policy","Devon CC","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Policy","Dorset","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Policy","Dorset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Dorset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Dudley","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Dudley","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Dumfries and Galloway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Dumfries and Galloway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Durham","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Policy","Durham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Ealing","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Ealing","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Cumbria","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Policy","East Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Cumbria","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Derbyshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Derbyshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Derbyshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Kent","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Policy","East Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Lancashire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Lothian and Midlothian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Lothian and Midlothian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Merseyside","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Policy","East Merseyside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Merseyside","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Policy","East Merseyside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Riding of Yorkshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Policy","East Riding of Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Riding of Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Surrey","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Surrey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Surrey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Sussex CC","Outside London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Policy","East Sussex CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","East Sussex CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Enfield","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Enfield","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Essex Haven Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Essex Haven Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Essex Haven Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Essex Thames Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Essex Thames Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Essex Thames Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Falkirk","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Falkirk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Fermanagh and Omagh","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Fermanagh and Omagh","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Flintshire and Wrexham","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Policy","Flintshire and Wrexham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Flintshire and Wrexham","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Glasgow City","Outside London","Heterosexual / straight","110","110","48140","44940"
"In post","2023","Policy","Glasgow City","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Policy","Glasgow City","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Policy","Glasgow City","Outside London","Unknown","35","35","46370","43650"
"In post","2023","Policy","Gloucestershire CC","Outside London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Policy","Gloucestershire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Gloucestershire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Greater Manchester North East","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Policy","Greater Manchester North East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Greater Manchester North East","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Greater Manchester North East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Greater Manchester North West","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Greater Manchester North West","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Greater Manchester North West","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Greater Manchester South East","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Greater Manchester South East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Greater Manchester South West","Outside London","Heterosexual / straight","380","370","46450","42510"
"In post","2023","Policy","Greater Manchester South West","Outside London","LGBO","40","40","42410","37750"
"In post","2023","Policy","Greater Manchester South West","Outside London","Undeclared","35","30","43570","39190"
"In post","2023","Policy","Greater Manchester South West","Outside London","Unknown","95","95","40890","37750"
"In post","2023","Policy","Gwent Valleys","Outside London","Heterosexual / straight","70","65","44730","39690"
"In post","2023","Policy","Gwent Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Gwent Valleys","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Policy","Gwent Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Gwynedd","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Policy","Gwynedd","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Gwynedd","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Hackney and Newham","London","Heterosexual / straight","205","200","58130","63990"
"In post","2023","Policy","Hackney and Newham","London","LGBO","20","20","[c]","[c]"
"In post","2023","Policy","Hackney and Newham","London","Undeclared","25","20","[c]","[c]"
"In post","2023","Policy","Hackney and Newham","London","Unknown","80","75","57100","63990"
"In post","2023","Policy","Haringey and Islington","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Haringey and Islington","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Haringey and Islington","London","Unknown","[c]","[c]","[c]","[c]"
