"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","10","[c]","29060","29690"
"New entrant CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","10","[c]","70320","68000"
"New entrant CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","15","[c]","52210","50000"
"New entrant CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","15","[c]","42660","42910"
"New entrant CS","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Rail and Road","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Rail and Road","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Planning Inspectorate","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Registers of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Scottish Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scottish Prison Service","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scottish Prison Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scottish Prison Service","Scottish Government","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Serious Fraud Office","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Serious Fraud Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Serious Fraud Office","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Serious Fraud Office","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Submarine Delivery Agency","Ministry of Defence","Unknown","10","[c]","30280","30080"
"New entrant CS","2023","Digital, Data & Technology","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The National Archives","The National Archives","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The National Archives","The National Archives","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The National Archives","The National Archives","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The National Archives","The National Archives","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The National Archives","The National Archives","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The National Archives","The National Archives","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Debt Management Office","HM Treasury","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Debt Management Office","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Export Finance","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Export Finance","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Export Finance","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Export Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Export Finance","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","Department of Health and Social Care","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","Department of Health and Social Care","G7","25","[c]","51870","49590"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","Department of Health and Social Care","HEO","15","[c]","31740","32980"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","Department of Health and Social Care","SEO","30","[c]","40030","40880"
"New entrant CS","2023","Digital, Data & Technology","UK Hydrographic Office","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Hydrographic Office","Ministry of Defence","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Hydrographic Office","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Hydrographic Office","Ministry of Defence","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Hydrographic Office","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","UK Statistics Authority","EO","55","[c]","25310","24840"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","UK Statistics Authority","G7","25","[c]","53810","52190"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","UK Statistics Authority","HEO","45","[c]","32030","31060"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","UK Statistics Authority","SEO","60","[c]","38730","37760"
"New entrant CS","2023","Digital, Data & Technology","UK Supreme Court","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Valuation Office Agency","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Valuation Office Agency","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Water Services Regulation Authority","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Water Services Regulation Authority","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Water Services Regulation Authority","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Water Services Regulation Authority","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Building Digital UK","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Cabinet Office (excl. agencies)","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Cabinet Office (excl. agencies)","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Central Civil Service Fast Stream","Cabinet Office","HEO","25","[c]","28840","28840"
"New entrant CS","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Charity Commission","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Charity Commission","Charity Commission","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Companies House","Department for Business, Energy and Industrial Strategy","AO","15","[c]","21430","21380"
"New entrant CS","2023","Finance","Companies House","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Companies House","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Companies House","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Companies House","Department for Business, Energy and Industrial Strategy","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Competition and Markets Authority","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Competition and Markets Authority","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Competition and Markets Authority","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Commercial Service","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Commercial Service","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Office and Procurator Fiscal Service","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Office and Procurator Fiscal Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Office and Procurator Fiscal Service","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Prosecution Service","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Prosecution Service","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Prosecution Service","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Defence Equipment and Support","Ministry of Defence","AO","35","[c]","22010","19460"
"New entrant CS","2023","Finance","Defence Equipment and Support","Ministry of Defence","EO","20","[c]","26700","26600"
"New entrant CS","2023","Finance","Defence Equipment and Support","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Defence Equipment and Support","Ministry of Defence","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Defence Equipment and Support","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Defence Science and Technology Laboratory","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Defence Science and Technology Laboratory","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Education (excl. agencies)","Department for Education","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Education (excl. agencies)","Department for Education","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Education (excl. agencies)","Department for Education","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Education (excl. agencies)","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Education (excl. agencies)","Department for Education","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G7","10","[c]","51440","50100"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for International Trade","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for International Trade","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for International Trade","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for International Trade","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Transport (excl. agencies)","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","20","[c]","22540","21690"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","10","[c]","24050","28120"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","35","[c]","34930","34170"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","20","[c]","40030","38470"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","10","[c]","27870","28770"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Licensing Agency","Department for Transport","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Licensing Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Licensing Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Standards Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Standards Agency","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Standards Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Education and Skills Funding Agency","Department for Education","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Education and Skills Funding Agency","Department for Education","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Education and Skills Funding Agency","Department for Education","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Estyn","Estyn","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Food Standards Agency","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Food Standards Agency","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Food Standards Agency","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Government Legal Department","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Government Legal Department","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Government Legal Department","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Courts and Tribunals Service","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Courts and Tribunals Service","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Courts and Tribunals Service","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Courts and Tribunals Service","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Land Registry","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","95","[c]","22570","22520"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","15","[c]","28520","27650"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","HEO","25","[c]","35490","34400"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO","15","[c]","43100","41780"
"New entrant CS","2023","Finance","HM Treasury (excl. agencies)","HM Treasury","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Treasury (excl. agencies)","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Treasury (excl. agencies)","HM Treasury","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Treasury (excl. agencies)","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Health and Safety Executive","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Home Office","Home Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Home Office","Home Office","EO","10","[c]","25840","25880"
"New entrant CS","2023","Finance","Home Office","Home Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Home Office","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Home Office","Home Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Maritime and Coastguard Agency","Department for Transport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Maritime and Coastguard Agency","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Met Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Met Office","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Met Office","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","AO","20","[c]","22410","22220"
"New entrant CS","2023","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","50","[c]","28900","27140"
"New entrant CS","2023","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","HEO","20","[c]","35520","33830"
"New entrant CS","2023","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","15","[c]","27290","25830"
"New entrant CS","2023","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Crime Agency","National Crime Agency","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Crime Agency","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Crime Agency","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Crime Agency","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Crime Agency","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Savings and Investments","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Northern Ireland Office","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Rail and Road","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Rail and Road","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Registers of Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Registers of Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Registers of Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Registers of Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Courts and Tribunals Service","Scottish Government","AO","5","[c]","[c]","[c]"
