"Status","Year","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","West Wales and The Valleys","Central Valleys","SCS level","20","20","91920","81690"
"In post","2023","West Wales and The Valleys","Central Valleys","SEO/HEO","745","715","39570","39690"
"In post","2023","West Wales and The Valleys","Central Valleys","Unknown","165","155","29600","29050"
"In post","2023","West Wales and The Valleys","Conwy and Denbighshire","AA/AO","100","85","23450","22220"
"In post","2023","West Wales and The Valleys","Conwy and Denbighshire","EO","175","165","28620","28120"
"In post","2023","West Wales and The Valleys","Conwy and Denbighshire","G6/G7","85","85","63940","63900"
"In post","2023","West Wales and The Valleys","Conwy and Denbighshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","West Wales and The Valleys","Conwy and Denbighshire","SEO/HEO","250","240","41790","39690"
"In post","2023","West Wales and The Valleys","Conwy and Denbighshire","Unknown","105","100","29430","25300"
"In post","2023","West Wales and The Valleys","Gwent Valleys","AA/AO","145","130","22890","21780"
"In post","2023","West Wales and The Valleys","Gwent Valleys","EO","275","245","28340","28120"
"In post","2023","West Wales and The Valleys","Gwent Valleys","G6/G7","45","45","64550","63900"
"In post","2023","West Wales and The Valleys","Gwent Valleys","SCS level","5","5","[c]","[c]"
"In post","2023","West Wales and The Valleys","Gwent Valleys","SEO/HEO","160","150","40940","39690"
"In post","2023","West Wales and The Valleys","Gwent Valleys","Unknown","110","100","30860","29050"
"In post","2023","West Wales and The Valleys","Gwynedd","AA/AO","350","315","22170","21690"
"In post","2023","West Wales and The Valleys","Gwynedd","EO","230","215","28230","28120"
"In post","2023","West Wales and The Valleys","Gwynedd","G6/G7","20","20","62830","63590"
"In post","2023","West Wales and The Valleys","Gwynedd","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","West Wales and The Valleys","Gwynedd","SEO/HEO","110","105","37020","36590"
"In post","2023","West Wales and The Valleys","Gwynedd","Unknown","100","95","29000","26840"
"In post","2023","West Wales and The Valleys","Isle of Anglesey","AA/AO","75","70","22560","22220"
"In post","2023","West Wales and The Valleys","Isle of Anglesey","EO","120","110","27470","27470"
"In post","2023","West Wales and The Valleys","Isle of Anglesey","G6/G7","10","10","66970","65500"
"In post","2023","West Wales and The Valleys","Isle of Anglesey","SEO/HEO","60","60","35730","34300"
"In post","2023","West Wales and The Valleys","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","West Wales and The Valleys","South West Wales","AA/AO","460","420","22860","22150"
"In post","2023","West Wales and The Valleys","South West Wales","EO","455","410","28210","28120"
"In post","2023","West Wales and The Valleys","South West Wales","G6/G7","120","115","62030","63900"
"In post","2023","West Wales and The Valleys","South West Wales","SCS level","5","5","[c]","[c]"
"In post","2023","West Wales and The Valleys","South West Wales","SEO/HEO","465","440","39830","39690"
"In post","2023","West Wales and The Valleys","South West Wales","Unknown","135","125","29160","26840"
"In post","2023","West Wales and The Valleys","Swansea","AA/AO","4925","4230","22090","22500"
"In post","2023","West Wales and The Valleys","Swansea","EO","1705","1580","27810","27450"
"In post","2023","West Wales and The Valleys","Swansea","G6/G7","545","525","62500","59480"
"In post","2023","West Wales and The Valleys","Swansea","SCS level","10","10","97110","91570"
"In post","2023","West Wales and The Valleys","Swansea","SEO/HEO","1855","1770","38320","38100"
"In post","2023","West Wales and The Valleys","Swansea","Unknown","235","220","29770","29050"
"In post","2023","West Yorkshire","Bradford","AA/AO","1355","1170","22240","22520"
"In post","2023","West Yorkshire","Bradford","EO","790","710","28020","28120"
"In post","2023","West Yorkshire","Bradford","G6/G7","75","70","58880","57970"
"In post","2023","West Yorkshire","Bradford","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","West Yorkshire","Bradford","SEO/HEO","330","310","36850","35000"
"In post","2023","West Yorkshire","Bradford","Unknown","245","235","29240","26840"
"In post","2023","West Yorkshire","Calderdale and Kirklees","AA/AO","145","120","21560","21690"
"In post","2023","West Yorkshire","Calderdale and Kirklees","EO","535","475","27940","28120"
"In post","2023","West Yorkshire","Calderdale and Kirklees","G6/G7","60","60","61760","59270"
"In post","2023","West Yorkshire","Calderdale and Kirklees","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","West Yorkshire","Calderdale and Kirklees","SEO/HEO","95","90","36600","34170"
"In post","2023","West Yorkshire","Calderdale and Kirklees","Unknown","235","210","29200","26840"
"In post","2023","West Yorkshire","Leeds","AA/AO","2725","2515","24130","22520"
"In post","2023","West Yorkshire","Leeds","EO","3495","3275","28160","28120"
"In post","2023","West Yorkshire","Leeds","G6/G7","2420","2325","58060","56860"
"In post","2023","West Yorkshire","Leeds","SCS level","160","155","89290","81090"
"In post","2023","West Yorkshire","Leeds","SEO/HEO","4720","4520","36970","35000"
"In post","2023","West Yorkshire","Leeds","Unknown","400","380","30150","29050"
"In post","2023","West Yorkshire","Wakefield","AA/AO","800","740","28240","28880"
"In post","2023","West Yorkshire","Wakefield","EO","460","420","31170","28480"
"In post","2023","West Yorkshire","Wakefield","G6/G7","65","65","65210","62890"
"In post","2023","West Yorkshire","Wakefield","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","West Yorkshire","Wakefield","SEO/HEO","325","310","40250","39590"
"In post","2023","West Yorkshire","Wakefield","Unknown","210","190","30530","29050"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Bedford","AA/AO","60","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Bedford","EO","35","[c]","27890","27570"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Bedford","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Bedford","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Bedford","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Central Bedfordshire","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Central Bedfordshire","EO","15","[c]","28040","27570"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Central Bedfordshire","SEO/HEO","10","[c]","38780","36010"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Hertfordshire CC","AA/AO","110","[c]","23670","24380"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Hertfordshire CC","EO","125","[c]","29770","29290"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Hertfordshire CC","G6/G7","25","[c]","62710","62020"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Hertfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Hertfordshire CC","SEO/HEO","60","[c]","39270","38680"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Hertfordshire CC","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Luton","AA/AO","15","[c]","21500","21780"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Luton","EO","25","[c]","27670","27570"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Luton","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Luton","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AA/AO","120","[c]","28980","27680"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","EO","65","[c]","31480","29290"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO/HEO","60","[c]","41330","40800"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","AA/AO","95","[c]","23740","23300"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","EO","50","[c]","28410","28120"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","G6/G7","10","[c]","62530","61200"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","SEO/HEO","40","[c]","37560","36300"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AA/AO","155","[c]","23720","22450"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","EO","55","[c]","28020","28120"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SEO/HEO","45","[c]","37420","35300"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","AA/AO","160","[c]","22690","21780"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","EO","70","[c]","27800","27570"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","G6/G7","20","[c]","64160","64220"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SEO/HEO","60","[c]","38330","38130"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","Cheshire East","AA/AO","75","[c]","22200","22190"
"Leaver CS","2023","Cheshire","Cheshire East","EO","25","[c]","26560","27570"
"Leaver CS","2023","Cheshire","Cheshire East","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","Cheshire East","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","Cheshire East","SEO/HEO","20","[c]","37970","39670"
"Leaver CS","2023","Cheshire","Cheshire East","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","Cheshire West and Chester","AA/AO","15","[c]","21640","21690"
"Leaver CS","2023","Cheshire","Cheshire West and Chester","EO","15","[c]","27210","27570"
"Leaver CS","2023","Cheshire","Cheshire West and Chester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","Cheshire West and Chester","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","Cheshire West and Chester","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","Warrington","AA/AO","90","[c]","23860","21780"
"Leaver CS","2023","Cheshire","Warrington","EO","60","[c]","31520","30740"
"Leaver CS","2023","Cheshire","Warrington","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","Warrington","SEO/HEO","50","[c]","43310","43370"
"Leaver CS","2023","Cheshire","Warrington","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","AA/AO","70","[c]","22120","21690"
"Leaver CS","2023","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","EO","60","[c]","27710","27570"
"Leaver CS","2023","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G6/G7","10","[c]","68620","70330"
"Leaver CS","2023","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SEO/HEO","20","[c]","39080","36730"
"Leaver CS","2023","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","East Cumbria","AA/AO","35","[c]","23260","22150"
"Leaver CS","2023","Cumbria","East Cumbria","EO","20","[c]","27640","27570"
"Leaver CS","2023","Cumbria","East Cumbria","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","East Cumbria","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","East Cumbria","SEO/HEO","15","[c]","40670","37300"
"Leaver CS","2023","Cumbria","East Cumbria","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","West Cumbria","AA/AO","65","[c]","23170","21960"
"Leaver CS","2023","Cumbria","West Cumbria","EO","15","[c]","26590","26960"
"Leaver CS","2023","Cumbria","West Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","West Cumbria","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","West Cumbria","Unknown","35","[c]","42370","39980"
"Leaver CS","2023","Derbyshire and Nottinghamshire","Derby","AA/AO","60","[c]","22470","21690"
"Leaver CS","2023","Derbyshire and Nottinghamshire","Derby","EO","25","[c]","29300","27570"
"Leaver CS","2023","Derbyshire and Nottinghamshire","Derby","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","Derby","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","Derby","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","Derby","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","East Derbyshire","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","East Derbyshire","EO","25","[c]","27640","27570"
"Leaver CS","2023","Derbyshire and Nottinghamshire","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","North Nottinghamshire","AA/AO","50","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","North Nottinghamshire","EO","40","[c]","27740","27570"
"Leaver CS","2023","Derbyshire and Nottinghamshire","North Nottinghamshire","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","North Nottinghamshire","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","Nottingham","AA/AO","280","[c]","21650","21780"
"Leaver CS","2023","Derbyshire and Nottinghamshire","Nottingham","EO","185","[c]","26700","27570"
"Leaver CS","2023","Derbyshire and Nottinghamshire","Nottingham","G6/G7","60","[c]","57430","56290"
"Leaver CS","2023","Derbyshire and Nottinghamshire","Nottingham","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","Nottingham","SEO/HEO","190","[c]","35500","35310"
"Leaver CS","2023","Derbyshire and Nottinghamshire","Nottingham","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","South Nottinghamshire","AA/AO","40","[c]","22880","22280"
"Leaver CS","2023","Derbyshire and Nottinghamshire","South Nottinghamshire","EO","20","[c]","29420","28120"
"Leaver CS","2023","Derbyshire and Nottinghamshire","South Nottinghamshire","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","South Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","South Nottinghamshire","SEO/HEO","35","[c]","38790","40590"
"Leaver CS","2023","Derbyshire and Nottinghamshire","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","South and West Derbyshire","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","South and West Derbyshire","EO","25","[c]","27370","27570"
"Leaver CS","2023","Derbyshire and Nottinghamshire","South and West Derbyshire","G6/G7","10","[c]","61230","60220"
"Leaver CS","2023","Derbyshire and Nottinghamshire","South and West Derbyshire","SEO/HEO","35","[c]","39780","39390"
"Leaver CS","2023","Derbyshire and Nottinghamshire","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Devon","Devon CC","AA/AO","275","[c]","21790","21690"
"Leaver CS","2023","Devon","Devon CC","EO","95","[c]","27360","27570"
"Leaver CS","2023","Devon","Devon CC","G6/G7","55","[c]","54660","48540"
"Leaver CS","2023","Devon","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Devon","Devon CC","SEO/HEO","110","[c]","37190","36340"
"Leaver CS","2023","Devon","Devon CC","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Devon","Plymouth","AA/AO","120","[c]","24590","22520"
"Leaver CS","2023","Devon","Plymouth","EO","55","[c]","29570","28080"
"Leaver CS","2023","Devon","Plymouth","G6/G7","20","[c]","63780","59750"
"Leaver CS","2023","Devon","Plymouth","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Devon","Plymouth","SEO/HEO","80","[c]","40870","40240"
"Leaver CS","2023","Devon","Plymouth","Unknown","30","[c]","36170","37300"
"Leaver CS","2023","Devon","Torbay","AA/AO","15","[c]","21510","21690"
"Leaver CS","2023","Devon","Torbay","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Devon","Torbay","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Devon","Torbay","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Devon","Torbay","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","Bournemouth, Christchurch and Poole","AA/AO","20","[c]","21960","20970"
"Leaver CS","2023","Dorset and Somerset","Bournemouth, Christchurch and Poole","EO","45","[c]","27450","27570"
"Leaver CS","2023","Dorset and Somerset","Bournemouth, Christchurch and Poole","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","Bournemouth, Christchurch and Poole","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","Bournemouth, Christchurch and Poole","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","Dorset","AA/AO","110","[c]","22050","21440"
"Leaver CS","2023","Dorset and Somerset","Dorset","EO","50","[c]","28850","28080"
"Leaver CS","2023","Dorset and Somerset","Dorset","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","Dorset","SEO/HEO","45","[c]","36080","34850"
"Leaver CS","2023","Dorset and Somerset","Dorset","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","Somerset CC","AA/AO","90","[c]","22060","21690"
"Leaver CS","2023","Dorset and Somerset","Somerset CC","EO","55","[c]","27590","27570"
"Leaver CS","2023","Dorset and Somerset","Somerset CC","G6/G7","15","[c]","62040","56950"
"Leaver CS","2023","Dorset and Somerset","Somerset CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","Somerset CC","SEO/HEO","75","[c]","38970","37710"
"Leaver CS","2023","Dorset and Somerset","Somerset CC","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","Breckland and South Norfolk","AA/AO","50","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","Breckland and South Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","Cambridgeshire CC","AA/AO","155","[c]","24430","22220"
"Leaver CS","2023","East Anglia","Cambridgeshire CC","EO","90","[c]","27890","27570"
"Leaver CS","2023","East Anglia","Cambridgeshire CC","G6/G7","15","[c]","58930","55110"
"Leaver CS","2023","East Anglia","Cambridgeshire CC","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","Cambridgeshire CC","SEO/HEO","95","[c]","39070","38300"
"Leaver CS","2023","East Anglia","Cambridgeshire CC","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","North and West Norfolk","AA/AO","40","[c]","25440","21790"
"Leaver CS","2023","East Anglia","North and West Norfolk","EO","15","[c]","28670","28120"
"Leaver CS","2023","East Anglia","North and West Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","North and West Norfolk","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","North and West Norfolk","SEO/HEO","15","[c]","36990","35200"
"Leaver CS","2023","East Anglia","North and West Norfolk","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","Norwich and East Norfolk","AA/AO","85","[c]","21590","21690"
"Leaver CS","2023","East Anglia","Norwich and East Norfolk","EO","55","[c]","27310","27570"
"Leaver CS","2023","East Anglia","Norwich and East Norfolk","G6/G7","10","[c]","56570","53620"
"Leaver CS","2023","East Anglia","Norwich and East Norfolk","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","Norwich and East Norfolk","SEO/HEO","25","[c]","39220","38330"
"Leaver CS","2023","East Anglia","Norwich and East Norfolk","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","Peterborough","AA/AO","60","[c]","22290","22400"
"Leaver CS","2023","East Anglia","Peterborough","EO","30","[c]","27930","27820"
"Leaver CS","2023","East Anglia","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","Peterborough","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","Peterborough","SEO/HEO","30","[c]","34660","33990"
"Leaver CS","2023","East Anglia","Peterborough","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","Suffolk CC","AA/AO","235","[c]","21830","21690"
"Leaver CS","2023","East Anglia","Suffolk CC","EO","105","[c]","27720","27570"
"Leaver CS","2023","East Anglia","Suffolk CC","G6/G7","25","[c]","61450","53230"
"Leaver CS","2023","East Anglia","Suffolk CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","Suffolk CC","SEO/HEO","65","[c]","36240","36400"
"Leaver CS","2023","East Anglia","Suffolk CC","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","Cardiff and Vale of Glamorgan","AA/AO","325","[c]","22140","21780"
"Leaver CS","2023","East Wales","Cardiff and Vale of Glamorgan","EO","170","[c]","27570","27490"
"Leaver CS","2023","East Wales","Cardiff and Vale of Glamorgan","G6/G7","75","[c]","60720","61440"
"Leaver CS","2023","East Wales","Cardiff and Vale of Glamorgan","SCS level","10","[c]","105840","105670"
"Leaver CS","2023","East Wales","Cardiff and Vale of Glamorgan","SEO/HEO","170","[c]","37860","37910"
"Leaver CS","2023","East Wales","Cardiff and Vale of Glamorgan","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","Flintshire and Wrexham","AA/AO","120","[c]","21880","21690"
"Leaver CS","2023","East Wales","Flintshire and Wrexham","EO","55","[c]","28340","28120"
"Leaver CS","2023","East Wales","Flintshire and Wrexham","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","Flintshire and Wrexham","SEO/HEO","25","[c]","40610","39830"
"Leaver CS","2023","East Wales","Flintshire and Wrexham","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","Monmouthshire and Newport","AA/AO","175","[c]","20800","20660"
"Leaver CS","2023","East Wales","Monmouthshire and Newport","EO","100","[c]","26500","25870"
"Leaver CS","2023","East Wales","Monmouthshire and Newport","G6/G7","65","[c]","58480","58130"
"Leaver CS","2023","East Wales","Monmouthshire and Newport","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","Monmouthshire and Newport","SEO/HEO","130","[c]","36350","36840"
"Leaver CS","2023","East Wales","Monmouthshire and Newport","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","Powys","AA/AO","15","[c]","22180","21830"
"Leaver CS","2023","East Wales","Powys","EO","15","[c]","27890","28120"
"Leaver CS","2023","East Wales","Powys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","Powys","SEO/HEO","10","[c]","41580","44430"
"Leaver CS","2023","East Wales","Powys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","AA/AO","135","[c]","25630","22500"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","EO","50","[c]","27390","27570"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","SEO/HEO","20","[c]","35780","35270"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","AA/AO","65","[c]","22140","21690"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","EO","40","[c]","27420","28080"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","SEO/HEO","15","[c]","36900","34850"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","AA/AO","15","[c]","21820","21690"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","EO","15","[c]","27790","28120"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Eastern Scotland","Angus and Dundee City","AA/AO","105","[c]","22440","21830"
"Leaver CS","2023","Eastern Scotland","Angus and Dundee City","EO","35","[c]","28450","28120"
"Leaver CS","2023","Eastern Scotland","Angus and Dundee City","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Eastern Scotland","Angus and Dundee City","SEO/HEO","10","[c]","39790","38130"
"Leaver CS","2023","Eastern Scotland","City of Edinburgh","AA/AO","350","[c]","24480","24490"
"Leaver CS","2023","Eastern Scotland","City of Edinburgh","EO","195","[c]","31320","30440"
"Leaver CS","2023","Eastern Scotland","City of Edinburgh","G6/G7","120","[c]","67410","65280"
