"Status","Year","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Communications","Crown Commercial Service","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Crown Prosecution Service","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Defence Equipment and Support","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Education (excl. agencies)","Female","30","[c]","32660","33950"
"New entrant CS","2023","Communications","Department for Education (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for International Trade","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for International Trade","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Transport (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Work and Pensions (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department of Health and Social Care (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Food Standards Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Revenue and Customs (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Revenue and Customs (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Treasury (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Health and Safety Executive","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Health and Safety Executive","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Home Office","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Home Office","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Met Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Met Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Ministry of Defence (excl. agencies)","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Ministry of Defence (excl. agencies)","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Ministry of Justice (excl. agencies)","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Ministry of Justice (excl. agencies)","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Communications","National Crime Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office for Standards in Education, Children's Services and Skills","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of Gas and Electricity Markets","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of Gas and Electricity Markets","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of Qualifications and Examinations Regulation","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Export Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Export Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Health Security Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Statistics Authority","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Statistics Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Wilton Park","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Wilton Park","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Companies House","Female","35","[c]","22820","21380"
"New entrant CS","2023","Counter Fraud","Companies House","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Female","165","[c]","26740","25610"
"New entrant CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Male","145","[c]","27610","25610"
"New entrant CS","2023","Counter Fraud","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Driver and Vehicle Standards Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Female","115","[c]","31100","27890"
"New entrant CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Male","120","[c]","30580","27890"
"New entrant CS","2023","Counter Fraud","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Serious Fraud Office","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Serious Fraud Office","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Department for Work and Pensions (excl. agencies)","Female","270","[c]","21700","21690"
"New entrant CS","2023","Debt","Department for Work and Pensions (excl. agencies)","Male","170","[c]","21800","21690"
"New entrant CS","2023","Debt","HM Revenue and Customs (excl. agencies)","Female","710","[c]","23230","22520"
"New entrant CS","2023","Debt","HM Revenue and Customs (excl. agencies)","Male","530","[c]","23050","22520"
"New entrant CS","2023","Digital, Data & Technology","Active Travel England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Active Travel England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
