"Status","Year","Age","Function_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Finance","London","SCS level","15","15","99350","94950"
"In post","2023","60-64","Finance","London","SEO","65","60","46830","46380"
"In post","2023","60-64","Finance","Outside London","AA","25","20","22020","22520"
"In post","2023","60-64","Finance","Outside London","AO","225","170","22600","22520"
"In post","2023","60-64","Finance","Outside London","EO","130","110","28270","28120"
"In post","2023","60-64","Finance","Outside London","G6","25","20","70520","69140"
"In post","2023","60-64","Finance","Outside London","G7","70","60","55400","54360"
"In post","2023","60-64","Finance","Outside London","HEO","135","115","34700","34300"
"In post","2023","60-64","Finance","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","60-64","Finance","Outside London","SEO","140","120","43090","42140"
"In post","2023","60-64","Finance","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","Outside London","AO","110","95","22130","22150"
"In post","2023","60-64","Grants Management","Outside London","EO","50","45","26400","26420"
"In post","2023","60-64","Grants Management","Outside London","G7","5","5","[c]","[c]"
"In post","2023","60-64","Grants Management","Outside London","HEO","20","20","31550","31550"
"In post","2023","60-64","Grants Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","Outside London","SEO","10","5","[c]","[c]"
"In post","2023","60-64","Human Resources","London","AO","10","10","[c]","[c]"
"In post","2023","60-64","Human Resources","London","EO","25","25","32550","32520"
"In post","2023","60-64","Human Resources","London","G6","15","15","74400","75650"
"In post","2023","60-64","Human Resources","London","G7","35","30","59870","60700"
"In post","2023","60-64","Human Resources","London","HEO","45","40","38680","38630"
"In post","2023","60-64","Human Resources","London","SCS level","10","10","104580","93310"
"In post","2023","60-64","Human Resources","London","SEO","30","30","46620","46470"
"In post","2023","60-64","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Outside London","AA","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Outside London","AO","110","95","22400","22220"
"In post","2023","60-64","Human Resources","Outside London","EO","395","355","29220","28120"
"In post","2023","60-64","Human Resources","Outside London","G6","30","25","67520","66860"
"In post","2023","60-64","Human Resources","Outside London","G7","75","65","54770","55210"
"In post","2023","60-64","Human Resources","Outside London","HEO","305","275","35640","34690"
"In post","2023","60-64","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Outside London","SEO","160","140","42620","41800"
"In post","2023","60-64","Human Resources","Outside London","Unknown","10","10","38780","38530"
"In post","2023","60-64","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","London","G7","5","5","[c]","[c]"
"In post","2023","60-64","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","London","SEO","15","10","49430","47720"
"In post","2023","60-64","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Outside London","G6","5","5","[c]","[c]"
"In post","2023","60-64","Internal Audit","Outside London","G7","10","10","54280","52230"
"In post","2023","60-64","Internal Audit","Outside London","HEO","10","10","35160","34370"
"In post","2023","60-64","Internal Audit","Outside London","SEO","25","20","45300","44930"
"In post","2023","60-64","Internal Audit","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","London","AO","45","45","25020","24480"
"In post","2023","60-64","Legal","London","EO","45","40","30570","30560"
"In post","2023","60-64","Legal","London","G6","65","60","76610","77460"
"In post","2023","60-64","Legal","London","G7","90","80","62590","63390"
"In post","2023","60-64","Legal","London","HEO","10","10","36330","35800"
"In post","2023","60-64","Legal","London","SCS level","25","20","94000","88500"
"In post","2023","60-64","Legal","London","SEO","15","15","44730","44190"
"In post","2023","60-64","Legal","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Outside London","AO","95","80","23090","22870"
"In post","2023","60-64","Legal","Outside London","EO","90","70","28840","28850"
"In post","2023","60-64","Legal","Outside London","G6","35","30","75310","74000"
"In post","2023","60-64","Legal","Outside London","G7","210","170","59550","56450"
"In post","2023","60-64","Legal","Outside London","HEO","45","35","35040","35000"
"In post","2023","60-64","Legal","Outside London","SCS level","10","10","85750","85200"
"In post","2023","60-64","Legal","Outside London","SEO","25","20","42670","42510"
"In post","2023","60-64","No function","London","AA","220","195","24540","23500"
"In post","2023","60-64","No function","London","AO","905","795","27040","25840"
"In post","2023","60-64","No function","London","EO","1380","1190","31730","31580"
"In post","2023","60-64","No function","London","G6","185","170","74240","73050"
"In post","2023","60-64","No function","London","G7","345","310","61030","60430"
"In post","2023","60-64","No function","London","HEO","545","485","38850","38580"
"In post","2023","60-64","No function","London","SCS level","105","100","108740","98070"
"In post","2023","60-64","No function","London","SEO","405","370","46670","45960"
"In post","2023","60-64","No function","London","Unknown","225","210","37030","33820"
"In post","2023","60-64","No function","Outside London","AA","2030","1635","21470","21380"
"In post","2023","60-64","No function","Outside London","AO","8965","7120","23300","22220"
"In post","2023","60-64","No function","Outside London","EO","7620","5950","28840","28120"
"In post","2023","60-64","No function","Outside London","G6","315","280","73790","71890"
"In post","2023","60-64","No function","Outside London","G7","655","575","57990","56520"
"In post","2023","60-64","No function","Outside London","HEO","2505","2040","35570","34910"
"In post","2023","60-64","No function","Outside London","SCS level","90","80","103700","105110"
"In post","2023","60-64","No function","Outside London","SEO","1345","1135","44490","42620"
"In post","2023","60-64","No function","Outside London","Unknown","1460","1265","31170","29050"
"In post","2023","60-64","No function","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Overseas","EO","10","10","[c]","[c]"
"In post","2023","60-64","No function","Overseas","G6","25","25","70000","67340"
"In post","2023","60-64","No function","Overseas","G7","15","15","65760","59270"
"In post","2023","60-64","No function","Overseas","HEO","10","10","38630","38060"
"In post","2023","60-64","No function","Overseas","SCS level","25","25","98160","96000"
"In post","2023","60-64","No function","Overseas","SEO","15","15","50370","50260"
"In post","2023","60-64","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Unknown","AO","15","15","22630","21690"
"In post","2023","60-64","No function","Unknown","EO","20","15","31570","31370"
"In post","2023","60-64","No function","Unknown","HEO","15","15","42040","45610"
"In post","2023","60-64","No function","Unknown","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Project Delivery","London","AO","10","10","27660","27880"
"In post","2023","60-64","Project Delivery","London","EO","40","40","32540","32540"
"In post","2023","60-64","Project Delivery","London","G6","40","35","74280","74280"
"In post","2023","60-64","Project Delivery","London","G7","75","70","63120","65230"
"In post","2023","60-64","Project Delivery","London","HEO","60","50","40050","39790"
"In post","2023","60-64","Project Delivery","London","SCS level","25","25","112440","99880"
"In post","2023","60-64","Project Delivery","London","SEO","55","50","46650","46310"
"In post","2023","60-64","Project Delivery","Outside London","AO","20","15","22420","22510"
"In post","2023","60-64","Project Delivery","Outside London","EO","105","80","28100","28120"
"In post","2023","60-64","Project Delivery","Outside London","G6","100","85","69330","68440"
"In post","2023","60-64","Project Delivery","Outside London","G7","200","170","54820","55780"
"In post","2023","60-64","Project Delivery","Outside London","HEO","270","220","34570","34950"
"In post","2023","60-64","Project Delivery","Outside London","SCS level","10","10","93430","81680"
"In post","2023","60-64","Project Delivery","Outside London","SEO","325","275","42070","41800"
"In post","2023","60-64","Project Delivery","Outside London","Unknown","130","115","49000","45260"
"In post","2023","60-64","Project Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","London","AA","10","10","[c]","[c]"
"In post","2023","60-64","Property","London","AO","10","10","27280","26920"
"In post","2023","60-64","Property","London","EO","35","30","31990","32520"
"In post","2023","60-64","Property","London","G6","10","10","72590","72550"
"In post","2023","60-64","Property","London","G7","30","25","61540","60640"
"In post","2023","60-64","Property","London","HEO","25","20","37580","38110"
"In post","2023","60-64","Property","London","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","Property","London","SEO","30","25","47130","46110"
"In post","2023","60-64","Property","Outside London","AA","125","120","19520","18830"
"In post","2023","60-64","Property","Outside London","AO","130","110","23840","22520"
"In post","2023","60-64","Property","Outside London","EO","150","130","28110","27810"
"In post","2023","60-64","Property","Outside London","G6","20","15","67500","66780"
"In post","2023","60-64","Property","Outside London","G7","80","75","56820","57970"
"In post","2023","60-64","Property","Outside London","HEO","160","140","34700","34300"
"In post","2023","60-64","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Outside London","SEO","150","130","43050","42510"
"In post","2023","60-64","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","60-64","Property","Overseas","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Unknown","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Security","London","AA","25","25","24100","24380"
"In post","2023","60-64","Security","London","AO","25","20","32590","28950"
"In post","2023","60-64","Security","London","EO","25","25","35230","33010"
"In post","2023","60-64","Security","London","G6","10","5","[c]","[c]"
"In post","2023","60-64","Security","London","G7","10","10","61460","61960"
"In post","2023","60-64","Security","London","HEO","20","20","39880","37970"
"In post","2023","60-64","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","London","SEO","15","15","46920","47370"
"In post","2023","60-64","Security","Outside London","AA","410","370","21980","21380"
"In post","2023","60-64","Security","Outside London","AO","175","150","32490","29100"
"In post","2023","60-64","Security","Outside London","EO","80","70","30620","27470"
"In post","2023","60-64","Security","Outside London","G6","5","5","[c]","[c]"
"In post","2023","60-64","Security","Outside London","G7","15","10","59520","58870"
"In post","2023","60-64","Security","Outside London","HEO","85","80","37490","34320"
"In post","2023","60-64","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Outside London","SEO","40","40","43060","41990"
"In post","2023","60-64","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","60-64","Security","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","London","AO","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","London","EO","10","10","32250","32520"
"In post","2023","60-64","Unknown","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","London","G7","25","20","57460","55540"
"In post","2023","60-64","Unknown","London","HEO","10","10","[c]","[c]"
"In post","2023","60-64","Unknown","London","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","London","SEO","15","10","44230","43760"
"In post","2023","60-64","Unknown","Outside London","AA","130","115","24250","24890"
"In post","2023","60-64","Unknown","Outside London","AO","235","210","27290","26220"
"In post","2023","60-64","Unknown","Outside London","EO","275","245","31200","30610"
"In post","2023","60-64","Unknown","Outside London","G6","115","100","76880","76990"
"In post","2023","60-64","Unknown","Outside London","G7","225","185","60070","63900"
"In post","2023","60-64","Unknown","Outside London","HEO","295","255","38190","38520"
"In post","2023","60-64","Unknown","Outside London","SCS level","45","40","94590","85200"
"In post","2023","60-64","Unknown","Outside London","SEO","290","255","48180","49370"
"In post","2023","60-64","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","Unknown","135","135","45200","40930"
"In post","2023","65+","Analysis","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","London","EO","10","10","32240","32350"
"In post","2023","65+","Analysis","London","G6","5","5","[c]","[c]"
"In post","2023","65+","Analysis","London","G7","5","5","[c]","[c]"
"In post","2023","65+","Analysis","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","London","SEO","10","5","[c]","[c]"
"In post","2023","65+","Analysis","Outside London","AO","5","5","[c]","[c]"
"In post","2023","65+","Analysis","Outside London","EO","15","10","27250","27180"
"In post","2023","65+","Analysis","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Outside London","G7","20","15","53180","50120"
"In post","2023","65+","Analysis","Outside London","HEO","10","5","[c]","[c]"
"In post","2023","65+","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Analysis","Outside London","SEO","10","5","[c]","[c]"
"In post","2023","65+","Commercial","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","London","G6","5","5","[c]","[c]"
"In post","2023","65+","Commercial","London","G7","5","5","[c]","[c]"
"In post","2023","65+","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","London","SEO","10","10","47600","47470"
"In post","2023","65+","Commercial","Outside London","AO","10","5","[c]","[c]"
"In post","2023","65+","Commercial","Outside London","EO","10","10","27570","26440"
"In post","2023","65+","Commercial","Outside London","G6","5","5","[c]","[c]"
"In post","2023","65+","Commercial","Outside London","G7","10","10","58420","57040"
"In post","2023","65+","Commercial","Outside London","HEO","15","15","34070","34140"
"In post","2023","65+","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Commercial","Outside London","SEO","20","15","42690","43450"
"In post","2023","65+","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","London","HEO","5","5","[c]","[c]"
"In post","2023","65+","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","Outside London","EO","10","10","[c]","[c]"
"In post","2023","65+","Communications","Outside London","HEO","10","5","[c]","[c]"
"In post","2023","65+","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","London","AO","40","30","25680","25610"
"In post","2023","65+","Counter Fraud","London","EO","45","35","33310","32520"
"In post","2023","65+","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","London","G7","5","5","[c]","[c]"
"In post","2023","65+","Counter Fraud","London","HEO","20","15","40020","41640"
"In post","2023","65+","Counter Fraud","London","SEO","15","10","46330","47590"
"In post","2023","65+","Counter Fraud","Outside London","AO","100","70","22670","22520"
"In post","2023","65+","Counter Fraud","Outside London","EO","210","135","28540","28120"
"In post","2023","65+","Counter Fraud","Outside London","G6","5","5","[c]","[c]"
"In post","2023","65+","Counter Fraud","Outside London","G7","10","5","58660","59290"
"In post","2023","65+","Counter Fraud","Outside London","HEO","65","45","36090","35400"
"In post","2023","65+","Counter Fraud","Outside London","SEO","20","15","43860","44930"
"In post","2023","65+","Debt","London","AO","35","25","26760","26920"
"In post","2023","65+","Debt","London","EO","5","5","[c]","[c]"
"In post","2023","65+","Debt","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Debt","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Debt","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Debt","Outside London","AO","145","105","22460","22520"
"In post","2023","65+","Debt","Outside London","EO","35","25","28960","29730"
"In post","2023","65+","Debt","Outside London","HEO","10","5","[c]","[c]"
"In post","2023","65+","Debt","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","London","AO","10","10","26820","26560"
"In post","2023","65+","Digital, Data & Technology","London","EO","20","20","31410","31260"
"In post","2023","65+","Digital, Data & Technology","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","London","G7","25","25","60970","61500"
"In post","2023","65+","Digital, Data & Technology","London","HEO","20","20","38320","38820"
"In post","2023","65+","Digital, Data & Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","London","SEO","20","15","48910","48080"
"In post","2023","65+","Digital, Data & Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Outside London","AO","35","30","23390","22410"
"In post","2023","65+","Digital, Data & Technology","Outside London","EO","75","55","28370","28120"
"In post","2023","65+","Digital, Data & Technology","Outside London","G6","10","10","66950","66950"
"In post","2023","65+","Digital, Data & Technology","Outside London","G7","45","40","55140","54360"
"In post","2023","65+","Digital, Data & Technology","Outside London","HEO","90","75","35780","35080"
"In post","2023","65+","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Outside London","SEO","80","65","44030","43660"
"In post","2023","65+","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","London","AO","15","15","26960","26920"
"In post","2023","65+","Finance","London","EO","25","20","31710","31390"
"In post","2023","65+","Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","London","G7","10","10","59140","59300"
"In post","2023","65+","Finance","London","HEO","20","15","38800","38920"
"In post","2023","65+","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","London","SEO","20","15","46680","46700"
"In post","2023","65+","Finance","Outside London","AA","10","5","22560","22520"
"In post","2023","65+","Finance","Outside London","AO","70","50","22620","22520"
"In post","2023","65+","Finance","Outside London","EO","45","35","28050","28120"
"In post","2023","65+","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Outside London","G7","10","10","56540","57970"
"In post","2023","65+","Finance","Outside London","HEO","30","25","35580","34880"
"In post","2023","65+","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Outside London","SEO","40","30","42340","41510"
"In post","2023","65+","Finance","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Grants Management","Outside London","AO","45","35","22150","22150"
"In post","2023","65+","Grants Management","Outside London","EO","20","15","26420","26540"
"In post","2023","65+","Grants Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Grants Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","London","AO","5","5","[c]","[c]"
"In post","2023","65+","Human Resources","London","EO","5","5","[c]","[c]"
"In post","2023","65+","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","London","G7","10","5","[c]","[c]"
"In post","2023","65+","Human Resources","London","HEO","5","5","[c]","[c]"
"In post","2023","65+","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","London","SEO","10","5","46670","46200"
"In post","2023","65+","Human Resources","Outside London","AA","5","5","[c]","[c]"
"In post","2023","65+","Human Resources","Outside London","AO","50","40","22640","22220"
"In post","2023","65+","Human Resources","Outside London","EO","140","115","29590","28920"
"In post","2023","65+","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Outside London","G7","15","15","55220","57370"
"In post","2023","65+","Human Resources","Outside London","HEO","85","75","35360","34640"
"In post","2023","65+","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Outside London","SEO","30","25","45470","42640"
"In post","2023","65+","Human Resources","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","65+","Human Resources","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","London","AO","20","15","25450","24480"
"In post","2023","65+","Legal","London","EO","20","20","30250","30560"
"In post","2023","65+","Legal","London","G6","25","20","77050","77460"
"In post","2023","65+","Legal","London","G7","35","25","63340","62830"
"In post","2023","65+","Legal","London","HEO","5","5","[c]","[c]"
"In post","2023","65+","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Outside London","AO","20","15","23200","22870"
"In post","2023","65+","Legal","Outside London","EO","25","20","28810","28850"
"In post","2023","65+","Legal","Outside London","G6","5","5","[c]","[c]"
"In post","2023","65+","Legal","Outside London","G7","80","50","59570","58880"
"In post","2023","65+","Legal","Outside London","HEO","10","10","35890","35000"
"In post","2023","65+","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Outside London","SEO","10","5","[c]","[c]"
"In post","2023","65+","No function","London","AA","165","135","24040","23000"
"In post","2023","65+","No function","London","AO","565","465","26430","25610"
"In post","2023","65+","No function","London","EO","520","405","31830","31950"
"In post","2023","65+","No function","London","G6","50","45","74920","74270"
"In post","2023","65+","No function","London","G7","110","95","61320","60690"
"In post","2023","65+","No function","London","HEO","180","150","38870","38840"
"In post","2023","65+","No function","London","SCS level","30","25","130420","120630"
"In post","2023","65+","No function","London","SEO","105","90","46900","46380"
"In post","2023","65+","No function","London","Unknown","115","95","36330","33820"
"In post","2023","65+","No function","Outside London","AA","955","690","21210","20150"
"In post","2023","65+","No function","Outside London","AO","2915","2205","23070","22220"
"In post","2023","65+","No function","Outside London","EO","2130","1520","28780","28120"
"In post","2023","65+","No function","Outside London","G6","95","65","75490","73100"
"In post","2023","65+","No function","Outside London","G7","135","110","58270","57970"
"In post","2023","65+","No function","Outside London","HEO","660","490","35940","34970"
"In post","2023","65+","No function","Outside London","SCS level","15","15","124490","119500"
"In post","2023","65+","No function","Outside London","SEO","350","270","46090","44620"
"In post","2023","65+","No function","Outside London","Unknown","510","380","30380","29050"
"In post","2023","65+","No function","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Overseas","G6","5","5","[c]","[c]"
"In post","2023","65+","No function","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","65+","No function","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Unknown","AO","5","5","[c]","[c]"
"In post","2023","65+","No function","Unknown","EO","10","5","[c]","[c]"
"In post","2023","65+","No function","Unknown","HEO","5","5","[c]","[c]"
"In post","2023","65+","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","London","AO","5","5","[c]","[c]"
"In post","2023","65+","Project Delivery","London","EO","15","10","33030","32540"
"In post","2023","65+","Project Delivery","London","G6","15","10","77160","80380"
"In post","2023","65+","Project Delivery","London","G7","20","20","62550","63600"
"In post","2023","65+","Project Delivery","London","HEO","20","15","40100","39840"
"In post","2023","65+","Project Delivery","London","SCS level","15","10","105080","91760"
"In post","2023","65+","Project Delivery","London","SEO","20","15","47220","48480"
"In post","2023","65+","Project Delivery","Outside London","AO","10","10","[c]","[c]"
"In post","2023","65+","Project Delivery","Outside London","EO","30","20","27860","28120"
"In post","2023","65+","Project Delivery","Outside London","G6","25","20","72050","67470"
"In post","2023","65+","Project Delivery","Outside London","G7","45","35","55380","56180"
"In post","2023","65+","Project Delivery","Outside London","HEO","65","50","35220","34970"
"In post","2023","65+","Project Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","65+","Project Delivery","Outside London","SEO","70","55","43080","42510"
"In post","2023","65+","Project Delivery","Outside London","Unknown","40","35","46310","43590"
"In post","2023","65+","Property","London","AA","5","5","[c]","[c]"
"In post","2023","65+","Property","London","AO","10","10","[c]","[c]"
"In post","2023","65+","Property","London","EO","20","15","31840","31870"
"In post","2023","65+","Property","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","London","G7","10","10","62510","63370"
"In post","2023","65+","Property","London","HEO","5","5","[c]","[c]"
"In post","2023","65+","Property","London","SCS level","[c]","[c]","[c]","[c]"
