"Status","Year","Function_of_post","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Property","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","Outside London","Male","55","[c]","28490","27370"
"Leaver Dept.","2023","Security","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","London","Female","30","[c]","42720","35650"
"Leaver Dept.","2023","Security","Unknown","London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","Outside London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Economics","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Economics","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","London","Female","45","[c]","46430","41300"
"Leaver Dept.","2023","Unknown","Policy","London","Male","45","[c]","48660","39150"
"Leaver Dept.","2023","Unknown","Policy","Outside London","Female","45","[c]","37520","37540"
"Leaver Dept.","2023","Unknown","Policy","Outside London","Male","35","[c]","41030","36870"
"Leaver Dept.","2023","Unknown","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","London","Female","370","[c]","33030","32000"
"Leaver Dept.","2023","Unknown","Unknown","London","Male","270","[c]","32060","32000"
"Leaver Dept.","2023","Unknown","Unknown","Outside London","Female","180","[c]","37400","32340"
"Leaver Dept.","2023","Unknown","Unknown","Outside London","Male","115","[c]","38650","33240"
"Leaver Dept.","2023","Unknown","Unknown","Overseas","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Overseas","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Digital, Data and Technology","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Digital, Data and Technology","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Digital, Data and Technology","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Economics","London","Female","80","[c]","34760","34410"
"New entrant CS","2023","Analysis","Economics","London","Male","130","[c]","34790","34480"
"New entrant CS","2023","Analysis","Economics","Outside London","Female","40","[c]","29380","25490"
"New entrant CS","2023","Analysis","Economics","Outside London","Male","90","[c]","29930","27650"
"New entrant CS","2023","Analysis","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Finance","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Finance","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intelligence Analysis","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intelligence Analysis","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Knowledge and Information Management","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Legal","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Legal","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","Outside London","Female","30","[c]","32750","31060"
"New entrant CS","2023","Analysis","Operational Delivery","Outside London","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","Outside London","Male","30","[c]","34470","33110"
"New entrant CS","2023","Analysis","Other","London","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","London","Male","30","[c]","39500","35410"
"New entrant CS","2023","Analysis","Other","Outside London","Female","30","[c]","33320","31270"
"New entrant CS","2023","Analysis","Other","Outside London","Male","35","[c]","35600","31270"
"New entrant CS","2023","Analysis","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Policy","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Policy","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Policy","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Science and Engineering","Outside London","Female","75","[c]","28820","27330"
"New entrant CS","2023","Analysis","Science and Engineering","Outside London","Male","105","[c]","30030","27330"
"New entrant CS","2023","Analysis","Social Research","London","Female","60","[c]","38460","36670"
"New entrant CS","2023","Analysis","Social Research","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","Outside London","Female","85","[c]","33870","31560"
"New entrant CS","2023","Analysis","Social Research","Outside London","Male","35","[c]","34000","31840"
"New entrant CS","2023","Analysis","Statistics","London","Female","80","[c]","31610","28840"
"New entrant CS","2023","Analysis","Statistics","London","Male","75","[c]","31440","29660"
"New entrant CS","2023","Analysis","Statistics","Outside London","Female","75","[c]","32090","31560"
"New entrant CS","2023","Analysis","Statistics","Outside London","Male","110","[c]","33010","31310"
"New entrant CS","2023","Analysis","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Commercial","London","Female","60","[c]","42110","35010"
"New entrant CS","2023","Commercial","Commercial","London","Male","45","[c]","40210","33500"
"New entrant CS","2023","Commercial","Commercial","Outside London","Female","285","[c]","35720","31640"
"New entrant CS","2023","Commercial","Commercial","Outside London","Male","240","[c]","39610","33050"
"New entrant CS","2023","Commercial","Communications","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Communications","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Finance","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Finance","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Science and Engineering","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","London","Female","165","[c]","39490","37870"
"New entrant CS","2023","Communications","Communications","London","Male","85","[c]","39070","37540"
"New entrant CS","2023","Communications","Communications","Outside London","Female","160","[c]","34700","31650"
"New entrant CS","2023","Communications","Communications","Outside London","Male","95","[c]","36880","34110"
"New entrant CS","2023","Communications","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Counter Fraud","London","Female","50","[c]","33490","32260"
"New entrant CS","2023","Counter Fraud","Counter Fraud","London","Male","45","[c]","31050","32260"
"New entrant CS","2023","Counter Fraud","Counter Fraud","Outside London","Female","230","[c]","26260","25610"
"New entrant CS","2023","Counter Fraud","Counter Fraud","Outside London","Male","195","[c]","27340","26960"
"New entrant CS","2023","Counter Fraud","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Intelligence Analysis","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Legal","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Legal","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Operational Delivery","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Operational Delivery","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Other","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Tax","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Tax","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Unknown","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Unknown","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Unknown","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Operational Delivery","London","Female","90","[c]","26870","26920"
"New entrant CS","2023","Debt","Operational Delivery","London","Male","55","[c]","26920","26920"
"New entrant CS","2023","Debt","Operational Delivery","Outside London","Female","600","[c]","22590","22520"
"New entrant CS","2023","Debt","Operational Delivery","Outside London","Male","470","[c]","22620","22520"
"New entrant CS","2023","Debt","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Other","Outside London","Female","265","[c]","21700","21690"
"New entrant CS","2023","Debt","Other","Outside London","Male","170","[c]","21800","21690"
"New entrant CS","2023","Debt","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Tax","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Tax","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Unknown","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Unknown","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Unknown","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Unknown","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Communications","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Communications","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","London","Female","215","[c]","42790","39470"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","London","Male","400","[c]","46800","41870"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","Outside London","Female","725","[c]","37700","34850"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","Outside London","Male","1380","[c]","39330","36990"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Economics","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Economics","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","Outside London","Female","35","[c]","27770","27080"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","Outside London","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","Outside London","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","Outside London","Male","20","[c]","[c]","[c]"
