"Status","Year","Age","Organisation","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Education and Skills Funding Agency","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Education and Skills Funding Agency","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Education and Skills Funding Agency","London","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Education and Skills Funding Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Education and Skills Funding Agency","London","SEO/HEO","20","20","39010","41440"
"In post","2023","30-39","Education and Skills Funding Agency","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Education and Skills Funding Agency","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Education and Skills Funding Agency","North East (England)","SEO/HEO","20","15","35250","37590"
"In post","2023","30-39","Education and Skills Funding Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Education and Skills Funding Agency","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Education and Skills Funding Agency","North West (England)","SEO/HEO","25","25","34970","37590"
"In post","2023","30-39","Education and Skills Funding Agency","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Education and Skills Funding Agency","South West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Education and Skills Funding Agency","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Education and Skills Funding Agency","West Midlands (England)","SEO/HEO","20","20","35510","37590"
"In post","2023","30-39","Education and Skills Funding Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Education and Skills Funding Agency","Yorkshire and The Humber","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Education and Skills Funding Agency","Yorkshire and The Humber","SEO/HEO","30","30","34990","37590"
"In post","2023","30-39","Estyn","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","Wales","EO","10","5","[c]","[c]"
"In post","2023","30-39","Estyn","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","FCDO Services","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","FCDO Services","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","FCDO Services","London","G6/G7","10","10","64660","63210"
"In post","2023","30-39","FCDO Services","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","FCDO Services","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","FCDO Services","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","FCDO Services","Overseas","SEO/HEO","25","25","38310","37170"
"In post","2023","30-39","FCDO Services","South East (England)","AA/AO","25","25","26280","26100"
"In post","2023","30-39","FCDO Services","South East (England)","EO","35","30","29750","29400"
"In post","2023","30-39","FCDO Services","South East (England)","G6/G7","20","20","60050","56750"
"In post","2023","30-39","FCDO Services","South East (England)","SEO/HEO","70","70","40760","40750"
"In post","2023","30-39","FCDO Services","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","East Midlands (England)","SEO/HEO","10","5","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","East of England","SEO/HEO","20","20","36540","38100"
"In post","2023","30-39","Food Standards Agency","London","G6/G7","15","15","59680","57250"
"In post","2023","30-39","Food Standards Agency","London","SEO/HEO","30","30","37980","40750"
"In post","2023","30-39","Food Standards Agency","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","North East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","North West (England)","EO","5","5","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","North West (England)","SEO/HEO","10","10","35000","33820"
"In post","2023","30-39","Food Standards Agency","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Northern Ireland","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Northern Ireland","SEO/HEO","35","35","35840","38100"
"In post","2023","30-39","Food Standards Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","South East (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","South East (England)","SEO/HEO","15","10","39100","40750"
"In post","2023","30-39","Food Standards Agency","South West (England)","EO","10","10","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","South West (England)","SEO/HEO","15","15","35790","38100"
"In post","2023","30-39","Food Standards Agency","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Wales","EO","10","10","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Wales","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Wales","SEO/HEO","35","35","34800","35000"
"In post","2023","30-39","Food Standards Agency","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","West Midlands (England)","SEO/HEO","10","10","33950","31730"
"In post","2023","30-39","Food Standards Agency","Yorkshire and The Humber","EO","10","10","27310","28090"
"In post","2023","30-39","Food Standards Agency","Yorkshire and The Humber","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Yorkshire and The Humber","SEO/HEO","45","45","35800","37720"
"In post","2023","30-39","Food Standards Scotland","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Scotland","Scotland","EO","20","20","29660","29450"
"In post","2023","30-39","Food Standards Scotland","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Scotland","Scotland","SEO/HEO","55","55","38850","38330"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA/AO","10","10","28700","28950"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","London","EO","60","60","32200","31440"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6/G7","700","690","59590","57620"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","30","30","76830","78000"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","375","370","41240","40600"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","5","5","[c]","[c]"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","370","370","56940","55490"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","15","15","74790","74330"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","265","265","36520","35490"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","AA/AO","15","15","23860","23950"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","EO","20","20","27770","26900"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","G6/G7","90","90","52630","50850"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","SEO/HEO","100","100","37780","37950"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","AA/AO","15","15","25860","25700"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","EO","10","10","27980","28090"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","SEO/HEO","15","15","36580","35630"
"In post","2023","30-39","Forestry and Land Scotland","Scotland","AA/AO","100","100","28020","28140"
"In post","2023","30-39","Forestry and Land Scotland","Scotland","EO","70","70","32540","32220"
"In post","2023","30-39","Forestry and Land Scotland","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Forestry and Land Scotland","Scotland","SEO/HEO","60","60","42110","41500"
"In post","2023","30-39","Government Actuary's Department","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Actuary's Department","London","G6/G7","45","45","82430","80480"
"In post","2023","30-39","Government Actuary's Department","London","SEO/HEO","15","15","44480","46860"
"In post","2023","30-39","Government Actuary's Department","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Government Commercial Organisation","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Commercial Organisation","East of England","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Government Commercial Organisation","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Commercial Organisation","London","G6/G7","110","110","67740","66270"
"In post","2023","30-39","Government Commercial Organisation","London","SCS level","10","10","117170","113080"
"In post","2023","30-39","Government Commercial Organisation","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Government Commercial Organisation","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Government Commercial Organisation","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Commercial Organisation","North West (England)","G6/G7","50","50","67550","66270"
"In post","2023","30-39","Government Commercial Organisation","North West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Government Commercial Organisation","Scotland","G6/G7","15","15","67870","68210"
"In post","2023","30-39","Government Commercial Organisation","South East (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Government Commercial Organisation","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Commercial Organisation","South West (England)","G6/G7","20","20","67460","67200"
"In post","2023","30-39","Government Commercial Organisation","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Commercial Organisation","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Commercial Organisation","Wales","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Government Commercial Organisation","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Commercial Organisation","West Midlands (England)","G6/G7","20","20","66730","65890"
"In post","2023","30-39","Government Commercial Organisation","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Commercial Organisation","Yorkshire and The Humber","G6/G7","40","40","65900","65500"
"In post","2023","30-39","Government Commercial Organisation","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","London","G6/G7","10","10","58580","56500"
"In post","2023","30-39","Government Internal Audit Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","London","SEO/HEO","10","10","38750","35500"
"In post","2023","30-39","Government Internal Audit Agency","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Internal Audit Agency","Yorkshire and The Humber","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Government Legal Department","London","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","Government Legal Department","London","EO","65","65","29450","28290"
"In post","2023","30-39","Government Legal Department","London","G6/G7","565","535","57590","52790"
"In post","2023","30-39","Government Legal Department","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Legal Department","London","SEO/HEO","80","75","38910","38860"
"In post","2023","30-39","Government Legal Department","South West (England)","G6/G7","25","20","53570","52020"
"In post","2023","30-39","Government Legal Department","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Legal Department","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Legal Department","Yorkshire and The Humber","G6/G7","55","50","55220","52310"
"In post","2023","30-39","Government Legal Department","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Legal Department","Yorkshire and The Humber","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Government Property Agency","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Government Property Agency","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Property Agency","London","G6/G7","15","15","58480","56150"
"In post","2023","30-39","Government Property Agency","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Government Property Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Property Agency","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Government Property Agency","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Property Agency","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Government Property Agency","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Property Agency","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Property Agency","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Property Agency","West Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Government Property Agency","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Government Property Agency","West Midlands (England)","SEO/HEO","10","10","35640","34510"
"In post","2023","30-39","Government Property Agency","Yorkshire and The Humber","G6/G7","10","10","55100","52120"
"In post","2023","30-39","Government Property Agency","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","East Midlands (England)","AA/AO","160","135","21650","21780"
"In post","2023","30-39","HM Courts and Tribunals Service","East Midlands (England)","EO","50","50","25830","25830"
"In post","2023","30-39","HM Courts and Tribunals Service","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","East Midlands (England)","SEO/HEO","45","40","34270","31270"
"In post","2023","30-39","HM Courts and Tribunals Service","East of England","AA/AO","80","65","21940","21780"
"In post","2023","30-39","HM Courts and Tribunals Service","East of England","EO","30","30","26070","25830"
"In post","2023","30-39","HM Courts and Tribunals Service","East of England","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","East of England","SEO/HEO","30","30","33870","31390"
"In post","2023","30-39","HM Courts and Tribunals Service","London","AA/AO","265","245","25150","25480"
"In post","2023","30-39","HM Courts and Tribunals Service","London","EO","145","140","29640","29660"
"In post","2023","30-39","HM Courts and Tribunals Service","London","G6/G7","65","65","58910","56080"
"In post","2023","30-39","HM Courts and Tribunals Service","London","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","London","SEO/HEO","210","205","39810","43650"
"In post","2023","30-39","HM Courts and Tribunals Service","North East (England)","AA/AO","70","55","21640","21780"
"In post","2023","30-39","HM Courts and Tribunals Service","North East (England)","EO","15","15","25830","25830"
"In post","2023","30-39","HM Courts and Tribunals Service","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","North East (England)","SEO/HEO","25","25","35300","37680"
"In post","2023","30-39","HM Courts and Tribunals Service","North West (England)","AA/AO","190","165","21630","21780"
"In post","2023","30-39","HM Courts and Tribunals Service","North West (England)","EO","70","70","25870","25830"
"In post","2023","30-39","HM Courts and Tribunals Service","North West (England)","G6/G7","15","15","54740","51770"
"In post","2023","30-39","HM Courts and Tribunals Service","North West (England)","SEO/HEO","85","85","34880","37680"
"In post","2023","30-39","HM Courts and Tribunals Service","Scotland","AA/AO","15","15","21530","21780"
"In post","2023","30-39","HM Courts and Tribunals Service","Scotland","EO","5","5","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","Scotland","SEO/HEO","10","10","33960","31270"
"In post","2023","30-39","HM Courts and Tribunals Service","South East (England)","AA/AO","90","75","21910","21780"
"In post","2023","30-39","HM Courts and Tribunals Service","South East (England)","EO","35","30","26040","25830"
"In post","2023","30-39","HM Courts and Tribunals Service","South East (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","South East (England)","SEO/HEO","50","45","34310","31640"
"In post","2023","30-39","HM Courts and Tribunals Service","South West (England)","AA/AO","85","70","21600","21780"
"In post","2023","30-39","HM Courts and Tribunals Service","South West (England)","EO","30","30","25910","25830"
"In post","2023","30-39","HM Courts and Tribunals Service","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","South West (England)","SEO/HEO","20","15","33760","31270"
"In post","2023","30-39","HM Courts and Tribunals Service","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","Wales","AA/AO","115","105","21710","21780"
"In post","2023","30-39","HM Courts and Tribunals Service","Wales","EO","40","40","25830","25830"
"In post","2023","30-39","HM Courts and Tribunals Service","Wales","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","Wales","SEO/HEO","30","30","35200","37680"
"In post","2023","30-39","HM Courts and Tribunals Service","West Midlands (England)","AA/AO","265","240","21680","21780"
"In post","2023","30-39","HM Courts and Tribunals Service","West Midlands (England)","EO","80","80","25850","25830"
"In post","2023","30-39","HM Courts and Tribunals Service","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","West Midlands (England)","SEO/HEO","60","60","34710","32750"
"In post","2023","30-39","HM Courts and Tribunals Service","Yorkshire and The Humber","AA/AO","100","80","21590","21780"
"In post","2023","30-39","HM Courts and Tribunals Service","Yorkshire and The Humber","EO","40","35","25890","25830"
"In post","2023","30-39","HM Courts and Tribunals Service","Yorkshire and The Humber","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","HM Courts and Tribunals Service","Yorkshire and The Humber","SEO/HEO","40","40","34510","33000"
"In post","2023","30-39","HM Crown Prosecution Service Inspectorate","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Crown Prosecution Service Inspectorate","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Crown Prosecution Service Inspectorate","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Land Registry","East Midlands (England)","AA/AO","55","50","23330","23390"
"In post","2023","30-39","HM Land Registry","East Midlands (England)","EO","65","65","28190","28080"
"In post","2023","30-39","HM Land Registry","East Midlands (England)","G6/G7","10","10","57560","58140"
"In post","2023","30-39","HM Land Registry","East Midlands (England)","SEO/HEO","30","30","36310","34850"
"In post","2023","30-39","HM Land Registry","East of England","AA/AO","25","25","23390","23390"
"In post","2023","30-39","HM Land Registry","East of England","EO","15","15","28080","28080"
"In post","2023","30-39","HM Land Registry","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Land Registry","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Land Registry","London","AA/AO","10","10","26760","26760"
"In post","2023","30-39","HM Land Registry","London","EO","20","20","32040","31680"
"In post","2023","30-39","HM Land Registry","London","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Land Registry","London","SEO/HEO","35","35","42630","43020"
"In post","2023","30-39","HM Land Registry","North East (England)","AA/AO","60","55","23390","23390"
"In post","2023","30-39","HM Land Registry","North East (England)","EO","70","65","28080","28080"
"In post","2023","30-39","HM Land Registry","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","HM Land Registry","North East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","HM Land Registry","North West (England)","AA/AO","65","60","23390","23390"
"In post","2023","30-39","HM Land Registry","North West (England)","EO","55","50","28170","28080"
"In post","2023","30-39","HM Land Registry","North West (England)","G6/G7","10","10","61980","61730"
"In post","2023","30-39","HM Land Registry","North West (England)","SEO/HEO","25","25","38080","39520"
"In post","2023","30-39","HM Land Registry","South West (England)","AA/AO","75","70","23500","23390"
"In post","2023","30-39","HM Land Registry","South West (England)","EO","80","75","28730","28080"
"In post","2023","30-39","HM Land Registry","South West (England)","G6/G7","15","15","59480","56190"
"In post","2023","30-39","HM Land Registry","South West (England)","SEO/HEO","95","90","39470","39460"
"In post","2023","30-39","HM Land Registry","Wales","AA/AO","75","70","23390","23390"
"In post","2023","30-39","HM Land Registry","Wales","EO","95","90","28200","28080"
"In post","2023","30-39","HM Land Registry","Wales","G6/G7","10","10","56730","56190"
"In post","2023","30-39","HM Land Registry","Wales","SEO/HEO","30","30","37400","34850"
"In post","2023","30-39","HM Land Registry","West Midlands (England)","AA/AO","35","30","23390","23390"
"In post","2023","30-39","HM Land Registry","West Midlands (England)","EO","45","40","28080","28080"
"In post","2023","30-39","HM Land Registry","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Land Registry","West Midlands (England)","SEO/HEO","15","15","37890","39460"
"In post","2023","30-39","HM Land Registry","Yorkshire and The Humber","AA/AO","30","30","23390","23390"
"In post","2023","30-39","HM Land Registry","Yorkshire and The Humber","EO","20","15","28080","28080"
"In post","2023","30-39","HM Land Registry","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Land Registry","Yorkshire and The Humber","SEO/HEO","10","10","36970","34850"
"In post","2023","30-39","HM Prison and Probation Service","East Midlands (England)","AA/AO","650","620","29280","30410"
"In post","2023","30-39","HM Prison and Probation Service","East Midlands (England)","EO","190","185","33090","35710"
"In post","2023","30-39","HM Prison and Probation Service","East Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","HM Prison and Probation Service","East Midlands (England)","SEO/HEO","220","215","39020","39670"
"In post","2023","30-39","HM Prison and Probation Service","East Midlands (England)","Unknown","415","385","29540","29050"
"In post","2023","30-39","HM Prison and Probation Service","East of England","AA/AO","730","695","29810","30410"
"In post","2023","30-39","HM Prison and Probation Service","East of England","EO","175","170","32630","34170"
"In post","2023","30-39","HM Prison and Probation Service","East of England","G6/G7","10","5","[c]","[c]"
"In post","2023","30-39","HM Prison and Probation Service","East of England","SEO/HEO","210","205","39350","38800"
"In post","2023","30-39","HM Prison and Probation Service","East of England","Unknown","450","405","28900","26840"
"In post","2023","30-39","HM Prison and Probation Service","London","AA/AO","770","745","33360","34110"
"In post","2023","30-39","HM Prison and Probation Service","London","EO","245","235","36280","37580"
"In post","2023","30-39","HM Prison and Probation Service","London","G6/G7","75","75","67790","66010"
"In post","2023","30-39","HM Prison and Probation Service","London","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","HM Prison and Probation Service","London","SEO/HEO","290","285","44720","44220"
"In post","2023","30-39","HM Prison and Probation Service","London","Unknown","485","465","34390","34820"
"In post","2023","30-39","HM Prison and Probation Service","North East (England)","AA/AO","500","485","29430","30410"
"In post","2023","30-39","HM Prison and Probation Service","North East (England)","EO","90","85","33740","35710"
"In post","2023","30-39","HM Prison and Probation Service","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Prison and Probation Service","North East (England)","SEO/HEO","105","105","39190","38910"
"In post","2023","30-39","HM Prison and Probation Service","North East (England)","Unknown","265","255","28490","26840"
"In post","2023","30-39","HM Prison and Probation Service","North West (England)","AA/AO","845","815","28830","28880"
"In post","2023","30-39","HM Prison and Probation Service","North West (England)","EO","185","180","32560","34170"
"In post","2023","30-39","HM Prison and Probation Service","North West (England)","G6/G7","10","10","63980","59780"
"In post","2023","30-39","HM Prison and Probation Service","North West (England)","SEO/HEO","210","210","39560","39670"
"In post","2023","30-39","HM Prison and Probation Service","North West (England)","Unknown","900","850","29110","26840"
"In post","2023","30-39","HM Prison and Probation Service","Scotland","AA/AO","[c]","[c]","[c]","[c]"
