"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","No function","International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","SEO/HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal","SEO/HEO","Female","65","[c]","40970","42470"
"Leaver CS","2023","No function","Legal","SEO/HEO","Male","40","[c]","38940","36050"
"Leaver CS","2023","No function","Medicine","AA/AO","Female","40","[c]","23850","24680"
"Leaver CS","2023","No function","Medicine","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","EO","Female","40","[c]","34180","32930"
"Leaver CS","2023","No function","Medicine","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","G6/G7","Female","40","[c]","73600","76300"
"Leaver CS","2023","No function","Medicine","G6/G7","Male","30","[c]","78570","82490"
"Leaver CS","2023","No function","Medicine","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","SEO/HEO","Female","105","[c]","40280","40590"
"Leaver CS","2023","No function","Medicine","SEO/HEO","Male","30","[c]","40140","40590"
"Leaver CS","2023","No function","Operational Delivery","AA/AO","Female","7090","[c]","22010","21690"
"Leaver CS","2023","No function","Operational Delivery","AA/AO","Male","5445","[c]","22350","21690"
"Leaver CS","2023","No function","Operational Delivery","EO","Female","3870","[c]","28460","28120"
"Leaver CS","2023","No function","Operational Delivery","EO","Male","2895","[c]","28820","28120"
"Leaver CS","2023","No function","Operational Delivery","G6/G7","Female","320","[c]","58100","55450"
"Leaver CS","2023","No function","Operational Delivery","G6/G7","Male","360","[c]","58860","57350"
"Leaver CS","2023","No function","Operational Delivery","SCS level","Female","60","[c]","90370","84650"
"Leaver CS","2023","No function","Operational Delivery","SCS level","Male","65","[c]","100370","95000"
"Leaver CS","2023","No function","Operational Delivery","SEO/HEO","Female","1160","[c]","36380","35140"
"Leaver CS","2023","No function","Operational Delivery","SEO/HEO","Male","1025","[c]","38470","37590"
"Leaver CS","2023","No function","Operational Delivery","Unknown","Female","1345","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Unknown","Male","480","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","AA/AO","Female","90","[c]","22450","22320"
"Leaver CS","2023","No function","Other","AA/AO","Male","175","[c]","20670","20750"
"Leaver CS","2023","No function","Other","EO","Female","50","[c]","28340","28290"
"Leaver CS","2023","No function","Other","EO","Male","50","[c]","28240","27670"
"Leaver CS","2023","No function","Other","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","SEO/HEO","Female","65","[c]","36440","35120"
"Leaver CS","2023","No function","Other","SEO/HEO","Male","60","[c]","38840","37920"
"Leaver CS","2023","No function","Planning","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning Inspectors","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning Inspectors","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Policy","AA/AO","Female","65","[c]","21550","21300"
"Leaver CS","2023","No function","Policy","AA/AO","Male","45","[c]","21670","20750"
"Leaver CS","2023","No function","Policy","EO","Female","130","[c]","27710","27850"
"Leaver CS","2023","No function","Policy","EO","Male","65","[c]","27470","27680"
"Leaver CS","2023","No function","Policy","G6/G7","Female","265","[c]","57920","54630"
"Leaver CS","2023","No function","Policy","G6/G7","Male","310","[c]","58180","55740"
"Leaver CS","2023","No function","Policy","SCS level","Female","45","[c]","87190","78180"
"Leaver CS","2023","No function","Policy","SCS level","Male","45","[c]","95830","81130"
"Leaver CS","2023","No function","Policy","SEO/HEO","Female","410","[c]","37210","36180"
"Leaver CS","2023","No function","Policy","SEO/HEO","Male","345","[c]","37630","37560"
"Leaver CS","2023","No function","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","EO","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","SEO/HEO","Female","60","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","AA/AO","Female","50","[c]","22320","22150"
"Leaver CS","2023","No function","Science and Engineering","AA/AO","Male","115","[c]","22430","22200"
"Leaver CS","2023","No function","Science and Engineering","EO","Female","70","[c]","26930","27140"
"Leaver CS","2023","No function","Science and Engineering","EO","Male","80","[c]","27720","27140"
"Leaver CS","2023","No function","Science and Engineering","G6/G7","Female","50","[c]","58070","54330"
"Leaver CS","2023","No function","Science and Engineering","G6/G7","Male","55","[c]","62330","60800"
"Leaver CS","2023","No function","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","SEO/HEO","Female","265","[c]","36750","36330"
"Leaver CS","2023","No function","Science and Engineering","SEO/HEO","Male","350","[c]","38350","37000"
"Leaver CS","2023","No function","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Security","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Social Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Social Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","AA/AO","Female","125","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","AA/AO","Male","95","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","EO","Female","120","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","EO","Male","120","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","G6/G7","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","G6/G7","Male","75","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","SEO/HEO","Female","110","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","SEO/HEO","Male","145","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","AA/AO","Female","120","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","AA/AO","Male","105","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","EO","Female","60","[c]","29120","28370"
"Leaver CS","2023","No function","Unknown","EO","Male","95","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","G6/G7","Female","60","[c]","58670","56430"
"Leaver CS","2023","No function","Unknown","G6/G7","Male","90","[c]","61560","57610"
"Leaver CS","2023","No function","Unknown","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","SEO/HEO","Female","155","[c]","38040","37300"
"Leaver CS","2023","No function","Unknown","SEO/HEO","Male","165","[c]","39010","38220"
"Leaver CS","2023","No function","Unknown","Unknown","Female","100","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Unknown","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Inspector of Education and Training","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Inspector of Education and Training","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Medicine","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Medicine","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","EO","Female","45","[c]","26600","27200"
"Leaver CS","2023","Project Delivery","Project Delivery","EO","Male","50","[c]","26850","26350"
"Leaver CS","2023","Project Delivery","Project Delivery","G6/G7","Female","130","[c]","58120","56080"
"Leaver CS","2023","Project Delivery","Project Delivery","G6/G7","Male","170","[c]","59550","57460"
"Leaver CS","2023","Project Delivery","Project Delivery","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","SEO/HEO","Female","265","[c]","36840","36070"
"Leaver CS","2023","Project Delivery","Project Delivery","SEO/HEO","Male","305","[c]","38370","38790"
"Leaver CS","2023","Project Delivery","Project Delivery","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","Unknown","Male","30","[c]","42700","40970"
"Leaver CS","2023","Project Delivery","Science and Engineering","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","Unknown","Male","55","[c]","40300","34180"
"Leaver CS","2023","Project Delivery","Tax","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Tax","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Tax","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Tax","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Tax","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Tax","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Finance","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","AA/AO","Female","35","[c]","22470","22520"
"Leaver CS","2023","Property","Operational Delivery","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Planning","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Planning","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Planning","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","AA/AO","Female","60","[c]","20480","19770"
"Leaver CS","2023","Property","Property","AA/AO","Male","50","[c]","20510","19770"
"Leaver CS","2023","Property","Property","EO","Female","40","[c]","27560","27260"
"Leaver CS","2023","Property","Property","EO","Male","65","[c]","27410","26980"
"Leaver CS","2023","Property","Property","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","G6/G7","Male","35","[c]","62310","63500"
"Leaver CS","2023","Property","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","SEO/HEO","Female","70","[c]","40020","41000"
"Leaver CS","2023","Property","Property","SEO/HEO","Male","165","[c]","40400","40630"
"Leaver CS","2023","Property","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
