"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Counter Fraud","EO","Male","50","45","27290","26180"
"In post","2023","No function","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","No function","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2023","No function","Counter Fraud","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","EO","Female","15","15","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","EO","Male","40","40","28660","27450"
"In post","2023","No function","Digital, Data and Technology","G6/G7","Female","180","175","62890","61190"
"In post","2023","No function","Digital, Data and Technology","G6/G7","Male","275","270","64170","62800"
"In post","2023","No function","Digital, Data and Technology","SCS level","Female","10","10","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","SCS level","Male","20","20","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","SEO/HEO","Female","110","110","40920","41870"
"In post","2023","No function","Digital, Data and Technology","SEO/HEO","Male","185","180","40000","39780"
"In post","2023","No function","Economics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","G6/G7","Female","55","55","60360","59370"
"In post","2023","No function","Economics","G6/G7","Male","80","75","62750","60890"
"In post","2023","No function","Economics","SCS level","Female","10","10","[c]","[c]"
"In post","2023","No function","Economics","SCS level","Male","10","10","[c]","[c]"
"In post","2023","No function","Economics","SEO/HEO","Female","55","55","39030","38660"
"In post","2023","No function","Economics","SEO/HEO","Male","65","65","39240","38380"
"In post","2023","No function","Finance","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","No function","Finance","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","No function","Finance","EO","Female","15","15","[c]","[c]"
"In post","2023","No function","Finance","EO","Male","10","10","[c]","[c]"
"In post","2023","No function","Finance","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","No function","Finance","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","No function","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","SEO/HEO","Female","45","40","38300","37190"
"In post","2023","No function","Finance","SEO/HEO","Male","35","35","39510","38780"
"In post","2023","No function","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Geography","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","No function","Geography","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","No function","Geography","EO","Female","70","65","28080","27610"
"In post","2023","No function","Geography","EO","Male","115","110","28540","27610"
"In post","2023","No function","Geography","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Geography","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","No function","Geography","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Geography","SEO/HEO","Female","80","70","36980","34370"
"In post","2023","No function","Geography","SEO/HEO","Male","165","160","37070","34370"
"In post","2023","No function","Human Resources","AA/AO","Female","15","10","[c]","[c]"
"In post","2023","No function","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","EO","Female","50","50","29090","28680"
"In post","2023","No function","Human Resources","EO","Male","30","30","29550","28770"
"In post","2023","No function","Human Resources","G6/G7","Female","40","40","61140","59290"
"In post","2023","No function","Human Resources","G6/G7","Male","25","20","[c]","[c]"
"In post","2023","No function","Human Resources","SCS level","Female","5","5","[c]","[c]"
"In post","2023","No function","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","SEO/HEO","Female","75","75","38370","38460"
"In post","2023","No function","Human Resources","SEO/HEO","Male","50","50","37420","38730"
"In post","2023","No function","Inspector of Education and Training","G6/G7","Female","355","355","76660","77470"
"In post","2023","No function","Inspector of Education and Training","G6/G7","Male","200","200","78640","77470"
"In post","2023","No function","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","SCS level","Male","5","5","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","SEO/HEO","Female","375","365","51820","52750"
"In post","2023","No function","Inspector of Education and Training","SEO/HEO","Male","50","50","51420","52750"
"In post","2023","No function","Intelligence Analysis","AA/AO","Female","55","45","24630","25060"
"In post","2023","No function","Intelligence Analysis","AA/AO","Male","30","25","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","EO","Female","785","730","28370","28480"
"In post","2023","No function","Intelligence Analysis","EO","Male","735","710","28550","27650"
"In post","2023","No function","Intelligence Analysis","G6/G7","Female","35","35","61480","60820"
"In post","2023","No function","Intelligence Analysis","G6/G7","Male","85","85","61740","61430"
"In post","2023","No function","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","SCS level","Male","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","SEO/HEO","Female","355","340","37240","36310"
"In post","2023","No function","Intelligence Analysis","SEO/HEO","Male","615","605","38820","38020"
"In post","2023","No function","Intelligence Analysis","Unknown","Female","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Unknown","Male","5","5","[c]","[c]"
"In post","2023","No function","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","EO","Female","75","70","28480","29280"
"In post","2023","No function","International Trade","EO","Male","55","55","28590","29280"
"In post","2023","No function","International Trade","G6/G7","Female","385","375","58030","55500"
"In post","2023","No function","International Trade","G6/G7","Male","455","450","59130","56340"
"In post","2023","No function","International Trade","SCS level","Female","55","55","82740","76180"
"In post","2023","No function","International Trade","SCS level","Male","75","75","85880","77950"
"In post","2023","No function","International Trade","SEO/HEO","Female","500","485","38950","39790"
"In post","2023","No function","International Trade","SEO/HEO","Male","540","540","39370","41550"
"In post","2023","No function","Knowledge and Information Management","AA/AO","Female","75","70","22590","21780"
"In post","2023","No function","Knowledge and Information Management","AA/AO","Male","30","25","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","EO","Female","140","130","28360","28120"
"In post","2023","No function","Knowledge and Information Management","EO","Male","80","75","28370","28120"
"In post","2023","No function","Knowledge and Information Management","G6/G7","Female","70","65","58090","55750"
"In post","2023","No function","Knowledge and Information Management","G6/G7","Male","50","50","58930","56270"
"In post","2023","No function","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","SEO/HEO","Female","230","220","36500","35410"
"In post","2023","No function","Knowledge and Information Management","SEO/HEO","Male","150","150","36660","35520"
"In post","2023","No function","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Legal","EO","Female","20","20","[c]","[c]"
"In post","2023","No function","Legal","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Legal","G6/G7","Female","185","175","60750","59590"
"In post","2023","No function","Legal","G6/G7","Male","95","95","61610","60340"
"In post","2023","No function","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Legal","SCS level","Male","5","5","[c]","[c]"
"In post","2023","No function","Legal","SEO/HEO","Female","635","555","41370","42650"
"In post","2023","No function","Legal","SEO/HEO","Male","225","210","42260","43650"
"In post","2023","No function","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Medicine","AA/AO","Female","285","260","24250","24680"
"In post","2023","No function","Medicine","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","No function","Medicine","EO","Female","200","180","33560","32930"
"In post","2023","No function","Medicine","EO","Male","85","80","32710","32930"
"In post","2023","No function","Medicine","G6/G7","Female","415","345","76860","80150"
"In post","2023","No function","Medicine","G6/G7","Male","215","185","83310","85070"
"In post","2023","No function","Medicine","SCS level","Female","145","125","115190","111300"
"In post","2023","No function","Medicine","SCS level","Male","120","100","118400","118410"
"In post","2023","No function","Medicine","SEO/HEO","Female","525","465","41300","40590"
"In post","2023","No function","Medicine","SEO/HEO","Male","155","145","42270","40590"
"In post","2023","No function","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Operational Delivery","AA/AO","Female","58115","49805","23580","22400"
"In post","2023","No function","Operational Delivery","AA/AO","Male","41975","39860","25520","23000"
"In post","2023","No function","Operational Delivery","EO","Female","46550","41370","28780","28120"
"In post","2023","No function","Operational Delivery","EO","Male","33905","32425","29630","28120"
"In post","2023","No function","Operational Delivery","G6/G7","Female","3680","3560","59100","56190"
"In post","2023","No function","Operational Delivery","G6/G7","Male","3445","3395","61280","58200"
"In post","2023","No function","Operational Delivery","SCS level","Female","330","320","90240","82350"
"In post","2023","No function","Operational Delivery","SCS level","Male","390","385","94030","86700"
"In post","2023","No function","Operational Delivery","SEO/HEO","Female","20425","19315","37310","35200"
"In post","2023","No function","Operational Delivery","SEO/HEO","Male","17745","17180","39110","38070"
"In post","2023","No function","Operational Delivery","Unknown","Female","16235","15015","30250","29050"
"In post","2023","No function","Operational Delivery","Unknown","Male","5300","5015","31110","29050"
"In post","2023","No function","Operational Research","AA/AO","Female","40","40","22520","22520"
"In post","2023","No function","Operational Research","AA/AO","Male","45","45","22520","22520"
"In post","2023","No function","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Operational Research","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","No function","Operational Research","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","No function","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Operational Research","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","No function","Operational Research","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","No function","Other","AA/AO","Female","1145","1040","22470","22220"
"In post","2023","No function","Other","AA/AO","Male","1955","1915","21330","21580"
"In post","2023","No function","Other","EO","Female","1440","1310","28570","28120"
"In post","2023","No function","Other","EO","Male","910","885","28570","28120"
"In post","2023","No function","Other","G6/G7","Female","330","315","59270","58370"
"In post","2023","No function","Other","G6/G7","Male","340","335","61230","59180"
"In post","2023","No function","Other","SCS level","Female","80","80","94300","86380"
"In post","2023","No function","Other","SCS level","Male","85","85","106910","99760"
"In post","2023","No function","Other","SEO/HEO","Female","1425","1340","36650","34970"
"In post","2023","No function","Other","SEO/HEO","Male","975","935","38720","38320"
"In post","2023","No function","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning","EO","Female","10","10","[c]","[c]"
"In post","2023","No function","Planning","EO","Male","5","5","[c]","[c]"
"In post","2023","No function","Planning","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","No function","Planning","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","No function","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning","SCS level","Male","5","5","[c]","[c]"
"In post","2023","No function","Planning","SEO/HEO","Female","40","35","38240","38920"
"In post","2023","No function","Planning","SEO/HEO","Male","35","35","40110","40300"
"In post","2023","No function","Planning Inspectors","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","G6/G7","Female","175","155","58140","60050"
"In post","2023","No function","Planning Inspectors","G6/G7","Male","275","245","60490","60050"
"In post","2023","No function","Planning Inspectors","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","SEO/HEO","Female","10","5","[c]","[c]"
"In post","2023","No function","Planning Inspectors","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","No function","Policy","AA/AO","Female","260","240","24190","24140"
"In post","2023","No function","Policy","AA/AO","Male","125","125","25310","25340"
"In post","2023","No function","Policy","EO","Female","1100","1065","28700","28740"
"In post","2023","No function","Policy","EO","Male","670","660","28890","28850"
"In post","2023","No function","Policy","G6/G7","Female","6080","5845","58700","56340"
"In post","2023","No function","Policy","G6/G7","Male","5760","5695","59310","57790"
"In post","2023","No function","Policy","SCS level","Female","910","855","85050","78210"
"In post","2023","No function","Policy","SCS level","Male","840","830","87010","79000"
"In post","2023","No function","Policy","SEO/HEO","Female","6525","6340","37960","37590"
"In post","2023","No function","Policy","SEO/HEO","Male","5300","5255","38230","37610"
"In post","2023","No function","Policy","Unknown","Female","10","10","[c]","[c]"
"In post","2023","No function","Policy","Unknown","Male","10","10","[c]","[c]"
"In post","2023","No function","Project Delivery","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","No function","Project Delivery","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","No function","Project Delivery","EO","Female","80","75","27920","27620"
"In post","2023","No function","Project Delivery","EO","Male","55","50","27880","26640"
"In post","2023","No function","Project Delivery","G6/G7","Female","360","350","59820","59290"
"In post","2023","No function","Project Delivery","G6/G7","Male","355","350","60380","59290"
"In post","2023","No function","Project Delivery","SCS level","Female","15","15","[c]","[c]"
"In post","2023","No function","Project Delivery","SCS level","Male","25","25","[c]","[c]"
"In post","2023","No function","Project Delivery","SEO/HEO","Female","555","540","38260","39000"
"In post","2023","No function","Project Delivery","SEO/HEO","Male","390","385","38380","39000"
"In post","2023","No function","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","AA/AO","Female","70","60","24870","24910"
"In post","2023","No function","Psychology","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","No function","Psychology","EO","Female","390","380","29290","28480"
"In post","2023","No function","Psychology","EO","Male","80","80","28810","28480"
"In post","2023","No function","Psychology","G6/G7","Female","90","85","69430","68140"
"In post","2023","No function","Psychology","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","No function","Psychology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","SEO/HEO","Female","800","765","39380","35590"
"In post","2023","No function","Psychology","SEO/HEO","Male","90","85","39000","36690"
"In post","2023","No function","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Science and Engineering","AA/AO","Female","250","235","23730","24030"
"In post","2023","No function","Science and Engineering","AA/AO","Male","705","695","23000","22860"
"In post","2023","No function","Science and Engineering","EO","Female","390","375","27820","27320"
"In post","2023","No function","Science and Engineering","EO","Male","745","725","28060","27350"
"In post","2023","No function","Science and Engineering","G6/G7","Female","550","520","59440","57290"
"In post","2023","No function","Science and Engineering","G6/G7","Male","1100","1060","60960","59400"
"In post","2023","No function","Science and Engineering","SCS level","Female","15","15","[c]","[c]"
"In post","2023","No function","Science and Engineering","SCS level","Male","35","30","97460","96260"
"In post","2023","No function","Science and Engineering","SEO/HEO","Female","1205","1135","38410","38590"
"In post","2023","No function","Science and Engineering","SEO/HEO","Male","2880","2815","40460","41800"
"In post","2023","No function","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Science and Engineering","Unknown","Male","10","10","[c]","[c]"
"In post","2023","No function","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Security","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","No function","Security","EO","Female","10","10","[c]","[c]"
"In post","2023","No function","Security","EO","Male","5","5","[c]","[c]"
"In post","2023","No function","Security","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","No function","Security","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","No function","Security","SCS level","Female","10","10","[c]","[c]"
"In post","2023","No function","Security","SCS level","Male","10","10","[c]","[c]"
"In post","2023","No function","Security","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","No function","Security","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","No function","Social Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","No function","Social Research","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","No function","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","No function","Social Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Statistics","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","No function","Statistics","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","No function","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Statistics","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","No function","Statistics","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","No function","Statistics","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","No function","Statistics","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","No function","Tax","AA/AO","Female","800","695","22610","22520"
"In post","2023","No function","Tax","AA/AO","Male","645","615","22610","22520"
"In post","2023","No function","Tax","EO","Female","1795","1650","28750","28130"
"In post","2023","No function","Tax","EO","Male","1775","1735","28500","28130"
"In post","2023","No function","Tax","G6/G7","Female","880","830","61620","57970"
"In post","2023","No function","Tax","G6/G7","Male","1325","1275","62460","57970"
"In post","2023","No function","Tax","SCS level","Female","25","20","[c]","[c]"
"In post","2023","No function","Tax","SCS level","Male","35","30","82360","80780"
"In post","2023","No function","Tax","SEO/HEO","Female","2945","2760","37750","35000"
"In post","2023","No function","Tax","SEO/HEO","Male","3325","3230","37720","35000"
"In post","2023","No function","Unknown","AA/AO","Female","350","325","23320","22520"
"In post","2023","No function","Unknown","AA/AO","Male","410","400","23940","22520"
"In post","2023","No function","Unknown","EO","Female","615","585","28840","28370"
"In post","2023","No function","Unknown","EO","Male","445","440","28750","28130"
"In post","2023","No function","Unknown","G6/G7","Female","1150","1100","60100","56440"
"In post","2023","No function","Unknown","G6/G7","Male","905","895","62440","59180"
"In post","2023","No function","Unknown","SCS level","Female","200","190","90770","82020"
"In post","2023","No function","Unknown","SCS level","Male","180","175","96720","85420"
"In post","2023","No function","Unknown","SEO/HEO","Female","1495","1445","38000","36990"
"In post","2023","No function","Unknown","SEO/HEO","Male","1105","1095","37670","35400"
"In post","2023","No function","Unknown","Unknown","Female","50","50","[c]","[c]"
"In post","2023","No function","Unknown","Unknown","Male","75","75","[c]","[c]"
"In post","2023","No function","Veterinarian","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Veterinarian","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Veterinarian","EO","Female","10","10","[c]","[c]"
"In post","2023","No function","Veterinarian","EO","Male","15","15","[c]","[c]"
"In post","2023","No function","Veterinarian","G6/G7","Female","70","70","54030","53110"
"In post","2023","No function","Veterinarian","G6/G7","Male","60","60","56490","55230"
"In post","2023","No function","Veterinarian","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Veterinarian","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Veterinarian","SEO/HEO","Female","135","125","39320","37980"
"In post","2023","No function","Veterinarian","SEO/HEO","Male","90","85","40270","38550"
"In post","2023","Project Delivery","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Commercial","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Communications","EO","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Communications","G6/G7","Female","10","5","[c]","[c]"
"In post","2023","Project Delivery","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Communications","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Project Delivery","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","G6/G7","Male","30","30","59120","56510"
"In post","2023","Project Delivery","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Project Delivery","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Finance","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Finance","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","Finance","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Finance","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Finance","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Inspector of Education and Training","G6/G7","Female","30","30","77720","78500"
"In post","2023","Project Delivery","Inspector of Education and Training","G6/G7","Male","35","35","78660","78500"
"In post","2023","Project Delivery","International Trade","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Project Delivery","Legal","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Legal","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Legal","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicine","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Medicine","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicine","SCS level","Female","20","20","[c]","[c]"
"In post","2023","Project Delivery","Medicine","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","Medicine","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicine","SEO/HEO","Male","[c]","[c]","[c]","[c]"
