"Status","Year","Age","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Human Resources","London","EO","80","75","31210","30920"
"In post","2023","40-49","Human Resources","London","G6","90","90","70770","70470"
"In post","2023","40-49","Human Resources","London","G7","195","190","58180","58900"
"In post","2023","40-49","Human Resources","London","HEO","140","135","37780","37720"
"In post","2023","40-49","Human Resources","London","SCS level","60","60","92480","82920"
"In post","2023","40-49","Human Resources","London","SEO","145","135","44070","43650"
"In post","2023","40-49","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Human Resources","Outside London","AA","20","15","21500","21380"
"In post","2023","40-49","Human Resources","Outside London","AO","205","185","22690","22220"
"In post","2023","40-49","Human Resources","Outside London","EO","500","480","28240","27470"
"In post","2023","40-49","Human Resources","Outside London","G6","120","120","65790","65820"
"In post","2023","40-49","Human Resources","Outside London","G7","405","390","53860","53630"
"In post","2023","40-49","Human Resources","Outside London","HEO","625","600","34000","33990"
"In post","2023","40-49","Human Resources","Outside London","SCS level","45","45","85910","79220"
"In post","2023","40-49","Human Resources","Outside London","SEO","485","470","41370","41000"
"In post","2023","40-49","Human Resources","Outside London","Unknown","25","20","39250","38290"
"In post","2023","40-49","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Human Resources","Overseas","G6","5","5","[c]","[c]"
"In post","2023","40-49","Human Resources","Overseas","G7","10","10","[c]","[c]"
"In post","2023","40-49","Human Resources","Overseas","HEO","80","80","56930","58220"
"In post","2023","40-49","Human Resources","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Inspector of Education and Training","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Inspector of Education and Training","London","G7","15","15","75720","77470"
"In post","2023","40-49","Inspector of Education and Training","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Inspector of Education and Training","London","SEO","10","10","52300","52750"
"In post","2023","40-49","Inspector of Education and Training","Outside London","G6","45","45","83570","85090"
"In post","2023","40-49","Inspector of Education and Training","Outside London","G7","145","145","75210","77470"
"In post","2023","40-49","Inspector of Education and Training","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","40-49","Inspector of Education and Training","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Inspector of Education and Training","Outside London","SEO","140","135","51820","52750"
"In post","2023","40-49","Intelligence Analysis","London","AO","5","5","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","London","EO","95","85","30620","30200"
"In post","2023","40-49","Intelligence Analysis","London","G6","20","20","71000","70470"
"In post","2023","40-49","Intelligence Analysis","London","G7","40","40","60340","59400"
"In post","2023","40-49","Intelligence Analysis","London","HEO","50","50","37250","36540"
"In post","2023","40-49","Intelligence Analysis","London","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","London","SEO","55","55","46040","45960"
"In post","2023","40-49","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","Outside London","AO","15","10","22680","22400"
"In post","2023","40-49","Intelligence Analysis","Outside London","EO","275","260","27650","27370"
"In post","2023","40-49","Intelligence Analysis","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","Outside London","G7","20","20","55340","54840"
"In post","2023","40-49","Intelligence Analysis","Outside London","HEO","110","110","33000","32350"
"In post","2023","40-49","Intelligence Analysis","Outside London","SEO","80","80","40840","41000"
"In post","2023","40-49","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","London","G6","5","5","[c]","[c]"
"In post","2023","40-49","Internal Audit","London","G7","15","15","58770","58600"
"In post","2023","40-49","Internal Audit","London","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","London","SEO","10","10","47710","46480"
"In post","2023","40-49","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","Outside London","G6","15","15","64960","64280"
"In post","2023","40-49","Internal Audit","Outside London","G7","30","30","53620","51350"
"In post","2023","40-49","Internal Audit","Outside London","HEO","30","25","34640","33830"
"In post","2023","40-49","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","Outside London","SEO","50","50","43920","42700"
"In post","2023","40-49","Internal Audit","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","International Trade","London","EO","10","10","30760","30580"
"In post","2023","40-49","International Trade","London","G6","50","50","67100","65980"
"In post","2023","40-49","International Trade","London","G7","65","65","56870","55500"
"In post","2023","40-49","International Trade","London","HEO","15","15","34980","35080"
"In post","2023","40-49","International Trade","London","SCS level","30","30","82080","77060"
"In post","2023","40-49","International Trade","London","SEO","40","35","42310","41750"
"In post","2023","40-49","International Trade","Outside London","EO","10","10","[c]","[c]"
"In post","2023","40-49","International Trade","Outside London","G6","10","10","[c]","[c]"
"In post","2023","40-49","International Trade","Outside London","G7","20","20","52170","52530"
"In post","2023","40-49","International Trade","Outside London","HEO","25","25","33390","35000"
"In post","2023","40-49","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","International Trade","Outside London","SEO","50","45","41510","42510"
"In post","2023","40-49","International Trade","Overseas","G6","10","10","65720","65870"
"In post","2023","40-49","International Trade","Overseas","G7","20","20","55390","55850"
"In post","2023","40-49","International Trade","Overseas","SCS level","15","15","84590","77140"
"In post","2023","40-49","International Trade","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Knowledge and Information Management","London","EO","20","20","30830","30560"
"In post","2023","40-49","Knowledge and Information Management","London","G6","20","20","69000","68790"
"In post","2023","40-49","Knowledge and Information Management","London","G7","40","35","56830","56430"
"In post","2023","40-49","Knowledge and Information Management","London","HEO","50","50","35680","36180"
"In post","2023","40-49","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Knowledge and Information Management","London","SEO","50","50","43470","43210"
"In post","2023","40-49","Knowledge and Information Management","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Knowledge and Information Management","Outside London","AO","60","55","22690","22220"
"In post","2023","40-49","Knowledge and Information Management","Outside London","EO","105","100","27750","27470"
"In post","2023","40-49","Knowledge and Information Management","Outside London","G6","10","10","64570","63660"
"In post","2023","40-49","Knowledge and Information Management","Outside London","G7","40","35","54200","53850"
"In post","2023","40-49","Knowledge and Information Management","Outside London","HEO","100","95","34260","34170"
"In post","2023","40-49","Knowledge and Information Management","Outside London","SEO","60","55","40920","39890"
"In post","2023","40-49","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Knowledge and Information Management","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Knowledge and Information Management","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal","London","AO","5","5","[c]","[c]"
"In post","2023","40-49","Legal","London","EO","65","65","31890","32540"
"In post","2023","40-49","Legal","London","G6","470","425","70490","68290"
"In post","2023","40-49","Legal","London","G7","550","495","58430","56450"
"In post","2023","40-49","Legal","London","HEO","80","80","39070","39790"
"In post","2023","40-49","Legal","London","SCS level","135","125","86980","81600"
"In post","2023","40-49","Legal","London","SEO","70","65","45130","45560"
"In post","2023","40-49","Legal","Outside London","AO","40","35","22680","22520"
"In post","2023","40-49","Legal","Outside London","EO","150","145","28380","28130"
"In post","2023","40-49","Legal","Outside London","G6","230","215","70660","70570"
"In post","2023","40-49","Legal","Outside London","G7","940","865","56140","55290"
"In post","2023","40-49","Legal","Outside London","HEO","210","200","34990","35000"
"In post","2023","40-49","Legal","Outside London","SCS level","35","35","85790","85000"
"In post","2023","40-49","Legal","Outside London","SEO","305","275","41470","41780"
"In post","2023","40-49","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicine","London","AO","5","5","[c]","[c]"
"In post","2023","40-49","Medicine","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicine","London","G6","20","20","74050","69140"
"In post","2023","40-49","Medicine","London","G7","15","15","57870","55100"
"In post","2023","40-49","Medicine","London","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Medicine","London","SCS level","35","30","102990","101410"
"In post","2023","40-49","Medicine","London","SEO","15","15","45430","45400"
"In post","2023","40-49","Medicine","Outside London","AA","20","20","20150","19770"
"In post","2023","40-49","Medicine","Outside London","AO","70","70","24730","24680"
"In post","2023","40-49","Medicine","Outside London","EO","60","55","32940","32930"
"In post","2023","40-49","Medicine","Outside London","G6","145","115","86500","88880"
"In post","2023","40-49","Medicine","Outside London","G7","70","60","64330","62580"
"In post","2023","40-49","Medicine","Outside London","HEO","110","95","39590","40590"
"In post","2023","40-49","Medicine","Outside London","SCS level","70","55","103220","102410"
"In post","2023","40-49","Medicine","Outside London","SEO","95","85","45550","47670"
"In post","2023","40-49","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicine","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicine","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicine","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicine","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Operational Delivery","London","AA","195","180","25010","23670"
"In post","2023","40-49","Operational Delivery","London","AO","1560","1405","28020","26400"
"In post","2023","40-49","Operational Delivery","London","EO","2435","2270","31730","31450"
"In post","2023","40-49","Operational Delivery","London","G6","245","235","72220","70840"
"In post","2023","40-49","Operational Delivery","London","G7","495","480","59550","59290"
"In post","2023","40-49","Operational Delivery","London","HEO","1110","1075","38030","36310"
"In post","2023","40-49","Operational Delivery","London","SCS level","150","145","92920","82930"
"In post","2023","40-49","Operational Delivery","London","SEO","755","735","45510","43650"
"In post","2023","40-49","Operational Delivery","London","Unknown","515","490","37850","36050"
"In post","2023","40-49","Operational Delivery","Outside London","AA","1555","1395","21950","22520"
"In post","2023","40-49","Operational Delivery","Outside London","AO","17160","15265","23980","22500"
"In post","2023","40-49","Operational Delivery","Outside London","EO","16690","15455","28530","28120"
"In post","2023","40-49","Operational Delivery","Outside London","G6","510","505","68770","66230"
"In post","2023","40-49","Operational Delivery","Outside London","G7","1570","1540","54710","54000"
"In post","2023","40-49","Operational Delivery","Outside London","HEO","6435","6200","34800","34170"
"In post","2023","40-49","Operational Delivery","Outside London","SCS level","145","145","87580","80150"
"In post","2023","40-49","Operational Delivery","Outside London","SEO","3400","3315","43270","41560"
"In post","2023","40-49","Operational Delivery","Outside London","Unknown","4615","4250","32850","30810"
"In post","2023","40-49","Operational Delivery","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Operational Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Operational Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Operational Delivery","Overseas","G7","10","10","63160","62890"
"In post","2023","40-49","Operational Delivery","Overseas","HEO","15","15","45130","41760"
"In post","2023","40-49","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Operational Delivery","Overseas","SEO","35","35","47400","47380"
"In post","2023","40-49","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Operational Delivery","Unknown","AA","5","5","[c]","[c]"
"In post","2023","40-49","Operational Delivery","Unknown","AO","25","25","24470","22220"
"In post","2023","40-49","Operational Delivery","Unknown","EO","75","70","27760","28120"
"In post","2023","40-49","Operational Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Operational Delivery","Unknown","G7","5","5","[c]","[c]"
"In post","2023","40-49","Operational Delivery","Unknown","HEO","20","20","38700","34170"
"In post","2023","40-49","Operational Delivery","Unknown","SEO","10","10","46870","47380"
"In post","2023","40-49","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Operational Research","London","G6","15","15","70010","69790"
"In post","2023","40-49","Operational Research","London","G7","25","25","60330","60740"
"In post","2023","40-49","Operational Research","London","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Operational Research","London","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Operational Research","London","SEO","15","15","47480","46580"
"In post","2023","40-49","Operational Research","Outside London","AO","10","10","22520","22520"
"In post","2023","40-49","Operational Research","Outside London","EO","5","5","[c]","[c]"
"In post","2023","40-49","Operational Research","Outside London","G6","15","15","67240","67330"
"In post","2023","40-49","Operational Research","Outside London","G7","80","75","53100","51540"
"In post","2023","40-49","Operational Research","Outside London","HEO","20","20","33130","33400"
"In post","2023","40-49","Operational Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Operational Research","Outside London","SEO","35","30","40860","39890"
"In post","2023","40-49","Other","London","AA","10","10","22820","22770"
"In post","2023","40-49","Other","London","AO","20","20","26780","26400"
"In post","2023","40-49","Other","London","EO","110","105","31110","30770"
"In post","2023","40-49","Other","London","G6","85","80","81180","73880"
"In post","2023","40-49","Other","London","G7","85","80","58500","59290"
"In post","2023","40-49","Other","London","HEO","105","105","37100","36310"
"In post","2023","40-49","Other","London","SCS level","45","40","98230","89500"
"In post","2023","40-49","Other","London","SEO","85","80","44180","43210"
"In post","2023","40-49","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other","Outside London","AA","175","165","20490","19770"
"In post","2023","40-49","Other","Outside London","AO","750","655","22280","21690"
"In post","2023","40-49","Other","Outside London","EO","580","535","27930","28120"
"In post","2023","40-49","Other","Outside London","G6","105","100","69270","69760"
"In post","2023","40-49","Other","Outside London","G7","275","265","54360","54260"
"In post","2023","40-49","Other","Outside London","HEO","405","385","34670","34170"
"In post","2023","40-49","Other","Outside London","SCS level","25","25","92040","83610"
"In post","2023","40-49","Other","Outside London","SEO","350","335","42640","40760"
"In post","2023","40-49","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other","Unknown","Unknown","320","320","45890","41630"
"In post","2023","40-49","Planning","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Planning","London","G6","5","5","[c]","[c]"
"In post","2023","40-49","Planning","London","G7","10","10","57570","55740"
"In post","2023","40-49","Planning","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Planning","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Planning","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Planning","Outside London","G7","10","10","62540","63900"
"In post","2023","40-49","Planning","Outside London","HEO","10","10","38030","39690"
"In post","2023","40-49","Planning","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Planning","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Planning Inspectors","London","G6","5","5","[c]","[c]"
"In post","2023","40-49","Planning Inspectors","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Planning Inspectors","Outside London","G6","75","70","65000","60050"
"In post","2023","40-49","Planning Inspectors","Outside London","G7","70","65","46530","48660"
"In post","2023","40-49","Planning Inspectors","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Planning Inspectors","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Policy","London","AO","25","20","26190","25480"
"In post","2023","40-49","Policy","London","EO","135","130","30610","30250"
"In post","2023","40-49","Policy","London","G6","910","870","69210","68150"
"In post","2023","40-49","Policy","London","G7","1220","1165","57880","56940"
"In post","2023","40-49","Policy","London","HEO","380","365","36710","36180"
"In post","2023","40-49","Policy","London","SCS level","735","700","85190","79000"
"In post","2023","40-49","Policy","London","SEO","590","565","43750","43250"
"In post","2023","40-49","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Policy","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Policy","Outside London","AO","40","35","23750","22500"
"In post","2023","40-49","Policy","Outside London","EO","180","170","28140","27470"
"In post","2023","40-49","Policy","Outside London","G6","310","300","65390","64060"
"In post","2023","40-49","Policy","Outside London","G7","800","770","54120","52230"
"In post","2023","40-49","Policy","Outside London","HEO","515","485","34530","33200"
"In post","2023","40-49","Policy","Outside London","SCS level","110","105","84820","80490"
"In post","2023","40-49","Policy","Outside London","SEO","690","660","41340","39640"
"In post","2023","40-49","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Policy","Overseas","AO","5","5","[c]","[c]"
"In post","2023","40-49","Policy","Overseas","EO","15","15","27440","27450"
"In post","2023","40-49","Policy","Overseas","G6","135","135","66470","65920"
"In post","2023","40-49","Policy","Overseas","G7","215","215","56760","56100"
"In post","2023","40-49","Policy","Overseas","HEO","110","110","34660","34880"
"In post","2023","40-49","Policy","Overseas","SCS level","110","110","82980","75350"
"In post","2023","40-49","Policy","Overseas","SEO","45","45","42260","41260"
"In post","2023","40-49","Policy","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Policy","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","London","EO","50","50","31340","31680"
"In post","2023","40-49","Project Delivery","London","G6","255","245","71070","70560"
"In post","2023","40-49","Project Delivery","London","G7","365","350","58730","59290"
"In post","2023","40-49","Project Delivery","London","HEO","155","150","37070","36180"
"In post","2023","40-49","Project Delivery","London","SCS level","120","115","93390","87270"
"In post","2023","40-49","Project Delivery","London","SEO","235","230","44450","43750"
"In post","2023","40-49","Project Delivery","Outside London","AO","25","25","22650","22400"
"In post","2023","40-49","Project Delivery","Outside London","EO","205","195","27500","27760"
"In post","2023","40-49","Project Delivery","Outside London","G6","330","325","67060","66140"
"In post","2023","40-49","Project Delivery","Outside London","G7","950","930","54060","54470"
"In post","2023","40-49","Project Delivery","Outside London","HEO","740","705","33700","34170"
"In post","2023","40-49","Project Delivery","Outside London","SCS level","65","65","84830","78430"
"In post","2023","40-49","Project Delivery","Outside London","SEO","1125","1090","41090","41200"
"In post","2023","40-49","Project Delivery","Outside London","Unknown","145","140","48400","43400"
"In post","2023","40-49","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Overseas","G7","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Overseas","SEO","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","London","AO","5","5","[c]","[c]"
"In post","2023","40-49","Property","London","EO","35","35","31310","31540"
"In post","2023","40-49","Property","London","G6","20","20","68700","67300"
"In post","2023","40-49","Property","London","G7","40","40","59630","57930"
"In post","2023","40-49","Property","London","HEO","55","55","38030","38350"
"In post","2023","40-49","Property","London","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Property","London","SEO","55","55","46880","46470"
"In post","2023","40-49","Property","Outside London","AA","60","55","19420","19270"
"In post","2023","40-49","Property","Outside London","AO","75","70","22990","22520"
"In post","2023","40-49","Property","Outside London","EO","220","205","27470","27470"
"In post","2023","40-49","Property","Outside London","G6","60","60","63820","64110"
"In post","2023","40-49","Property","Outside London","G7","185","185","54650","55000"
"In post","2023","40-49","Property","Outside London","HEO","310","300","33760","33990"
"In post","2023","40-49","Property","Outside London","SCS level","15","15","86210","79250"
"In post","2023","40-49","Property","Outside London","SEO","305","295","42330","41800"
"In post","2023","40-49","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Overseas","SEO","10","10","[c]","[c]"
"In post","2023","40-49","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","London","SEO","5","5","[c]","[c]"
"In post","2023","40-49","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","Outside London","AO","10","5","[c]","[c]"
"In post","2023","40-49","Psychology","Outside London","EO","65","65","28800","28480"
"In post","2023","40-49","Psychology","Outside London","G6","15","15","81890","75010"
"In post","2023","40-49","Psychology","Outside London","G7","55","50","63670","66460"
"In post","2023","40-49","Psychology","Outside London","HEO","50","50","34300","32420"
"In post","2023","40-49","Psychology","Outside London","SEO","145","130","49740","52200"
"In post","2023","40-49","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","London","AO","5","5","[c]","[c]"
"In post","2023","40-49","Science and Engineering","London","EO","10","10","29640","28820"
"In post","2023","40-49","Science and Engineering","London","G6","50","45","68780","68330"
"In post","2023","40-49","Science and Engineering","London","G7","85","80","57370","55860"
"In post","2023","40-49","Science and Engineering","London","HEO","40","35","37050","36390"
"In post","2023","40-49","Science and Engineering","London","SCS level","20","20","79380","80000"
"In post","2023","40-49","Science and Engineering","London","SEO","45","45","43770","43210"
"In post","2023","40-49","Science and Engineering","Outside London","AA","10","10","19510","19770"
"In post","2023","40-49","Science and Engineering","Outside London","AO","65","65","23330","23430"
"In post","2023","40-49","Science and Engineering","Outside London","EO","185","175","27600","27470"
"In post","2023","40-49","Science and Engineering","Outside London","G6","150","145","69400","70480"
"In post","2023","40-49","Science and Engineering","Outside London","G7","865","830","54520","54330"
"In post","2023","40-49","Science and Engineering","Outside London","HEO","405","385","34210","33830"
"In post","2023","40-49","Science and Engineering","Outside London","SCS level","10","10","86490","80720"
"In post","2023","40-49","Science and Engineering","Outside London","SEO","755","720","42250","41660"
"In post","2023","40-49","Science and Engineering","Outside London","Unknown","105","100","53780","54510"
"In post","2023","40-49","Science and Engineering","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","London","AA","20","20","24250","24380"
"In post","2023","40-49","Security","London","AO","30","30","35350","29350"
"In post","2023","40-49","Security","London","EO","45","45","33600","31580"
"In post","2023","40-49","Security","London","G6","35","35","70170","70670"
"In post","2023","40-49","Security","London","G7","60","60","60140","59290"
"In post","2023","40-49","Security","London","HEO","70","65","37600","38020"
"In post","2023","40-49","Security","London","SCS level","35","35","94050","86590"
"In post","2023","40-49","Security","London","SEO","70","70","45080","44510"
"In post","2023","40-49","Security","Outside London","AA","375","370","22690","21380"
"In post","2023","40-49","Security","Outside London","AO","580","575","36800","40880"
"In post","2023","40-49","Security","Outside London","EO","225","220","34110","28220"
"In post","2023","40-49","Security","Outside London","G6","30","30","70870","68740"
"In post","2023","40-49","Security","Outside London","G7","75","75","55410","55110"
"In post","2023","40-49","Security","Outside London","HEO","200","200","37280","34300"
"In post","2023","40-49","Security","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Security","Outside London","SEO","140","140","41760","41200"
"In post","2023","40-49","Security","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Security","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Overseas","EO","10","10","30080","28840"
"In post","2023","40-49","Security","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Overseas","HEO","15","15","37780","37170"
"In post","2023","40-49","Security","Overseas","SEO","5","5","[c]","[c]"
"In post","2023","40-49","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Social Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Social Research","London","G6","25","25","71080","70820"
