"Status","Year","Profession_of_post","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Bedfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Bedfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Hampshire","EO","40","40","26710","27140"
"In post","2023","Commercial","Central Hampshire","G6/G7","40","40","64550","66270"
"In post","2023","Commercial","Central Hampshire","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","Central Hampshire","SEO/HEO","105","100","38060","39890"
"In post","2023","Commercial","Central Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire East","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Cheshire West and Chester","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chorley and West Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chorley and West Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chorley and West Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","City of Edinburgh","AA/AO","10","10","25950","26410"
"In post","2023","Commercial","City of Edinburgh","EO","10","10","33130","32240"
"In post","2023","Commercial","City of Edinburgh","G6/G7","10","10","67260","65300"
"In post","2023","Commercial","City of Edinburgh","SEO/HEO","25","25","42800","39590"
"In post","2023","Commercial","Clackmannanshire and Fife","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Clackmannanshire and Fife","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Clackmannanshire and Fife","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Clackmannanshire and Fife","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Coventry","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Coventry","G6/G7","20","20","60330","54360"
"In post","2023","Commercial","Coventry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Coventry","SEO/HEO","20","20","37710","38540"
"In post","2023","Commercial","Coventry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Croydon","AA/AO","10","10","28920","28180"
"In post","2023","Commercial","Croydon","EO","20","20","31220","31310"
"In post","2023","Commercial","Croydon","G6/G7","35","35","70680","70970"
"In post","2023","Commercial","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Croydon","SEO/HEO","75","75","43510","43210"
"In post","2023","Commercial","Darlington","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Darlington","G6/G7","15","15","64670","65500"
"In post","2023","Commercial","Darlington","SEO/HEO","25","25","36650","38050"
"In post","2023","Commercial","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon CC","G6/G7","20","20","59250","61020"
"In post","2023","Commercial","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon CC","SEO/HEO","30","25","37310","37300"
"In post","2023","Commercial","Dorset","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","Dorset","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Durham","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","Durham","SEO/HEO","15","15","41720","43490"
"In post","2023","Commercial","East Ayrshire and North Ayrshire mainland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Merseyside","G6/G7","10","5","[c]","[c]"
"In post","2023","Commercial","East Merseyside","SEO/HEO","15","15","39620","38120"
"In post","2023","Commercial","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Riding of Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Riding of Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Riding of Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Enfield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Enfield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex Haven Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Flintshire and Wrexham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Flintshire and Wrexham","EO","10","10","28660","28030"
"In post","2023","Commercial","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Flintshire and Wrexham","SEO/HEO","10","10","38860","34680"
"In post","2023","Commercial","Glasgow City","AA/AO","10","10","24740","22280"
"In post","2023","Commercial","Glasgow City","EO","35","35","27180","27080"
"In post","2023","Commercial","Glasgow City","G6/G7","40","35","64770","67490"
"In post","2023","Commercial","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Glasgow City","SEO/HEO","105","105","37200","35720"
"In post","2023","Commercial","Gloucestershire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North East","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South West","AA/AO","5","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South West","EO","20","15","28140","28130"
"In post","2023","Commercial","Greater Manchester South West","G6/G7","45","45","65300","65500"
"In post","2023","Commercial","Greater Manchester South West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South West","SEO/HEO","65","65","41590","41780"
"In post","2023","Commercial","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hackney and Newham","G6/G7","10","10","[c]","[c]"
"In post","2023","Commercial","Hackney and Newham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Haringey and Islington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hartlepool and Stockton-on-Tees","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hartlepool and Stockton-on-Tees","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hartlepool and Stockton-on-Tees","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hartlepool and Stockton-on-Tees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, County of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","AA/AO","20","20","23800","23460"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","G6/G7","10","10","60900","65890"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Isle of Anglesey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kingston upon Hull, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancaster and Wyre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancaster and Wyre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leeds","AA/AO","15","15","21660","21690"
"In post","2023","Commercial","Leeds","EO","20","20","26960","26710"
"In post","2023","Commercial","Leeds","G6/G7","135","130","63860","65500"
"In post","2023","Commercial","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leeds","SEO/HEO","195","185","36860","37680"
"In post","2023","Commercial","Leicester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicester","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Lisburn and Castlereagh","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Lisburn and Castlereagh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Liverpool","EO","25","20","26500","26410"
"In post","2023","Commercial","Liverpool","G6/G7","45","45","61510","65500"
"In post","2023","Commercial","Liverpool","SCS level","10","10","94700","87160"
"In post","2023","Commercial","Liverpool","SEO/HEO","165","160","36940","39860"
"In post","2023","Commercial","Luton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Luton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Manchester","EO","10","10","26810","26910"
"In post","2023","Commercial","Manchester","G6/G7","90","90","66330","65760"
"In post","2023","Commercial","Manchester","SCS level","10","10","[c]","[c]"
"In post","2023","Commercial","Manchester","SEO/HEO","105","105","36550","37590"
"In post","2023","Commercial","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medway","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Merton, Kingston upon Thames and Sutton","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Merton, Kingston upon Thames and Sutton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Lancashire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Mid and East Antrim","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Milton Keynes","EO","15","15","28670","28540"
"In post","2023","Commercial","Milton Keynes","G6/G7","20","20","61140","58820"
"In post","2023","Commercial","Milton Keynes","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Milton Keynes","SEO/HEO","30","30","40290","40750"
"In post","2023","Commercial","Monmouthshire and Newport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Monmouthshire and Newport","EO","20","20","26450","26220"
"In post","2023","Commercial","Monmouthshire and Newport","G6/G7","25","25","57850","56000"
"In post","2023","Commercial","Monmouthshire and Newport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Monmouthshire and Newport","SEO/HEO","70","70","35920","32710"
"In post","2023","Commercial","North Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Nottinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","North Yorkshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire CC","EO","5","5","[c]","[c]"
"In post","2023","Commercial","North Yorkshire CC","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","North Yorkshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire CC","SEO/HEO","10","10","40790","41200"
"In post","2023","Commercial","North and North East Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North and West Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North and West Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Norwich and East Norfolk","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Norwich and East Norfolk","G6/G7","20","20","64390","65500"
"In post","2023","Commercial","Norwich and East Norfolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Norwich and East Norfolk","SEO/HEO","60","60","37500","39860"
"In post","2023","Commercial","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Nottingham","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Nottingham","G6/G7","15","15","65540","57880"
"In post","2023","Commercial","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Nottingham","SEO/HEO","25","25","38960","39850"
"In post","2023","Commercial","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","G6/G7","10","10","78870","85900"
"In post","2023","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","SEO/HEO","15","15","59390","58690"
"In post","2023","Commercial","Oxfordshire CC","EO","10","10","[c]","[c]"
"In post","2023","Commercial","Oxfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Oxfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Oxfordshire CC","SEO/HEO","25","20","37830","35330"
"In post","2023","Commercial","Perth and Kinross, and Stirling","AA/AO","10","10","[c]","[c]"
"In post","2023","Commercial","Perth and Kinross, and Stirling","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Perth and Kinross, and Stirling","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Perth and Kinross, and Stirling","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Peterborough","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Peterborough","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Peterborough","G6/G7","15","15","71030","70150"
"In post","2023","Commercial","Peterborough","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Peterborough","SEO/HEO","25","25","39940","38180"
"In post","2023","Commercial","Plymouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Plymouth","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","Plymouth","SEO/HEO","10","10","38390","39520"
"In post","2023","Commercial","Plymouth","Unknown","10","10","41150","42620"
"In post","2023","Commercial","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Portsmouth","EO","15","15","27780","27470"
"In post","2023","Commercial","Portsmouth","G6/G7","10","10","63950","65500"
"In post","2023","Commercial","Portsmouth","SEO/HEO","35","35","39110","41200"
"In post","2023","Commercial","Powys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Redbridge and Waltham Forest","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Sandwell","Unknown","[c]","[c]","[c]","[c]"
