"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Project Delivery","Serious Fraud Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","London","G6","5","5","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","London","G7","5","5","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","London","HEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","London","SEO","20","15","45810","46600"
"In post","2023","Project Delivery","Standards and Testing Agency","Outside London","EO","10","10","26300","25900"
"In post","2023","Project Delivery","Standards and Testing Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Outside London","G7","20","20","52210","51640"
"In post","2023","Project Delivery","Standards and Testing Agency","Outside London","HEO","20","20","31080","30520"
"In post","2023","Project Delivery","Standards and Testing Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Outside London","SEO","35","30","39240","37590"
"In post","2023","Project Delivery","Submarine Delivery Agency","Outside London","Unknown","1685","1645","43140","41170"
"In post","2023","Project Delivery","Submarine Delivery Agency","Overseas","Unknown","25","25","52350","43590"
"In post","2023","Project Delivery","The Insolvency Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","The Insolvency Service","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","The Insolvency Service","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","The Insolvency Service","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","The Insolvency Service","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","The Insolvency Service","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","The Insolvency Service","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","The Insolvency Service","Outside London","G7","10","10","54580","54520"
"In post","2023","Project Delivery","The Insolvency Service","Outside London","HEO","10","10","30140","29240"
"In post","2023","Project Delivery","The Insolvency Service","Outside London","SEO","20","20","43580","43300"
"In post","2023","Project Delivery","UK Debt Management Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Debt Management Office","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Debt Management Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Debt Management Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Export Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Export Finance","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Export Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Export Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Hydrographic Office","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Hydrographic Office","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Hydrographic Office","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Hydrographic Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Hydrographic Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Hydrographic Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Space Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Space Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Space Agency","London","G6","15","15","67490","66490"
"In post","2023","Project Delivery","UK Space Agency","London","G7","40","40","55260","55120"
"In post","2023","Project Delivery","UK Space Agency","London","HEO","15","15","34710","34670"
"In post","2023","Project Delivery","UK Space Agency","London","SCS level","5","5","[c]","[c]"
"In post","2023","Project Delivery","UK Space Agency","London","SEO","50","50","41560","41360"
"In post","2023","Project Delivery","UK Space Agency","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Project Delivery","UK Space Agency","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Project Delivery","UK Space Agency","Outside London","G7","35","35","51870","50710"
"In post","2023","Project Delivery","UK Space Agency","Outside London","HEO","10","10","32240","31350"
"In post","2023","Project Delivery","UK Space Agency","Outside London","SEO","20","20","38220","37750"
"In post","2023","Project Delivery","UK Statistics Authority","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","London","SEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","Outside London","EO","10","10","25160","24840"
"In post","2023","Project Delivery","UK Statistics Authority","Outside London","G6","20","20","62690","61240"
"In post","2023","Project Delivery","UK Statistics Authority","Outside London","G7","80","75","51920","51460"
"In post","2023","Project Delivery","UK Statistics Authority","Outside London","HEO","70","65","31260","31060"
"In post","2023","Project Delivery","UK Statistics Authority","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","Outside London","SEO","85","85","38050","37760"
"In post","2023","Project Delivery","Valuation Office Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Outside London","HEO","10","10","33210","32260"
"In post","2023","Project Delivery","Valuation Office Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Vehicle Certification Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Water Services Regulation Authority","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Water Services Regulation Authority","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Water Services Regulation Authority","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Water Services Regulation Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Water Services Regulation Authority","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Water Services Regulation Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Welsh Revenue Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Welsh Revenue Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Wilton Park","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Wilton Park","Outside London","EO","15","15","26570","26340"
"In post","2023","Project Delivery","Wilton Park","Outside London","G7","10","5","[c]","[c]"
"In post","2023","Project Delivery","Wilton Park","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Wilton Park","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Wilton Park","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","London","EO","5","5","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","London","G6","5","5","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","London","G7","10","10","57060","56430"
"In post","2023","Property","Cabinet Office (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","London","SCS level","5","5","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Outside London","G7","25","25","53550","52900"
"In post","2023","Property","Cabinet Office (excl. agencies)","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Property","Cabinet Office (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Central Civil Service Fast Stream","London","HEO","10","10","29690","29480"
"In post","2023","Property","Central Civil Service Fast Stream","Outside London","HEO","25","25","29690","30130"
"In post","2023","Property","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Companies House","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Companies House","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Companies House","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Companies House","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Competition and Markets Authority","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Competition and Markets Authority","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Competition and Markets Authority","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Competition and Markets Authority","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Crown Commercial Service","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Crown Commercial Service","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Crown Commercial Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Crown Commercial Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Defence Electronics and Components Agency","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Property","Defence Electronics and Components Agency","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Property","Defence Electronics and Components Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Defence Electronics and Components Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","5","5","[c]","[c]"
"In post","2023","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","5","5","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","10","10","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO","10","10","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AO","35","30","21680","22150"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","75","70","26280","25920"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6","45","45","62440","63150"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G7","75","75","50920","49400"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","HEO","65","65","30750","30320"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","15","15","85850","81510"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO","80","75","38040","37710"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Transport (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Transport (excl. agencies)","London","G6","5","5","[c]","[c]"
"In post","2023","Property","Department for Transport (excl. agencies)","London","G7","5","5","[c]","[c]"
"In post","2023","Property","Department for Transport (excl. agencies)","London","HEO","5","5","[c]","[c]"
"In post","2023","Property","Department for Transport (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Transport (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Transport (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Transport (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Transport (excl. agencies)","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Property","Department for Transport (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","London","EO","10","10","32460","32520"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","London","G6","5","5","[c]","[c]"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","London","G7","5","5","[c]","[c]"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","London","HEO","5","5","[c]","[c]"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","London","SEO","25","25","44820","43760"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","Outside London","EO","15","15","28020","28120"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","Outside London","G6","20","20","69150","66860"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","Outside London","G7","50","50","52280","50160"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","Outside London","HEO","55","50","34990","34170"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","Outside London","SEO","65","60","39100","38470"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","Unknown","G7","5","5","[c]","[c]"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","Unknown","HEO","10","10","41310","39640"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","Unknown","SEO","20","20","46430","44600"
"In post","2023","Property","Department of Health and Social Care (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Driver and Vehicle Licensing Agency","Outside London","AO","15","15","22500","22500"
"In post","2023","Property","Driver and Vehicle Licensing Agency","Outside London","EO","10","10","27110","27070"
"In post","2023","Property","Driver and Vehicle Licensing Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Driver and Vehicle Licensing Agency","Outside London","HEO","25","25","32110","31660"
"In post","2023","Property","Driver and Vehicle Licensing Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Driver and Vehicle Licensing Agency","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Property","Driver and Vehicle Standards Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Driver and Vehicle Standards Agency","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Property","Driver and Vehicle Standards Agency","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Property","Driver and Vehicle Standards Agency","Outside London","EO","10","10","27190","27260"
"In post","2023","Property","Driver and Vehicle Standards Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Driver and Vehicle Standards Agency","Outside London","HEO","20","20","32620","32090"
"In post","2023","Property","Driver and Vehicle Standards Agency","Outside London","SEO","10","10","40990","40680"
"In post","2023","Property","Estyn","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","FCDO Services","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","FCDO Services","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","FCDO Services","London","G7","25","25","66780","67070"
"In post","2023","Property","FCDO Services","London","HEO","5","5","[c]","[c]"
"In post","2023","Property","FCDO Services","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","FCDO Services","London","SEO","15","15","47900","47760"
"In post","2023","Property","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","FCDO Services","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","FCDO Services","Outside London","EO","35","35","29950","29400"
"In post","2023","Property","FCDO Services","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","FCDO Services","Outside London","G7","15","15","63810","64170"
"In post","2023","Property","FCDO Services","Outside London","HEO","40","40","38000","35300"
"In post","2023","Property","FCDO Services","Outside London","SEO","35","35","46190","45500"
"In post","2023","Property","FCDO Services","Outside London","Unknown","30","30","23870","23800"
"In post","2023","Property","FCDO Services","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","FCDO Services","Overseas","G7","10","10","[c]","[c]"
"In post","2023","Property","FCDO Services","Overseas","SEO","10","10","43980","43750"
"In post","2023","Property","Food Standards Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Government Legal Department","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Government Legal Department","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Government Legal Department","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Government Legal Department","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Government Legal Department","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Government Legal Department","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Government Legal Department","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Government Legal Department","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Government Legal Department","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Government Property Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Government Property Agency","London","EO","10","5","[c]","[c]"
"In post","2023","Property","Government Property Agency","London","G6","20","20","66520","66020"
"In post","2023","Property","Government Property Agency","London","G7","40","40","55730","56150"
"In post","2023","Property","Government Property Agency","London","HEO","10","10","35730","35590"
"In post","2023","Property","Government Property Agency","London","SCS level","10","10","96970","92380"
"In post","2023","Property","Government Property Agency","London","SEO","25","25","41130","41820"
"In post","2023","Property","Government Property Agency","Outside London","EO","15","15","24670","24820"
"In post","2023","Property","Government Property Agency","Outside London","G6","50","50","62220","62010"
"In post","2023","Property","Government Property Agency","Outside London","G7","90","90","51620","51020"
"In post","2023","Property","Government Property Agency","Outside London","HEO","45","45","33180","32960"
"In post","2023","Property","Government Property Agency","Outside London","SCS level","15","15","93800","93000"
"In post","2023","Property","Government Property Agency","Outside London","SEO","60","60","38980","38420"
"In post","2023","Property","HM Courts and Tribunals Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Courts and Tribunals Service","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Courts and Tribunals Service","London","G7","5","5","[c]","[c]"
"In post","2023","Property","HM Courts and Tribunals Service","London","HEO","15","15","35520","35410"
"In post","2023","Property","HM Courts and Tribunals Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Courts and Tribunals Service","London","SEO","10","10","44170","43650"
"In post","2023","Property","HM Courts and Tribunals Service","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Courts and Tribunals Service","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Courts and Tribunals Service","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Property","HM Courts and Tribunals Service","Outside London","G7","20","20","52370","51770"
"In post","2023","Property","HM Courts and Tribunals Service","Outside London","HEO","30","30","31770","31270"
"In post","2023","Property","HM Courts and Tribunals Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Courts and Tribunals Service","Outside London","SEO","20","20","37770","37680"
"In post","2023","Property","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Land Registry","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Land Registry","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Land Registry","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Land Registry","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Land Registry","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Land Registry","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Property","HM Revenue and Customs (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Revenue and Customs (excl. agencies)","London","EO","10","10","[c]","[c]"
"In post","2023","Property","HM Revenue and Customs (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Revenue and Customs (excl. agencies)","London","HEO","10","10","39970","39620"
"In post","2023","Property","HM Revenue and Customs (excl. agencies)","London","SEO","10","10","[c]","[c]"
"In post","2023","Property","HM Revenue and Customs (excl. agencies)","Outside London","AA","10","10","22520","22520"
"In post","2023","Property","HM Revenue and Customs (excl. agencies)","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Property","HM Revenue and Customs (excl. agencies)","Outside London","EO","35","30","28370","28010"
"In post","2023","Property","HM Revenue and Customs (excl. agencies)","Outside London","G6","20","20","71170","71300"
"In post","2023","Property","HM Revenue and Customs (excl. agencies)","Outside London","G7","45","45","57720","57970"
"In post","2023","Property","HM Revenue and Customs (excl. agencies)","Outside London","HEO","65","65","34940","34700"
"In post","2023","Property","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Property","HM Revenue and Customs (excl. agencies)","Outside London","SEO","50","50","42520","42510"
"In post","2023","Property","Health and Safety Executive","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Property","Health and Safety Executive","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Health and Safety Executive","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Health and Safety Executive","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Property","Health and Safety Executive","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","London","AA","10","10","23500","23500"
"In post","2023","Property","Home Office","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","London","G7","5","5","[c]","[c]"
"In post","2023","Property","Home Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","Outside London","AA","20","20","19500","19500"
"In post","2023","Property","Home Office","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Property","Home Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Property","Home Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Intellectual Property Office","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Intellectual Property Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Intellectual Property Office","Outside London","AO","15","15","22760","23100"
"In post","2023","Property","Intellectual Property Office","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Property","Intellectual Property Office","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Intellectual Property Office","Outside London","G7","[c]","[c]","[c]","[c]"
