"Status","Year","Disability","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Undeclared","East of England","115","105","31170","30380"
"In post","2023","Declared disabled","Undeclared","London","450","425","40570","34250"
"In post","2023","Declared disabled","Undeclared","North East (England)","120","110","31020","28120"
"In post","2023","Declared disabled","Undeclared","North West (England)","285","255","30300","28120"
"In post","2023","Declared disabled","Undeclared","Northern Ireland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Overseas","15","15","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Scotland","140","130","33220","28490"
"In post","2023","Declared disabled","Undeclared","South East (England)","255","230","34830","31280"
"In post","2023","Declared disabled","Undeclared","South West (England)","340","315","37480","34500"
"In post","2023","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Wales","120","110","31420","28120"
"In post","2023","Declared disabled","Undeclared","West Midlands (England)","160","140","29490","28120"
"In post","2023","Declared disabled","Undeclared","Yorkshire and The Humber","175","155","31470","28120"
"In post","2023","Declared disabled","Unknown","East Midlands (England)","55","50","31210","28120"
"In post","2023","Declared disabled","Unknown","East of England","45","45","32580","28850"
"In post","2023","Declared disabled","Unknown","London","280","265","41670","36690"
"In post","2023","Declared disabled","Unknown","North East (England)","85","75","27440","23390"
"In post","2023","Declared disabled","Unknown","North West (England)","180","160","30190","27980"
"In post","2023","Declared disabled","Unknown","Northern Ireland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Scotland","290","265","34940","34730"
"In post","2023","Declared disabled","Unknown","South East (England)","125","115","34890","31280"
"In post","2023","Declared disabled","Unknown","South West (England)","135","125","37270","33430"
"In post","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Wales","65","55","32840","27250"
"In post","2023","Declared disabled","Unknown","West Midlands (England)","75","65","30520","28120"
"In post","2023","Declared disabled","Unknown","Yorkshire and The Humber","70","60","30420","27810"
"In post","2023","Declared disabled","White","East Midlands (England)","2685","2455","30850","28120"
"In post","2023","Declared disabled","White","East of England","2415","2200","31490","29050"
"In post","2023","Declared disabled","White","London","6140","5880","46330","41440"
"In post","2023","Declared disabled","White","North East (England)","3955","3510","29780","28120"
"In post","2023","Declared disabled","White","North West (England)","7515","6815","31020","28120"
"In post","2023","Declared disabled","White","Northern Ireland","360","335","31590","28130"
"In post","2023","Declared disabled","White","Overseas","145","145","49540","47300"
"In post","2023","Declared disabled","White","Scotland","4730","4325","32910","28120"
"In post","2023","Declared disabled","White","South East (England)","4575","4200","32580","29730"
"In post","2023","Declared disabled","White","South West (England)","5175","4805","34640","31770"
"In post","2023","Declared disabled","White","Unknown","95","90","34740","28120"
"In post","2023","Declared disabled","White","Wales","3885","3515","30720","28120"
"In post","2023","Declared disabled","White","West Midlands (England)","3265","2980","31960","28120"
"In post","2023","Declared disabled","White","Yorkshire and The Humber","4230","3845","32740","28130"
"In post","2023","Declared non-disabled","Asian","East Midlands (England)","1595","1460","29680","28080"
"In post","2023","Declared non-disabled","Asian","East of England","935","845","31590","28120"
"In post","2023","Declared non-disabled","Asian","London","11125","10530","39950","35410"
"In post","2023","Declared non-disabled","Asian","North East (England)","540","505","31280","28120"
"In post","2023","Declared non-disabled","Asian","North West (England)","2650","2470","30320","28120"
"In post","2023","Declared non-disabled","Asian","Northern Ireland","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Overseas","105","105","47710","44680"
"In post","2023","Declared non-disabled","Asian","Scotland","605","565","33610","28700"
"In post","2023","Declared non-disabled","Asian","South East (England)","1165","1085","32210","29730"
"In post","2023","Declared non-disabled","Asian","South West (England)","715","680","36410","33660"
"In post","2023","Declared non-disabled","Asian","Unknown","50","50","32360","28120"
"In post","2023","Declared non-disabled","Asian","Wales","500","475","33070","28120"
"In post","2023","Declared non-disabled","Asian","West Midlands (England)","4095","3835","30250","28120"
"In post","2023","Declared non-disabled","Asian","Yorkshire and The Humber","2520","2335","30410","28120"
"In post","2023","Declared non-disabled","Black","East Midlands (England)","500","475","29370","28120"
"In post","2023","Declared non-disabled","Black","East of England","460","440","31960","30810"
"In post","2023","Declared non-disabled","Black","London","7550","7285","37220","32890"
"In post","2023","Declared non-disabled","Black","North East (England)","175","170","31130","28120"
"In post","2023","Declared non-disabled","Black","North West (England)","790","760","30970","28120"
"In post","2023","Declared non-disabled","Black","Northern Ireland","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Overseas","40","40","44920","35810"
"In post","2023","Declared non-disabled","Black","Scotland","295","285","31910","28120"
"In post","2023","Declared non-disabled","Black","South East (England)","760","730","32150","31280"
"In post","2023","Declared non-disabled","Black","South West (England)","445","430","34990","33450"
"In post","2023","Declared non-disabled","Black","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Wales","205","195","31870","28120"
"In post","2023","Declared non-disabled","Black","West Midlands (England)","1075","1015","30200","28120"
"In post","2023","Declared non-disabled","Black","Yorkshire and The Humber","505","490","31390","28120"
"In post","2023","Declared non-disabled","Mixed","East Midlands (England)","310","290","32060","28120"
"In post","2023","Declared non-disabled","Mixed","East of England","305","290","33700","30880"
"In post","2023","Declared non-disabled","Mixed","London","2440","2360","44240","39720"
"In post","2023","Declared non-disabled","Mixed","North East (England)","200","190","31620","28120"
"In post","2023","Declared non-disabled","Mixed","North West (England)","695","660","32620","28120"
"In post","2023","Declared non-disabled","Mixed","Northern Ireland","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Overseas","85","85","46440","40030"
"In post","2023","Declared non-disabled","Mixed","Scotland","250","240","36730","32040"
"In post","2023","Declared non-disabled","Mixed","South East (England)","545","520","32920","30730"
"In post","2023","Declared non-disabled","Mixed","South West (England)","480","450","35610","32500"
"In post","2023","Declared non-disabled","Mixed","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Wales","325","305","33620","28130"
"In post","2023","Declared non-disabled","Mixed","West Midlands (England)","505","480","31740","28120"
"In post","2023","Declared non-disabled","Mixed","Yorkshire and The Humber","425","395","33820","29050"
"In post","2023","Declared non-disabled","Other ethnicity","East Midlands (England)","50","45","31620","28120"
"In post","2023","Declared non-disabled","Other ethnicity","East of England","70","65","31930","29270"
"In post","2023","Declared non-disabled","Other ethnicity","London","900","860","42880","37640"
"In post","2023","Declared non-disabled","Other ethnicity","North East (England)","40","35","34810","28120"
"In post","2023","Declared non-disabled","Other ethnicity","North West (England)","135","130","32810","28120"
"In post","2023","Declared non-disabled","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Overseas","35","35","48700","42880"
"In post","2023","Declared non-disabled","Other ethnicity","Scotland","110","105","37020","30440"
"In post","2023","Declared non-disabled","Other ethnicity","South East (England)","135","125","32630","30940"
"In post","2023","Declared non-disabled","Other ethnicity","South West (England)","80","75","35080","33520"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Wales","90","85","33960","30610"
"In post","2023","Declared non-disabled","Other ethnicity","West Midlands (England)","130","125","30520","28090"
"In post","2023","Declared non-disabled","Other ethnicity","Yorkshire and The Humber","85","80","33360","29890"
"In post","2023","Declared non-disabled","Undeclared","East Midlands (England)","370","340","31590","28120"
"In post","2023","Declared non-disabled","Undeclared","East of England","410","370","30980","28880"
"In post","2023","Declared non-disabled","Undeclared","London","1930","1820","43020","38020"
"In post","2023","Declared non-disabled","Undeclared","North East (England)","395","355","31320","28120"
"In post","2023","Declared non-disabled","Undeclared","North West (England)","865","785","31880","28120"
"In post","2023","Declared non-disabled","Undeclared","Northern Ireland","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Overseas","70","70","50330","48000"
"In post","2023","Declared non-disabled","Undeclared","Scotland","585","535","35130","28130"
"In post","2023","Declared non-disabled","Undeclared","South East (England)","755","680","34080","31280"
"In post","2023","Declared non-disabled","Undeclared","South West (England)","760","710","36690","34170"
"In post","2023","Declared non-disabled","Undeclared","Unknown","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Wales","475","440","33260","28120"
"In post","2023","Declared non-disabled","Undeclared","West Midlands (England)","555","500","30590","28120"
"In post","2023","Declared non-disabled","Undeclared","Yorkshire and The Humber","615","575","32800","28120"
"In post","2023","Declared non-disabled","Unknown","East Midlands (England)","355","320","33740","28120"
"In post","2023","Declared non-disabled","Unknown","East of England","315","285","33570","30410"
"In post","2023","Declared non-disabled","Unknown","London","1260","1190","43980","38500"
"In post","2023","Declared non-disabled","Unknown","North East (England)","465","405","30750","28120"
"In post","2023","Declared non-disabled","Unknown","North West (England)","935","845","31370","28120"
"In post","2023","Declared non-disabled","Unknown","Northern Ireland","35","30","31150","29730"
"In post","2023","Declared non-disabled","Unknown","Overseas","35","35","52530","53130"
"In post","2023","Declared non-disabled","Unknown","Scotland","655","595","30330","25930"
"In post","2023","Declared non-disabled","Unknown","South East (England)","510","460","33770","31280"
"In post","2023","Declared non-disabled","Unknown","South West (England)","865","805","35520","32910"
"In post","2023","Declared non-disabled","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Wales","600","545","33910","28120"
"In post","2023","Declared non-disabled","Unknown","West Midlands (England)","560","515","32740","28120"
"In post","2023","Declared non-disabled","Unknown","Yorkshire and The Humber","490","445","35460","31260"
"In post","2023","Declared non-disabled","White","East Midlands (England)","11970","11155","33380","29050"
"In post","2023","Declared non-disabled","White","East of England","12120","11285","33090","30440"
"In post","2023","Declared non-disabled","White","London","38245","36770","50630","46080"
"In post","2023","Declared non-disabled","White","North East (England)","20425","18680","32240","28120"
"In post","2023","Declared non-disabled","White","North West (England)","36050","33525","33080","28120"
"In post","2023","Declared non-disabled","White","Northern Ireland","2520","2395","31780","28130"
"In post","2023","Declared non-disabled","White","Overseas","1585","1580","52570","49720"
"In post","2023","Declared non-disabled","White","Scotland","26580","24870","36180","31180"
"In post","2023","Declared non-disabled","White","South East (England)","22845","21305","34570","31280"
"In post","2023","Declared non-disabled","White","South West (England)","27615","25945","37470","34070"
"In post","2023","Declared non-disabled","White","Unknown","460","435","36390","29320"
"In post","2023","Declared non-disabled","White","Wales","24245","22495","34370","29050"
"In post","2023","Declared non-disabled","White","West Midlands (England)","15210","14145","34360","29890"
"In post","2023","Declared non-disabled","White","Yorkshire and The Humber","21515","19900","34900","31250"
"In post","2023","Undeclared","Asian","East Midlands (England)","85","75","31030","28120"
"In post","2023","Undeclared","Asian","East of England","45","40","39650","28320"
"In post","2023","Undeclared","Asian","London","725","690","42400","36860"
"In post","2023","Undeclared","Asian","North East (England)","30","25","[c]","[c]"
"In post","2023","Undeclared","Asian","North West (England)","140","135","30160","28120"
"In post","2023","Undeclared","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Scotland","15","15","[c]","[c]"
"In post","2023","Undeclared","Asian","South East (England)","85","75","32780","29530"
"In post","2023","Undeclared","Asian","South West (England)","35","35","40350","40200"
"In post","2023","Undeclared","Asian","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Asian","Wales","15","15","[c]","[c]"
"In post","2023","Undeclared","Asian","West Midlands (England)","235","220","31700","28120"
"In post","2023","Undeclared","Asian","Yorkshire and The Humber","130","120","32030","28120"
"In post","2023","Undeclared","Black","East Midlands (England)","35","30","33690","29300"
"In post","2023","Undeclared","Black","East of England","35","30","38600","31350"
"In post","2023","Undeclared","Black","London","515","490","37310","34310"
"In post","2023","Undeclared","Black","North East (England)","5","5","[c]","[c]"
"In post","2023","Undeclared","Black","North West (England)","35","35","37010","28130"
"In post","2023","Undeclared","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Scotland","5","5","[c]","[c]"
"In post","2023","Undeclared","Black","South East (England)","50","45","31040","30900"
"In post","2023","Undeclared","Black","South West (England)","30","25","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","West Midlands (England)","75","70","36130","29050"
"In post","2023","Undeclared","Black","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2023","Undeclared","Mixed","East Midlands (England)","20","20","[c]","[c]"
"In post","2023","Undeclared","Mixed","East of England","25","25","[c]","[c]"
"In post","2023","Undeclared","Mixed","London","175","170","44890","40700"
"In post","2023","Undeclared","Mixed","North East (England)","20","15","[c]","[c]"
"In post","2023","Undeclared","Mixed","North West (England)","50","45","29550","27890"
"In post","2023","Undeclared","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Scotland","15","15","[c]","[c]"
"In post","2023","Undeclared","Mixed","South East (England)","50","45","35480","31280"
"In post","2023","Undeclared","Mixed","South West (England)","35","35","39650","39210"
"In post","2023","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Wales","15","15","[c]","[c]"
"In post","2023","Undeclared","Mixed","West Midlands (England)","30","30","[c]","[c]"
"In post","2023","Undeclared","Mixed","Yorkshire and The Humber","30","30","31110","29050"
"In post","2023","Undeclared","Other ethnicity","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","East of England","10","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","London","125","120","46750","39790"
"In post","2023","Undeclared","Other ethnicity","North East (England)","15","15","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","North West (England)","15","15","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South East (England)","15","15","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South West (England)","10","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Wales","10","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","West Midlands (England)","15","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","East Midlands (England)","340","320","35460","32920"
"In post","2023","Undeclared","Undeclared","East of England","395","370","34790","32760"
"In post","2023","Undeclared","Undeclared","London","1585","1525","47170","42250"
"In post","2023","Undeclared","Undeclared","North East (England)","450","415","33860","28780"
"In post","2023","Undeclared","Undeclared","North West (England)","840","780","35380","32310"
"In post","2023","Undeclared","Undeclared","Northern Ireland","45","45","32270","33100"
"In post","2023","Undeclared","Undeclared","Overseas","65","65","53500","55070"
"In post","2023","Undeclared","Undeclared","Scotland","385","355","35780","29730"
"In post","2023","Undeclared","Undeclared","South East (England)","785","740","36180","33710"
"In post","2023","Undeclared","Undeclared","South West (England)","770","735","39160","36080"
"In post","2023","Undeclared","Undeclared","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Wales","450","430","36190","32460"
"In post","2023","Undeclared","Undeclared","West Midlands (England)","430","400","34920","30470"
"In post","2023","Undeclared","Undeclared","Yorkshire and The Humber","545","515","35600","33530"
"In post","2023","Undeclared","Unknown","East Midlands (England)","75","70","31810","30070"
"In post","2023","Undeclared","Unknown","East of England","70","65","38190","34650"
"In post","2023","Undeclared","Unknown","London","390","380","46360","41280"
"In post","2023","Undeclared","Unknown","North East (England)","70","60","32000","31780"
"In post","2023","Undeclared","Unknown","North West (England)","165","150","34290","32490"
"In post","2023","Undeclared","Unknown","Northern Ireland","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Scotland","60","55","35670","31270"
"In post","2023","Undeclared","Unknown","South East (England)","120","110","37110","34300"
"In post","2023","Undeclared","Unknown","South West (England)","115","105","36720","34370"
"In post","2023","Undeclared","Unknown","Wales","75","65","31730","28120"
"In post","2023","Undeclared","Unknown","West Midlands (England)","85","80","33820","32060"
"In post","2023","Undeclared","Unknown","Yorkshire and The Humber","135","130","38270","36380"
"In post","2023","Undeclared","White","East Midlands (England)","905","840","31980","29710"
"In post","2023","Undeclared","White","East of England","930","850","33120","31730"
"In post","2023","Undeclared","White","London","2370","2275","48840","44170"
"In post","2023","Undeclared","White","North East (England)","1210","1090","31750","28480"
"In post","2023","Undeclared","White","North West (England)","2235","2055","31950","28480"
"In post","2023","Undeclared","White","Northern Ireland","155","145","30690","27990"
"In post","2023","Undeclared","White","Overseas","65","65","54550","53310"
"In post","2023","Undeclared","White","Scotland","1050","975","33480","28120"
"In post","2023","Undeclared","White","South East (England)","1880","1735","34560","32920"
"In post","2023","Undeclared","White","South West (England)","1705","1585","37420","33700"
"In post","2023","Undeclared","White","Unknown","25","25","[c]","[c]"
"In post","2023","Undeclared","White","Wales","1250","1140","31000","28120"
"In post","2023","Undeclared","White","West Midlands (England)","1135","1050","32910","29150"
"In post","2023","Undeclared","White","Yorkshire and The Humber","1465","1355","34440","32920"
"In post","2023","Unknown","Asian","East Midlands (England)","140","130","32280","28120"
"In post","2023","Unknown","Asian","East of England","110","110","37730","34690"
"In post","2023","Unknown","Asian","London","1655","1610","41470","36670"
"In post","2023","Unknown","Asian","North East (England)","50","45","32520","28120"
"In post","2023","Unknown","Asian","North West (England)","310","300","32500","29730"
"In post","2023","Unknown","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Overseas","50","50","57950","58410"
"In post","2023","Unknown","Asian","Scotland","115","110","36730","32960"
"In post","2023","Unknown","Asian","South East (England)","190","180","32340","27350"
"In post","2023","Unknown","Asian","South West (England)","120","115","35410","31920"
"In post","2023","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Wales","85","85","33290","31060"
"In post","2023","Unknown","Asian","West Midlands (England)","440","420","32160","29050"
"In post","2023","Unknown","Asian","Yorkshire and The Humber","290","280","31070","28120"
"In post","2023","Unknown","Black","East Midlands (England)","35","30","30480","27890"
"In post","2023","Unknown","Black","East of England","35","35","34780","27100"
"In post","2023","Unknown","Black","London","815","800","38860","35010"
"In post","2023","Unknown","Black","North East (England)","20","15","[c]","[c]"
"In post","2023","Unknown","Black","North West (England)","95","95","31800","30170"
"In post","2023","Unknown","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Overseas","25","25","[c]","[c]"
"In post","2023","Unknown","Black","Scotland","45","45","39220","37060"
"In post","2023","Unknown","Black","South East (England)","75","70","31160","28480"
"In post","2023","Unknown","Black","South West (England)","55","55","32600","32500"
"In post","2023","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Wales","30","30","32900","31560"
"In post","2023","Unknown","Black","West Midlands (England)","100","95","34110","30330"
"In post","2023","Unknown","Black","Yorkshire and The Humber","75","75","32210","28840"
"In post","2023","Unknown","Mixed","East Midlands (England)","30","30","33550","28460"
"In post","2023","Unknown","Mixed","East of England","30","30","37070","36040"
"In post","2023","Unknown","Mixed","London","445","435","42200","37850"
"In post","2023","Unknown","Mixed","North East (England)","30","25","[c]","[c]"
"In post","2023","Unknown","Mixed","North West (England)","85","80","31780","28880"
"In post","2023","Unknown","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Overseas","30","30","58560","54840"
"In post","2023","Unknown","Mixed","Scotland","50","50","37830","34510"
"In post","2023","Unknown","Mixed","South East (England)","80","75","38010","31690"
"In post","2023","Unknown","Mixed","South West (England)","85","85","33830","30650"
"In post","2023","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Wales","45","40","36710","31670"
"In post","2023","Unknown","Mixed","West Midlands (England)","60","60","34050","31120"
"In post","2023","Unknown","Mixed","Yorkshire and The Humber","55","55","34500","30330"
"In post","2023","Unknown","Other ethnicity","East Midlands (England)","10","5","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","East of England","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","London","190","185","46310","41930"
"In post","2023","Unknown","Other ethnicity","North East (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","North West (England)","15","15","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Overseas","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Scotland","25","25","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","South East (England)","15","15","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","South West (England)","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Wales","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2023","Unknown","Undeclared","East Midlands (England)","45","45","34120","32110"
"In post","2023","Unknown","Undeclared","East of England","50","45","40150","36040"
"In post","2023","Unknown","Undeclared","London","465","455","51820","45820"
"In post","2023","Unknown","Undeclared","North East (England)","85","75","34830","31560"
"In post","2023","Unknown","Undeclared","North West (England)","150","145","35070","34120"
"In post","2023","Unknown","Undeclared","Northern Ireland","10","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","Overseas","20","20","[c]","[c]"
"In post","2023","Unknown","Undeclared","Scotland","425","390","38460","37060"
"In post","2023","Unknown","Undeclared","South East (England)","195","190","40130","39890"
"In post","2023","Unknown","Undeclared","South West (England)","220","210","42870","39890"
"In post","2023","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Wales","160","150","39850","37880"
"In post","2023","Unknown","Undeclared","West Midlands (England)","105","100","37110","32540"
"In post","2023","Unknown","Undeclared","Yorkshire and The Humber","95","90","37790","32110"
"In post","2023","Unknown","Unknown","East Midlands (England)","2615","2490","29120","27890"
"In post","2023","Unknown","Unknown","East of England","1920","1800","29580","27140"
"In post","2023","Unknown","Unknown","London","14210","13875","43590","39110"
"In post","2023","Unknown","Unknown","North East (England)","4000","3730","29210","26020"
"In post","2023","Unknown","Unknown","North West (England)","8555","8165","29180","25880"
"In post","2023","Unknown","Unknown","Northern Ireland","870","825","28650","25750"
"In post","2023","Unknown","Unknown","Overseas","580","580","55040","55050"
"In post","2023","Unknown","Unknown","Scotland","11465","10885","33150","29100"
"In post","2023","Unknown","Unknown","South East (England)","4420","4165","30770","27180"
"In post","2023","Unknown","Unknown","South West (England)","3790","3620","33000","28360"
"In post","2023","Unknown","Unknown","Unknown","1885","1870","41180","39000"
"In post","2023","Unknown","Unknown","Wales","3885","3685","30510","27650"
