"Status","Year","Disability","Ethnicity","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Mixed","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Work and Pensions","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department of Health and Social Care","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department of Health and Social Care","Undeclared","5","5","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Department of Health and Social Care","Unknown","15","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Food Standards Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","HM Treasury","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","HM Treasury","Undeclared","70","70","46590","42700"
"In post","2023","Undeclared","Other ethnicity","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Ministry of Justice","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Ministry of Justice","Undeclared","10","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Attorney General's Departments","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Attorney General's Departments","Undeclared","25","25","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Attorney General's Departments","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Cabinet Office","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Cabinet Office","Undeclared","95","95","48120","51290"
"In post","2023","Undeclared","Undeclared","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Chancellor's other departments","Undeclared","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for Business, Energy and Industrial Strategy","Undeclared","150","150","49310","47440"
"In post","2023","Undeclared","Undeclared","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for Digital, Culture, Media and Sport","Undeclared","25","25","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for Education","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for Education","Undeclared","75","75","48140","51360"
"In post","2023","Undeclared","Undeclared","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for Environment, Food and Rural Affairs","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for Environment, Food and Rural Affairs","Undeclared","235","225","35140","30700"
"In post","2023","Undeclared","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for International Trade","Undeclared","20","20","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for Levelling Up, Housing and Communities","Undeclared","65","60","49200","49700"
"In post","2023","Undeclared","Undeclared","Department for Transport","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for Transport","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for Transport","Undeclared","335","325","37510","32900"
"In post","2023","Undeclared","Undeclared","Department for Work and Pensions","Heterosexual / straight","65","65","32400","28120"
"In post","2023","Undeclared","Undeclared","Department for Work and Pensions","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department for Work and Pensions","Undeclared","665","620","32940","28120"
"In post","2023","Undeclared","Undeclared","Department for Work and Pensions","Unknown","60","55","28460","28120"
"In post","2023","Undeclared","Undeclared","Department of Health and Social Care","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Department of Health and Social Care","Undeclared","50","45","55580","45120"
"In post","2023","Undeclared","Undeclared","Department of Health and Social Care","Unknown","160","150","48670","44950"
"In post","2023","Undeclared","Undeclared","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Food Standards Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Food Standards Agency","Undeclared","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Foreign, Commonwealth and Development Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Foreign, Commonwealth and Development Office","Undeclared","20","20","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Foreign, Commonwealth and Development Office","Unknown","85","85","51960","53970"
"In post","2023","Undeclared","Undeclared","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","HM Land Registry","Undeclared","115","100","35450","34850"
"In post","2023","Undeclared","Undeclared","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","HM Revenue and Customs","Heterosexual / straight","35","35","36420","34370"
"In post","2023","Undeclared","Undeclared","HM Revenue and Customs","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","HM Revenue and Customs","Undeclared","1260","1175","40070","35000"
