"Status","Year","Parent_department","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Work and Pensions","West Midlands (England)","Wolverhampton","SEO/HEO","50","45","35180","34170"
"In post","2023","Department for Work and Pensions","West Midlands (England)","Worcestershire CC","AA/AO","75","60","21560","21500"
"In post","2023","Department for Work and Pensions","West Midlands (England)","Worcestershire CC","EO","185","165","28090","28120"
"In post","2023","Department for Work and Pensions","West Midlands (England)","Worcestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","West Midlands (England)","Worcestershire CC","SEO/HEO","35","35","34830","34170"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","AA/AO","495","405","21640","21690"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","EO","575","485","28060","28120"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","G6/G7","15","15","51560","50160"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","SEO/HEO","120","105","34880","34170"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Bradford","AA/AO","345","295","21640","21690"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Bradford","EO","480","425","28040","28120"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Bradford","SEO/HEO","75","70","35000","34170"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Calderdale and Kirklees","AA/AO","105","85","21650","21690"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Calderdale and Kirklees","EO","495","445","28000","28120"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Calderdale and Kirklees","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Calderdale and Kirklees","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Calderdale and Kirklees","SEO/HEO","60","60","34890","34170"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","East Riding of Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","East Riding of Yorkshire","EO","70","60","28100","28120"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","East Riding of Yorkshire","SEO/HEO","10","10","35520","34970"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Kingston upon Hull, City of","AA/AO","195","155","21640","21690"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Kingston upon Hull, City of","EO","285","245","28060","28120"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Kingston upon Hull, City of","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Kingston upon Hull, City of","SEO/HEO","60","60","35270","34170"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Leeds","AA/AO","405","370","21710","21690"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Leeds","EO","1000","910","28100","28120"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Leeds","G6/G7","470","450","57550","53810"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Leeds","SCS level","25","25","87520","82300"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Leeds","SEO/HEO","810","755","37710","38470"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","North Yorkshire CC","AA/AO","15","10","21670","21690"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","North Yorkshire CC","EO","140","125","28110","28120"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","North Yorkshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","North Yorkshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","North Yorkshire CC","SEO/HEO","60","60","35050","34170"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","North and North East Lincolnshire","AA/AO","195","165","21670","21690"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","North and North East Lincolnshire","EO","235","205","28130","28120"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","North and North East Lincolnshire","G6/G7","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","North and North East Lincolnshire","SEO/HEO","55","50","35360","34170"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Sheffield","AA/AO","340","295","21680","21690"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Sheffield","EO","610","535","28100","28120"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Sheffield","G6/G7","370","355","58000","53760"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Sheffield","SCS level","30","30","82340","78420"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Sheffield","SEO/HEO","775","720","37340","38470"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Wakefield","AA/AO","30","25","21630","21690"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Wakefield","EO","165","140","28060","28120"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Wakefield","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Wakefield","SEO/HEO","30","30","35330","34170"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","York","AA/AO","45","35","22090","21690"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","York","EO","145","135","27730","28120"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","York","G6/G7","30","25","55680","55250"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","York","SEO/HEO","135","125","36850","36380"
"In post","2023","Department of Health and Social Care","East Midlands (England)","Derby","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","Derby","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","East Derbyshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","Leicester","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","Leicestershire CC and Rutland","G6/G7","10","10","53610","50620"
"In post","2023","Department of Health and Social Care","East Midlands (England)","Leicestershire CC and Rutland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","Lincolnshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","Lincolnshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","Lincolnshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","North Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","North Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","North Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","Nottingham","AA/AO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","Nottingham","EO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","Nottingham","G6/G7","45","45","58540","52810"
"In post","2023","Department of Health and Social Care","East Midlands (England)","Nottingham","SCS level","10","10","109520","109950"
"In post","2023","Department of Health and Social Care","East Midlands (England)","Nottingham","SEO/HEO","45","40","35710","37060"
"In post","2023","Department of Health and Social Care","East Midlands (England)","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","South Nottinghamshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","South Nottinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","South and West Derbyshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","West Northamptonshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","East Midlands (England)","West Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Bedford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Breckland and South Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Breckland and South Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Cambridgeshire CC","AA/AO","35","35","22760","22820"
"In post","2023","Department of Health and Social Care","East of England","Cambridgeshire CC","EO","25","20","26720","26850"
"In post","2023","Department of Health and Social Care","East of England","Cambridgeshire CC","G6/G7","50","45","58310","53640"
"In post","2023","Department of Health and Social Care","East of England","Cambridgeshire CC","SCS level","15","15","113890","108900"
"In post","2023","Department of Health and Social Care","East of England","Cambridgeshire CC","SEO/HEO","55","55","37050","35570"
"In post","2023","Department of Health and Social Care","East of England","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Central Bedfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Essex Haven Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Essex Haven Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Essex Thames Gateway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Essex Thames Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Essex Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Essex Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Heart of Essex","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Hertfordshire CC","AA/AO","10","10","23870","24500"
"In post","2023","Department of Health and Social Care","East of England","Hertfordshire CC","EO","35","35","28420","28500"
"In post","2023","Department of Health and Social Care","East of England","Hertfordshire CC","G6/G7","105","105","60320","55240"
"In post","2023","Department of Health and Social Care","East of England","Hertfordshire CC","SCS level","15","15","89890","89800"
"In post","2023","Department of Health and Social Care","East of England","Hertfordshire CC","SEO/HEO","120","115","40130","41230"
"In post","2023","Department of Health and Social Care","East of England","Luton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","North and West Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Peterborough","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Southend-on-Sea","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Southend-on-Sea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Southend-on-Sea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Suffolk CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Suffolk CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Suffolk CC","G6/G7","10","10","63140","57230"
"In post","2023","Department of Health and Social Care","East of England","Suffolk CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Suffolk CC","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Thurrock","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","Thurrock","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","West Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","West Essex","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","West Essex","G6/G7","10","10","59380","53300"
"In post","2023","Department of Health and Social Care","East of England","West Essex","SCS level","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","East of England","West Essex","SEO/HEO","20","20","38370","37260"
"In post","2023","Department of Health and Social Care","London","Barking & Dagenham and Havering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Barking & Dagenham and Havering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Barking & Dagenham and Havering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Barnet","AA/AO","140","120","24840","24780"
"In post","2023","Department of Health and Social Care","London","Barnet","EO","155","145","29360","28620"
"In post","2023","Department of Health and Social Care","London","Barnet","G6/G7","275","265","60420","56500"
"In post","2023","Department of Health and Social Care","London","Barnet","SCS level","45","40","122610","112570"
"In post","2023","Department of Health and Social Care","London","Barnet","SEO/HEO","435","425","39180","40880"
"In post","2023","Department of Health and Social Care","London","Bexley and Greenwich","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Brent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Brent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Bromley","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Bromley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Bromley","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Camden and City of London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Croydon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Croydon","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Ealing","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Ealing","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Ealing","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Enfield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Enfield","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Hackney and Newham","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Hackney and Newham","G6/G7","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Hackney and Newham","SEO/HEO","10","10","37600","40880"
"In post","2023","Department of Health and Social Care","London","Haringey and Islington","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Haringey and Islington","G6/G7","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Haringey and Islington","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Haringey and Islington","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Harrow and Hillingdon","EO","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Harrow and Hillingdon","G6/G7","15","10","92900","77030"
"In post","2023","Department of Health and Social Care","London","Harrow and Hillingdon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Harrow and Hillingdon","SEO/HEO","10","5","38230","38100"
"In post","2023","Department of Health and Social Care","London","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Hounslow and Richmond upon Thames","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Hounslow and Richmond upon Thames","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Kensington & Chelsea and Hammersmith & Fulham","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Kensington & Chelsea and Hammersmith & Fulham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Lambeth","EO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Lambeth","G6/G7","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Lambeth","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Lewisham and Southwark","EO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Lewisham and Southwark","G6/G7","10","10","63710","66290"
"In post","2023","Department of Health and Social Care","London","Lewisham and Southwark","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Lewisham and Southwark","SEO/HEO","10","10","37220","36160"
"In post","2023","Department of Health and Social Care","London","Merton, Kingston upon Thames and Sutton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Merton, Kingston upon Thames and Sutton","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Merton, Kingston upon Thames and Sutton","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Redbridge and Waltham Forest","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Redbridge and Waltham Forest","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Redbridge and Waltham Forest","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Redbridge and Waltham Forest","SEO/HEO","10","10","37310","37100"
"In post","2023","Department of Health and Social Care","London","Tower Hamlets","AA/AO","15","15","24060","24520"
"In post","2023","Department of Health and Social Care","London","Tower Hamlets","EO","135","130","28440","28220"
"In post","2023","Department of Health and Social Care","London","Tower Hamlets","G6/G7","275","270","60760","55590"
"In post","2023","Department of Health and Social Care","London","Tower Hamlets","SCS level","105","95","86980","83250"
"In post","2023","Department of Health and Social Care","London","Tower Hamlets","SEO/HEO","315","310","38790","41190"
"In post","2023","Department of Health and Social Care","London","Wandsworth","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Wandsworth","G6/G7","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","London","Wandsworth","SEO/HEO","10","10","38840","40880"
"In post","2023","Department of Health and Social Care","London","Westminster","AA/AO","45","45","24090","24750"
"In post","2023","Department of Health and Social Care","London","Westminster","EO","335","320","28950","28770"
"In post","2023","Department of Health and Social Care","London","Westminster","G6/G7","1410","1355","60670","55770"
"In post","2023","Department of Health and Social Care","London","Westminster","SCS level","295","280","94710","83510"
"In post","2023","Department of Health and Social Care","London","Westminster","SEO/HEO","1250","1220","38770","40880"
"In post","2023","Department of Health and Social Care","North East (England)","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North East (England)","Darlington","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North East (England)","Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North East (England)","Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North East (England)","Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North East (England)","Hartlepool and Stockton-on-Tees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North East (England)","Northumberland","G6/G7","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","North East (England)","Northumberland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North East (England)","South Teesside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North East (England)","South Teesside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North East (England)","Sunderland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North East (England)","Sunderland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North East (England)","Tyneside","AA/AO","10","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","North East (England)","Tyneside","EO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","North East (England)","Tyneside","G6/G7","30","30","57200","53950"
"In post","2023","Department of Health and Social Care","North East (England)","Tyneside","SCS level","10","10","119890","120380"
"In post","2023","Department of Health and Social Care","North East (England)","Tyneside","SEO/HEO","40","40","37510","38120"
"In post","2023","Department of Health and Social Care","North West (England)","Blackpool","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Blackpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Cheshire East","G6/G7","10","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Cheshire West and Chester","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Cheshire West and Chester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Cheshire West and Chester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Cheshire West and Chester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Chorley and West Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Chorley and West Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Chorley and West Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","East Lancashire","EO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","East Lancashire","G6/G7","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","East Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","East Lancashire","SEO/HEO","10","10","35080","35950"
"In post","2023","Department of Health and Social Care","North West (England)","East Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","East Merseyside","G6/G7","10","10","56220","50830"
"In post","2023","Department of Health and Social Care","North West (England)","East Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","East Merseyside","SEO/HEO","15","15","36220","38120"
"In post","2023","Department of Health and Social Care","North West (England)","Greater Manchester North East","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Greater Manchester North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Greater Manchester North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Greater Manchester North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Greater Manchester South East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Greater Manchester South East","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Greater Manchester South West","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Greater Manchester South West","G6/G7","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Greater Manchester South West","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Lancaster and Wyre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Lancaster and Wyre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Liverpool","AA/AO","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Liverpool","EO","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Liverpool","G6/G7","25","25","56950","52230"
"In post","2023","Department of Health and Social Care","North West (England)","Liverpool","SCS level","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Liverpool","SEO/HEO","40","35","37210","38120"
"In post","2023","Department of Health and Social Care","North West (England)","Manchester","AA/AO","75","70","21320","20880"
"In post","2023","Department of Health and Social Care","North West (England)","Manchester","EO","55","55","26060","25660"
"In post","2023","Department of Health and Social Care","North West (England)","Manchester","G6/G7","40","40","58160","52600"
"In post","2023","Department of Health and Social Care","North West (England)","Manchester","SCS level","15","10","110810","109480"
"In post","2023","Department of Health and Social Care","North West (England)","Manchester","SEO/HEO","65","60","36500","35590"
"In post","2023","Department of Health and Social Care","North West (England)","Mid Lancashire","AA/AO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Mid Lancashire","G6/G7","10","10","62440","62490"
"In post","2023","Department of Health and Social Care","North West (England)","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","North West (England)","Mid Lancashire","SEO/HEO","10","10","38780","38280"
