"Status","Year","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","HEO","Male","Heterosexual / straight","26400","25790","35550","34700"
"In post","2023","HEO","Male","LGBO","2130","2105","34850","34700"
"In post","2023","HEO","Male","Undeclared","3565","3445","35690","34850"
"In post","2023","HEO","Male","Unknown","7810","7645","35520","34880"
"In post","2023","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","SCS level","Female","Heterosexual / straight","2635","2510","89450","82060"
"In post","2023","SCS level","Female","LGBO","145","140","87910","79270"
"In post","2023","SCS level","Female","Undeclared","235","220","89130","82770"
"In post","2023","SCS level","Female","Unknown","525","500","93740","84150"
"In post","2023","SCS level","Male","Heterosexual / straight","2715","2665","94380","85470"
"In post","2023","SCS level","Male","LGBO","265","260","89260","81730"
"In post","2023","SCS level","Male","Undeclared","255","250","94380","85200"
"In post","2023","SCS level","Male","Unknown","615","595","97610","88780"
"In post","2023","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","SEO","Female","Heterosexual / straight","23420","22290","42670","42000"
"In post","2023","SEO","Female","LGBO","1425","1390","42580","41870"
"In post","2023","SEO","Female","Undeclared","2635","2485","42970","42140"
"In post","2023","SEO","Female","Unknown","4445","4250","42890","42510"
"In post","2023","SEO","Male","Heterosexual / straight","21295","20870","43580","42510"
"In post","2023","SEO","Male","LGBO","1475","1455","42330","41710"
"In post","2023","SEO","Male","Undeclared","2960","2870","43860","42620"
"In post","2023","SEO","Male","Unknown","4975","4860","43410","42510"
"In post","2023","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Female","Heterosexual / straight","12835","11900","31070","29050"
"In post","2023","Unknown","Female","LGBO","915","890","29520","26840"
"In post","2023","Unknown","Female","Undeclared","905","830","32740","30840"
"In post","2023","Unknown","Female","Unknown","2585","2355","28680","26840"
"In post","2023","Unknown","Male","Heterosexual / straight","4900","4715","34980","30840"
"In post","2023","Unknown","Male","LGBO","405","395","31150","26840"
"In post","2023","Unknown","Male","Undeclared","535","510","37990","37910"
"In post","2023","Unknown","Male","Unknown","2635","2545","37260","34960"
"In post","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","AA","Female","Heterosexual / straight","685","[c]","20760","19930"
"Leaver CS","2023","AA","Female","LGBO","80","[c]","20420","19930"
"Leaver CS","2023","AA","Female","Undeclared","75","[c]","19790","19200"
"Leaver CS","2023","AA","Female","Unknown","540","[c]","21430","22080"
"Leaver CS","2023","AA","Male","Heterosexual / straight","770","[c]","21240","20750"
"Leaver CS","2023","AA","Male","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","AA","Male","Undeclared","65","[c]","20820","19930"
"Leaver CS","2023","AA","Male","Unknown","510","[c]","21900","22080"
"Leaver CS","2023","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","AO","Female","Heterosexual / straight","4140","[c]","22300","21690"
"Leaver CS","2023","AO","Female","LGBO","370","[c]","22260","21690"
"Leaver CS","2023","AO","Female","Undeclared","530","[c]","22400","21690"
"Leaver CS","2023","AO","Female","Unknown","3070","[c]","22570","21780"
"Leaver CS","2023","AO","Male","Heterosexual / straight","3280","[c]","23390","21780"
"Leaver CS","2023","AO","Male","LGBO","260","[c]","22680","21780"
"Leaver CS","2023","AO","Male","Undeclared","380","[c]","23940","21780"
"Leaver CS","2023","AO","Male","Unknown","2480","[c]","23560","22220"
"Leaver CS","2023","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","EO","Female","Heterosexual / straight","3635","[c]","28380","28120"
"Leaver CS","2023","EO","Female","LGBO","275","[c]","28210","28050"
"Leaver CS","2023","EO","Female","Undeclared","410","[c]","28100","28120"
"Leaver CS","2023","EO","Female","Unknown","1445","[c]","28280","28120"
"Leaver CS","2023","EO","Male","Heterosexual / straight","2610","[c]","28800","28120"
"Leaver CS","2023","EO","Male","LGBO","235","[c]","28490","28080"
"Leaver CS","2023","EO","Male","Undeclared","415","[c]","29170","28120"
"Leaver CS","2023","EO","Male","Unknown","1415","[c]","28510","27680"
"Leaver CS","2023","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","G6","Female","Heterosexual / straight","400","[c]","70500","68610"
"Leaver CS","2023","G6","Female","LGBO","35","[c]","68210","66290"
"Leaver CS","2023","G6","Female","Undeclared","65","[c]","71680","69460"
"Leaver CS","2023","G6","Female","Unknown","195","[c]","69670","67180"
"Leaver CS","2023","G6","Male","Heterosexual / straight","480","[c]","70990","69040"
"Leaver CS","2023","G6","Male","LGBO","50","[c]","67210","66620"
"Leaver CS","2023","G6","Male","Undeclared","70","[c]","72420","71400"
"Leaver CS","2023","G6","Male","Unknown","245","[c]","72160","69690"
"Leaver CS","2023","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","G7","Female","Heterosexual / straight","1035","[c]","55930","54700"
"Leaver CS","2023","G7","Female","LGBO","80","[c]","55040","53450"
"Leaver CS","2023","G7","Female","Undeclared","145","[c]","55130","54040"
"Leaver CS","2023","G7","Female","Unknown","460","[c]","56470","55160"
"Leaver CS","2023","G7","Male","Heterosexual / straight","1065","[c]","57280","56000"
"Leaver CS","2023","G7","Male","LGBO","115","[c]","56310","54940"
"Leaver CS","2023","G7","Male","Undeclared","155","[c]","56870","56220"
"Leaver CS","2023","G7","Male","Unknown","590","[c]","56150","55000"
"Leaver CS","2023","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HEO","Female","Heterosexual / straight","1670","[c]","34450","34020"
"Leaver CS","2023","HEO","Female","LGBO","165","[c]","33290","33330"
"Leaver CS","2023","HEO","Female","Undeclared","190","[c]","34570","33910"
"Leaver CS","2023","HEO","Female","Unknown","830","[c]","34210","33520"
"Leaver CS","2023","HEO","Male","Heterosexual / straight","1520","[c]","35040","34170"
"Leaver CS","2023","HEO","Male","LGBO","130","[c]","34220","33640"
"Leaver CS","2023","HEO","Male","Undeclared","240","[c]","35740","34550"
"Leaver CS","2023","HEO","Male","Unknown","905","[c]","33920","33490"
"Leaver CS","2023","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","SCS level","Female","Heterosexual / straight","210","[c]","95590","90000"
"Leaver CS","2023","SCS level","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","SCS level","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","SCS level","Female","Unknown","80","[c]","95950","88680"
"Leaver CS","2023","SCS level","Male","Heterosexual / straight","235","[c]","102530","94370"
"Leaver CS","2023","SCS level","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","SCS level","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","SCS level","Male","Unknown","115","[c]","109050","95000"
"Leaver CS","2023","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","SEO","Female","Heterosexual / straight","1265","[c]","42170","41540"
"Leaver CS","2023","SEO","Female","LGBO","100","[c]","41100","40600"
"Leaver CS","2023","SEO","Female","Undeclared","205","[c]","41820","41640"
"Leaver CS","2023","SEO","Female","Unknown","525","[c]","41780","41200"
"Leaver CS","2023","SEO","Male","Heterosexual / straight","1360","[c]","43290","42210"
"Leaver CS","2023","SEO","Male","LGBO","115","[c]","42010","41390"
"Leaver CS","2023","SEO","Male","Undeclared","235","[c]","43580","42790"
"Leaver CS","2023","SEO","Male","Unknown","625","[c]","42470","41740"
"Leaver CS","2023","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Female","Heterosexual / straight","955","[c]","36500","32000"
"Leaver CS","2023","Unknown","Female","LGBO","95","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Female","Undeclared","85","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Female","Unknown","405","[c]","30870","28680"
"Leaver CS","2023","Unknown","Male","Heterosexual / straight","405","[c]","42140","38170"
"Leaver CS","2023","Unknown","Male","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Male","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Male","Unknown","355","[c]","37680","34180"
"Leaver CS","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","AA","Female","Heterosexual / straight","50","[c]","20580","19930"
"Leaver Dept.","2023","AA","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","AA","Female","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","AA","Male","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver Dept.","2023","AA","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","AA","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","AO","Female","Heterosexual / straight","785","[c]","22210","21780"
"Leaver Dept.","2023","AO","Female","LGBO","70","[c]","21970","21690"
"Leaver Dept.","2023","AO","Female","Undeclared","90","[c]","22070","21750"
"Leaver Dept.","2023","AO","Female","Unknown","555","[c]","22650","22030"
"Leaver Dept.","2023","AO","Male","Heterosexual / straight","530","[c]","22410","21690"
"Leaver Dept.","2023","AO","Male","LGBO","60","[c]","22650","21750"
"Leaver Dept.","2023","AO","Male","Undeclared","55","[c]","22790","21780"
"Leaver Dept.","2023","AO","Male","Unknown","410","[c]","22620","22150"
"Leaver Dept.","2023","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","EO","Female","Heterosexual / straight","1400","[c]","28170","28120"
"Leaver Dept.","2023","EO","Female","LGBO","110","[c]","27730","27680"
"Leaver Dept.","2023","EO","Female","Undeclared","125","[c]","28210","27790"
"Leaver Dept.","2023","EO","Female","Unknown","430","[c]","28000","28120"
"Leaver Dept.","2023","EO","Male","Heterosexual / straight","930","[c]","28190","28120"
"Leaver Dept.","2023","EO","Male","LGBO","110","[c]","28140","28120"
"Leaver Dept.","2023","EO","Male","Undeclared","100","[c]","28360","28120"
"Leaver Dept.","2023","EO","Male","Unknown","355","[c]","27850","27570"
"Leaver Dept.","2023","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","G6","Female","Heterosexual / straight","240","[c]","67520","66530"
"Leaver Dept.","2023","G6","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","G6","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","G6","Female","Unknown","90","[c]","67540","66000"
"Leaver Dept.","2023","G6","Male","Heterosexual / straight","155","[c]","68070","66910"
"Leaver Dept.","2023","G6","Male","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","G6","Male","Undeclared","35","[c]","67110","66020"
"Leaver Dept.","2023","G6","Male","Unknown","85","[c]","68950","68290"
"Leaver Dept.","2023","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","G7","Female","Heterosexual / straight","640","[c]","54680","54700"
"Leaver Dept.","2023","G7","Female","LGBO","60","[c]","54620","54700"
"Leaver Dept.","2023","G7","Female","Undeclared","85","[c]","55080","54700"
"Leaver Dept.","2023","G7","Female","Unknown","225","[c]","54780","54700"
"Leaver Dept.","2023","G7","Male","Heterosexual / straight","520","[c]","55140","54700"
"Leaver Dept.","2023","G7","Male","LGBO","70","[c]","55290","54700"
"Leaver Dept.","2023","G7","Male","Undeclared","80","[c]","55470","54700"
"Leaver Dept.","2023","G7","Male","Unknown","235","[c]","55400","54940"
"Leaver Dept.","2023","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HEO","Female","Heterosexual / straight","1130","[c]","33780","33960"
"Leaver Dept.","2023","HEO","Female","LGBO","115","[c]","33600","33310"
"Leaver Dept.","2023","HEO","Female","Undeclared","150","[c]","34150","34170"
"Leaver Dept.","2023","HEO","Female","Unknown","740","[c]","32800","32000"
"Leaver Dept.","2023","HEO","Male","Heterosexual / straight","775","[c]","34130","34020"
"Leaver Dept.","2023","HEO","Male","LGBO","100","[c]","34140","34170"
"Leaver Dept.","2023","HEO","Male","Undeclared","105","[c]","34690","34170"
"Leaver Dept.","2023","HEO","Male","Unknown","575","[c]","33120","32960"
"Leaver Dept.","2023","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","SCS level","Female","Heterosexual / straight","140","[c]","84630","79590"
"Leaver Dept.","2023","SCS level","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","SCS level","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","SCS level","Female","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","SCS level","Male","Heterosexual / straight","125","[c]","97480","87100"
"Leaver Dept.","2023","SCS level","Male","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","SCS level","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","SCS level","Male","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","SEO","Female","Heterosexual / straight","800","[c]","41260","41100"
"Leaver Dept.","2023","SEO","Female","LGBO","80","[c]","41110","41160"
"Leaver Dept.","2023","SEO","Female","Undeclared","100","[c]","41010","40880"
"Leaver Dept.","2023","SEO","Female","Unknown","275","[c]","41410","41400"
"Leaver Dept.","2023","SEO","Male","Heterosexual / straight","560","[c]","41320","41060"
"Leaver Dept.","2023","SEO","Male","LGBO","75","[c]","41390","40600"
"Leaver Dept.","2023","SEO","Male","Undeclared","80","[c]","41560","41750"
"Leaver Dept.","2023","SEO","Male","Unknown","265","[c]","41590","41550"
"Leaver Dept.","2023","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Female","Heterosexual / straight","80","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Female","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Male","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","AA","Female","Heterosexual / straight","960","[c]","22330","23230"
"New entrant CS","2023","AA","Female","LGBO","150","[c]","22430","23230"
"New entrant CS","2023","AA","Female","Undeclared","60","[c]","21780","22180"
"New entrant CS","2023","AA","Female","Unknown","1255","[c]","22250","22180"
"New entrant CS","2023","AA","Male","Heterosexual / straight","805","[c]","22810","23230"
"New entrant CS","2023","AA","Male","LGBO","55","[c]","22450","22180"
"New entrant CS","2023","AA","Male","Undeclared","40","[c]","22080","23230"
"New entrant CS","2023","AA","Male","Unknown","990","[c]","22890","22180"
"New entrant CS","2023","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","AO","Female","Heterosexual / straight","5420","[c]","23650","22500"
"New entrant CS","2023","AO","Female","LGBO","690","[c]","24610","22520"
"New entrant CS","2023","AO","Female","Undeclared","355","[c]","23560","22500"
"New entrant CS","2023","AO","Female","Unknown","5095","[c]","23730","22400"
"New entrant CS","2023","AO","Male","Heterosexual / straight","4910","[c]","25040","22520"
"New entrant CS","2023","AO","Male","LGBO","460","[c]","23490","22500"
"New entrant CS","2023","AO","Male","Undeclared","290","[c]","23800","22500"
"New entrant CS","2023","AO","Male","Unknown","4410","[c]","24590","22520"
"New entrant CS","2023","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","EO","Female","Heterosexual / straight","2635","[c]","27890","27840"
"New entrant CS","2023","EO","Female","LGBO","370","[c]","27430","27650"
"New entrant CS","2023","EO","Female","Undeclared","255","[c]","27540","27550"
"New entrant CS","2023","EO","Female","Unknown","2450","[c]","27530","27080"
"New entrant CS","2023","EO","Male","Heterosexual / straight","2145","[c]","27950","27650"
"New entrant CS","2023","EO","Male","LGBO","285","[c]","27490","27650"
"New entrant CS","2023","EO","Male","Undeclared","195","[c]","27830","27280"
"New entrant CS","2023","EO","Male","Unknown","2505","[c]","27660","26780"
"New entrant CS","2023","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","G6","Female","Heterosexual / straight","180","[c]","68940","67150"
"New entrant CS","2023","G6","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","G6","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","G6","Female","Unknown","105","[c]","74600","71880"
"New entrant CS","2023","G6","Male","Heterosexual / straight","235","[c]","70490","69000"
"New entrant CS","2023","G6","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","G6","Male","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","G6","Male","Unknown","125","[c]","73720","70180"
"New entrant CS","2023","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","G7","Female","Heterosexual / straight","885","[c]","55450","54090"
"New entrant CS","2023","G7","Female","LGBO","80","[c]","54860","52760"
"New entrant CS","2023","G7","Female","Undeclared","90","[c]","54690","54120"
"New entrant CS","2023","G7","Female","Unknown","335","[c]","55560","54330"
"New entrant CS","2023","G7","Male","Heterosexual / straight","915","[c]","55630","54150"
"New entrant CS","2023","G7","Male","LGBO","90","[c]","56030","54640"
"New entrant CS","2023","G7","Male","Undeclared","105","[c]","54000","53530"
"New entrant CS","2023","G7","Male","Unknown","400","[c]","56540","55110"
"New entrant CS","2023","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HEO","Female","Heterosexual / straight","1985","[c]","33770","33540"
"New entrant CS","2023","HEO","Female","LGBO","300","[c]","33420","33500"
"New entrant CS","2023","HEO","Female","Undeclared","210","[c]","33570","33820"
"New entrant CS","2023","HEO","Female","Unknown","1415","[c]","33080","33520"
"New entrant CS","2023","HEO","Male","Heterosexual / straight","1845","[c]","33710","33830"
"New entrant CS","2023","HEO","Male","LGBO","225","[c]","33960","34170"
"New entrant CS","2023","HEO","Male","Undeclared","190","[c]","34040","34000"
"New entrant CS","2023","HEO","Male","Unknown","1220","[c]","33350","33520"
"New entrant CS","2023","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","SCS level","Female","Heterosexual / straight","70","[c]","94760","88360"
"New entrant CS","2023","SCS level","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","SCS level","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","SCS level","Female","Unknown","55","[c]","112040","97850"
"New entrant CS","2023","SCS level","Male","Heterosexual / straight","85","[c]","101440","95000"
"New entrant CS","2023","SCS level","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","SCS level","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","SCS level","Male","Unknown","70","[c]","108920","1e+05"
"New entrant CS","2023","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","SEO","Female","Heterosexual / straight","1355","[c]","41830","41000"
"New entrant CS","2023","SEO","Female","LGBO","120","[c]","41510","41090"
"New entrant CS","2023","SEO","Female","Undeclared","115","[c]","41450","41190"
"New entrant CS","2023","SEO","Female","Unknown","505","[c]","41820","41640"
"New entrant CS","2023","SEO","Male","Heterosexual / straight","1255","[c]","42130","41380"
"New entrant CS","2023","SEO","Male","LGBO","110","[c]","40890","40880"
"New entrant CS","2023","SEO","Male","Undeclared","120","[c]","41940","41280"
"New entrant CS","2023","SEO","Male","Unknown","600","[c]","42240","41640"
"New entrant CS","2023","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Female","Heterosexual / straight","1990","[c]","23390","23640"
"New entrant CS","2023","Unknown","Female","LGBO","250","[c]","23010","23640"
"New entrant CS","2023","Unknown","Female","Undeclared","85","[c]","23630","23640"
"New entrant CS","2023","Unknown","Female","Unknown","855","[c]","22980","23640"
"New entrant CS","2023","Unknown","Male","Heterosexual / straight","690","[c]","25750","23640"
"New entrant CS","2023","Unknown","Male","LGBO","95","[c]","22990","23640"
"New entrant CS","2023","Unknown","Male","Undeclared","40","[c]","25640","23640"
"New entrant CS","2023","Unknown","Male","Unknown","485","[c]","24140","23640"
"New entrant CS","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
