"Status","Year","Organisation","Profession_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Active Travel England","Science and Engineering","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Science and Engineering","York","Outside London","15","15","45350","40000"
"In post","2023","Active Travel England","Statistics","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Commercial","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Commercial","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Commercial","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Commercial","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","Westminster","London","10","10","42200","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Glasgow City","Outside London","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Tyneside","Outside London","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Westminster","London","35","35","51300","49550"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","Westminster","London","10","10","44970","39950"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Westminster","London","10","10","39040","38230"
"In post","2023","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Birmingham","Outside London","60","55","32240","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Bristol, City of","Outside London","35","35","33170","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Cardiff and Vale of Glamorgan","Outside London","75","70","30780","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Glasgow City","Outside London","85","75","31920","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Leeds","Outside London","60","55","33250","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Manchester","Outside London","135","125","31910","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","North Hampshire","Outside London","15","15","35080","35190"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Nottingham","Outside London","95","90","30080","29500"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Suffolk CC","Outside London","35","35","34570","33680"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Tyneside","Outside London","125","115","30690","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wandsworth","London","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Westminster","London","80","75","41050","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","South Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","West Surrey","Outside London","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","Worcestershire CC","Outside London","10","10","30720","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Aberdeen City and Aberdeenshire","Outside London","10","10","32000","26710"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Bristol, City of","Outside London","70","70","24440","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Cambridgeshire CC","Outside London","25","25","32100","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Cardiff and Vale of Glamorgan","Outside London","85","85","27500","22580"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Central Hampshire","Outside London","30","30","31200","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Cheshire East","Outside London","20","20","33020","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Cornwall and Isles of Scilly","Outside London","45","40","27350","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Devon CC","Outside London","175","165","25620","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Dorset","Outside London","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Cumbria","Outside London","160","150","24560","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Kent","Outside London","35","35","30140","29740"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Riding of Yorkshire","Outside London","30","25","29300","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Gloucestershire CC","Outside London","45","40","29470","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Gwynedd","Outside London","60","50","26530","24050"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Harrow and Hillingdon","London","10","10","37980","35390"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Heart of Essex","Outside London","30","30","31390","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Hertfordshire CC","Outside London","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Hounslow and Richmond upon Thames","London","45","45","34840","32720"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","15","15","24750","24030"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Leicestershire CC and Rutland","Outside London","15","15","31430","28010"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Lincolnshire CC","Outside London","20","15","33820","32220"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Manchester","Outside London","20","20","30710","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Mid Kent","Outside London","25","25","30550","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Mid Lancashire","Outside London","90","80","29850","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North Yorkshire CC","Outside London","110","105","30300","26030"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North and West Norfolk","Outside London","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Norwich and East Norfolk","Outside London","10","10","30050","28590"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Nottingham","Outside London","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Oxfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Perth and Kinross, and Stirling","Outside London","35","35","26910","24230"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Powys","Outside London","15","15","35440","31010"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Scottish Borders","Outside London","10","10","31180","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Shropshire","Outside London","25","25","30830","26850"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Somerset CC","Outside London","15","15","32720","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South Ayrshire","Outside London","10","10","26800","24030"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South Lanarkshire","Outside London","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South West Wales","Outside London","120","110","26680","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South and West Derbyshire","Outside London","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Staffordshire CC","Outside London","85","85","25780","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Suffolk CC","Outside London","30","30","31020","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Tyneside","Outside London","30","30","32280","28370"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Surrey","Outside London","165","155","32930","29080"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Sussex (North East)","Outside London","20","20","32390","30640"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Westminster","London","15","15","37850","29570"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Wiltshire","Outside London","10","10","31150","26850"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Worcestershire CC","Outside London","115","105","28150","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","York","Outside London","125","125","26700","24920"
"In post","2023","Animal and Plant Health Agency","Other","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","West Surrey","Outside London","15","15","37140","40260"
"In post","2023","Animal and Plant Health Agency","Other","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Worcestershire CC","Outside London","20","20","35450","34480"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Devon CC","Outside London","15","15","32640","28760"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","East Cumbria","Outside London","15","15","25450","25920"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","East Lothian and Midlothian","Outside London","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","North Yorkshire CC","Outside London","10","10","35830","32570"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Shropshire","Outside London","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","South Nottinghamshire","Outside London","15","15","30470","30320"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","South West Wales","Outside London","15","15","26850","22500"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Suffolk CC","Outside London","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Tyneside","Outside London","15","15","29730","25920"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","West Surrey","Outside London","455","435","33670","29190"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Worcestershire CC","Outside London","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Cardiff and Vale of Glamorgan","Outside London","10","10","48340","49400"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Cornwall and Isles of Scilly","Outside London","15","15","44960","38910"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Devon CC","Outside London","25","20","44450","42810"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East Cumbria","Outside London","10","10","43960","38840"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Gloucestershire CC","Outside London","35","35","34270","30320"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Gwynedd","Outside London","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
