"Status","Year","Age","Disability","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Unknown","Digital, Data & Technology","Southern Scotland","55","55","47160","44720"
"In post","2023","40-49","Unknown","Digital, Data & Technology","Surrey, East and West Sussex","25","25","[c]","[c]"
"In post","2023","40-49","Unknown","Digital, Data & Technology","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Digital, Data & Technology","West Central Scotland","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Digital, Data & Technology","West Midlands","55","55","46020","38940"
"In post","2023","40-49","Unknown","Digital, Data & Technology","West Wales and The Valleys","30","30","48130","44870"
"In post","2023","40-49","Unknown","Digital, Data & Technology","West Yorkshire","45","45","45110","41780"
"In post","2023","40-49","Unknown","Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Berkshire, Buckinghamshire and Oxfordshire","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","East Anglia","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","East Wales","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Eastern Scotland","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","35","30","47500","42000"
"In post","2023","40-49","Unknown","Finance","Greater Manchester","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Hampshire and Isle of Wight","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Inner London - East","30","30","46180","43650"
"In post","2023","40-49","Unknown","Finance","Inner London - West","85","80","60330","58920"
"In post","2023","40-49","Unknown","Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Lancashire","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Merseyside","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Northumberland, and Tyne and Wear","35","35","44910","42140"
"In post","2023","40-49","Unknown","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Outer London - South","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","South Yorkshire","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Southern Scotland","40","40","42180","39660"
"In post","2023","40-49","Unknown","Finance","Surrey, East and West Sussex","15","10","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","West Central Scotland","25","20","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","West Midlands","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","West Yorkshire","50","45","38970","31190"
"In post","2023","40-49","Unknown","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","20","15","[c]","[c]"
"In post","2023","40-49","Unknown","Grants Management","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Grants Management","Cumbria","70","55","24520","22150"
"In post","2023","40-49","Unknown","Grants Management","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Grants Management","Devon","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Grants Management","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Grants Management","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Grants Management","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Grants Management","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Grants Management","Kent","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Grants Management","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Grants Management","North Yorkshire","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Grants Management","Northumberland, and Tyne and Wear","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Grants Management","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Grants Management","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Grants Management","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Grants Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Grants Management","West Yorkshire","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","30","30","36840","35830"
"In post","2023","40-49","Unknown","Human Resources","Cheshire","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Derbyshire and Nottinghamshire","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Devon","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","East Anglia","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","East Wales","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","East Yorkshire and Northern Lincolnshire","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Eastern Scotland","45","45","41610","42590"
"In post","2023","40-49","Unknown","Human Resources","Essex","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","45","45","36170","33830"
"In post","2023","40-49","Unknown","Human Resources","Greater Manchester","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Hampshire and Isle of Wight","35","35","35200","33740"
"In post","2023","40-49","Unknown","Human Resources","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Inner London - East","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Inner London - West","60","60","51710","47900"
"In post","2023","40-49","Unknown","Human Resources","Kent","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Lancashire","20","15","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Merseyside","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","North Yorkshire","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Northumberland, and Tyne and Wear","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Outer London - South","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Overseas","85","85","60010","60110"
"In post","2023","40-49","Unknown","Human Resources","Shropshire and Staffordshire","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","South Yorkshire","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Southern Scotland","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","West Central Scotland","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","West Midlands","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","West Yorkshire","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Internal Audit","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Internal Audit","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Internal Audit","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Internal Audit","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Internal Audit","Inner London - West","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Internal Audit","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Internal Audit","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Internal Audit","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Internal Audit","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Derbyshire and Nottinghamshire","30","30","44270","49050"
"In post","2023","40-49","Unknown","Legal","Devon","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","East Wales","25","20","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Essex","15","10","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Greater Manchester","30","30","43440","45780"
"In post","2023","40-49","Unknown","Legal","Hampshire and Isle of Wight","25","20","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Inner London - East","45","45","57300","61140"
"In post","2023","40-49","Unknown","Legal","Inner London - West","205","195","56670","58820"
"In post","2023","40-49","Unknown","Legal","Kent","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Lancashire","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Merseyside","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","North Yorkshire","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Northumberland, and Tyne and Wear","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Outer London - South","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Outer London - West and North West","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Shropshire and Staffordshire","10","5","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","South Yorkshire","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","West Midlands","35","35","44650","49050"
"In post","2023","40-49","Unknown","Legal","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","West Yorkshire","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","No function","Bedfordshire and Hertfordshire","100","90","34010","30320"
"In post","2023","40-49","Unknown","No function","Berkshire, Buckinghamshire and Oxfordshire","150","140","36750","32380"
"In post","2023","40-49","Unknown","No function","Cheshire","200","195","37870","38310"
"In post","2023","40-49","Unknown","No function","Cornwall and Isles of Scilly","40","35","30320","22500"
"In post","2023","40-49","Unknown","No function","Cumbria","25","20","[c]","[c]"
"In post","2023","40-49","Unknown","No function","Derbyshire and Nottinghamshire","320","300","32190","28130"
"In post","2023","40-49","Unknown","No function","Devon","155","145","32000","28080"
"In post","2023","40-49","Unknown","No function","Dorset and Somerset","110","105","33030","28480"
"In post","2023","40-49","Unknown","No function","East Anglia","205","195","32000","28080"
"In post","2023","40-49","Unknown","No function","East Wales","440","410","31570","27910"
"In post","2023","40-49","Unknown","No function","East Yorkshire and Northern Lincolnshire","55","55","28180","27530"
"In post","2023","40-49","Unknown","No function","Eastern Scotland","565","540","33970","31970"
"In post","2023","40-49","Unknown","No function","Essex","95","90","31100","26840"
"In post","2023","40-49","Unknown","No function","Gloucestershire, Wiltshire and Bath/Bristol area","435","410","39450","35000"
"In post","2023","40-49","Unknown","No function","Greater Manchester","515","490","30810","27890"
"In post","2023","40-49","Unknown","No function","Hampshire and Isle of Wight","340","300","32680","26780"
"In post","2023","40-49","Unknown","No function","Herefordshire, Worcestershire and Warwickshire","65","60","31980","28120"
"In post","2023","40-49","Unknown","No function","Highlands and Islands","45","40","30960","27490"
"In post","2023","40-49","Unknown","No function","Inner London - East","370","355","43750","41550"
"In post","2023","40-49","Unknown","No function","Inner London - West","1140","1090","57740","56520"
"In post","2023","40-49","Unknown","No function","Kent","225","220","30230","25880"
"In post","2023","40-49","Unknown","No function","Lancashire","255","235","27120","23390"
"In post","2023","40-49","Unknown","No function","Leicestershire, Rutland and Northamptonshire","125","115","29010","26840"
"In post","2023","40-49","Unknown","No function","Lincolnshire","65","65","30400","26850"
"In post","2023","40-49","Unknown","No function","Merseyside","700","655","27840","25750"
"In post","2023","40-49","Unknown","No function","North Eastern Scotland","75","70","33260","31290"
"In post","2023","40-49","Unknown","No function","North Yorkshire","70","70","36840","35570"
"In post","2023","40-49","Unknown","No function","Northern Ireland","230","210","29370","25750"
"In post","2023","40-49","Unknown","No function","Northumberland, and Tyne and Wear","615","560","28560","25750"
"In post","2023","40-49","Unknown","No function","Outer London - East and North East","55","50","32600","32310"
"In post","2023","40-49","Unknown","No function","Outer London - South","350","335","37180","31310"
"In post","2023","40-49","Unknown","No function","Outer London - West and North West","255","250","32590","29890"
"In post","2023","40-49","Unknown","No function","Overseas","260","255","60940","59340"
"In post","2023","40-49","Unknown","No function","Shropshire and Staffordshire","155","145","30000","25880"
"In post","2023","40-49","Unknown","No function","South Yorkshire","235","225","29900","25750"
"In post","2023","40-49","Unknown","No function","Southern Scotland","210","185","31190","27650"
"In post","2023","40-49","Unknown","No function","Surrey, East and West Sussex","140","130","34210","28880"
"In post","2023","40-49","Unknown","No function","Tees Valley and Durham","210","200","28990","25880"
"In post","2023","40-49","Unknown","No function","Unknown","35","35","38600","30740"
"In post","2023","40-49","Unknown","No function","West Central Scotland","510","485","32160","31290"
"In post","2023","40-49","Unknown","No function","West Midlands","500","470","33280","28220"
"In post","2023","40-49","Unknown","No function","West Wales and The Valleys","235","220","28280","23640"
"In post","2023","40-49","Unknown","No function","West Yorkshire","430","405","33310","28130"
"In post","2023","40-49","Unknown","Project Delivery","Bedfordshire and Hertfordshire","45","45","48800","46110"
"In post","2023","40-49","Unknown","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Cheshire","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Cumbria","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Derbyshire and Nottinghamshire","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Devon","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","East Anglia","15","10","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","East Wales","25","25","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Eastern Scotland","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","190","185","45860","42170"
"In post","2023","40-49","Unknown","Project Delivery","Greater Manchester","40","40","42860","42140"
"In post","2023","40-49","Unknown","Project Delivery","Hampshire and Isle of Wight","65","65","45790","41000"
"In post","2023","40-49","Unknown","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Inner London - East","125","120","60100","55210"
"In post","2023","40-49","Unknown","Project Delivery","Inner London - West","195","185","62180","62720"
"In post","2023","40-49","Unknown","Project Delivery","Kent","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Lancashire","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Merseyside","45","45","42550","41780"
"In post","2023","40-49","Unknown","Project Delivery","North Yorkshire","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Northern Ireland","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Northumberland, and Tyne and Wear","65","65","47930","42510"
"In post","2023","40-49","Unknown","Project Delivery","Outer London - South","25","25","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Overseas","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","South Yorkshire","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Southern Scotland","35","30","47470","49960"
"In post","2023","40-49","Unknown","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","West Central Scotland","20","15","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","West Midlands","25","25","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","West Yorkshire","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Berkshire, Buckinghamshire and Oxfordshire","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Devon","35","35","26400","22520"
"In post","2023","40-49","Unknown","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","East Anglia","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Property","East Wales","15","10","[c]","[c]"
"In post","2023","40-49","Unknown","Property","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Eastern Scotland","25","25","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Essex","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Gloucestershire, Wiltshire and Bath/Bristol area","15","10","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Greater Manchester","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Inner London - East","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Inner London - West","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Kent","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Merseyside","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Property","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","North Yorkshire","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Northern Ireland","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Northumberland, and Tyne and Wear","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Outer London - South","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Shropshire and Staffordshire","10","5","[c]","[c]"
"In post","2023","40-49","Unknown","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Tees Valley and Durham","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","West Central Scotland","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Property","West Midlands","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","West Yorkshire","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Berkshire, Buckinghamshire and Oxfordshire","50","50","38630","42880"
"In post","2023","40-49","Unknown","Security","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Cumbria","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Devon","40","40","32840","30200"
"In post","2023","40-49","Unknown","Security","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Security","East Anglia","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Security","East Wales","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Security","East Yorkshire and Northern Lincolnshire","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Essex","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","37660","33650"
"In post","2023","40-49","Unknown","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Hampshire and Isle of Wight","50","50","34050","34320"
"In post","2023","40-49","Unknown","Security","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Inner London - East","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Inner London - West","60","60","54450","46990"
"In post","2023","40-49","Unknown","Security","Kent","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","North Eastern Scotland","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Security","North Yorkshire","35","35","30670","27500"
"In post","2023","40-49","Unknown","Security","Northern Ireland","35","35","23950","22130"
"In post","2023","40-49","Unknown","Security","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Security","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","West Central Scotland","65","65","35870","40880"
"In post","2023","40-49","Unknown","Security","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Security","West Yorkshire","5","5","[c]","[c]"
