"Status","Year","Age","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Security","5","5","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Finance","5","5","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Operational Delivery","130","125","22900","22520"
"In post","2023","16-19","HM Revenue and Customs","Operational Research","5","5","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Property","15","15","24780","22520"
"In post","2023","16-19","HM Revenue and Customs","Tax","5","5","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Unknown","20","20","23120","22520"
"In post","2023","16-19","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Economics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Operational Delivery","130","120","23750","22400"
"In post","2023","16-19","Home Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Finance","20","20","20100","19460"
"In post","2023","16-19","Ministry of Defence","Human Resources","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Operational Delivery","35","35","20060","19890"
"In post","2023","16-19","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Other","45","45","19770","18660"
"In post","2023","16-19","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Project Delivery","10","10","20950","19460"
"In post","2023","16-19","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Science and Engineering","110","110","19530","18780"
"In post","2023","16-19","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Economics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Operational Delivery","345","335","25580","23640"
"In post","2023","16-19","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Operational Delivery","20","20","23880","23700"
"In post","2023","16-19","Scottish Government","Other","5","5","[c]","[c]"
"In post","2023","16-19","Scottish Government","Unknown","50","50","23060","22460"
"In post","2023","16-19","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Economics","10","10","24840","24840"
"In post","2023","16-19","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Operational Delivery","15","15","21680","21200"
"In post","2023","16-19","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government","Human Resources","10","10","[c]","[c]"
"In post","2023","16-19","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Commercial","10","10","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Communications","30","30","33390","32660"
"In post","2023","20-29","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Counter Fraud","35","35","32020","29680"
"In post","2023","20-29","Attorney General's Departments","Digital, Data and Technology","35","35","36650","34810"
"In post","2023","20-29","Attorney General's Departments","Finance","40","40","28320","26900"
"In post","2023","20-29","Attorney General's Departments","Human Resources","55","55","31820","28200"
"In post","2023","20-29","Attorney General's Departments","Knowledge and Information Management","15","15","30740","31180"
"In post","2023","20-29","Attorney General's Departments","Legal","460","460","40910","40800"
"In post","2023","20-29","Attorney General's Departments","Operational Delivery","980","970","25700","25600"
"In post","2023","20-29","Attorney General's Departments","Other","15","15","29660","27380"
"In post","2023","20-29","Attorney General's Departments","Policy","30","30","37420","37760"
"In post","2023","20-29","Attorney General's Departments","Project Delivery","15","15","33300","31640"
"In post","2023","20-29","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Security","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Commercial","245","245","41810","32960"
"In post","2023","20-29","Cabinet Office","Communications","50","50","38560","35650"
"In post","2023","20-29","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Digital, Data and Technology","315","315","39630","34000"
"In post","2023","20-29","Cabinet Office","Economics","15","15","45180","35650"
"In post","2023","20-29","Cabinet Office","Finance","110","110","32560","32480"
"In post","2023","20-29","Cabinet Office","Human Resources","155","150","31270","28370"
"In post","2023","20-29","Cabinet Office","Knowledge and Information Management","10","10","28060","28050"
"In post","2023","20-29","Cabinet Office","Legal","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Operational Delivery","30","30","28960","26410"
"In post","2023","20-29","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Policy","125","125","44820","41870"
"In post","2023","20-29","Cabinet Office","Project Delivery","245","245","31510","30130"
"In post","2023","20-29","Cabinet Office","Property","60","60","34360","30130"
"In post","2023","20-29","Cabinet Office","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Science and Engineering","95","95","30290","30130"
"In post","2023","20-29","Cabinet Office","Security","45","45","34910","33020"
"In post","2023","20-29","Cabinet Office","Statistics","105","105","31250","30130"
"In post","2023","20-29","Cabinet Office","Unknown","1365","1360","33410","30130"
"In post","2023","20-29","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Other","50","50","39600","36490"
"In post","2023","20-29","Chancellor's other departments","Project Delivery","5","5","[c]","[c]"
"In post","2023","20-29","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","20-29","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Operational Delivery","55","50","27040","25300"
"In post","2023","20-29","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Property","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Communications","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Digital, Data and Technology","15","15","44340","42920"
"In post","2023","20-29","Competition and Markets Authority","Economics","35","35","42470","34620"
"In post","2023","20-29","Competition and Markets Authority","Human Resources","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Legal","25","20","40200","34460"
"In post","2023","20-29","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Project Delivery","80","80","35240","34110"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Commercial","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Communications","60","60","39530","39460"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Counter Fraud","30","25","25540","23680"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","150","150","33730","33430"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Economics","155","155","40720","35700"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Finance","40","40","36830","34670"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","55","55","36140","31240"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Legal","10","10","37660","37420"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","615","610","29470","25160"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Operational Research","10","10","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Other","75","75","24250","19080"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Policy","1645","1640","43330","41360"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","55","55","41230","41060"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Science and Engineering","155","155","32670","30950"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Security","10","10","33640","26650"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Statistics","20","20","41240","41540"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Commercial","5","5","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Communications","15","15","39650","38120"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Economics","40","40","46180","39880"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Finance","15","15","42740","40410"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Human Resources","20","20","37100","35040"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Operational Research","10","10","40270","39040"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Other","45","45","31960","31810"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Policy","420","420","40450","35620"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Project Delivery","60","60","42290","35620"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Social Research","10","10","43170","39620"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education","Commercial","45","45","33100","30330"
"In post","2023","20-29","Department for Education","Communications","70","70","36050","36370"
"In post","2023","20-29","Department for Education","Digital, Data and Technology","185","185","36350","33950"
"In post","2023","20-29","Department for Education","Economics","50","50","42880","43250"
"In post","2023","20-29","Department for Education","Finance","85","80","35760","30330"
"In post","2023","20-29","Department for Education","Human Resources","40","40","28990","27930"
"In post","2023","20-29","Department for Education","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education","Operational Delivery","255","255","33790","30660"
"In post","2023","20-29","Department for Education","Operational Research","35","35","40180","37870"
"In post","2023","20-29","Department for Education","Policy","530","525","39080","37590"
"In post","2023","20-29","Department for Education","Project Delivery","170","165","37460","36160"
"In post","2023","20-29","Department for Education","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education","Social Research","45","45","43100","43250"
"In post","2023","20-29","Department for Education","Statistics","65","65","40280","37870"
"In post","2023","20-29","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Commercial","20","20","32220","30320"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Communications","60","55","33990","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","105","105","33580","30320"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Economics","25","25","40500","34810"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Finance","50","50","34860","30980"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Human Resources","35","35","35700","32490"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Operational Delivery","840","825","25240","22150"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Other","15","15","30030","29080"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Policy","945","935","37330","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Project Delivery","30","25","28960","25970"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Property","45","45","32020","30320"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Science and Engineering","210","210","27900","29080"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Veterinarian","20","20","30920","30320"
"In post","2023","20-29","Department for International Trade","Commercial","15","15","36630","35010"
"In post","2023","20-29","Department for International Trade","Communications","40","40","40490","41550"
"In post","2023","20-29","Department for International Trade","Digital, Data and Technology","50","50","44030","40650"
"In post","2023","20-29","Department for International Trade","Economics","110","110","42630","41550"
"In post","2023","20-29","Department for International Trade","Finance","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Human Resources","40","40","35580","32490"
"In post","2023","20-29","Department for International Trade","International Trade","580","575","40830","41550"
"In post","2023","20-29","Department for International Trade","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Operational Delivery","60","60","40930","41310"
"In post","2023","20-29","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Other","40","40","39780","35010"
"In post","2023","20-29","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Policy","110","110","42070","41550"
"In post","2023","20-29","Department for International Trade","Project Delivery","25","25","42030","41550"
"In post","2023","20-29","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Social Research","15","15","38710","35010"
"In post","2023","20-29","Department for International Trade","Statistics","30","30","42220","41550"
"In post","2023","20-29","Department for International Trade","Unknown","15","15","33870","32570"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Commercial","10","10","37370","40390"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Communications","20","20","34800","31290"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","30","30","44520","43980"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Economics","35","35","44800","51550"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Finance","15","15","42100","40300"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Human Resources","25","25","37980","33210"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","15","15","33780","32580"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Operational Delivery","120","115","32070","31290"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning","20","20","36470","34490"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning Inspectors","10","10","32020","28430"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","520","515","40990","39190"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Project Delivery","35","35","41070","40390"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Social Research","15","15","47750","49700"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Statistics","60","60","37820","34160"
"In post","2023","20-29","Department for Transport","Commercial","70","70","37450","35400"
"In post","2023","20-29","Department for Transport","Communications","50","50","35910","35760"
"In post","2023","20-29","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Digital, Data and Technology","145","145","33340","31660"
"In post","2023","20-29","Department for Transport","Economics","110","110","43370","43320"
"In post","2023","20-29","Department for Transport","Finance","45","45","36390","31480"
"In post","2023","20-29","Department for Transport","Human Resources","45","45","34860","31660"
"In post","2023","20-29","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","International Trade","10","10","[c]","[c]"
"In post","2023","20-29","Department for Transport","Knowledge and Information Management","10","10","34080","32660"
"In post","2023","20-29","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Operational Delivery","980","935","23630","22500"
"In post","2023","20-29","Department for Transport","Operational Research","10","10","[c]","[c]"
"In post","2023","20-29","Department for Transport","Other","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Planning","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Policy","345","345","42050","39820"
"In post","2023","20-29","Department for Transport","Project Delivery","105","105","41190","39430"
"In post","2023","20-29","Department for Transport","Property","10","10","30330","31660"
"In post","2023","20-29","Department for Transport","Science and Engineering","35","35","37750","36840"
"In post","2023","20-29","Department for Transport","Security","20","20","36600","35160"
"In post","2023","20-29","Department for Transport","Social Research","15","15","45230","43320"
"In post","2023","20-29","Department for Transport","Statistics","30","30","39370","35760"
"In post","2023","20-29","Department for Transport","Unknown","210","205","37890","35400"
