"Status","Year","Parent_department","Region_ITL1","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","East Midlands (England)","Female","Heterosexual / straight","270","245","37610","31180"
"In post","2023","Attorney General's Departments","East Midlands (England)","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","Female","Unknown","55","45","41260","38940"
"In post","2023","Attorney General's Departments","East Midlands (England)","Male","Heterosexual / straight","125","125","39710","35000"
"In post","2023","Attorney General's Departments","East Midlands (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","Male","Unknown","30","30","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Female","Heterosexual / straight","315","285","39330","31180"
"In post","2023","Attorney General's Departments","East of England","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Female","Undeclared","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Female","Unknown","65","50","46050","40800"
"In post","2023","Attorney General's Departments","East of England","Male","Heterosexual / straight","115","110","47550","54100"
"In post","2023","Attorney General's Departments","East of England","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Male","Unknown","30","25","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Female","Heterosexual / straight","2225","2075","49530","52020"
"In post","2023","Attorney General's Departments","London","Female","LGBO","120","110","50240","52020"
"In post","2023","Attorney General's Departments","London","Female","Undeclared","170","160","51890","54230"
"In post","2023","Attorney General's Departments","London","Female","Unknown","600","535","54160","55710"
"In post","2023","Attorney General's Departments","London","Male","Heterosexual / straight","1150","1130","50820","52020"
"In post","2023","Attorney General's Departments","London","Male","LGBO","150","150","52560","52400"
"In post","2023","Attorney General's Departments","London","Male","Undeclared","115","115","52910","54100"
"In post","2023","Attorney General's Departments","London","Male","Unknown","295","285","56110","61950"
"In post","2023","Attorney General's Departments","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Female","Heterosexual / straight","190","170","36840","28850"
"In post","2023","Attorney General's Departments","North East (England)","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Female","Unknown","50","40","39380","28850"
"In post","2023","Attorney General's Departments","North East (England)","Male","Heterosexual / straight","95","90","45440","49050"
"In post","2023","Attorney General's Departments","North East (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Female","Heterosexual / straight","570","530","38170","31180"
"In post","2023","Attorney General's Departments","North West (England)","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Female","Unknown","115","100","40430","31850"
"In post","2023","Attorney General's Departments","North West (England)","Male","Heterosexual / straight","260","255","42510","38940"
"In post","2023","Attorney General's Departments","North West (England)","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Male","Unknown","70","65","47470","54750"
"In post","2023","Attorney General's Departments","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Female","Heterosexual / straight","390","365","41400","34320"
"In post","2023","Attorney General's Departments","South East (England)","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Female","Unknown","85","75","46110","54630"
"In post","2023","Attorney General's Departments","South East (England)","Male","Heterosexual / straight","190","185","45260","53930"
"In post","2023","Attorney General's Departments","South East (England)","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Male","Unknown","40","40","49400","40800"
"In post","2023","Attorney General's Departments","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Female","Heterosexual / straight","195","175","41030","38760"
"In post","2023","Attorney General's Departments","South West (England)","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Female","Unknown","40","35","50390","53830"
"In post","2023","Attorney General's Departments","South West (England)","Male","Heterosexual / straight","120","120","44490","49050"
"In post","2023","Attorney General's Departments","South West (England)","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Female","Heterosexual / straight","220","205","38210","33810"
"In post","2023","Attorney General's Departments","Wales","Female","LGBO","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Female","Unknown","60","55","42830","50160"
"In post","2023","Attorney General's Departments","Wales","Male","Heterosexual / straight","105","100","47040","49530"
"In post","2023","Attorney General's Departments","Wales","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Female","Heterosexual / straight","345","325","39460","38760"
"In post","2023","Attorney General's Departments","West Midlands (England)","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Female","Unknown","85","75","41580","40120"
"In post","2023","Attorney General's Departments","West Midlands (England)","Male","Heterosexual / straight","125","125","44410","49050"
"In post","2023","Attorney General's Departments","West Midlands (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Male","Unknown","40","40","50210","55870"
"In post","2023","Attorney General's Departments","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Female","Heterosexual / straight","545","500","40650","38760"
