"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","North East (England)","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","Northumberland, and Tyne and Wear","EO","10","5","[c]","[c]"
"In post","2023","Commercial","North East (England)","Northumberland, and Tyne and Wear","G6/G7","35","35","61760","57010"
"In post","2023","Commercial","North East (England)","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","60","60","36660","36130"
"In post","2023","Commercial","North East (England)","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","Tees Valley and Durham","EO","10","10","27210","25900"
"In post","2023","Commercial","North East (England)","Tees Valley and Durham","G6/G7","25","25","62180","59390"
"In post","2023","Commercial","North East (England)","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","Tees Valley and Durham","SEO/HEO","40","40","38560","39090"
"In post","2023","Commercial","North West (England)","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Cheshire","G6/G7","10","10","[c]","[c]"
"In post","2023","Commercial","North West (England)","Cheshire","SEO/HEO","25","25","37570","38180"
"In post","2023","Commercial","North West (England)","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Cumbria","Unknown","15","15","39930","42620"
"In post","2023","Commercial","North West (England)","Greater Manchester","AA/AO","10","10","[c]","[c]"
"In post","2023","Commercial","North West (England)","Greater Manchester","EO","30","30","27610","27650"
"In post","2023","Commercial","North West (England)","Greater Manchester","G6/G7","140","135","65970","65500"
"In post","2023","Commercial","North West (England)","Greater Manchester","SCS level","10","10","98700","94550"
"In post","2023","Commercial","North West (England)","Greater Manchester","SEO/HEO","175","170","38480","38460"
"In post","2023","Commercial","North West (England)","Greater Manchester","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","North West (England)","Lancashire","EO","15","15","28270","28120"
"In post","2023","Commercial","North West (England)","Lancashire","G6/G7","55","55","60610","57630"
"In post","2023","Commercial","North West (England)","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Lancashire","SEO/HEO","120","115","37160","38470"
"In post","2023","Commercial","North West (England)","Merseyside","AA/AO","20","15","21740","21690"
"In post","2023","Commercial","North West (England)","Merseyside","EO","35","30","26850","26410"
"In post","2023","Commercial","North West (England)","Merseyside","G6/G7","60","60","62190","65500"
"In post","2023","Commercial","North West (England)","Merseyside","SCS level","10","10","94700","87160"
"In post","2023","Commercial","North West (England)","Merseyside","SEO/HEO","195","190","37060","39190"
"In post","2023","Commercial","Northern Ireland","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","Overseas","G6/G7","10","10","78870","85900"
"In post","2023","Commercial","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","Overseas","SEO/HEO","15","15","59390","58690"
"In post","2023","Commercial","Scotland","Eastern Scotland","AA/AO","35","30","26220","28490"
"In post","2023","Commercial","Scotland","Eastern Scotland","EO","15","15","33470","33290"
"In post","2023","Commercial","Scotland","Eastern Scotland","G6/G7","15","15","65480","63680"
"In post","2023","Commercial","Scotland","Eastern Scotland","SEO/HEO","35","35","42180","41790"
"In post","2023","Commercial","Scotland","Eastern Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Scotland","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Southern Scotland","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Scotland","Southern Scotland","G6/G7","35","35","62170","57670"
"In post","2023","Commercial","Scotland","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Southern Scotland","SEO/HEO","20","20","40020","40590"
"In post","2023","Commercial","Scotland","West Central Scotland","AA/AO","20","20","25820","28490"
"In post","2023","Commercial","Scotland","West Central Scotland","EO","35","35","27650","27080"
"In post","2023","Commercial","Scotland","West Central Scotland","G6/G7","40","40","65520","68700"
"In post","2023","Commercial","Scotland","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","West Central Scotland","SEO/HEO","105","105","37360","35800"
"In post","2023","Commercial","Scotland","West Central Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","40","40","28300","28540"
"In post","2023","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","35","35","63240","59660"
"In post","2023","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","115","110","40130","40750"
"In post","2023","Commercial","South East (England)","Hampshire and Isle of Wight","AA/AO","5","5","[c]","[c]"
"In post","2023","Commercial","South East (England)","Hampshire and Isle of Wight","EO","60","55","27000","27140"
"In post","2023","Commercial","South East (England)","Hampshire and Isle of Wight","G6/G7","65","65","63860","65860"
"In post","2023","Commercial","South East (England)","Hampshire and Isle of Wight","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","South East (England)","Hampshire and Isle of Wight","SEO/HEO","165","160","38260","39820"
"In post","2023","Commercial","South East (England)","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Kent","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","South East (England)","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Kent","SEO/HEO","10","10","42920","42510"
"In post","2023","Commercial","South East (England)","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Surrey, East and West Sussex","EO","5","5","[c]","[c]"
"In post","2023","Commercial","South East (England)","Surrey, East and West Sussex","G6/G7","15","15","68910","64550"
"In post","2023","Commercial","South East (England)","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Surrey, East and West Sussex","SEO/HEO","20","20","42690","40710"
"In post","2023","Commercial","South East (England)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Devon","EO","5","5","[c]","[c]"
"In post","2023","Commercial","South West (England)","Devon","G6/G7","25","25","58740","57880"
"In post","2023","Commercial","South West (England)","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Devon","SEO/HEO","40","40","37640","38050"
"In post","2023","Commercial","South West (England)","Devon","Unknown","10","10","41150","42620"
"In post","2023","Commercial","South West (England)","Dorset and Somerset","AA/AO","5","5","[c]","[c]"
"In post","2023","Commercial","South West (England)","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Dorset and Somerset","G6/G7","15","15","59940","57750"
"In post","2023","Commercial","South West (England)","Dorset and Somerset","SEO/HEO","35","30","40030","39230"
"In post","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","130","125","23470","22220"
"In post","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","125","120","26810","27080"
"In post","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","365","355","60480","56000"
"In post","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","45","45","108150","102820"
"In post","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","810","775","38110","37300"
"In post","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","130","125","43960","42620"
"In post","2023","Commercial","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","East Wales","EO","35","35","27420","27250"
"In post","2023","Commercial","Wales","East Wales","G6/G7","45","40","60450","59060"
"In post","2023","Commercial","Wales","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","East Wales","SEO/HEO","120","115","36630","34680"
"In post","2023","Commercial","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","West Wales and The Valleys","AA/AO","45","40","21540","22500"
"In post","2023","Commercial","Wales","West Wales and The Valleys","EO","35","35","27260","26960"
"In post","2023","Commercial","Wales","West Wales and The Valleys","G6/G7","25","25","57500","53840"
"In post","2023","Commercial","Wales","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","West Wales and The Valleys","SEO/HEO","110","100","37470","39070"
"In post","2023","Commercial","Wales","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","AA/AO","25","20","22250","21780"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","EO","45","45","26710","26350"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","G6/G7","35","35","65600","66270"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","80","75","39300","39470"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","West Midlands","EO","15","15","27530","26780"
"In post","2023","Commercial","West Midlands (England)","West Midlands","G6/G7","75","75","66430","65500"
"In post","2023","Commercial","West Midlands (England)","West Midlands","SCS level","10","10","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","West Midlands","SEO/HEO","90","90","36760","37540"
"In post","2023","Commercial","West Midlands (England)","West Midlands","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","EO","10","10","26720","27020"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","G6/G7","45","40","60140","56000"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","SEO/HEO","45","40","37130","37300"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","AA/AO","20","20","21670","21690"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","EO","30","30","27430","28120"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","G6/G7","75","70","60050","56000"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","SEO/HEO","150","145","37440","38470"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","AA/AO","15","15","21660","21690"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","EO","25","25","27340","26960"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","G6/G7","135","135","63860","65500"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","SEO/HEO","205","195","37030","37680"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","EO","10","10","28740","27670"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","25","25","57520","57970"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","65","60","37990","37680"
"In post","2023","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Lincolnshire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Communications","East of England","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Bedfordshire and Hertfordshire","EO","10","10","[c]","[c]"
"In post","2023","Communications","East of England","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Bedfordshire and Hertfordshire","SEO/HEO","10","10","41680","44900"
"In post","2023","Communications","East of England","East Anglia","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","East of England","East Anglia","EO","5","5","[c]","[c]"
"In post","2023","Communications","East of England","East Anglia","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","East of England","East Anglia","SEO/HEO","25","20","34630","34300"
"In post","2023","Communications","East of England","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Essex","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Communications","East of England","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Inner London - East","AA/AO","10","10","25190","24900"
"In post","2023","Communications","London","Inner London - East","EO","35","35","30620","30280"
"In post","2023","Communications","London","Inner London - East","G6/G7","70","70","63450","65230"
"In post","2023","Communications","London","Inner London - East","SCS level","10","10","98630","97240"
"In post","2023","Communications","London","Inner London - East","SEO/HEO","105","105","41410","41480"
"In post","2023","Communications","London","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Inner London - West","AA/AO","20","20","25670","25790"
"In post","2023","Communications","London","Inner London - West","EO","115","115","30130","29660"
"In post","2023","Communications","London","Inner London - West","G6/G7","600","580","61170","59290"
"In post","2023","Communications","London","Inner London - West","SCS level","75","75","89550","84720"
"In post","2023","Communications","London","Inner London - West","SEO/HEO","880","870","41100","41410"
"In post","2023","Communications","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Outer London - South","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","London","Outer London - South","SEO/HEO","25","25","42060","40750"
"In post","2023","Communications","London","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Outer London - West and North West","EO","5","5","[c]","[c]"
"In post","2023","Communications","London","Outer London - West and North West","G6/G7","10","10","[c]","[c]"
"In post","2023","Communications","London","Outer London - West and North West","SEO/HEO","15","15","36820","36680"
"In post","2023","Communications","North East (England)","Northumberland, and Tyne and Wear","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","North East (England)","Northumberland, and Tyne and Wear","EO","5","5","[c]","[c]"
"In post","2023","Communications","North East (England)","Northumberland, and Tyne and Wear","G6/G7","10","10","[c]","[c]"
"In post","2023","Communications","North East (England)","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","50","50","37980","37890"
"In post","2023","Communications","North East (England)","Tees Valley and Durham","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","North East (England)","Tees Valley and Durham","EO","10","10","26910","26940"
"In post","2023","Communications","North East (England)","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Tees Valley and Durham","SEO/HEO","25","25","35890","33110"
"In post","2023","Communications","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Cheshire","EO","5","5","[c]","[c]"
"In post","2023","Communications","North West (England)","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Cheshire","SEO/HEO","10","10","39740","38180"
"In post","2023","Communications","North West (England)","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Greater Manchester","AA/AO","10","10","22150","22020"
"In post","2023","Communications","North West (England)","Greater Manchester","EO","20","15","26930","26940"
"In post","2023","Communications","North West (England)","Greater Manchester","G6/G7","25","25","57510","54680"
"In post","2023","Communications","North West (England)","Greater Manchester","SEO/HEO","55","55","37280","37590"
"In post","2023","Communications","North West (England)","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Lancashire","EO","5","5","[c]","[c]"
"In post","2023","Communications","North West (England)","Lancashire","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","North West (England)","Lancashire","SEO/HEO","20","20","37610","37490"
"In post","2023","Communications","North West (England)","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Merseyside","EO","10","10","[c]","[c]"
"In post","2023","Communications","North West (England)","Merseyside","G6/G7","20","20","58610","55320"
"In post","2023","Communications","North West (England)","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Merseyside","SEO/HEO","60","60","36560","35300"
"In post","2023","Communications","Northern Ireland","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Northern Ireland","SEO/HEO","20","20","38200","38370"
"In post","2023","Communications","Overseas","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Eastern Scotland","G6/G7","15","10","62110","59590"
"In post","2023","Communications","Scotland","Eastern Scotland","SEO/HEO","30","30","38680","39590"
"In post","2023","Communications","Scotland","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Southern Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Communications","Scotland","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","West Central Scotland","EO","10","10","[c]","[c]"
"In post","2023","Communications","Scotland","West Central Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","Scotland","West Central Scotland","SEO/HEO","30","30","35780","34300"
"In post","2023","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","15","15","23240","22330"
"In post","2023","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","25","25","29160","29110"
"In post","2023","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
