"Status","Year","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","London","AA/AO","AA","Heterosexual / straight","960","885","24590","23500"
"In post","2023","London","AA/AO","AA","LGBO","45","40","24730","23670"
"In post","2023","London","AA/AO","AA","Undeclared","125","115","24000","23500"
"In post","2023","London","AA/AO","AA","Unknown","420","390","25020","23670"
"In post","2023","London","AA/AO","AO","Heterosexual / straight","6330","5860","27790","26400"
"In post","2023","London","AA/AO","AO","LGBO","340","330","28820","26450"
"In post","2023","London","AA/AO","AO","Undeclared","860","775","26810","25610"
"In post","2023","London","AA/AO","AO","Unknown","2725","2545","28180","26400"
"In post","2023","London","EO","EO","Heterosexual / straight","12925","12220","31520","31330"
"In post","2023","London","EO","EO","LGBO","755","735","31280","30950"
"In post","2023","London","EO","EO","Undeclared","1805","1680","31350","31000"
"In post","2023","London","EO","EO","Unknown","4325","4110","31310","31060"
"In post","2023","London","G6/G7","G6","Heterosexual / straight","6380","6130","71220","69990"
"In post","2023","London","G6/G7","G6","LGBO","555","545","70340","68650"
"In post","2023","London","G6/G7","G6","Undeclared","865","830","71800","70630"
"In post","2023","London","G6/G7","G6","Unknown","1565","1500","71240","69550"
"In post","2023","London","G6/G7","G7","Heterosexual / straight","13880","13460","58300","56500"
"In post","2023","London","G6/G7","G7","LGBO","1385","1365","57460","55800"
"In post","2023","London","G6/G7","G7","Undeclared","1865","1815","58300","56430"
"In post","2023","London","G6/G7","G7","Unknown","3475","3375","58580","57220"
"In post","2023","London","SCS level","SCS level","Heterosexual / straight","3145","3030","92110","83030"
"In post","2023","London","SCS level","SCS level","LGBO","275","270","90020","80500"
"In post","2023","London","SCS level","SCS level","Undeclared","315","305","91920","84150"
"In post","2023","London","SCS level","SCS level","Unknown","680","655","96470","86700"
"In post","2023","London","SEO/HEO","HEO","Heterosexual / straight","12090","11800","37160","36310"
"In post","2023","London","SEO/HEO","HEO","LGBO","1170","1155","36250","35620"
"In post","2023","London","SEO/HEO","HEO","Undeclared","1555","1510","37050","36220"
"In post","2023","London","SEO/HEO","HEO","Unknown","4665","4585","36140","36000"
"In post","2023","London","SEO/HEO","SEO","Heterosexual / straight","10425","10175","44480","43650"
"In post","2023","London","SEO/HEO","SEO","LGBO","975","965","43650","43210"
"In post","2023","London","SEO/HEO","SEO","Undeclared","1490","1445","44470","43650"
"In post","2023","London","SEO/HEO","SEO","Unknown","2910","2855","44370","43650"
"In post","2023","London","Unknown","Unknown","Heterosexual / straight","1760","1680","35630","33820"
"In post","2023","London","Unknown","Unknown","LGBO","125","125","37120","34820"
"In post","2023","London","Unknown","Unknown","Undeclared","180","170","37610","34210"
"In post","2023","London","Unknown","Unknown","Unknown","395","360","31870","29300"
"In post","2023","Outside London","AA/AO","AA","Heterosexual / straight","10525","9550","21840","21380"
"In post","2023","Outside London","AA/AO","AA","LGBO","705","665","22370","23230"
"In post","2023","Outside London","AA/AO","AA","Undeclared","1310","1125","21120","20150"
"In post","2023","Outside London","AA/AO","AA","Unknown","4590","4125","22500","22520"
"In post","2023","Outside London","AA/AO","AO","Heterosexual / straight","67615","60950","24340","22500"
"In post","2023","Outside London","AA/AO","AO","LGBO","4560","4360","24690","22520"
"In post","2023","Outside London","AA/AO","AO","Undeclared","8075","7125","24040","22400"
"In post","2023","Outside London","AA/AO","AO","Unknown","27170","24475","24160","22520"
"In post","2023","Outside London","EO","EO","Heterosexual / straight","71245","65790","28570","28120"
"In post","2023","Outside London","EO","EO","LGBO","4625","4470","28440","28120"
"In post","2023","Outside London","EO","EO","Undeclared","8680","7880","28670","28120"
"In post","2023","Outside London","EO","EO","Unknown","22400","20710","28740","28120"
"In post","2023","Outside London","G6/G7","G6","Heterosexual / straight","8130","7835","70510","69940"
"In post","2023","Outside London","G6/G7","G6","LGBO","385","375","70030","68610"
"In post","2023","Outside London","G6/G7","G6","Undeclared","860","810","70890","69580"
"In post","2023","Outside London","G6/G7","G6","Unknown","1530","1465","71400","70550"
"In post","2023","Outside London","G6/G7","G7","Heterosexual / straight","24020","23130","55700","54870"
"In post","2023","Outside London","G6/G7","G7","LGBO","1355","1325","55200","54260"
"In post","2023","Outside London","G6/G7","G7","Undeclared","2500","2405","55860","55290"
"In post","2023","Outside London","G6/G7","G7","Unknown","5035","4810","56090","55780"
"In post","2023","Outside London","SCS level","SCS level","Heterosexual / straight","2000","1940","92040","85000"
"In post","2023","Outside London","SCS level","SCS level","LGBO","110","105","85690","81600"
"In post","2023","Outside London","SCS level","SCS level","Undeclared","170","160","91760","84460"
"In post","2023","Outside London","SCS level","SCS level","Unknown","385","365","96590","86380"
"In post","2023","Outside London","SEO/HEO","HEO","Heterosexual / straight","45130","43040","34540","34190"
"In post","2023","Outside London","SEO/HEO","HEO","LGBO","3100","3035","34120","34170"
"In post","2023","Outside London","SEO/HEO","HEO","Undeclared","5285","5015","34780","34300"
"In post","2023","Outside London","SEO/HEO","HEO","Unknown","10705","10275","34580","34700"
"In post","2023","Outside London","SEO/HEO","SEO","Heterosexual / straight","33875","32575","42610","41780"
"In post","2023","Outside London","SEO/HEO","SEO","LGBO","1900","1855","41800","41130"
"In post","2023","Outside London","SEO/HEO","SEO","Undeclared","4065","3875","43010","42140"
"In post","2023","Outside London","SEO/HEO","SEO","Unknown","6390","6135","42570","41900"
"In post","2023","Outside London","Unknown","Unknown","Heterosexual / straight","15860","14825","31730","29050"
"In post","2023","Outside London","Unknown","Unknown","LGBO","1190","1155","29250","26450"
"In post","2023","Outside London","Unknown","Unknown","Undeclared","1235","1140","34230","32050"
"In post","2023","Outside London","Unknown","Unknown","Unknown","3110","2825","28240","26820"
"In post","2023","Overseas","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","AA/AO","AO","Heterosexual / straight","40","40","28420","24150"
"In post","2023","Overseas","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","AA/AO","AO","Unknown","5","5","[c]","[c]"
"In post","2023","Overseas","EO","EO","Heterosexual / straight","140","140","35510","33870"
"In post","2023","Overseas","EO","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Overseas","EO","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Overseas","EO","EO","Unknown","35","35","33000","28760"
"In post","2023","Overseas","G6/G7","G6","Heterosexual / straight","290","285","70230","67160"
"In post","2023","Overseas","G6/G7","G6","LGBO","20","20","[c]","[c]"
"In post","2023","Overseas","G6/G7","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Overseas","G6/G7","G6","Unknown","120","120","67980","66330"
"In post","2023","Overseas","G6/G7","G7","Heterosexual / straight","510","505","57770","56100"
