"Status","Year","Age","Disability","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Unknown","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Food Standards Agency","North West (England)","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Food Standards Agency","Wales","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Food Standards Agency","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Food Standards Agency","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","30-39","Unknown","Foreign, Commonwealth and Development Office","London","610","600","52850","54330"
"In post","2023","30-39","Unknown","Foreign, Commonwealth and Development Office","Overseas","265","265","53250","54330"
"In post","2023","30-39","Unknown","Foreign, Commonwealth and Development Office","Scotland","185","180","42910","41660"
"In post","2023","30-39","Unknown","Foreign, Commonwealth and Development Office","South East (England)","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","HM Land Registry","East Midlands (England)","75","70","28100","28080"
"In post","2023","30-39","Unknown","HM Land Registry","East of England","25","25","[c]","[c]"
"In post","2023","30-39","Unknown","HM Land Registry","London","35","35","41480","38410"
"In post","2023","30-39","Unknown","HM Land Registry","North East (England)","65","65","27710","28080"
"In post","2023","30-39","Unknown","HM Land Registry","North West (England)","85","80","28570","28080"
"In post","2023","30-39","Unknown","HM Land Registry","South West (England)","120","115","32000","28080"
"In post","2023","30-39","Unknown","HM Land Registry","Wales","90","85","30190","28080"
"In post","2023","30-39","Unknown","HM Land Registry","West Midlands (England)","40","35","28200","28080"
"In post","2023","30-39","Unknown","HM Land Registry","Yorkshire and The Humber","30","30","27260","23390"
"In post","2023","30-39","Unknown","HM Revenue and Customs","East Midlands (England)","340","325","30970","28130"
"In post","2023","30-39","Unknown","HM Revenue and Customs","East of England","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","HM Revenue and Customs","London","570","560","45470","39790"
"In post","2023","30-39","Unknown","HM Revenue and Customs","North East (England)","785","740","30180","27890"
"In post","2023","30-39","Unknown","HM Revenue and Customs","North West (England)","1145","1095","31430","28130"
"In post","2023","30-39","Unknown","HM Revenue and Customs","Northern Ireland","215","200","28540","27890"
"In post","2023","30-39","Unknown","HM Revenue and Customs","Scotland","560","535","29190","27650"
"In post","2023","30-39","Unknown","HM Revenue and Customs","South East (England)","85","75","29010","26020"
"In post","2023","30-39","Unknown","HM Revenue and Customs","South West (England)","135","130","35680","34700"
"In post","2023","30-39","Unknown","HM Revenue and Customs","Wales","395","375","30910","28130"
"In post","2023","30-39","Unknown","HM Revenue and Customs","West Midlands (England)","395","380","33960","34700"
"In post","2023","30-39","Unknown","HM Revenue and Customs","Yorkshire and The Humber","480","455","31470","28130"
"In post","2023","30-39","Unknown","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","HM Treasury","London","70","70","54200","54440"
"In post","2023","30-39","Unknown","HM Treasury","North East (England)","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Home Office","East Midlands (England)","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","Home Office","East of England","115","110","26260","25750"
"In post","2023","30-39","Unknown","Home Office","London","1005","995","40730","36000"
"In post","2023","30-39","Unknown","Home Office","North East (England)","155","150","26060","25750"
"In post","2023","30-39","Unknown","Home Office","North West (England)","830","800","27220","25750"
"In post","2023","30-39","Unknown","Home Office","Northern Ireland","100","95","25120","25750"
"In post","2023","30-39","Unknown","Home Office","Overseas","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Home Office","Scotland","190","185","26100","25750"
"In post","2023","30-39","Unknown","Home Office","South East (England)","305","300","26380","25880"
"In post","2023","30-39","Unknown","Home Office","South West (England)","40","40","32030","25880"
"In post","2023","30-39","Unknown","Home Office","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Home Office","Wales","90","85","28280","25880"
"In post","2023","30-39","Unknown","Home Office","West Midlands (England)","155","155","28240","25880"
"In post","2023","30-39","Unknown","Home Office","Yorkshire and The Humber","490","465","28430","25750"
"In post","2023","30-39","Unknown","Ministry of Defence","East Midlands (England)","80","75","33920","33770"
"In post","2023","30-39","Unknown","Ministry of Defence","East of England","165","160","33770","30820"
"In post","2023","30-39","Unknown","Ministry of Defence","London","275","270","48550","45540"
"In post","2023","30-39","Unknown","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Ministry of Defence","North West (England)","90","80","29160","27140"
"In post","2023","30-39","Unknown","Ministry of Defence","Northern Ireland","25","20","[c]","[c]"
"In post","2023","30-39","Unknown","Ministry of Defence","Overseas","80","80","56140","52510"
"In post","2023","30-39","Unknown","Ministry of Defence","Scotland","250","245","31720","27480"
"In post","2023","30-39","Unknown","Ministry of Defence","South East (England)","480","465","36860","34300"
"In post","2023","30-39","Unknown","Ministry of Defence","South West (England)","1035","985","37170","34370"
"In post","2023","30-39","Unknown","Ministry of Defence","Unknown","380","380","42260","41300"
"In post","2023","30-39","Unknown","Ministry of Defence","Wales","30","25","[c]","[c]"
"In post","2023","30-39","Unknown","Ministry of Defence","West Midlands (England)","135","130","32180","27500"
"In post","2023","30-39","Unknown","Ministry of Defence","Yorkshire and The Humber","75","70","32670","30420"
"In post","2023","30-39","Unknown","Ministry of Justice","East Midlands (England)","270","255","28270","28880"
"In post","2023","30-39","Unknown","Ministry of Justice","East of England","230","210","28630","28880"
"In post","2023","30-39","Unknown","Ministry of Justice","London","700","685","39810","35410"
"In post","2023","30-39","Unknown","Ministry of Justice","North East (England)","145","140","29800","29810"
"In post","2023","30-39","Unknown","Ministry of Justice","North West (England)","415","390","28720","28880"
"In post","2023","30-39","Unknown","Ministry of Justice","Scotland","25","25","[c]","[c]"
"In post","2023","30-39","Unknown","Ministry of Justice","South East (England)","315","300","30190","30880"
"In post","2023","30-39","Unknown","Ministry of Justice","South West (England)","170","160","28430","28880"
"In post","2023","30-39","Unknown","Ministry of Justice","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Ministry of Justice","Wales","195","185","29660","28880"
"In post","2023","30-39","Unknown","Ministry of Justice","West Midlands (England)","410","385","27130","25300"
"In post","2023","30-39","Unknown","Ministry of Justice","Yorkshire and The Humber","335","320","30240","28880"
"In post","2023","30-39","Unknown","National Crime Agency","East Midlands (England)","30","25","[c]","[c]"
"In post","2023","30-39","Unknown","National Crime Agency","East of England","35","35","37030","36040"
"In post","2023","30-39","Unknown","National Crime Agency","London","310","300","44250","42240"
"In post","2023","30-39","Unknown","National Crime Agency","North East (England)","15","15","[c]","[c]"
"In post","2023","30-39","Unknown","National Crime Agency","North West (England)","295","290","37950","38310"
"In post","2023","30-39","Unknown","National Crime Agency","Northern Ireland","25","25","[c]","[c]"
"In post","2023","30-39","Unknown","National Crime Agency","Overseas","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","National Crime Agency","Scotland","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","National Crime Agency","South East (England)","60","60","38190","38270"
"In post","2023","30-39","Unknown","National Crime Agency","South West (England)","120","120","38970","38310"
"In post","2023","30-39","Unknown","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","National Crime Agency","Wales","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","National Crime Agency","West Midlands (England)","110","110","38110","38310"
"In post","2023","30-39","Unknown","National Crime Agency","Yorkshire and The Humber","35","35","39130","36040"
"In post","2023","30-39","Unknown","Northern Ireland Office","London","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Office for Standards in Education, Children's Services and Skills","London","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Office for Standards in Education, Children's Services and Skills","North West (England)","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Office for Standards in Education, Children's Services and Skills","South West (England)","10","5","[c]","[c]"
"In post","2023","30-39","Unknown","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Office of Gas and Electricity Markets","London","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","Office of Gas and Electricity Markets","Scotland","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Office of the Secretary of State for Scotland","London","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Office of the Secretary of State for Scotland","Scotland","15","15","[c]","[c]"
"In post","2023","30-39","Unknown","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Scottish Government","Scotland","3470","3335","36050","33600"
"In post","2023","30-39","Unknown","The National Archives","London","30","30","[c]","[c]"
"In post","2023","30-39","Unknown","UK Statistics Authority","East of England","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","UK Statistics Authority","London","35","35","49860","54060"
"In post","2023","30-39","Unknown","UK Statistics Authority","North East (England)","15","15","[c]","[c]"
"In post","2023","30-39","Unknown","UK Statistics Authority","North West (England)","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","UK Statistics Authority","Scotland","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","UK Statistics Authority","South East (England)","200","175","35440","32460"
"In post","2023","30-39","Unknown","UK Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","UK Statistics Authority","Wales","385","370","37130","37760"
"In post","2023","30-39","Unknown","UK Statistics Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","UK Statistics Authority","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Welsh Government","Wales","120","120","39700","39690"
"In post","2023","30-39","Unknown","Welsh Government","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Attorney General's Departments","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Attorney General's Departments","East of England","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Attorney General's Departments","London","105","100","53420","55170"
"In post","2023","40-49","Declared disabled","Attorney General's Departments","North East (England)","15","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Attorney General's Departments","North West (England)","50","45","41550","49050"
"In post","2023","40-49","Declared disabled","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Attorney General's Departments","South East (England)","25","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Attorney General's Departments","South West (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Attorney General's Departments","Wales","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Attorney General's Departments","West Midlands (England)","20","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Attorney General's Departments","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2023","40-49","Declared disabled","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Cabinet Office","East of England","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Cabinet Office","London","115","115","61370","59080"
"In post","2023","40-49","Declared disabled","Cabinet Office","North East (England)","25","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Cabinet Office","North West (England)","25","25","[c]","[c]"
"In post","2023","40-49","Declared disabled","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Cabinet Office","Scotland","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Cabinet Office","South East (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Cabinet Office","South West (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Cabinet Office","Wales","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Cabinet Office","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Cabinet Office","Yorkshire and The Humber","40","40","46740","51290"
"In post","2023","40-49","Declared disabled","Chancellor's other departments","London","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Competition and Markets Authority","London","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Competition and Markets Authority","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Competition and Markets Authority","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","East of England","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","London","125","125","54570","55120"
"In post","2023","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","North East (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","North West (England)","20","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","Scotland","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","South West (England)","60","60","41460","40450"
"In post","2023","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","Wales","50","45","36720","32260"
"In post","2023","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","West Midlands (England)","30","25","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","London","25","25","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Education","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Education","London","55","55","57750","56000"
"In post","2023","40-49","Declared disabled","Department for Education","North East (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Education","North West (England)","35","35","39380","37590"
"In post","2023","40-49","Declared disabled","Department for Education","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Education","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Education","South West (England)","10","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Education","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Education","West Midlands (England)","35","35","43730","38210"
"In post","2023","40-49","Declared disabled","Department for Education","Yorkshire and The Humber","50","45","41640","37590"
"In post","2023","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","London","75","70","49900","49300"
"In post","2023","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","35","35","32110","25920"
"In post","2023","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","North West (England)","100","90","31100","25920"
"In post","2023","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","Scotland","15","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","South East (England)","40","40","37880","33320"
"In post","2023","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","South West (England)","70","65","37900","31290"
"In post","2023","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","Wales","15","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","West Midlands (England)","30","30","34680","30880"
"In post","2023","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","55","50","37420","37300"
"In post","2023","40-49","Declared disabled","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for International Trade","London","40","40","54320","55370"
"In post","2023","40-49","Declared disabled","Department for International Trade","North East (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Levelling Up, Housing and Communities","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Levelling Up, Housing and Communities","London","50","50","57800","55020"
"In post","2023","40-49","Declared disabled","Department for Levelling Up, Housing and Communities","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Levelling Up, Housing and Communities","North West (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Levelling Up, Housing and Communities","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Levelling Up, Housing and Communities","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Levelling Up, Housing and Communities","South West (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Levelling Up, Housing and Communities","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Levelling Up, Housing and Communities","West Midlands (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Transport","East Midlands (England)","25","25","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Transport","London","50","50","52230","55460"
"In post","2023","40-49","Declared disabled","Department for Transport","North East (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Transport","North West (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Transport","South East (England)","35","30","36280","31660"
"In post","2023","40-49","Declared disabled","Department for Transport","South West (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Transport","Wales","175","150","25730","22500"
"In post","2023","40-49","Declared disabled","Department for Transport","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Transport","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Work and Pensions","East Midlands (England)","235","210","27750","28120"
"In post","2023","40-49","Declared disabled","Department for Work and Pensions","East of England","220","195","29140","28120"
"In post","2023","40-49","Declared disabled","Department for Work and Pensions","London","350","325","37300","32520"
"In post","2023","40-49","Declared disabled","Department for Work and Pensions","North East (England)","405","365","28330","28120"
"In post","2023","40-49","Declared disabled","Department for Work and Pensions","North West (England)","800","715","28410","28120"
"In post","2023","40-49","Declared disabled","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Work and Pensions","Scotland","330","295","26780","28120"
"In post","2023","40-49","Declared disabled","Department for Work and Pensions","South East (England)","265","230","29330","28120"
"In post","2023","40-49","Declared disabled","Department for Work and Pensions","South West (England)","225","195","27590","28120"
"In post","2023","40-49","Declared disabled","Department for Work and Pensions","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department for Work and Pensions","Wales","245","225","28200","28120"
"In post","2023","40-49","Declared disabled","Department for Work and Pensions","West Midlands (England)","305","275","27490","28120"
"In post","2023","40-49","Declared disabled","Department for Work and Pensions","Yorkshire and The Humber","420","370","30560","28120"
"In post","2023","40-49","Declared disabled","Department of Health and Social Care","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department of Health and Social Care","London","50","45","52260","53400"
"In post","2023","40-49","Declared disabled","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department of Health and Social Care","North West (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department of Health and Social Care","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department of Health and Social Care","South East (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department of Health and Social Care","South West (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department of Health and Social Care","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Department of Health and Social Care","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Food Standards Agency","South West (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
