"Status","Year","Parent_department","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Transport","Human Resources","Female","Undeclared","25","20","[c]","[c]"
"In post","2023","Department for Transport","Human Resources","Female","Unknown","25","25","[c]","[c]"
"In post","2023","Department for Transport","Human Resources","Male","Heterosexual / straight","85","80","37840","34610"
"In post","2023","Department for Transport","Human Resources","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Department for Transport","Human Resources","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Department for Transport","Human Resources","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Department for Transport","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Intelligence Analysis","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Intelligence Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Intelligence Analysis","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Intelligence Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Intelligence Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Internal Audit","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Department for Transport","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Internal Audit","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Department for Transport","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","International Trade","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Department for Transport","International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","International Trade","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Department for Transport","International Trade","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Department for Transport","International Trade","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Department for Transport","International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Knowledge and Information Management","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Department for Transport","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Knowledge and Information Management","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Department for Transport","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Knowledge and Information Management","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Department for Transport","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Knowledge and Information Management","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Department for Transport","Knowledge and Information Management","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Department for Transport","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Legal","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Legal","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Medicine","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Department for Transport","Medicine","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Medicine","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Medicine","Female","Unknown","10","5","[c]","[c]"
"In post","2023","Department for Transport","Medicine","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Department for Transport","Medicine","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Medicine","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Medicine","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Operational Delivery","Female","Heterosexual / straight","2590","2215","25090","22500"
"In post","2023","Department for Transport","Operational Delivery","Female","LGBO","180","170","24910","22500"
"In post","2023","Department for Transport","Operational Delivery","Female","Undeclared","865","660","23590","22500"
"In post","2023","Department for Transport","Operational Delivery","Female","Unknown","710","635","23980","22500"
"In post","2023","Department for Transport","Operational Delivery","Male","Heterosexual / straight","3170","3040","29130","27450"
"In post","2023","Department for Transport","Operational Delivery","Male","LGBO","170","165","28030","26780"
"In post","2023","Department for Transport","Operational Delivery","Male","Undeclared","835","770","27920","27450"
"In post","2023","Department for Transport","Operational Delivery","Male","Unknown","980","940","27270","27190"
"In post","2023","Department for Transport","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Operational Research","Female","Heterosexual / straight","35","35","37660","33430"
"In post","2023","Department for Transport","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Operational Research","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Transport","Operational Research","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Department for Transport","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Other","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Department for Transport","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Other","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Other","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Department for Transport","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Planning","Female","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Department for Transport","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Planning","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Transport","Planning","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Department for Transport","Planning","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Planning","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Planning","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Transport","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Policy","Female","Heterosexual / straight","520","495","47400","43750"
"In post","2023","Department for Transport","Policy","Female","LGBO","45","45","48160","50590"
"In post","2023","Department for Transport","Policy","Female","Undeclared","60","55","42660","39810"
"In post","2023","Department for Transport","Policy","Female","Unknown","90","85","48510","45570"
"In post","2023","Department for Transport","Policy","Male","Heterosexual / straight","525","515","49460","50240"
"In post","2023","Department for Transport","Policy","Male","LGBO","75","75","50340","50840"
"In post","2023","Department for Transport","Policy","Male","Undeclared","95","95","46660","43750"
"In post","2023","Department for Transport","Policy","Male","Unknown","120","120","47430","43960"
"In post","2023","Department for Transport","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Project Delivery","Female","Heterosexual / straight","190","185","49160","46850"
"In post","2023","Department for Transport","Project Delivery","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Department for Transport","Project Delivery","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Department for Transport","Project Delivery","Female","Unknown","40","40","45020","43750"
"In post","2023","Department for Transport","Project Delivery","Male","Heterosexual / straight","205","200","54380","55740"
"In post","2023","Department for Transport","Project Delivery","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Department for Transport","Project Delivery","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Department for Transport","Project Delivery","Male","Unknown","45","45","50720","52290"
"In post","2023","Department for Transport","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Property","Female","Heterosexual / straight","50","50","33880","31660"
"In post","2023","Department for Transport","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Property","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Department for Transport","Property","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Transport","Property","Male","Heterosexual / straight","60","55","37770","32460"
"In post","2023","Department for Transport","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Property","Male","Undeclared","10","5","[c]","[c]"
"In post","2023","Department for Transport","Property","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Department for Transport","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Science and Engineering","Female","Heterosexual / straight","30","30","48120","43750"
"In post","2023","Department for Transport","Science and Engineering","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Science and Engineering","Male","Heterosexual / straight","115","110","48440","44660"
"In post","2023","Department for Transport","Science and Engineering","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Science and Engineering","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Department for Transport","Science and Engineering","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Department for Transport","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Security","Female","Heterosexual / straight","60","60","40820","38220"
"In post","2023","Department for Transport","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Security","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Department for Transport","Security","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Department for Transport","Security","Male","Heterosexual / straight","110","110","39260","37890"
"In post","2023","Department for Transport","Security","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Department for Transport","Security","Male","Undeclared","35","35","37850","37890"
"In post","2023","Department for Transport","Security","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Department for Transport","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Social Research","Female","Heterosexual / straight","35","30","51680","51160"
"In post","2023","Department for Transport","Social Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Social Research","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Social Research","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Department for Transport","Social Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Social Research","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Transport","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Statistics","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Department for Transport","Statistics","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Department for Transport","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Statistics","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Transport","Statistics","Male","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Department for Transport","Statistics","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Department for Transport","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Unknown","Female","Heterosexual / straight","220","210","44220","35400"
"In post","2023","Department for Transport","Unknown","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Department for Transport","Unknown","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Department for Transport","Unknown","Female","Unknown","100","95","46750","37190"
"In post","2023","Department for Transport","Unknown","Male","Heterosexual / straight","215","210","60140","55720"
"In post","2023","Department for Transport","Unknown","Male","LGBO","30","30","[c]","[c]"
"In post","2023","Department for Transport","Unknown","Male","Undeclared","35","35","64720","63610"
"In post","2023","Department for Transport","Unknown","Male","Unknown","95","90","48170","39430"
"In post","2023","Department for Transport","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Commercial","Female","Heterosexual / straight","365","335","38690","38470"
"In post","2023","Department for Work and Pensions","Commercial","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Department for Work and Pensions","Commercial","Female","Undeclared","30","25","36670","34180"
"In post","2023","Department for Work and Pensions","Commercial","Female","Unknown","40","35","36280","34170"
"In post","2023","Department for Work and Pensions","Commercial","Male","Heterosexual / straight","210","200","39820","38470"
"In post","2023","Department for Work and Pensions","Commercial","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Department for Work and Pensions","Commercial","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Department for Work and Pensions","Commercial","Male","Unknown","60","60","41230","38470"
"In post","2023","Department for Work and Pensions","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Communications","Female","Heterosexual / straight","65","60","44220","42590"
"In post","2023","Department for Work and Pensions","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Communications","Female","Unknown","20","15","[c]","[c]"
"In post","2023","Department for Work and Pensions","Communications","Male","Heterosexual / straight","30","30","48370","45050"
"In post","2023","Department for Work and Pensions","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Communications","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Communications","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Counter Fraud","Female","Heterosexual / straight","2760","2460","29160","28120"
"In post","2023","Department for Work and Pensions","Counter Fraud","Female","LGBO","150","145","28870","28120"
"In post","2023","Department for Work and Pensions","Counter Fraud","Female","Undeclared","325","280","28030","28120"
"In post","2023","Department for Work and Pensions","Counter Fraud","Female","Unknown","590","490","29090","28120"
"In post","2023","Department for Work and Pensions","Counter Fraud","Male","Heterosexual / straight","1645","1555","29560","28120"
"In post","2023","Department for Work and Pensions","Counter Fraud","Male","LGBO","130","130","30130","28120"
"In post","2023","Department for Work and Pensions","Counter Fraud","Male","Undeclared","240","220","29210","28120"
"In post","2023","Department for Work and Pensions","Counter Fraud","Male","Unknown","385","350","29680","28120"
"In post","2023","Department for Work and Pensions","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Digital, Data and Technology","Female","Heterosexual / straight","1075","1005","42080","38470"
"In post","2023","Department for Work and Pensions","Digital, Data and Technology","Female","LGBO","60","55","42110","38470"
"In post","2023","Department for Work and Pensions","Digital, Data and Technology","Female","Undeclared","105","100","43130","38830"
"In post","2023","Department for Work and Pensions","Digital, Data and Technology","Female","Unknown","230","210","41360","38470"
"In post","2023","Department for Work and Pensions","Digital, Data and Technology","Male","Heterosexual / straight","1905","1855","44660","39220"
"In post","2023","Department for Work and Pensions","Digital, Data and Technology","Male","LGBO","110","110","41010","38470"
"In post","2023","Department for Work and Pensions","Digital, Data and Technology","Male","Undeclared","245","235","44320","39100"
"In post","2023","Department for Work and Pensions","Digital, Data and Technology","Male","Unknown","520","505","43510","38470"
"In post","2023","Department for Work and Pensions","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Economics","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Department for Work and Pensions","Economics","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Economics","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Economics","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Department for Work and Pensions","Economics","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Economics","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Finance","Female","Heterosexual / straight","450","405","39340","38470"
"In post","2023","Department for Work and Pensions","Finance","Female","LGBO","20","15","[c]","[c]"
"In post","2023","Department for Work and Pensions","Finance","Female","Undeclared","55","50","33940","34170"
"In post","2023","Department for Work and Pensions","Finance","Female","Unknown","70","60","39230","34170"
"In post","2023","Department for Work and Pensions","Finance","Male","Heterosexual / straight","370","355","41440","38470"
"In post","2023","Department for Work and Pensions","Finance","Male","LGBO","30","30","41700","36720"
"In post","2023","Department for Work and Pensions","Finance","Male","Undeclared","45","45","40660","36320"
"In post","2023","Department for Work and Pensions","Finance","Male","Unknown","75","70","42080","38470"
"In post","2023","Department for Work and Pensions","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Human Resources","Female","Heterosexual / straight","405","370","42160","38470"
"In post","2023","Department for Work and Pensions","Human Resources","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Department for Work and Pensions","Human Resources","Female","Undeclared","20","15","[c]","[c]"
"In post","2023","Department for Work and Pensions","Human Resources","Female","Unknown","55","55","40220","38470"
"In post","2023","Department for Work and Pensions","Human Resources","Male","Heterosexual / straight","140","135","42440","38470"
"In post","2023","Department for Work and Pensions","Human Resources","Male","LGBO","30","30","[c]","[c]"
"In post","2023","Department for Work and Pensions","Human Resources","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Department for Work and Pensions","Human Resources","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Department for Work and Pensions","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Knowledge and Information Management","Female","Heterosexual / straight","195","180","35710","34170"
"In post","2023","Department for Work and Pensions","Knowledge and Information Management","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","Knowledge and Information Management","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Department for Work and Pensions","Knowledge and Information Management","Female","Unknown","50","45","38780","34170"
"In post","2023","Department for Work and Pensions","Knowledge and Information Management","Male","Heterosexual / straight","95","95","36500","34170"
"In post","2023","Department for Work and Pensions","Knowledge and Information Management","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","Knowledge and Information Management","Male","Undeclared","20","15","[c]","[c]"
"In post","2023","Department for Work and Pensions","Knowledge and Information Management","Male","Unknown","45","40","39540","34170"
"In post","2023","Department for Work and Pensions","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Legal","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Department for Work and Pensions","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Legal","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Operational Delivery","Female","Heterosexual / straight","30635","26310","27850","28120"
"In post","2023","Department for Work and Pensions","Operational Delivery","Female","LGBO","1330","1235","27600","28120"
"In post","2023","Department for Work and Pensions","Operational Delivery","Female","Undeclared","3565","3000","27420","28120"
"In post","2023","Department for Work and Pensions","Operational Delivery","Female","Unknown","7450","6020","26760","28120"
"In post","2023","Department for Work and Pensions","Operational Delivery","Male","Heterosexual / straight","14690","14110","28560","28120"
"In post","2023","Department for Work and Pensions","Operational Delivery","Male","LGBO","1395","1345","27930","28120"
"In post","2023","Department for Work and Pensions","Operational Delivery","Male","Undeclared","1985","1865","28510","28120"
"In post","2023","Department for Work and Pensions","Operational Delivery","Male","Unknown","3445","3265","27350","28120"
"In post","2023","Department for Work and Pensions","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Operational Research","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Department for Work and Pensions","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Operational Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Other","Female","Heterosexual / straight","2325","1995","27450","26280"
"In post","2023","Department for Work and Pensions","Other","Female","LGBO","95","90","27830","23930"
"In post","2023","Department for Work and Pensions","Other","Female","Undeclared","245","210","26720","25610"
"In post","2023","Department for Work and Pensions","Other","Female","Unknown","445","370","26800","21690"
