"Status","Year","Organisation","Profession_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Accountant in Bankruptcy","Unknown","Scotland","East Ayrshire and North Ayrshire mainland","125","110","33960","31940"
"In post","2023","Accountant in Bankruptcy","Unknown","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Communications","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Communications","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Digital, Data and Technology","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Economics","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Finance","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Finance","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Human Resources","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Operational Delivery","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Operational Delivery","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Operational Delivery","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Other","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Planning","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Planning","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Planning","Yorkshire and The Humber","York","5","5","[c]","[c]"
"In post","2023","Active Travel England","Policy","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Project Delivery","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Project Delivery","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Project Delivery","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Project Delivery","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Science and Engineering","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Science and Engineering","Yorkshire and The Humber","York","15","15","45350","40000"
"In post","2023","Active Travel England","Statistics","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Commercial","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Commercial","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Commercial","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Commercial","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","London","Westminster","10","10","42200","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","Westminster","35","35","51300","49550"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","North East (England)","Tyneside","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Scotland","Glasgow City","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","London","Westminster","10","10","44970","39950"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","London","Westminster","10","10","39040","38230"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Midlands (England)","Nottingham","95","90","30080","29500"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","East of England","Suffolk CC","35","35","34570","33680"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","East of England","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","Wandsworth","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","Westminster","80","75","41050","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","North East (England)","Tyneside","125","115","30690","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Manchester","135","125","31910","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Scotland","Glasgow City","85","75","31920","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","North Hampshire","15","15","35080","35190"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","Bristol, City of","35","35","33170","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","Cardiff and Vale of Glamorgan","75","70","30780","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","Birmingham","60","55","32240","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Yorkshire and The Humber","Leeds","60","55","33250","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","East Midlands (England)","South Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","South East (England)","West Surrey","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","West Midlands (England)","Worcestershire CC","10","10","30720","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Leicestershire CC and Rutland","15","15","31430","28010"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Lincolnshire CC","20","15","33820","32220"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Nottingham","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","South and West Derbyshire","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East of England","Cambridgeshire CC","25","25","32100","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East of England","Heart of Essex","30","30","31390","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East of England","Hertfordshire CC","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East of England","North and West Norfolk","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East of England","Norwich and East Norfolk","10","10","30050","28590"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East of England","Suffolk CC","30","30","31020","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East of England","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","London","Harrow and Hillingdon","10","10","37980","35390"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","London","Hounslow and Richmond upon Thames","45","45","34840","32720"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","London","Westminster","15","15","37850","29570"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North East (England)","Tyneside","30","30","32280","28370"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North West (England)","Cheshire East","20","20","33020","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North West (England)","East Cumbria","160","150","24560","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North West (England)","Manchester","20","20","30710","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North West (England)","Mid Lancashire","90","80","29850","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Scotland","Aberdeen City and Aberdeenshire","10","10","32000","26710"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Scotland","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","15","15","24750","24030"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Scotland","Perth and Kinross, and Stirling","35","35","26910","24230"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Scotland","Scottish Borders","10","10","31180","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Scotland","South Ayrshire","10","10","26800","24030"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Scotland","South Lanarkshire","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South East (England)","Central Hampshire","30","30","31200","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South East (England)","East Kent","35","35","30140","29740"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South East (England)","Mid Kent","25","25","30550","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South East (England)","Oxfordshire CC","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South East (England)","West Surrey","165","155","32930","29080"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South East (England)","West Sussex (North East)","20","20","32390","30640"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South West (England)","Bristol, City of","70","70","24440","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South West (England)","Cornwall and Isles of Scilly","45","40","27350","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South West (England)","Devon CC","175","165","25620","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South West (England)","Dorset","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South West (England)","Gloucestershire CC","45","40","29470","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South West (England)","Somerset CC","15","15","32720","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South West (England)","Wiltshire","10","10","31150","26850"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Wales","Cardiff and Vale of Glamorgan","85","85","27500","22580"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Wales","Gwynedd","60","50","26530","24050"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Wales","Powys","15","15","35440","31010"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Wales","South West Wales","120","110","26680","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Shropshire","25","25","30830","26850"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Staffordshire CC","85","85","25780","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Worcestershire CC","115","105","28150","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","East Riding of Yorkshire","30","25","29300","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","North Yorkshire CC","110","105","30300","26030"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","York","125","125","26700","24920"
"In post","2023","Animal and Plant Health Agency","Other","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","South East (England)","West Surrey","15","15","37140","40260"
"In post","2023","Animal and Plant Health Agency","Other","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","Worcestershire CC","20","20","35450","34480"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","South Nottinghamshire","15","15","30470","30320"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","East of England","Suffolk CC","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","North East (England)","Tyneside","15","15","29730","25920"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","North West (England)","East Cumbria","15","15","25450","25920"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Scotland","East Lothian and Midlothian","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","South East (England)","West Surrey","455","435","33670","29190"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","South West (England)","Devon CC","15","15","32640","28760"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Wales","South West Wales","15","15","26850","22500"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","Shropshire","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","Worcestershire CC","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","North Yorkshire CC","10","10","35830","32570"
"In post","2023","Animal and Plant Health Agency","Unknown","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East of England","Suffolk CC","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East of England","West Essex","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","London","Westminster","5","5","[c]","[c]"
