"Status","Year","Ethnicity","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","White","Cumbria","SEO","115","110","40560","37980"
"In post","2023","White","Cumbria","Unknown","295","280","37820","33340"
"In post","2023","White","Derbyshire and Nottinghamshire","AA","320","300","22220","23230"
"In post","2023","White","Derbyshire and Nottinghamshire","AO","2345","2125","25010","22520"
"In post","2023","White","Derbyshire and Nottinghamshire","EO","2505","2290","28370","28120"
"In post","2023","White","Derbyshire and Nottinghamshire","G6","275","270","70650","70990"
"In post","2023","White","Derbyshire and Nottinghamshire","G7","870","835","56650","56830"
"In post","2023","White","Derbyshire and Nottinghamshire","HEO","1745","1660","34560","34700"
"In post","2023","White","Derbyshire and Nottinghamshire","SCS level","55","55","89980","86290"
"In post","2023","White","Derbyshire and Nottinghamshire","SEO","1165","1110","43000","42210"
"In post","2023","White","Derbyshire and Nottinghamshire","Unknown","605","560","30050","29050"
"In post","2023","White","Devon","AA","415","390","21780","21380"
"In post","2023","White","Devon","AO","1815","1615","25060","22220"
"In post","2023","White","Devon","EO","1830","1645","28390","28120"
"In post","2023","White","Devon","G6","265","250","65640","62340"
"In post","2023","White","Devon","G7","715","680","51590","49400"
"In post","2023","White","Devon","HEO","1125","1050","34640","34170"
"In post","2023","White","Devon","SCS level","30","30","94920","91090"
"In post","2023","White","Devon","SEO","1115","1060","41870","40140"
"In post","2023","White","Devon","Unknown","445","415","33590","30810"
"In post","2023","White","Dorset and Somerset","AA","305","280","21900","21380"
"In post","2023","White","Dorset and Somerset","AO","1035","945","25090","22220"
"In post","2023","White","Dorset and Somerset","EO","1290","1175","28580","28120"
"In post","2023","White","Dorset and Somerset","G6","80","80","72160","68600"
"In post","2023","White","Dorset and Somerset","G7","215","205","56000","55470"
"In post","2023","White","Dorset and Somerset","HEO","785","740","34710","34370"
"In post","2023","White","Dorset and Somerset","SCS level","10","10","[c]","[c]"
"In post","2023","White","Dorset and Somerset","SEO","520","500","43420","43890"
"In post","2023","White","Dorset and Somerset","Unknown","325","295","29390","26840"
"In post","2023","White","East Anglia","AA","740","680","22010","23230"
"In post","2023","White","East Anglia","AO","2940","2700","26600","24510"
"In post","2023","White","East Anglia","EO","2545","2330","28850","28120"
"In post","2023","White","East Anglia","G6","195","185","70410","67000"
"In post","2023","White","East Anglia","G7","530","510","55390","53640"
"In post","2023","White","East Anglia","HEO","1670","1595","34420","34170"
"In post","2023","White","East Anglia","SCS level","45","45","100380","99080"
"In post","2023","White","East Anglia","SEO","1030","985","42870","41390"
"In post","2023","White","East Anglia","Unknown","745","685","29700","27740"
"In post","2023","White","East Wales","AA","355","335","21530","21380"
"In post","2023","White","East Wales","AO","3525","3185","23890","22520"
"In post","2023","White","East Wales","EO","3775","3515","28180","28120"
"In post","2023","White","East Wales","G6","540","525","69610","69580"
"In post","2023","White","East Wales","G7","2015","1930","57350","57150"
"In post","2023","White","East Wales","HEO","3160","3005","34760","34700"
"In post","2023","White","East Wales","SCS level","265","255","87390","81600"
"In post","2023","White","East Wales","SEO","2535","2440","43070","42140"
"In post","2023","White","East Wales","Unknown","500","475","30710","29050"
"In post","2023","White","East Yorkshire and Northern Lincolnshire","AA","250","230","22890","23230"
"In post","2023","White","East Yorkshire and Northern Lincolnshire","AO","1490","1330","27100","28590"
"In post","2023","White","East Yorkshire and Northern Lincolnshire","EO","1400","1270","28870","28120"
"In post","2023","White","East Yorkshire and Northern Lincolnshire","G6","30","30","[c]","[c]"
"In post","2023","White","East Yorkshire and Northern Lincolnshire","G7","110","105","56100","54260"
"In post","2023","White","East Yorkshire and Northern Lincolnshire","HEO","410","390","34860","34170"
"In post","2023","White","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","East Yorkshire and Northern Lincolnshire","SEO","195","185","43820","41260"
"In post","2023","White","East Yorkshire and Northern Lincolnshire","Unknown","405","370","30630","29050"
"In post","2023","White","Eastern Scotland","AA","710","665","23280","23340"
"In post","2023","White","Eastern Scotland","AO","2795","2575","24170","22520"
"In post","2023","White","Eastern Scotland","EO","3750","3495","30220","29100"
"In post","2023","White","Eastern Scotland","G6","910","865","75750","78140"
"In post","2023","White","Eastern Scotland","G7","1695","1620","59540","58850"
"In post","2023","White","Eastern Scotland","HEO","2730","2620","36610","35000"
"In post","2023","White","Eastern Scotland","SCS level","210","205","90410","85200"
"In post","2023","White","Eastern Scotland","SEO","2105","2000","46240","45570"
"In post","2023","White","Eastern Scotland","Unknown","25","25","[c]","[c]"
"In post","2023","White","Essex","AA","135","120","21360","19930"
"In post","2023","White","Essex","AO","725","660","25790","25610"
"In post","2023","White","Essex","EO","1320","1205","29890","31280"
"In post","2023","White","Essex","G6","35","35","73790","70840"
"In post","2023","White","Essex","G7","130","125","59030","56330"
"In post","2023","White","Essex","HEO","370","350","35120","34440"
"In post","2023","White","Essex","SCS level","10","10","[c]","[c]"
"In post","2023","White","Essex","SEO","205","195","43900","42510"
"In post","2023","White","Essex","Unknown","355","330","30240","26840"
"In post","2023","White","Gloucestershire, Wiltshire and Bath/Bristol area","AA","450","420","21660","21380"
"In post","2023","White","Gloucestershire, Wiltshire and Bath/Bristol area","AO","2845","2635","24270","22220"
"In post","2023","White","Gloucestershire, Wiltshire and Bath/Bristol area","EO","3510","3245","28040","27890"
"In post","2023","White","Gloucestershire, Wiltshire and Bath/Bristol area","G6","1145","1095","69730","69830"
"In post","2023","White","Gloucestershire, Wiltshire and Bath/Bristol area","G7","3870","3730","53890","53950"
"In post","2023","White","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","5015","4790","33290","33420"
"In post","2023","White","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","280","275","98200","90600"
"In post","2023","White","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","5220","5020","41740","41510"
"In post","2023","White","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","1930","1840","39810","36330"
"In post","2023","White","Greater Manchester","AA","315","285","21980","22520"
"In post","2023","White","Greater Manchester","AO","3090","2805","23380","21780"
"In post","2023","White","Greater Manchester","EO","3620","3370","27940","28120"
"In post","2023","White","Greater Manchester","G6","565","550","69680","69940"
"In post","2023","White","Greater Manchester","G7","1675","1620","55360","54840"
"In post","2023","White","Greater Manchester","HEO","2620","2525","33790","34170"
"In post","2023","White","Greater Manchester","SCS level","130","130","93180","84810"
"In post","2023","White","Greater Manchester","SEO","1950","1880","41350","41780"
"In post","2023","White","Greater Manchester","Unknown","970","925","30410","28080"
"In post","2023","White","Hampshire and Isle of Wight","AA","785","670","21460","21380"
"In post","2023","White","Hampshire and Isle of Wight","AO","2560","2205","24770","22220"
"In post","2023","White","Hampshire and Isle of Wight","EO","2610","2440","28400","28060"
"In post","2023","White","Hampshire and Isle of Wight","G6","365","350","70190","66810"
"In post","2023","White","Hampshire and Isle of Wight","G7","1515","1450","55020","54100"
"In post","2023","White","Hampshire and Isle of Wight","HEO","2280","2190","33830","33990"
"In post","2023","White","Hampshire and Isle of Wight","SCS level","85","80","92600","90260"
"In post","2023","White","Hampshire and Isle of Wight","SEO","1805","1740","41660","41000"
"In post","2023","White","Hampshire and Isle of Wight","Unknown","490","450","30220","29050"
"In post","2023","White","Herefordshire, Worcestershire and Warwickshire","AA","245","220","22100","23230"
"In post","2023","White","Herefordshire, Worcestershire and Warwickshire","AO","1045","960","25660","22220"
"In post","2023","White","Herefordshire, Worcestershire and Warwickshire","EO","835","775","28870","28120"
"In post","2023","White","Herefordshire, Worcestershire and Warwickshire","G6","45","45","72620","68110"
"In post","2023","White","Herefordshire, Worcestershire and Warwickshire","G7","130","125","55260","52000"
"In post","2023","White","Herefordshire, Worcestershire and Warwickshire","HEO","335","320","34260","33990"
"In post","2023","White","Herefordshire, Worcestershire and Warwickshire","SCS level","10","10","[c]","[c]"
"In post","2023","White","Herefordshire, Worcestershire and Warwickshire","SEO","240","225","43600","41510"
"In post","2023","White","Herefordshire, Worcestershire and Warwickshire","Unknown","320","300","31220","29050"
"In post","2023","White","Highlands and Islands","AA","125","115","22310","21380"
"In post","2023","White","Highlands and Islands","AO","510","480","24360","23040"
"In post","2023","White","Highlands and Islands","EO","565","520","30080","28120"
"In post","2023","White","Highlands and Islands","G6","30","30","74300","74000"
"In post","2023","White","Highlands and Islands","G7","55","55","57460","55990"
"In post","2023","White","Highlands and Islands","HEO","260","250","36160","34730"
"In post","2023","White","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Highlands and Islands","SEO","120","115","45180","45350"
"In post","2023","White","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Inner London - East","AA","80","70","24360","23000"
"In post","2023","White","Inner London - East","AO","665","615","28860","26920"
"In post","2023","White","Inner London - East","EO","1450","1375","33310","32520"
"In post","2023","White","Inner London - East","G6","935","900","74090","73800"
"In post","2023","White","Inner London - East","G7","1705","1650","60330","60570"
"In post","2023","White","Inner London - East","HEO","1620","1570","39260","39450"
"In post","2023","White","Inner London - East","SCS level","445","430","99150","94340"
"In post","2023","White","Inner London - East","SEO","1315","1270","46540","45960"
"In post","2023","White","Inner London - East","Unknown","375","360","39400","36050"
"In post","2023","White","Inner London - West","AA","220","210","24330","23000"
"In post","2023","White","Inner London - West","AO","1130","1080","28390","25900"
"In post","2023","White","Inner London - West","EO","2665","2585","30710","30160"
"In post","2023","White","Inner London - West","G6","4990","4785","70380","68470"
"In post","2023","White","Inner London - West","G7","9945","9625","57580","56040"
"In post","2023","White","Inner London - West","HEO","6165","6070","35850","35410"
"In post","2023","White","Inner London - West","SCS level","2750","2650","91100","81640"
"In post","2023","White","Inner London - West","SEO","5880","5740","43920","43650"
"In post","2023","White","Inner London - West","Unknown","85","80","41530","42250"
"In post","2023","White","Kent","AA","325","300","22490","23230"
"In post","2023","White","Kent","AO","1715","1585","27500","25610"
"In post","2023","White","Kent","EO","2705","2500","29190","27650"
"In post","2023","White","Kent","G6","70","65","74380","71430"
"In post","2023","White","Kent","G7","180","175","57870","54460"
"In post","2023","White","Kent","HEO","910","870","35270","33220"
"In post","2023","White","Kent","SCS level","10","10","[c]","[c]"
"In post","2023","White","Kent","SEO","420","405","44070","42050"
"In post","2023","White","Kent","Unknown","415","385","30090","29050"
"In post","2023","White","Lancashire","AA","355","310","22370","23230"
"In post","2023","White","Lancashire","AO","3705","3295","23910","21690"
"In post","2023","White","Lancashire","EO","3580","3240","28470","28120"
"In post","2023","White","Lancashire","G6","235","225","71040","66860"
"In post","2023","White","Lancashire","G7","690","660","54480","52160"
"In post","2023","White","Lancashire","HEO","1365","1275","34730","34170"
"In post","2023","White","Lancashire","SCS level","40","40","86280","80470"
"In post","2023","White","Lancashire","SEO","1005","960","41500","39270"
"In post","2023","White","Lancashire","Unknown","555","530","30240","27530"
"In post","2023","White","Leicestershire, Rutland and Northamptonshire","AA","190","175","21850","23230"
"In post","2023","White","Leicestershire, Rutland and Northamptonshire","AO","1300","1165","25230","22220"
"In post","2023","White","Leicestershire, Rutland and Northamptonshire","EO","1050","965","28830","28120"
"In post","2023","White","Leicestershire, Rutland and Northamptonshire","G6","45","45","72570","70560"
"In post","2023","White","Leicestershire, Rutland and Northamptonshire","G7","145","135","55650","53780"
"In post","2023","White","Leicestershire, Rutland and Northamptonshire","HEO","450","430","35260","34170"
"In post","2023","White","Leicestershire, Rutland and Northamptonshire","SCS level","10","10","[c]","[c]"
"In post","2023","White","Leicestershire, Rutland and Northamptonshire","SEO","250","240","44640","41680"
"In post","2023","White","Leicestershire, Rutland and Northamptonshire","Unknown","410","385","31200","29050"
"In post","2023","White","Lincolnshire","AA","245","230","21820","21380"
"In post","2023","White","Lincolnshire","AO","845","785","25410","22220"
"In post","2023","White","Lincolnshire","EO","640","590","28800","28120"
"In post","2023","White","Lincolnshire","G6","30","30","73290","68740"
"In post","2023","White","Lincolnshire","G7","80","75","56390","54870"
"In post","2023","White","Lincolnshire","HEO","340","330","34670","34170"
"In post","2023","White","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Lincolnshire","SEO","215","205","43790","42230"
"In post","2023","White","Lincolnshire","Unknown","220","210","30230","27360"
"In post","2023","White","Merseyside","AA","385","335","20570","19500"
"In post","2023","White","Merseyside","AO","4735","4170","22630","22400"
"In post","2023","White","Merseyside","EO","5295","4845","27390","27890"
"In post","2023","White","Merseyside","G6","325","320","69710","69940"
"In post","2023","White","Merseyside","G7","1200","1160","56270","56180"
"In post","2023","White","Merseyside","HEO","2800","2680","33600","34170"
"In post","2023","White","Merseyside","SCS level","70","70","88860","79940"
"In post","2023","White","Merseyside","SEO","1830","1765","41560","41510"
"In post","2023","White","Merseyside","Unknown","670","635","29880","26840"
"In post","2023","White","North Eastern Scotland","AA","40","30","23980","23340"
"In post","2023","White","North Eastern Scotland","AO","280","260","28810","25710"
"In post","2023","White","North Eastern Scotland","EO","440","405","30740","29450"
"In post","2023","White","North Eastern Scotland","G6","30","30","76220","76530"
"In post","2023","White","North Eastern Scotland","G7","90","90","64440","58850"
"In post","2023","White","North Eastern Scotland","HEO","230","220","38270","36330"
"In post","2023","White","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","North Eastern Scotland","SEO","205","195","56290","49860"
"In post","2023","White","North Yorkshire","AA","220","205","20850","21380"
"In post","2023","White","North Yorkshire","AO","755","700","24640","22220"
"In post","2023","White","North Yorkshire","EO","865","815","27940","27470"
"In post","2023","White","North Yorkshire","G6","150","145","67780","64150"
"In post","2023","White","North Yorkshire","G7","410","395","54090","51460"
"In post","2023","White","North Yorkshire","HEO","720","695","33590","33180"
"In post","2023","White","North Yorkshire","SCS level","35","35","90770","85000"
"In post","2023","White","North Yorkshire","SEO","505","490","40300","38940"
"In post","2023","White","North Yorkshire","Unknown","230","210","30980","29050"
"In post","2023","White","Northern Ireland","AA","415","400","21610","22130"
"In post","2023","White","Northern Ireland","AO","850","780","22650","22520"
"In post","2023","White","Northern Ireland","EO","860","815","28260","27890"
"In post","2023","White","Northern Ireland","G6","55","50","72020","71300"
"In post","2023","White","Northern Ireland","G7","240","235","56490","56930"
"In post","2023","White","Northern Ireland","HEO","700","675","34970","34700"
"In post","2023","White","Northern Ireland","SCS level","10","10","[c]","[c]"
"In post","2023","White","Northern Ireland","SEO","355","340","41620","42140"
"In post","2023","White","Northumberland, and Tyne and Wear","AA","390","305","21850","22520"
"In post","2023","White","Northumberland, and Tyne and Wear","AO","5880","4995","22100","22150"
"In post","2023","White","Northumberland, and Tyne and Wear","EO","4640","4225","27990","28120"
"In post","2023","White","Northumberland, and Tyne and Wear","G6","475","465","69070","69940"
"In post","2023","White","Northumberland, and Tyne and Wear","G7","1530","1475","55120","55940"
"In post","2023","White","Northumberland, and Tyne and Wear","HEO","2990","2845","34250","34400"
"In post","2023","White","Northumberland, and Tyne and Wear","SCS level","90","85","89830","80400"
"In post","2023","White","Northumberland, and Tyne and Wear","SEO","2015","1925","41280","42140"
"In post","2023","White","Northumberland, and Tyne and Wear","Unknown","545","510","29920","29050"
"In post","2023","White","Outer London - East and North East","AA","130","115","25670","26630"
"In post","2023","White","Outer London - East and North East","AO","470","435","29590","27930"
"In post","2023","White","Outer London - East and North East","EO","570","520","33390","32520"
"In post","2023","White","Outer London - East and North East","G6","20","20","[c]","[c]"
"In post","2023","White","Outer London - East and North East","G7","25","25","[c]","[c]"
"In post","2023","White","Outer London - East and North East","HEO","155","150","39420","39150"
"In post","2023","White","Outer London - East and North East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Outer London - East and North East","SEO","80","80","48190","44940"
"In post","2023","White","Outer London - East and North East","Unknown","125","120","35160","34320"
"In post","2023","White","Outer London - South","AA","95","85","23210","23500"
"In post","2023","White","Outer London - South","AO","530","475","26220","26400"
"In post","2023","White","Outer London - South","EO","1235","1155","31690","31310"
"In post","2023","White","Outer London - South","G6","430","410","75620","76450"
"In post","2023","White","Outer London - South","G7","805","775","62530","61600"
"In post","2023","White","Outer London - South","HEO","1055","1010","38290","38410"
"In post","2023","White","Outer London - South","SCS level","100","95","88570","83460"
"In post","2023","White","Outer London - South","SEO","925","885","45770","45420"
"In post","2023","White","Outer London - South","Unknown","145","130","35340","34820"
"In post","2023","White","Outer London - West and North West","AA","110","95","25180","26190"
"In post","2023","White","Outer London - West and North West","AO","525","485","28050","26400"
"In post","2023","White","Outer London - West and North West","EO","1185","1085","31470","31230"
"In post","2023","White","Outer London - West and North West","G6","110","105","70380","69180"
"In post","2023","White","Outer London - West and North West","G7","280","270","56920","55680"
"In post","2023","White","Outer London - West and North West","HEO","635","605","36130","36180"
"In post","2023","White","Outer London - West and North West","SCS level","30","25","[c]","[c]"
"In post","2023","White","Outer London - West and North West","SEO","480","465","44200","43420"
"In post","2023","White","Outer London - West and North West","Unknown","125","115","35450","34820"
"In post","2023","White","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","Overseas","AO","35","35","28530","28070"
"In post","2023","White","Overseas","EO","140","140","35270","34130"
"In post","2023","White","Overseas","G6","310","305","70060","67160"
"In post","2023","White","Overseas","G7","525","525","58100","56100"
"In post","2023","White","Overseas","HEO","635","635","37830","35280"
"In post","2023","White","Overseas","SCS level","225","225","88200","78230"
"In post","2023","White","Overseas","SEO","345","345","49130","47380"
"In post","2023","White","Overseas","Unknown","95","95","[c]","[c]"
"In post","2023","White","Shropshire and Staffordshire","AA","405","370","22230","23230"
"In post","2023","White","Shropshire and Staffordshire","AO","1915","1760","26040","23390"
"In post","2023","White","Shropshire and Staffordshire","EO","1920","1780","29040","28120"
"In post","2023","White","Shropshire and Staffordshire","G6","160","155","72070","69940"
"In post","2023","White","Shropshire and Staffordshire","G7","465","450","57040","56870"
"In post","2023","White","Shropshire and Staffordshire","HEO","1070","1020","34910","34300"
"In post","2023","White","Shropshire and Staffordshire","SCS level","40","40","96650","84260"
"In post","2023","White","Shropshire and Staffordshire","SEO","835","805","43450","42140"
"In post","2023","White","Shropshire and Staffordshire","Unknown","455","415","31280","29050"
"In post","2023","White","South Yorkshire","AA","220","195","21980","23230"
"In post","2023","White","South Yorkshire","AO","1800","1555","24140","22400"
"In post","2023","White","South Yorkshire","EO","2130","1895","28130","28120"
"In post","2023","White","South Yorkshire","G6","330","315","67070","66070"
"In post","2023","White","South Yorkshire","G7","855","815","53910","52150"
"In post","2023","White","South Yorkshire","HEO","1300","1225","33480","32440"
"In post","2023","White","South Yorkshire","SCS level","80","75","83130","77070"
"In post","2023","White","South Yorkshire","SEO","1200","1135","40280","38560"
"In post","2023","White","South Yorkshire","Unknown","470","435","30260","29050"
"In post","2023","White","Southern Scotland","AA","100","90","22600","22460"
"In post","2023","White","Southern Scotland","AO","1475","1305","23460","22520"
"In post","2023","White","Southern Scotland","EO","1350","1205","29130","28130"
"In post","2023","White","Southern Scotland","G6","120","115","69160","71180"
"In post","2023","White","Southern Scotland","G7","325","310","55390","54870"
"In post","2023","White","Southern Scotland","HEO","650","610","35510","34950"
"In post","2023","White","Southern Scotland","SCS level","25","25","[c]","[c]"
"In post","2023","White","Southern Scotland","SEO","365","350","42930","42140"
"In post","2023","White","Surrey, East and West Sussex","AA","280","250","22920","23230"
"In post","2023","White","Surrey, East and West Sussex","AO","1660","1510","26590","25340"
"In post","2023","White","Surrey, East and West Sussex","EO","2075","1865","29220","28120"
"In post","2023","White","Surrey, East and West Sussex","G6","150","145","71040","67750"
"In post","2023","White","Surrey, East and West Sussex","G7","385","370","57820","56030"
"In post","2023","White","Surrey, East and West Sussex","HEO","805","760","35220","34180"
"In post","2023","White","Surrey, East and West Sussex","SCS level","45","40","90520","84620"
"In post","2023","White","Surrey, East and West Sussex","SEO","565","535","43690","42140"
"In post","2023","White","Surrey, East and West Sussex","Unknown","475","430","32090","29050"
"In post","2023","White","Tees Valley and Durham","AA","395","355","22670","23230"
"In post","2023","White","Tees Valley and Durham","AO","3260","2885","25670","22520"
"In post","2023","White","Tees Valley and Durham","EO","2150","1940","28550","28120"
"In post","2023","White","Tees Valley and Durham","G6","140","135","67650","64020"
"In post","2023","White","Tees Valley and Durham","G7","430","415","54390","52000"
"In post","2023","White","Tees Valley and Durham","HEO","1010","960","33690","32490"
"In post","2023","White","Tees Valley and Durham","SCS level","45","45","90270","81600"
"In post","2023","White","Tees Valley and Durham","SEO","725","690","41890","39210"
"In post","2023","White","Tees Valley and Durham","Unknown","620","585","30240","29050"
"In post","2023","White","Unknown","AA","15","15","[c]","[c]"
"In post","2023","White","Unknown","AO","100","95","23750","21780"
"In post","2023","White","Unknown","EO","220","200","28340","28120"
"In post","2023","White","Unknown","G6","25","25","[c]","[c]"
"In post","2023","White","Unknown","G7","65","65","56710","55710"
"In post","2023","White","Unknown","HEO","115","110","38100","35240"
"In post","2023","White","Unknown","SCS level","10","10","[c]","[c]"
"In post","2023","White","Unknown","SEO","90","85","45540","45070"
"In post","2023","White","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","White","West Central Scotland","AA","770","720","22580","22180"
"In post","2023","White","West Central Scotland","AO","4205","3745","23860","22220"
"In post","2023","White","West Central Scotland","EO","4115","3805","29060","28120"
"In post","2023","White","West Central Scotland","G6","605","585","73140","73540"
"In post","2023","White","West Central Scotland","G7","1225","1180","57780","57360"
"In post","2023","White","West Central Scotland","HEO","2760","2640","35350","34700"
"In post","2023","White","West Central Scotland","SCS level","90","90","89440","85200"
"In post","2023","White","West Central Scotland","SEO","1620","1570","44570","42860"
"In post","2023","White","West Central Scotland","Unknown","75","75","40850","42230"
"In post","2023","White","West Midlands","AA","170","150","20850","19930"
"In post","2023","White","West Midlands","AO","2095","1840","22820","21780"
"In post","2023","White","West Midlands","EO","2885","2595","28160","28120"
"In post","2023","White","West Midlands","G6","385","370","68740","67060"
"In post","2023","White","West Midlands","G7","1175","1130","54800","52630"
"In post","2023","White","West Midlands","HEO","1740","1655","34260","34170"
"In post","2023","White","West Midlands","SCS level","130","125","97640","87060"
"In post","2023","White","West Midlands","SEO","1295","1245","41580","40230"
"In post","2023","White","West Midlands","Unknown","560","525","30860","29050"
"In post","2023","White","West Wales and The Valleys","AA","1020","805","19470","19000"
"In post","2023","White","West Wales and The Valleys","AO","4595","4045","22770","22500"
"In post","2023","White","West Wales and The Valleys","EO","4095","3755","28140","28120"
"In post","2023","White","West Wales and The Valleys","G6","225","220","74270","76990"
"In post","2023","White","West Wales and The Valleys","G7","635","615","58490","58610"
"In post","2023","White","West Wales and The Valleys","HEO","1960","1845","35440","34170"
"In post","2023","White","West Wales and The Valleys","SCS level","40","40","91830","83000"
"In post","2023","White","West Wales and The Valleys","SEO","1325","1275","44300","43160"
"In post","2023","White","West Wales and The Valleys","Unknown","770","730","30140","29050"
"In post","2023","White","West Yorkshire","AA","335","305","22370","23230"
"In post","2023","White","West Yorkshire","AO","2410","2155","25230","22520"
"In post","2023","White","West Yorkshire","EO","3060","2790","28740","28120"
"In post","2023","White","West Yorkshire","G6","560","535","68500","66860"
"In post","2023","White","West Yorkshire","G7","1485","1425","55060","53900"
"In post","2023","White","West Yorkshire","HEO","2080","1970","34360","34190"
"In post","2023","White","West Yorkshire","SCS level","130","125","89400","81300"
"In post","2023","White","West Yorkshire","SEO","1620","1550","41540","40920"
"In post","2023","White","West Yorkshire","Unknown","740","695","30770","29050"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cornwall and Isles of Scilly","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Derbyshire and Nottinghamshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Derbyshire and Nottinghamshire","AO","30","[c]","[c]","[c]"
