"Status","Year","Age","Disability","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","65+","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Legal","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Legal","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","No function","AA/AO","975","[c]","22020","21690"
"Leaver CS","2023","65+","Declared non-disabled","No function","EO","550","[c]","28300","28120"
"Leaver CS","2023","65+","Declared non-disabled","No function","G6/G7","85","[c]","64760","62040"
"Leaver CS","2023","65+","Declared non-disabled","No function","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","No function","SEO/HEO","245","[c]","38940","36930"
"Leaver CS","2023","65+","Declared non-disabled","No function","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Project Delivery","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Project Delivery","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Property","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Property","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Property","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Property","SEO/HEO","30","[c]","40590","40580"
"Leaver CS","2023","65+","Declared non-disabled","Security","AA/AO","60","[c]","25220","21830"
"Leaver CS","2023","65+","Declared non-disabled","Security","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Security","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","AA/AO","35","[c]","26440","24890"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","SEO/HEO","35","[c]","42860","41850"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Counter Fraud","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Debt","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","No function","AA/AO","155","[c]","21970","21680"
"Leaver CS","2023","65+","Undeclared","No function","EO","50","[c]","28490","28120"
"Leaver CS","2023","65+","Undeclared","No function","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","No function","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","No function","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Property","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Security","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Analysis","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Analysis","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Commercial","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Counter Fraud","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Counter Fraud","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Debt","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Finance","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Human Resources","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","No function","AA/AO","180","[c]","22720","22080"
"Leaver CS","2023","65+","Unknown","No function","EO","70","[c]","31520","30930"
"Leaver CS","2023","65+","Unknown","No function","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","No function","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","No function","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Property","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Security","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Debt","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","No function","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Debt","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","No function","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","No function","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","No function","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","No function","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","No function","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Undeclared","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Analysis","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Counter Fraud","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Debt","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Digital, Data & Technology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Human Resources","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","No function","AA/AO","70","[c]","22100","21690"
"Leaver Dept.","2023","20-29","Declared disabled","No function","EO","75","[c]","28570","28120"
"Leaver Dept.","2023","20-29","Declared disabled","No function","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","No function","SEO/HEO","100","[c]","36410","35410"
"Leaver Dept.","2023","20-29","Declared disabled","No function","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Analysis","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Analysis","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Analysis","SEO/HEO","110","[c]","35830","34020"
"Leaver Dept.","2023","20-29","Declared non-disabled","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Commercial","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Commercial","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Communications","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Communications","SEO/HEO","40","[c]","35200","34310"
"Leaver Dept.","2023","20-29","Declared non-disabled","Counter Fraud","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Counter Fraud","EO","40","[c]","29220","28120"
"Leaver Dept.","2023","20-29","Declared non-disabled","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Debt","AA/AO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Digital, Data & Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Digital, Data & Technology","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Digital, Data & Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Digital, Data & Technology","SEO/HEO","45","[c]","37090","35650"
"Leaver Dept.","2023","20-29","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
