"Status","Year","Age","Function_of_post","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Analysis","East Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","East Wales","EO","5","5","[c]","[c]"
"In post","2023","16-19","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AO","10","10","23340","23340"
"In post","2023","16-19","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Hampshire and Isle of Wight","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Hampshire and Isle of Wight","EO","5","5","[c]","[c]"
"In post","2023","16-19","Analysis","Inner London - East","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Inner London - West","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Inner London - West","EO","10","10","28620","28620"
"In post","2023","16-19","Analysis","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","South Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Tees Valley and Durham","EO","5","5","[c]","[c]"
"In post","2023","16-19","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Inner London - East","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Inner London - West","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Northumberland, and Tyne and Wear","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Shropshire and Staffordshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","East Anglia","AO","[c]","[c]","[c]","[c]"
