"Status","Year","Region_ITL1","Region_ITL2","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","East Midlands (England)","Lincolnshire","AA","Heterosexual / straight","215","200","21760","21380"
"In post","2023","East Midlands (England)","Lincolnshire","AA","LGBO","10","10","[c]","[c]"
"In post","2023","East Midlands (England)","Lincolnshire","AA","Undeclared","20","20","[c]","[c]"
"In post","2023","East Midlands (England)","Lincolnshire","AA","Unknown","50","50","22070","23230"
"In post","2023","East Midlands (England)","Lincolnshire","AO","Heterosexual / straight","745","690","25500","22220"
"In post","2023","East Midlands (England)","Lincolnshire","AO","LGBO","35","35","27870","29890"
"In post","2023","East Midlands (England)","Lincolnshire","AO","Undeclared","85","80","24300","22220"
"In post","2023","East Midlands (England)","Lincolnshire","AO","Unknown","125","120","25960","24610"
"In post","2023","East Midlands (England)","Lincolnshire","EO","Heterosexual / straight","530","495","28760","28120"
"In post","2023","East Midlands (England)","Lincolnshire","EO","LGBO","25","25","[c]","[c]"
"In post","2023","East Midlands (England)","Lincolnshire","EO","Undeclared","80","75","28970","28120"
"In post","2023","East Midlands (England)","Lincolnshire","EO","Unknown","95","85","28570","28120"
"In post","2023","East Midlands (England)","Lincolnshire","G6","Heterosexual / straight","30","30","72530","66860"
"In post","2023","East Midlands (England)","Lincolnshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","East Midlands (England)","Lincolnshire","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","East Midlands (England)","Lincolnshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","East Midlands (England)","Lincolnshire","G7","Heterosexual / straight","75","70","56390","54440"
"In post","2023","East Midlands (England)","Lincolnshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","East Midlands (England)","Lincolnshire","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","East Midlands (England)","Lincolnshire","G7","Unknown","15","15","[c]","[c]"
"In post","2023","East Midlands (England)","Lincolnshire","HEO","Heterosexual / straight","315","305","34820","34170"
"In post","2023","East Midlands (England)","Lincolnshire","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","East Midlands (England)","Lincolnshire","HEO","Undeclared","40","40","35010","34300"
"In post","2023","East Midlands (England)","Lincolnshire","HEO","Unknown","35","35","33920","33830"
"In post","2023","East Midlands (England)","Lincolnshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","East Midlands (England)","Lincolnshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","East Midlands (England)","Lincolnshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","East Midlands (England)","Lincolnshire","SEO","Heterosexual / straight","200","195","43630","41800"
"In post","2023","East Midlands (England)","Lincolnshire","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","East Midlands (England)","Lincolnshire","SEO","Undeclared","25","25","[c]","[c]"
"In post","2023","East Midlands (England)","Lincolnshire","SEO","Unknown","20","20","[c]","[c]"
"In post","2023","East Midlands (England)","Lincolnshire","Unknown","Heterosexual / straight","200","190","30290","27510"
"In post","2023","East Midlands (England)","Lincolnshire","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","East Midlands (England)","Lincolnshire","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","East Midlands (England)","Lincolnshire","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","East of England","Bedfordshire and Hertfordshire","AA","Heterosexual / straight","180","165","22280","23230"
"In post","2023","East of England","Bedfordshire and Hertfordshire","AA","LGBO","15","15","[c]","[c]"
"In post","2023","East of England","Bedfordshire and Hertfordshire","AA","Undeclared","25","25","[c]","[c]"
"In post","2023","East of England","Bedfordshire and Hertfordshire","AA","Unknown","40","35","22830","23230"
"In post","2023","East of England","Bedfordshire and Hertfordshire","AO","Heterosexual / straight","685","640","27190","25610"
"In post","2023","East of England","Bedfordshire and Hertfordshire","AO","LGBO","50","45","28740","30880"
"In post","2023","East of England","Bedfordshire and Hertfordshire","AO","Undeclared","90","75","26470","25540"
"In post","2023","East of England","Bedfordshire and Hertfordshire","AO","Unknown","165","145","27180","25610"
"In post","2023","East of England","Bedfordshire and Hertfordshire","EO","Heterosexual / straight","1035","955","30080","30200"
"In post","2023","East of England","Bedfordshire and Hertfordshire","EO","LGBO","50","50","30470","31280"
"In post","2023","East of England","Bedfordshire and Hertfordshire","EO","Undeclared","135","125","30390","30120"
"In post","2023","East of England","Bedfordshire and Hertfordshire","EO","Unknown","260","230","29660","29640"
"In post","2023","East of England","Bedfordshire and Hertfordshire","G6","Heterosexual / straight","90","90","70240","69350"
"In post","2023","East of England","Bedfordshire and Hertfordshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Bedfordshire and Hertfordshire","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","East of England","Bedfordshire and Hertfordshire","G6","Unknown","10","10","[c]","[c]"
"In post","2023","East of England","Bedfordshire and Hertfordshire","G7","Heterosexual / straight","240","230","59240","56060"
"In post","2023","East of England","Bedfordshire and Hertfordshire","G7","LGBO","15","15","[c]","[c]"
"In post","2023","East of England","Bedfordshire and Hertfordshire","G7","Undeclared","30","25","[c]","[c]"
"In post","2023","East of England","Bedfordshire and Hertfordshire","G7","Unknown","55","55","59610","59530"
"In post","2023","East of England","Bedfordshire and Hertfordshire","HEO","Heterosexual / straight","470","455","36440","36960"
"In post","2023","East of England","Bedfordshire and Hertfordshire","HEO","LGBO","25","25","[c]","[c]"
"In post","2023","East of England","Bedfordshire and Hertfordshire","HEO","Undeclared","60","60","36620","35700"
"In post","2023","East of England","Bedfordshire and Hertfordshire","HEO","Unknown","65","60","37320","37740"
"In post","2023","East of England","Bedfordshire and Hertfordshire","SCS level","Heterosexual / straight","35","35","88920","85000"
"In post","2023","East of England","Bedfordshire and Hertfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Bedfordshire and Hertfordshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Bedfordshire and Hertfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Bedfordshire and Hertfordshire","SEO","Heterosexual / straight","355","345","44360","43760"
"In post","2023","East of England","Bedfordshire and Hertfordshire","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","East of England","Bedfordshire and Hertfordshire","SEO","Undeclared","60","55","44560","45540"
"In post","2023","East of England","Bedfordshire and Hertfordshire","SEO","Unknown","55","50","44290","45060"
"In post","2023","East of England","Bedfordshire and Hertfordshire","Unknown","Heterosexual / straight","325","305","30830","29050"
"In post","2023","East of England","Bedfordshire and Hertfordshire","Unknown","LGBO","20","20","[c]","[c]"
"In post","2023","East of England","Bedfordshire and Hertfordshire","Unknown","Undeclared","25","20","[c]","[c]"
"In post","2023","East of England","Bedfordshire and Hertfordshire","Unknown","Unknown","75","70","27650","26840"
"In post","2023","East of England","East Anglia","AA","Heterosexual / straight","640","590","21960","23230"
"In post","2023","East of England","East Anglia","AA","LGBO","35","35","22520","23230"
"In post","2023","East of England","East Anglia","AA","Undeclared","75","65","21960","23230"
"In post","2023","East of England","East Anglia","AA","Unknown","150","130","21940","23230"
"In post","2023","East of England","East Anglia","AO","Heterosexual / straight","2730","2515","26530","24070"
"In post","2023","East of England","East Anglia","AO","LGBO","145","135","26710","24070"
"In post","2023","East of England","East Anglia","AO","Undeclared","320","295","26330","22520"
"In post","2023","East of England","East Anglia","AO","Unknown","680","605","25650","22520"
"In post","2023","East of England","East Anglia","EO","Heterosexual / straight","2175","2000","28830","28120"
"In post","2023","East of England","East Anglia","EO","LGBO","110","105","28220","28120"
"In post","2023","East of England","East Anglia","EO","Undeclared","305","280","28980","28120"
"In post","2023","East of England","East Anglia","EO","Unknown","535","490","28480","28120"
"In post","2023","East of England","East Anglia","G6","Heterosexual / straight","175","165","70440","66970"
"In post","2023","East of England","East Anglia","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","East of England","East Anglia","G6","Undeclared","15","15","[c]","[c]"
"In post","2023","East of England","East Anglia","G6","Unknown","35","35","69170","65820"
"In post","2023","East of England","East Anglia","G7","Heterosexual / straight","445","430","55770","54110"
"In post","2023","East of England","East Anglia","G7","LGBO","20","20","[c]","[c]"
"In post","2023","East of England","East Anglia","G7","Undeclared","65","65","55480","54910"
"In post","2023","East of England","East Anglia","G7","Unknown","115","110","54280","52010"
"In post","2023","East of England","East Anglia","HEO","Heterosexual / straight","1470","1405","34570","34170"
"In post","2023","East of England","East Anglia","HEO","LGBO","50","50","33960","32420"
"In post","2023","East of England","East Anglia","HEO","Undeclared","210","200","34890","34300"
"In post","2023","East of England","East Anglia","HEO","Unknown","255","240","33460","33830"
"In post","2023","East of England","East Anglia","SCS level","Heterosexual / straight","50","50","101480","99370"
"In post","2023","East of England","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","East of England","East Anglia","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","East of England","East Anglia","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","East of England","East Anglia","SEO","Heterosexual / straight","905","870","43090","41510"
"In post","2023","East of England","East Anglia","SEO","LGBO","45","45","42270","41200"
"In post","2023","East of England","East Anglia","SEO","Undeclared","135","130","43780","41800"
"In post","2023","East of England","East Anglia","SEO","Unknown","170","160","40490","39520"
"In post","2023","East of England","East Anglia","Unknown","Heterosexual / straight","715","655","29600","27530"
"In post","2023","East of England","East Anglia","Unknown","LGBO","50","50","27970","25250"
"In post","2023","East of England","East Anglia","Unknown","Undeclared","60","55","31390","29930"
"In post","2023","East of England","East Anglia","Unknown","Unknown","160","140","26370","26840"
"In post","2023","East of England","Essex","AA","Heterosexual / straight","125","105","21360","19930"
"In post","2023","East of England","Essex","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Essex","AA","Undeclared","10","10","[c]","[c]"
"In post","2023","East of England","Essex","AA","Unknown","45","45","22590","23230"
"In post","2023","East of England","Essex","AO","Heterosexual / straight","690","630","25940","25610"
"In post","2023","East of England","Essex","AO","LGBO","45","40","26290","25610"
"In post","2023","East of England","Essex","AO","Undeclared","85","75","24560","25610"
"In post","2023","East of England","Essex","AO","Unknown","255","235","25130","24480"
"In post","2023","East of England","Essex","EO","Heterosexual / straight","1255","1150","29900","31280"
"In post","2023","East of England","Essex","EO","LGBO","65","65","29750","31280"
"In post","2023","East of England","Essex","EO","Undeclared","180","165","29390","28620"
"In post","2023","East of England","Essex","EO","Unknown","280","255","29600","30740"
"In post","2023","East of England","Essex","G6","Heterosexual / straight","35","35","73980","70990"
"In post","2023","East of England","Essex","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Essex","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","East of England","Essex","G6","Unknown","5","5","[c]","[c]"
"In post","2023","East of England","Essex","G7","Heterosexual / straight","140","135","58600","55320"
"In post","2023","East of England","Essex","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Essex","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","East of England","Essex","G7","Unknown","25","25","[c]","[c]"
"In post","2023","East of England","Essex","HEO","Heterosexual / straight","355","335","34810","34300"
"In post","2023","East of England","Essex","HEO","LGBO","30","30","36390","36540"
"In post","2023","East of England","Essex","HEO","Undeclared","45","40","35510","34440"
"In post","2023","East of England","Essex","HEO","Unknown","50","45","35820","36600"
"In post","2023","East of England","Essex","SCS level","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","East of England","Essex","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Essex","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Essex","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Essex","SEO","Heterosexual / straight","200","195","43560","42460"
"In post","2023","East of England","Essex","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","East of England","Essex","SEO","Undeclared","30","30","43580","43130"
"In post","2023","East of England","Essex","SEO","Unknown","35","35","43510","42360"
"In post","2023","East of England","Essex","Unknown","Heterosexual / straight","370","345","30160","26840"
"In post","2023","East of England","Essex","Unknown","LGBO","20","20","[c]","[c]"
"In post","2023","East of England","Essex","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","East of England","Essex","Unknown","Unknown","95","85","27230","26840"
"In post","2023","London","Inner London - East","AA","Heterosexual / straight","125","115","24490","23500"
"In post","2023","London","Inner London - East","AA","LGBO","10","10","[c]","[c]"
"In post","2023","London","Inner London - East","AA","Undeclared","20","20","[c]","[c]"
"In post","2023","London","Inner London - East","AA","Unknown","65","60","25300","23670"
"In post","2023","London","Inner London - East","AO","Heterosexual / straight","1345","1240","28210","26560"
"In post","2023","London","Inner London - East","AO","LGBO","75","75","29290","26920"
"In post","2023","London","Inner London - East","AO","Undeclared","175","155","27320","26400"
"In post","2023","London","Inner London - East","AO","Unknown","695","635","28930","26920"
"In post","2023","London","Inner London - East","EO","Heterosexual / straight","2835","2685","32650","32520"
"In post","2023","London","Inner London - East","EO","LGBO","180","180","32630","32520"
"In post","2023","London","Inner London - East","EO","Undeclared","365","345","32540","32520"
"In post","2023","London","Inner London - East","EO","Unknown","1010","950","32440","32520"
"In post","2023","London","Inner London - East","G6","Heterosexual / straight","915","880","73980","73830"
"In post","2023","London","Inner London - East","G6","LGBO","80","80","74920","74160"
"In post","2023","London","Inner London - East","G6","Undeclared","125","115","74170","73510"
"In post","2023","London","Inner London - East","G6","Unknown","210","205","73920","75520"
"In post","2023","London","Inner London - East","G7","Heterosexual / straight","1910","1850","60300","60570"
"In post","2023","London","Inner London - East","G7","LGBO","185","180","59640","58300"
"In post","2023","London","Inner London - East","G7","Undeclared","270","260","60630","60980"
"In post","2023","London","Inner London - East","G7","Unknown","460","445","60610","61530"
"In post","2023","London","Inner London - East","HEO","Heterosexual / straight","2230","2175","39220","39450"
"In post","2023","London","Inner London - East","HEO","LGBO","180","175","37450","36600"
"In post","2023","London","Inner London - East","HEO","Undeclared","270","260","39260","39790"
"In post","2023","London","Inner London - East","HEO","Unknown","870","845","38570","39450"
"In post","2023","London","Inner London - East","SCS level","Heterosexual / straight","395","385","99890","96840"
"In post","2023","London","Inner London - East","SCS level","LGBO","30","30","99060","86110"
"In post","2023","London","Inner London - East","SCS level","Undeclared","55","55","97530","86930"
"In post","2023","London","Inner London - East","SCS level","Unknown","95","90","99200","88800"
"In post","2023","London","Inner London - East","SEO","Heterosexual / straight","1640","1595","46180","45560"
"In post","2023","London","Inner London - East","SEO","LGBO","95","90","46310","45560"
"In post","2023","London","Inner London - East","SEO","Undeclared","220","215","46020","45950"
"In post","2023","London","Inner London - East","SEO","Unknown","485","470","45940","45560"
"In post","2023","London","Inner London - East","Unknown","Heterosexual / straight","770","740","36280","33820"
"In post","2023","London","Inner London - East","Unknown","LGBO","65","65","40440","41910"
"In post","2023","London","Inner London - East","Unknown","Undeclared","75","75","38620","33820"
"In post","2023","London","Inner London - East","Unknown","Unknown","195","180","31960","28580"
"In post","2023","London","Inner London - West","AA","Heterosexual / straight","345","330","24640","23500"
"In post","2023","London","Inner London - West","AA","LGBO","15","15","[c]","[c]"
"In post","2023","London","Inner London - West","AA","Undeclared","35","30","24080","23000"
"In post","2023","London","Inner London - West","AA","Unknown","155","150","24840","23580"
"In post","2023","London","Inner London - West","AO","Heterosexual / straight","2025","1920","28040","25600"
"In post","2023","London","Inner London - West","AO","LGBO","135","130","28600","25740"
"In post","2023","London","Inner London - West","AO","Undeclared","250","230","26870","25480"
"In post","2023","London","Inner London - West","AO","Unknown","680","645","28670","26400"
"In post","2023","London","Inner London - West","EO","Heterosexual / straight","4250","4120","30600","30140"
"In post","2023","London","Inner London - West","EO","LGBO","310","305","30070","29660"
"In post","2023","London","Inner London - West","EO","Undeclared","595","580","30320","29660"
"In post","2023","London","Inner London - West","EO","Unknown","1195","1160","30580","29890"
"In post","2023","London","Inner London - West","G6","Heterosexual / straight","4890","4695","70320","68240"
"In post","2023","London","Inner London - West","G6","LGBO","440","435","69320","67890"
"In post","2023","London","Inner London - West","G6","Undeclared","645","620","71020","68800"
"In post","2023","London","Inner London - West","G6","Unknown","1220","1165","70260","68310"
"In post","2023","London","Inner London - West","G7","Heterosexual / straight","10645","10320","57560","56040"
"In post","2023","London","Inner London - West","G7","LGBO","1125","1110","56970","55720"
"In post","2023","London","Inner London - West","G7","Undeclared","1410","1375","57480","55740"
"In post","2023","London","Inner London - West","G7","Unknown","2680","2605","58030","56430"
"In post","2023","London","Inner London - West","HEO","Heterosexual / straight","7010","6885","36350","35650"
"In post","2023","London","Inner London - West","HEO","LGBO","850","845","35880","35410"
"In post","2023","London","Inner London - West","HEO","Undeclared","885","870","36220","35410"
"In post","2023","London","Inner London - West","HEO","Unknown","2965","2940","35040","35410"
"In post","2023","London","Inner London - West","SCS level","Heterosexual / straight","2620","2525","90880","81600"
"In post","2023","London","Inner London - West","SCS level","LGBO","235","235","88760","79730"
"In post","2023","London","Inner London - West","SCS level","Undeclared","245","240","89870","82400"
"In post","2023","London","Inner London - West","SCS level","Unknown","545","525","94580","84380"
"In post","2023","London","Inner London - West","SEO","Heterosexual / straight","6850","6705","43870","43570"
"In post","2023","London","Inner London - West","SEO","LGBO","775","765","43300","43000"
"In post","2023","London","Inner London - West","SEO","Undeclared","970","945","43810","43210"
"In post","2023","London","Inner London - West","SEO","Unknown","1950","1925","43790","43430"
"In post","2023","London","Inner London - West","Unknown","Heterosexual / straight","155","150","37230","34820"
"In post","2023","London","Inner London - West","Unknown","LGBO","20","20","[c]","[c]"
"In post","2023","London","Inner London - West","Unknown","Undeclared","25","20","[c]","[c]"
"In post","2023","London","Inner London - West","Unknown","Unknown","35","35","[c]","[c]"
"In post","2023","London","Outer London - East and North East","AA","Heterosexual / straight","140","130","25740","26630"
"In post","2023","London","Outer London - East and North East","AA","LGBO","5","5","[c]","[c]"
"In post","2023","London","Outer London - East and North East","AA","Undeclared","20","20","[c]","[c]"
"In post","2023","London","Outer London - East and North East","AA","Unknown","105","95","25970","26630"
"In post","2023","London","Outer London - East and North East","AO","Heterosexual / straight","810","745","28610","25610"
"In post","2023","London","Outer London - East and North East","AO","LGBO","50","50","30230","32110"
"In post","2023","London","Outer London - East and North East","AO","Undeclared","125","110","26840","25610"
"In post","2023","London","Outer London - East and North East","AO","Unknown","365","325","28480","25610"
"In post","2023","London","Outer London - East and North East","EO","Heterosexual / straight","1110","1025","32750","32520"
"In post","2023","London","Outer London - East and North East","EO","LGBO","55","55","33430","32520"
"In post","2023","London","Outer London - East and North East","EO","Undeclared","160","140","32520","32520"
"In post","2023","London","Outer London - East and North East","EO","Unknown","350","315","32460","32520"
"In post","2023","London","Outer London - East and North East","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","London","Outer London - East and North East","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","London","Outer London - East and North East","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","London","Outer London - East and North East","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","London","Outer London - East and North East","G7","Heterosexual / straight","50","50","63350","61000"
"In post","2023","London","Outer London - East and North East","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","London","Outer London - East and North East","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","London","Outer London - East and North East","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","London","Outer London - East and North East","HEO","Heterosexual / straight","255","245","39150","39150"
"In post","2023","London","Outer London - East and North East","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","London","Outer London - East and North East","HEO","Undeclared","25","25","[c]","[c]"
