"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Scottish Government (excl. agencies)","Unknown","EO","85","[c]","30590","29450"
"Leaver CS","2023","Scottish Government (excl. agencies)","Unknown","G6/G7","100","[c]","68760","65280"
"Leaver CS","2023","Scottish Government (excl. agencies)","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Unknown","SEO/HEO","210","[c]","41690","41640"
"Leaver CS","2023","Scottish Prison Service","Commercial","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Operational Delivery","AA/AO","110","[c]","25920","24710"
"Leaver CS","2023","Scottish Prison Service","Operational Delivery","EO","155","[c]","36260","37060"
"Leaver CS","2023","Scottish Prison Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Operational Delivery","SEO/HEO","30","[c]","43760","42590"
"Leaver CS","2023","Scottish Prison Service","Other","AA/AO","45","[c]","25040","22920"
"Leaver CS","2023","Scottish Prison Service","Other","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Other","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Other","SEO/HEO","10","[c]","46100","48640"
"Leaver CS","2023","Scottish Prison Service","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Counter Fraud","G6/G7","10","[c]","64920","61810"
"Leaver CS","2023","Serious Fraud Office","Counter Fraud","SEO/HEO","25","[c]","39570","41400"
"Leaver CS","2023","Serious Fraud Office","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Legal","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Unknown","AA/AO","90","[c]","23040","23340"
"Leaver CS","2023","Social Security Scotland","Unknown","EO","35","[c]","29260","29100"
"Leaver CS","2023","Social Security Scotland","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Unknown","SEO/HEO","30","[c]","39760","38330"
"Leaver CS","2023","Standards and Testing Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Unknown","AA/AO","25","[c]","23100","22180"
"Leaver CS","2023","Student Awards Agency for Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Commercial","Unknown","20","[c]","45720","44000"
"Leaver CS","2023","Submarine Delivery Agency","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Operational Delivery","Unknown","30","[c]","42910","33690"
"Leaver CS","2023","Submarine Delivery Agency","Project Delivery","Unknown","40","[c]","41680","40440"
"Leaver CS","2023","Submarine Delivery Agency","Science and Engineering","Unknown","65","[c]","40400","34480"
"Leaver CS","2023","Submarine Delivery Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Operational Delivery","AA/AO","45","[c]","21890","22180"
"Leaver CS","2023","The Insolvency Service","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Operational Delivery","SEO/HEO","15","[c]","34370","34500"
"Leaver CS","2023","The Insolvency Service","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Commercial","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Digital, Data and Technology","SEO/HEO","10","[c]","41680","42210"
"Leaver CS","2023","The National Archives","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Operational Delivery","AA/AO","15","[c]","23110","23460"
"Leaver CS","2023","The National Archives","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Operational Delivery","SEO/HEO","15","[c]","33210","32820"
"Leaver CS","2023","The National Archives","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Other","SEO/HEO","10","[c]","33080","30980"
"Leaver CS","2023","The National Archives","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Unknown","G6/G7","15","[c]","67340","65280"
"Leaver CS","2023","Transport Scotland","Unknown","SEO/HEO","15","[c]","40900","38330"
"Leaver CS","2023","UK Debt Management Office","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Legal","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Operational Delivery","G6/G7","10","[c]","65410","61360"
"Leaver CS","2023","UK Export Finance","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Operational Delivery","SEO/HEO","25","[c]","40700","42000"
"Leaver CS","2023","UK Export Finance","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Digital, Data and Technology","SEO/HEO","10","[c]","35700","35970"
"Leaver CS","2023","UK Health Security Agency","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Medicine","G6/G7","15","[c]","58490","53400"
"Leaver CS","2023","UK Health Security Agency","Medicine","SCS level","30","[c]","115440","119130"
"Leaver CS","2023","UK Health Security Agency","Medicine","SEO/HEO","20","[c]","37330","40590"
"Leaver CS","2023","UK Health Security Agency","Operational Delivery","AA/AO","195","[c]","21330","20880"
"Leaver CS","2023","UK Health Security Agency","Operational Delivery","EO","230","[c]","26100","26880"
"Leaver CS","2023","UK Health Security Agency","Operational Delivery","G6/G7","325","[c]","57550","54690"
"Leaver CS","2023","UK Health Security Agency","Operational Delivery","SCS level","75","[c]","94570","91890"
"Leaver CS","2023","UK Health Security Agency","Operational Delivery","SEO/HEO","575","[c]","35780","36330"
"Leaver CS","2023","UK Health Security Agency","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Science and Engineering","AA/AO","35","[c]","21470","20880"
"Leaver CS","2023","UK Health Security Agency","Science and Engineering","EO","50","[c]","25860","24980"
"Leaver CS","2023","UK Health Security Agency","Science and Engineering","G6/G7","50","[c]","57020","53920"
"Leaver CS","2023","UK Health Security Agency","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Science and Engineering","SEO/HEO","280","[c]","35990","35610"
"Leaver CS","2023","UK Hydrographic Office","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Digital, Data and Technology","SEO/HEO","15","[c]","41400","43570"
"Leaver CS","2023","UK Hydrographic Office","Geography","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Operational Delivery","AA/AO","20","[c]","21430","21690"
"Leaver CS","2023","UK Hydrographic Office","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Policy","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Digital, Data and Technology","EO","20","[c]","25450","24840"
"Leaver CS","2023","UK Statistics Authority","Digital, Data and Technology","G6/G7","25","[c]","56690","56820"
"Leaver CS","2023","UK Statistics Authority","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Digital, Data and Technology","SEO/HEO","35","[c]","35820","37690"
"Leaver CS","2023","UK Statistics Authority","Economics","AA/AO","40","[c]","19940","19860"
"Leaver CS","2023","UK Statistics Authority","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Operational Delivery","AA/AO","305","[c]","20840","21200"
"Leaver CS","2023","UK Statistics Authority","Operational Delivery","EO","30","[c]","25120","24840"
"Leaver CS","2023","UK Statistics Authority","Operational Delivery","G6/G7","20","[c]","56310","52650"
"Leaver CS","2023","UK Statistics Authority","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Operational Delivery","SEO/HEO","65","[c]","34410","33520"
"Leaver CS","2023","UK Statistics Authority","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Project Delivery","SEO/HEO","15","[c]","34040","33030"
"Leaver CS","2023","UK Statistics Authority","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Social Research","SEO/HEO","20","[c]","34480","32280"
"Leaver CS","2023","UK Statistics Authority","Statistics","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Statistics","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Statistics","SEO/HEO","15","[c]","35470","33710"
"Leaver CS","2023","UK Supreme Court","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Commercial","G6/G7","[c]","[c]","[c]","[c]"
