"Status","Year","Age","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Department for Work and Pensions","Unknown","65","60","30880","28120"
"In post","2023","30-39","Department of Health and Social Care","London","1550","1495","49810","53400"
"In post","2023","30-39","Department of Health and Social Care","Outside London","1145","1085","41110","38120"
"In post","2023","30-39","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","Outside London","15","15","36230","30610"
"In post","2023","30-39","Food Standards Agency","London","45","45","44390","41160"
"In post","2023","30-39","Food Standards Agency","Outside London","305","300","37930","37720"
"In post","2023","30-39","Food Standards Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","London","1200","1180","52430","54830"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Outside London","440","430","39560","37950"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Overseas","690","690","48460","51710"
"In post","2023","30-39","HM Land Registry","London","75","70","41150","38410"
"In post","2023","30-39","HM Land Registry","Outside London","1145","1085","30190","28080"
"In post","2023","30-39","HM Revenue and Customs","London","2005","1960","48280","39910"
"In post","2023","30-39","HM Revenue and Customs","Outside London","15405","14745","33710","34400"
"In post","2023","30-39","HM Treasury","London","695","685","55890","54670"
"In post","2023","30-39","HM Treasury","Outside London","125","120","42310","42700"
"In post","2023","30-39","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Home Office","London","3200","3110","43010","36310"
"In post","2023","30-39","Home Office","Outside London","7010","6635","28860","25880"
"In post","2023","30-39","Home Office","Overseas","35","35","[c]","[c]"
"In post","2023","30-39","Home Office","Unknown","35","35","27740","25880"
"In post","2023","30-39","Ministry of Defence","London","935","920","48660","45750"
"In post","2023","30-39","Ministry of Defence","Outside London","9455","9120","36880","34370"
"In post","2023","30-39","Ministry of Defence","Overseas","180","180","55350","54350"
"In post","2023","30-39","Ministry of Defence","Unknown","380","380","42370","41300"
"In post","2023","30-39","Ministry of Justice","London","3680","3560","40160","35640"
"In post","2023","30-39","Ministry of Justice","Outside London","17880","16950","30720","30440"
"In post","2023","30-39","Ministry of Justice","Unknown","35","35","27290","25830"
"In post","2023","30-39","National Crime Agency","London","395","390","45450","42240"
"In post","2023","30-39","National Crime Agency","Outside London","985","960","38590","38310"
"In post","2023","30-39","National Crime Agency","Overseas","20","20","40830","38640"
"In post","2023","30-39","National Crime Agency","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","London","25","25","54700","56080"
"In post","2023","30-39","Northern Ireland Office","Outside London","15","15","40100","37680"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","London","65","65","54460","44250"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","Outside London","370","360","43910","40650"
"In post","2023","30-39","Office of Gas and Electricity Markets","London","305","300","51300","48330"
"In post","2023","30-39","Office of Gas and Electricity Markets","Outside London","265","265","41230","37490"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","Outside London","85","85","42840","39140"
"In post","2023","30-39","Office of Rail and Road","London","45","45","49930","55990"
"In post","2023","30-39","Office of Rail and Road","Outside London","45","45","47290","51830"
"In post","2023","30-39","Office of the Secretary of State for Scotland","London","15","15","53230","56080"
"In post","2023","30-39","Office of the Secretary of State for Scotland","Outside London","30","30","54670","54860"
"In post","2023","30-39","Office of the Secretary of State for Wales","London","5","5","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Scottish Government","London","5","5","[c]","[c]"
"In post","2023","30-39","Scottish Government","Outside London","7305","7030","37920","34730"
"In post","2023","30-39","Scottish Government","Overseas","10","10","[c]","[c]"
"In post","2023","30-39","The National Archives","London","125","120","36400","35200"
"In post","2023","30-39","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","UK Export Finance","London","115","115","56080","53190"
"In post","2023","30-39","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","UK Statistics Authority","London","85","85","50010","49250"
"In post","2023","30-39","UK Statistics Authority","Outside London","1465","1365","37510","37760"
"In post","2023","30-39","UK Supreme Court","London","10","10","40410","37230"
"In post","2023","30-39","Water Services Regulation Authority","London","15","15","56900","52660"
"In post","2023","30-39","Water Services Regulation Authority","Outside London","40","35","48880","45000"
"In post","2023","30-39","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Welsh Government","Outside London","1220","1165","40020","39690"
"In post","2023","30-39","Welsh Government","Overseas","5","5","[c]","[c]"
"In post","2023","40-49","Attorney General's Departments","London","1300","1190","56400","58710"
"In post","2023","40-49","Attorney General's Departments","Outside London","1535","1420","44430","49050"
"In post","2023","40-49","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office","London","1090","1065","63760","60450"
"In post","2023","40-49","Cabinet Office","Outside London","1130","1100","50750","51290"
"In post","2023","40-49","Cabinet Office","Unknown","35","35","52850","51290"
"In post","2023","40-49","Chancellor's other departments","London","105","100","70380","65800"
"In post","2023","40-49","Chancellor's other departments","Outside London","20","15","52110","48750"
"In post","2023","40-49","Charity Commission","London","20","20","56230","56490"
"In post","2023","40-49","Charity Commission","Outside London","125","120","38110","38800"
"In post","2023","40-49","Competition and Markets Authority","London","190","180","77820","76720"
"In post","2023","40-49","Competition and Markets Authority","Outside London","35","30","67260","71220"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","London","1100","1055","58020","56170"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","Outside London","2270","2145","40580","39650"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","London","260","245","59870","58760"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","Outside London","50","50","48340","52010"
"In post","2023","40-49","Department for Education","London","585","545","59110","56040"
"In post","2023","40-49","Department for Education","Outside London","1655","1580","46160","44030"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","London","570","540","52590","54330"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","Outside London","2930","2745","36350","32390"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for International Trade","London","400","390","57800","55500"
"In post","2023","40-49","Department for International Trade","Outside London","140","135","45590","42750"
"In post","2023","40-49","Department for International Trade","Overseas","45","45","65800","61290"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","London","435","420","59630","56200"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","Outside London","565","535","45590","43740"
"In post","2023","40-49","Department for Transport","London","740","710","56850","56340"
"In post","2023","40-49","Department for Transport","Outside London","3200","3000","31920","27450"
"In post","2023","40-49","Department for Transport","Overseas","5","5","[c]","[c]"
"In post","2023","40-49","Department for Work and Pensions","London","1900","1755","38450","32520"
"In post","2023","40-49","Department for Work and Pensions","Outside London","18125","16385","29980","28120"
"In post","2023","40-49","Department for Work and Pensions","Unknown","85","80","36110","28120"
"In post","2023","40-49","Department of Health and Social Care","London","1165","1105","56380","54690"
"In post","2023","40-49","Department of Health and Social Care","Outside London","1330","1260","48840","49590"
"In post","2023","40-49","Estyn","Outside London","35","35","58290","63900"
"In post","2023","40-49","Food Standards Agency","London","70","70","50110","41780"
"In post","2023","40-49","Food Standards Agency","Outside London","345","335","41430","38670"
"In post","2023","40-49","Foreign, Commonwealth and Development Office","London","1090","1050","58070","58970"
"In post","2023","40-49","Foreign, Commonwealth and Development Office","Outside London","440","425","43850","40780"
"In post","2023","40-49","Foreign, Commonwealth and Development Office","Overseas","680","680","56230","57290"
"In post","2023","40-49","HM Land Registry","London","80","75","50140","43150"
"In post","2023","40-49","HM Land Registry","Outside London","1200","1120","34260","30710"
"In post","2023","40-49","HM Revenue and Customs","London","2070","1990","50090","45170"
"In post","2023","40-49","HM Revenue and Customs","Outside London","13885","13065","35470","34700"
"In post","2023","40-49","HM Treasury","London","285","270","62480","64900"
"In post","2023","40-49","HM Treasury","Outside London","145","135","48230","44350"
"In post","2023","40-49","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Home Office","London","3725","3530","43350","36310"
"In post","2023","40-49","Home Office","Outside London","6750","6340","31000","26300"
"In post","2023","40-49","Home Office","Overseas","65","65","[c]","[c]"
"In post","2023","40-49","Home Office","Unknown","45","45","28630","26530"
"In post","2023","40-49","Ministry of Defence","London","775","755","51410","46470"
"In post","2023","40-49","Ministry of Defence","Outside London","10720","10345","38910","35570"
"In post","2023","40-49","Ministry of Defence","Overseas","205","205","59240","57120"
"In post","2023","40-49","Ministry of Defence","Unknown","330","330","45940","41810"
"In post","2023","40-49","Ministry of Justice","London","3380","3230","42150","37170"
"In post","2023","40-49","Ministry of Justice","Outside London","16360","15365","32920","31270"
"In post","2023","40-49","Ministry of Justice","Unknown","25","25","30250","28880"
"In post","2023","40-49","National Crime Agency","London","390","375","49760","49200"
"In post","2023","40-49","National Crime Agency","Outside London","895","860","42590","40770"
"In post","2023","40-49","National Crime Agency","Overseas","35","35","48610","47380"
"In post","2023","40-49","National Crime Agency","Unknown","25","20","47170","47380"
"In post","2023","40-49","Northern Ireland Office","London","20","15","63470","61800"
"In post","2023","40-49","Northern Ireland Office","Outside London","20","20","41230","37680"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","London","90","85","60600","64680"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","550","535","54520","52750"
"In post","2023","40-49","Office of Gas and Electricity Markets","London","190","185","59410","60000"
"In post","2023","40-49","Office of Gas and Electricity Markets","Outside London","170","170","44870","43650"
"In post","2023","40-49","Office of Qualifications and Examinations Regulation","Outside London","125","120","51620","48060"
"In post","2023","40-49","Office of Rail and Road","London","70","65","63540","62000"
"In post","2023","40-49","Office of Rail and Road","Outside London","55","55","55140","53540"
"In post","2023","40-49","Office of the Secretary of State for Scotland","London","10","5","[c]","[c]"
"In post","2023","40-49","Office of the Secretary of State for Scotland","Outside London","15","15","61430","65280"
"In post","2023","40-49","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of the Secretary of State for Wales","Outside London","5","5","[c]","[c]"
"In post","2023","40-49","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Scottish Government","Outside London","6445","6160","43660","38330"
"In post","2023","40-49","Scottish Government","Overseas","5","5","[c]","[c]"
"In post","2023","40-49","The National Archives","London","150","140","40900","36940"
"In post","2023","40-49","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Export Finance","London","115","110","62310","61190"
"In post","2023","40-49","UK Export Finance","Outside London","5","5","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","London","55","55","59000","54540"
"In post","2023","40-49","UK Statistics Authority","Outside London","1155","1065","39920","37760"
"In post","2023","40-49","UK Supreme Court","London","10","10","47100","39700"
"In post","2023","40-49","Water Services Regulation Authority","London","25","25","70670","73780"
"In post","2023","40-49","Water Services Regulation Authority","Outside London","70","65","57250","52660"
"In post","2023","40-49","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Welsh Government","Outside London","1805","1720","46440","41700"
"In post","2023","40-49","Welsh Government","Overseas","5","5","[c]","[c]"
"In post","2023","50-59","Attorney General's Departments","London","1195","1135","56840","60600"
"In post","2023","50-59","Attorney General's Departments","Outside London","1810","1690","45370","49050"
"In post","2023","50-59","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Cabinet Office","London","805","795","66650","59650"
"In post","2023","50-59","Cabinet Office","Outside London","1035","1005","51850","43560"
"In post","2023","50-59","Cabinet Office","Unknown","20","20","41800","35570"
"In post","2023","50-59","Chancellor's other departments","London","65","60","70730","58740"
"In post","2023","50-59","Chancellor's other departments","Outside London","20","20","52580","48410"
"In post","2023","50-59","Charity Commission","London","15","15","39730","38800"
"In post","2023","50-59","Charity Commission","Outside London","100","95","34710","30170"
"In post","2023","50-59","Competition and Markets Authority","London","145","140","71170","65460"
"In post","2023","50-59","Competition and Markets Authority","Outside London","15","15","50380","55130"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy","London","900","880","52980","55120"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy","Outside London","2115","2020","40820","38330"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport","London","155","150","54040","53550"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport","Outside London","20","20","50000","48060"
"In post","2023","50-59","Department for Education","London","455","445","53880","55020"
"In post","2023","50-59","Department for Education","Outside London","1395","1350","45730","42970"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs","London","455","445","48610","43450"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs","Outside London","2595","2480","36540","31590"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for International Trade","London","380","375","52700","55370"
"In post","2023","50-59","Department for International Trade","Outside London","185","175","46410","43850"
"In post","2023","50-59","Department for International Trade","Overseas","25","25","64630","62230"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","London","335","330","53030","54630"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Outside London","485","460","47190","48660"
"In post","2023","50-59","Department for Transport","London","700","680","50410","44570"
"In post","2023","50-59","Department for Transport","Outside London","3555","3350","31800","27450"
"In post","2023","50-59","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions","London","2995","2810","36210","32520"
"In post","2023","50-59","Department for Work and Pensions","Outside London","27465","24850","29770","28120"
"In post","2023","50-59","Department for Work and Pensions","Unknown","110","105","35550","28120"
"In post","2023","50-59","Department of Health and Social Care","London","970","930","56790","54450"
"In post","2023","50-59","Department of Health and Social Care","Outside London","1160","1105","52070","49820"
"In post","2023","50-59","Estyn","Outside London","50","50","71840","78500"
"In post","2023","50-59","Food Standards Agency","London","50","50","47110","41780"
"In post","2023","50-59","Food Standards Agency","Outside London","420","410","37760","31730"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","London","1005","980","56590","57000"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Outside London","525","510","45150","41530"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Overseas","525","520","58580","57770"
"In post","2023","50-59","HM Land Registry","London","130","125","44830","38410"
"In post","2023","50-59","HM Land Registry","Outside London","2280","2065","33170","28080"
