"Status","Year","Age","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Attorney General's Departments","London","10","10","23200","20980"
"In post","2023","16-19","Attorney General's Departments","Outside London","50","50","21190","20980"
"In post","2023","16-19","Cabinet Office","London","5","5","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","London","5","5","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Outside London","15","15","21160","21650"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Outside London","35","30","22600","22150"
"In post","2023","16-19","Department for International Trade","London","5","5","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Outside London","90","80","21330","22500"
"In post","2023","16-19","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Outside London","75","75","22950","21690"
"In post","2023","16-19","Department of Health and Social Care","London","5","5","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Outside London","35","35","23910","23800"
"In post","2023","16-19","HM Land Registry","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","London","10","10","27890","26920"
"In post","2023","16-19","HM Revenue and Customs","Outside London","185","180","23000","22520"
"In post","2023","16-19","HM Treasury","London","5","5","[c]","[c]"
"In post","2023","16-19","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","London","25","25","27530","26400"
"In post","2023","16-19","Home Office","Outside London","105","100","23040","22400"
"In post","2023","16-19","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Outside London","205","205","20210","19460"
"In post","2023","16-19","Ministry of Defence","Unknown","30","30","19370","17400"
"In post","2023","16-19","Ministry of Justice","London","20","15","28230","26700"
"In post","2023","16-19","Ministry of Justice","Outside London","325","315","25440","23230"
"In post","2023","16-19","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Outside London","75","75","23130","22920"
"In post","2023","16-19","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Outside London","30","30","23120","24840"
"In post","2023","16-19","Welsh Government","Outside London","10","10","22670","22150"
"In post","2023","20-29","Attorney General's Departments","London","760","755","33740","28200"
"In post","2023","20-29","Attorney General's Departments","Outside London","960","950","28660","26900"
"In post","2023","20-29","Cabinet Office","London","2005","2000","36220","32960"
"In post","2023","20-29","Cabinet Office","Outside London","915","905","32070","30130"
"In post","2023","20-29","Cabinet Office","Unknown","60","60","34420","29980"
"In post","2023","20-29","Chancellor's other departments","London","65","65","38220","35000"
"In post","2023","20-29","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","London","10","10","32100","30170"
"In post","2023","20-29","Charity Commission","Outside London","60","60","27100","25300"
"In post","2023","20-29","Competition and Markets Authority","London","155","150","38660","34110"
"In post","2023","20-29","Competition and Markets Authority","Outside London","20","20","37570","34110"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","London","1740","1735","44370","41360"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Outside London","1365","1355","30700","30930"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Overseas","15","15","31100","30930"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","London","560","555","41220","36030"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Outside London","105","105","35620","32560"
"In post","2023","20-29","Department for Education","London","530","530","42770","41440"
"In post","2023","20-29","Department for Education","Outside London","1050","1040","34460","30710"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","London","785","780","38670","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Outside London","1615","1595","28240","25920"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","London","1015","1010","41680","41550"
"In post","2023","20-29","Department for International Trade","Outside London","115","115","33570","31440"
"In post","2023","20-29","Department for International Trade","Overseas","25","25","43400","39700"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","London","645","645","41850","40390"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Outside London","285","285","34200","31290"
"In post","2023","20-29","Department for Transport","London","795","795","42930","43320"
"In post","2023","20-29","Department for Transport","Outside London","1460","1410","26520","22500"
"In post","2023","20-29","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","London","1315","1295","35030","32520"
"In post","2023","20-29","Department for Work and Pensions","Outside London","7650","7480","27000","28120"
"In post","2023","20-29","Department for Work and Pensions","Unknown","45","45","28790","28120"
"In post","2023","20-29","Department of Health and Social Care","London","1425","1415","38990","34190"
"In post","2023","20-29","Department of Health and Social Care","Outside London","780","765","31070","29590"
"In post","2023","20-29","Estyn","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","London","35","35","38050","33800"
"In post","2023","20-29","Food Standards Agency","Outside London","125","125","33700","31260"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","London","1000","1000","39740","37560"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Outside London","345","345","29690","28090"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Overseas","235","235","37090","33600"
"In post","2023","20-29","HM Land Registry","London","60","60","34670","31680"
"In post","2023","20-29","HM Land Registry","Outside London","975","955","27460","28080"
"In post","2023","20-29","HM Revenue and Customs","London","1510","1505","39850","39110"
"In post","2023","20-29","HM Revenue and Customs","Outside London","9955","9760","28660","27890"
"In post","2023","20-29","HM Treasury","London","840","840","39510","33820"
"In post","2023","20-29","HM Treasury","Outside London","95","90","32670","29970"
"In post","2023","20-29","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","London","2485","2475","36760","36000"
"In post","2023","20-29","Home Office","Outside London","5270","5175","25870","25750"
"In post","2023","20-29","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","Unknown","25","25","25090","25750"
"In post","2023","20-29","Ministry of Defence","London","835","830","39830","38020"
"In post","2023","20-29","Ministry of Defence","Outside London","6625","6580","30060","28560"
"In post","2023","20-29","Ministry of Defence","Overseas","50","50","46800","44520"
"In post","2023","20-29","Ministry of Defence","Unknown","380","380","32410","33360"
"In post","2023","20-29","Ministry of Justice","London","3125","3090","34630","33800"
"In post","2023","20-29","Ministry of Justice","Outside London","14545","14260","27510","28480"
"In post","2023","20-29","Ministry of Justice","Unknown","30","30","25670","25480"
"In post","2023","20-29","National Crime Agency","London","275","275","39560","39630"
"In post","2023","20-29","National Crime Agency","Outside London","475","475","34450","34670"
"In post","2023","20-29","National Crime Agency","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","London","25","25","47260","43650"
"In post","2023","20-29","Northern Ireland Office","Outside London","15","15","33330","37680"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","London","40","40","35610","36000"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","135","135","28800","27010"
"In post","2023","20-29","Office of Gas and Electricity Markets","London","220","220","34210","33400"
"In post","2023","20-29","Office of Gas and Electricity Markets","Outside London","160","160","29400","26420"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Outside London","55","55","31350","31310"
"In post","2023","20-29","Office of Rail and Road","London","20","20","36970","35330"
"In post","2023","20-29","Office of Rail and Road","Outside London","15","15","33240","31230"
"In post","2023","20-29","Office of the Secretary of State for Scotland","London","20","20","39840","35410"
"In post","2023","20-29","Office of the Secretary of State for Scotland","Outside London","15","15","35760","34840"
"In post","2023","20-29","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","Outside London","10","10","33690","31270"
"In post","2023","20-29","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Scottish Government","Outside London","4610","4540","30700","29100"
"In post","2023","20-29","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","The National Archives","London","90","90","29520","26800"
"In post","2023","20-29","UK Export Finance","London","125","125","40410","37150"
"In post","2023","20-29","UK Statistics Authority","London","130","130","38540","34560"
"In post","2023","20-29","UK Statistics Authority","Outside London","1155","1125","31940","31560"
"In post","2023","20-29","UK Supreme Court","London","15","15","29890","26420"
"In post","2023","20-29","Water Services Regulation Authority","London","20","20","35440","35330"
"In post","2023","20-29","Water Services Regulation Authority","Outside London","25","25","35960","35330"
"In post","2023","20-29","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Welsh Government","Outside London","550","540","29700","26900"
"In post","2023","20-29","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Attorney General's Departments","London","1180","1135","50070","52790"
"In post","2023","30-39","Attorney General's Departments","Outside London","1095","1030","40970","39710"
"In post","2023","30-39","Cabinet Office","London","1460","1435","54600","56430"
"In post","2023","30-39","Cabinet Office","Outside London","1120","1095","43080","38460"
"In post","2023","30-39","Cabinet Office","Unknown","45","45","42320","38050"
"In post","2023","30-39","Chancellor's other departments","London","95","90","63380","58970"
"In post","2023","30-39","Chancellor's other departments","Outside London","30","30","50430","44940"
"In post","2023","30-39","Charity Commission","London","25","25","45260","46810"
"In post","2023","30-39","Charity Commission","Outside London","90","90","32220","30170"
"In post","2023","30-39","Competition and Markets Authority","London","265","260","61250","59120"
"In post","2023","30-39","Competition and Markets Authority","Outside London","45","45","63080","60600"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","London","1695","1650","53390","55120"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","Outside London","2160","2075","37320","36540"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","Overseas","5","5","[c]","[c]"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport","London","620","610","53110","53030"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport","Outside London","115","115","44430","48010"
"In post","2023","30-39","Department for Education","London","695","670","53040","55020"
"In post","2023","30-39","Department for Education","Outside London","1685","1630","41930","37710"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","London","685","665","48870","54330"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Outside London","2325","2215","34280","30520"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","London","775","765","52700","55370"
"In post","2023","30-39","Department for International Trade","Outside London","150","145","44090","39760"
"In post","2023","30-39","Department for International Trade","Overseas","75","75","53800","53970"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","London","655","645","53500","54630"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Outside London","470","450","42300","39880"
"In post","2023","30-39","Department for Transport","London","875","860","53460","55740"
"In post","2023","30-39","Department for Transport","Outside London","2820","2635","29820","26960"
"In post","2023","30-39","Department for Transport","Overseas","5","5","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","London","1570","1500","37740","32520"
"In post","2023","30-39","Department for Work and Pensions","Outside London","12670","11685","29060","28120"
