"Status","Year","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","East Midlands (England)","Leicestershire CC and Rutland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire CC","AA/AO","Heterosexual / straight","110","[c]","22020","21380"
"Leaver CS","2023","East Midlands (England)","Lincolnshire CC","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire CC","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire CC","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire CC","EO","Heterosexual / straight","70","[c]","28270","27570"
"Leaver CS","2023","East Midlands (England)","Lincolnshire CC","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire CC","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire CC","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire CC","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire CC","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire CC","SEO/HEO","Heterosexual / straight","45","[c]","37150","34640"
"Leaver CS","2023","East Midlands (England)","Lincolnshire CC","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire CC","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire CC","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire CC","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire CC","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire CC","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Northamptonshire","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Northamptonshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Northamptonshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Northamptonshire","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Northamptonshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Northamptonshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Northamptonshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Northamptonshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Northamptonshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Northamptonshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Northamptonshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Nottinghamshire","AA/AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Nottinghamshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Nottinghamshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Nottinghamshire","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Nottinghamshire","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Nottinghamshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Nottinghamshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Nottinghamshire","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Nottinghamshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Nottinghamshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Nottinghamshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Nottinghamshire","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Nottinghamshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Nottinghamshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Nottinghamshire","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Nottinghamshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","North Nottinghamshire","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","AA/AO","Heterosexual / straight","115","[c]","21510","21690"
"Leaver CS","2023","East Midlands (England)","Nottingham","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","AA/AO","Unknown","140","[c]","21890","21780"
"Leaver CS","2023","East Midlands (England)","Nottingham","EO","Heterosexual / straight","85","[c]","26980","27570"
"Leaver CS","2023","East Midlands (England)","Nottingham","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","EO","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","SEO/HEO","Heterosexual / straight","90","[c]","35860","35610"
"Leaver CS","2023","East Midlands (England)","Nottingham","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","SEO/HEO","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Nottingham","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","AA/AO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South Nottinghamshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","South and West Derbyshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","West Northamptonshire","AA/AO","Heterosexual / straight","60","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","West Northamptonshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","West Northamptonshire","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","West Northamptonshire","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","West Northamptonshire","EO","Heterosexual / straight","40","[c]","27510","27570"
"Leaver CS","2023","East Midlands (England)","West Northamptonshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","West Northamptonshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","West Northamptonshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","West Northamptonshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","West Northamptonshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","West Northamptonshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","West Northamptonshire","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","West Northamptonshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","West Northamptonshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","West Northamptonshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","West Northamptonshire","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","West Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","West Northamptonshire","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","AA/AO","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedford","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Breckland and South Norfolk","AA/AO","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Breckland and South Norfolk","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Breckland and South Norfolk","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Breckland and South Norfolk","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Breckland and South Norfolk","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Breckland and South Norfolk","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Breckland and South Norfolk","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Breckland and South Norfolk","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Breckland and South Norfolk","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Breckland and South Norfolk","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","AA/AO","Heterosexual / straight","95","[c]","24690","22330"
"Leaver CS","2023","East of England","Cambridgeshire CC","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","AA/AO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","EO","Heterosexual / straight","55","[c]","27230","27570"
"Leaver CS","2023","East of England","Cambridgeshire CC","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","SEO/HEO","Heterosexual / straight","65","[c]","39530","39220"
"Leaver CS","2023","East of England","Cambridgeshire CC","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Cambridgeshire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Central Bedfordshire","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Central Bedfordshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Central Bedfordshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Central Bedfordshire","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Central Bedfordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Central Bedfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Central Bedfordshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Central Bedfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Central Bedfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Central Bedfordshire","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Central Bedfordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Central Bedfordshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Central Bedfordshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Haven Gateway","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Thames Gateway","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Thames Gateway","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Thames Gateway","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Thames Gateway","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Thames Gateway","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Thames Gateway","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Thames Gateway","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Thames Gateway","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Thames Gateway","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Thames Gateway","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Thames Gateway","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Thames Gateway","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Thames Gateway","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Thames Gateway","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Thames Gateway","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex Thames Gateway","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Heart of Essex","AA/AO","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Heart of Essex","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Heart of Essex","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Heart of Essex","AA/AO","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Heart of Essex","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Heart of Essex","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Heart of Essex","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Heart of Essex","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Heart of Essex","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Heart of Essex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Heart of Essex","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Heart of Essex","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Heart of Essex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Heart of Essex","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Heart of Essex","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Heart of Essex","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
