"Status","Year","Disability","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Science and Engineering","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Security","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Commercial","115","115","45030","41590"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Communications","160","150","43460","42710"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Digital, Data and Technology","455","445","45520","43250"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Economics","50","50","51070","53710"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Finance","295","285","47080","44030"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Human Resources","95","90","41020","37590"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Legal","50","45","57730","62540"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Operational Delivery","875","845","46020","41440"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Operational Research","50","45","51660","51360"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Policy","1295","1225","49850","51360"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Project Delivery","570","550","51810","51910"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Property","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Security","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Social Research","65","65","49080","47560"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Statistics","185","180","46200","43860"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","100","95","36760","37300"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","150","140","42070","37890"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","605","590","45090","49400"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","45","40","47690","44720"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","310","300","43760","38200"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","205","195","45450","46510"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","45","40","32410","30320"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","75","75","47290","43560"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","30","30","34270","30110"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","2615","2525","44410","40260"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","290","280","41210","37300"
"In post","2023","Declared non-disabled","Department for International Trade","Commercial","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Communications","55","50","47200","42530"
"In post","2023","Declared non-disabled","Department for International Trade","Digital, Data and Technology","100","100","51100","52200"
"In post","2023","Declared non-disabled","Department for International Trade","Economics","85","80","49350","52210"
"In post","2023","Declared non-disabled","Department for International Trade","Finance","55","55","51550","52800"
"In post","2023","Declared non-disabled","Department for International Trade","Human Resources","70","65","45840","41830"
"In post","2023","Declared non-disabled","Department for International Trade","International Trade","930","915","48950","43410"
"In post","2023","Declared non-disabled","Department for International Trade","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Operational Delivery","90","85","39530","35150"
"In post","2023","Declared non-disabled","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Other","75","75","49120","41550"
"In post","2023","Declared non-disabled","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Policy","125","125","50420","45620"
"In post","2023","Declared non-disabled","Department for International Trade","Project Delivery","60","55","50620","55370"
"In post","2023","Declared non-disabled","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Security","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Social Research","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Statistics","40","40","50580","55370"
"In post","2023","Declared non-disabled","Department for International Trade","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","55","55","45930","43180"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","80","80","55600","54630"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","50","50","49990","54630"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","95","90","51810","51380"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","65","60","44360","39260"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","35","35","41300","37060"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","360","345","41560","37540"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","80","80","48780","46740"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","1215","1180","50700","54630"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","115","110","50220","49700"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Security","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","125","120","46860","44180"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Commercial","100","95","52080","44570"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Communications","50","50","46990","44360"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Corporate Finance","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Digital, Data and Technology","65","65","47740","45830"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Economics","105","105","52820","55740"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Finance","125","125","53080","55740"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Human Resources","65","65","51700","50540"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","International Trade","40","35","61530","58020"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Operational Delivery","110","100","42460","38220"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Operational Research","15","15","[c]","[c]"
