"Status","Year","Age","Parent_department","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Cumbria","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Inner London - West","London","5","5","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Department for Transport","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","West Wales and The Valleys","Outside London","80","70","20770","19000"
"In post","2023","16-19","Department for Transport","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Greater Manchester","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Lancashire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Northumberland, and Tyne and Wear","Outside London","10","10","23830","21690"
"In post","2023","16-19","Department for Work and Pensions","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","South Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","West Wales and The Valleys","Outside London","10","10","22970","21690"
"In post","2023","16-19","Department for Work and Pensions","West Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","30","30","23900","23660"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Devon","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Derbyshire and Nottinghamshire","Outside London","15","15","23130","22520"
"In post","2023","16-19","HM Revenue and Customs","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","East Wales","Outside London","20","20","22790","22520"
"In post","2023","16-19","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Greater Manchester","Outside London","10","10","23850","22520"
"In post","2023","16-19","HM Revenue and Customs","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Merseyside","Outside London","20","20","22810","22520"
"In post","2023","16-19","HM Revenue and Customs","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Northumberland, and Tyne and Wear","Outside London","25","25","22740","22520"
"In post","2023","16-19","HM Revenue and Customs","Outer London - South","London","10","10","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Southern Scotland","Outside London","10","10","22520","22520"
"In post","2023","16-19","HM Revenue and Customs","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","West Central Scotland","Outside London","15","10","22920","22520"
"In post","2023","16-19","HM Revenue and Customs","West Midlands","Outside London","10","10","23410","22520"
"In post","2023","16-19","HM Revenue and Customs","West Yorkshire","Outside London","35","35","23240","22520"
"In post","2023","16-19","HM Treasury","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Inner London - West","London","5","5","[c]","[c]"
"In post","2023","16-19","HM Treasury","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","East Anglia","Outside London","10","5","[c]","[c]"
"In post","2023","16-19","Home Office","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Essex","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Home Office","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Kent","Outside London","40","40","23280","22400"
"In post","2023","16-19","Home Office","Merseyside","Outside London","25","20","23050","22400"
"In post","2023","16-19","Home Office","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Outer London - South","London","10","5","[c]","[c]"
"In post","2023","16-19","Home Office","Outer London - West and North West","London","15","15","26990","26400"
"In post","2023","16-19","Home Office","South Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Home Office","Tees Valley and Durham","Outside London","10","5","[c]","[c]"
"In post","2023","16-19","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Devon","Outside London","10","10","21740","19770"
"In post","2023","16-19","Ministry of Defence","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","East Wales","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","130","130","19910","19430"
"In post","2023","16-19","Ministry of Defence","Hampshire and Isle of Wight","Outside London","20","20","20870","19640"
"In post","2023","16-19","Ministry of Defence","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Southern Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Unknown","Unknown","30","30","19370","17400"
"In post","2023","16-19","Ministry of Defence","West Central Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Bedfordshire and Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","23060","23230"
"In post","2023","16-19","Ministry of Justice","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Cumbria","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Derbyshire and Nottinghamshire","Outside London","20","20","25890","26050"
"In post","2023","16-19","Ministry of Justice","Devon","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Dorset and Somerset","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","East Anglia","Outside London","30","25","25490","23640"
"In post","2023","16-19","Ministry of Justice","East Wales","Outside London","15","15","24290","23230"
"In post","2023","16-19","Ministry of Justice","East Yorkshire and Northern Lincolnshire","Outside London","10","10","26820","28880"
"In post","2023","16-19","Ministry of Justice","Essex","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","15","25010","23230"
"In post","2023","16-19","Ministry of Justice","Greater Manchester","Outside London","15","15","26560","28880"
"In post","2023","16-19","Ministry of Justice","Hampshire and Isle of Wight","Outside London","20","20","26240","26470"
"In post","2023","16-19","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Inner London - East","London","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Kent","Outside London","10","10","26670","25600"
"In post","2023","16-19","Ministry of Justice","Lancashire","Outside London","15","15","23890","23230"
"In post","2023","16-19","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","Outside London","20","20","25770","26050"
"In post","2023","16-19","Ministry of Justice","Lincolnshire","Outside London","10","10","26030","25930"
"In post","2023","16-19","Ministry of Justice","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Shropshire and Staffordshire","Outside London","15","15","25590","23230"
"In post","2023","16-19","Ministry of Justice","South Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Surrey, East and West Sussex","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Tees Valley and Durham","Outside London","15","15","26160","28880"
"In post","2023","16-19","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","West Midlands","Outside London","20","20","23480","21780"
"In post","2023","16-19","Ministry of Justice","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","West Yorkshire","Outside London","30","25","25710","26260"
"In post","2023","16-19","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Eastern Scotland","Outside London","30","30","23230","23340"
"In post","2023","16-19","Scottish Government","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Scottish Government","Southern Scotland","Outside London","10","10","22560","22180"
"In post","2023","16-19","Scottish Government","West Central Scotland","Outside London","25","25","22760","22180"
"In post","2023","16-19","The National Archives","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","East Wales","Outside London","10","10","23020","23020"
"In post","2023","16-19","UK Statistics Authority","Hampshire and Isle of Wight","Outside London","10","10","22370","21200"
"In post","2023","16-19","UK Statistics Authority","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Welsh Government","East Wales","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Welsh Government","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","30","25","28450","25600"
"In post","2023","20-29","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","30","30","30410","28200"
"In post","2023","20-29","Attorney General's Departments","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","80","80","26840","26900"
"In post","2023","20-29","Attorney General's Departments","Devon","Outside London","10","10","24840","23650"
"In post","2023","20-29","Attorney General's Departments","East Anglia","Outside London","25","25","29420","24430"
"In post","2023","20-29","Attorney General's Departments","East Wales","Outside London","35","35","28640","24430"
"In post","2023","20-29","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Essex","Outside London","30","30","30550","28200"
"In post","2023","20-29","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","55","55","27790","26900"
"In post","2023","20-29","Attorney General's Departments","Greater Manchester","Outside London","50","50","29630","26900"
"In post","2023","20-29","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","55","55","27840","24480"
"In post","2023","20-29","Attorney General's Departments","Inner London - East","London","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Inner London - West","London","730","725","34080","28950"
"In post","2023","20-29","Attorney General's Departments","Kent","Outside London","30","30","27970","25600"
"In post","2023","20-29","Attorney General's Departments","Lancashire","Outside London","25","25","30920","26900"
"In post","2023","20-29","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","20","20","24280","22870"
"In post","2023","20-29","Attorney General's Departments","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Merseyside","Outside London","100","100","27860","26900"
"In post","2023","20-29","Attorney General's Departments","North Yorkshire","Outside London","25","25","28980","26900"
"In post","2023","20-29","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","50","45","29090","26900"
"In post","2023","20-29","Attorney General's Departments","Outer London - East and North East","London","10","10","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Outer London - South","London","10","10","27370","26680"
"In post","2023","20-29","Attorney General's Departments","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","South Yorkshire","Outside London","35","35","27140","24430"
"In post","2023","20-29","Attorney General's Departments","Surrey, East and West Sussex","Outside London","50","50","28330","28200"
"In post","2023","20-29","Attorney General's Departments","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","West Midlands","Outside London","80","80","28250","26900"
"In post","2023","20-29","Attorney General's Departments","West Wales and The Valleys","Outside London","10","10","31850","27810"
"In post","2023","20-29","Attorney General's Departments","West Yorkshire","Outside London","110","105","30780","26900"
"In post","2023","20-29","Cabinet Office","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","29540","28840"
"In post","2023","20-29","Cabinet Office","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Derbyshire and Nottinghamshire","Outside London","15","15","30600","30130"
"In post","2023","20-29","Cabinet Office","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","East Anglia","Outside London","30","30","34510","32250"
"In post","2023","20-29","Cabinet Office","East Wales","Outside London","50","50","32230","31640"
"In post","2023","20-29","Cabinet Office","Eastern Scotland","Outside London","20","20","32130","30130"
"In post","2023","20-29","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","55","55","36390","30130"
"In post","2023","20-29","Cabinet Office","Greater Manchester","Outside London","150","150","35060","32560"
"In post","2023","20-29","Cabinet Office","Hampshire and Isle of Wight","Outside London","15","15","30690","30130"
"In post","2023","20-29","Cabinet Office","Inner London - East","London","280","280","39350","35240"
"In post","2023","20-29","Cabinet Office","Inner London - West","London","1720","1715","35670","32520"
"In post","2023","20-29","Cabinet Office","Lancashire","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Merseyside","Outside London","70","70","31340","31640"
"In post","2023","20-29","Cabinet Office","North Yorkshire","Outside London","130","130","29180","27430"
"In post","2023","20-29","Cabinet Office","Northumberland, and Tyne and Wear","Outside London","85","80","27170","24860"
"In post","2023","20-29","Cabinet Office","Outer London - South","London","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","South Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Unknown","Unknown","60","60","34420","29980"
