"Status","Year","Age","Organisation","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Crown Prosecution Service","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Leeds","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Westminster","London","5","5","[c]","[c]"
"In post","2023","16-19","Defence Electronics and Components Agency","Flintshire and Wrexham","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Defence Electronics and Components Agency","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","85","85","19280","18780"
"In post","2023","16-19","Defence Equipment and Support","East Ayrshire and North Ayrshire mainland","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Defence Equipment and Support","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Equipment and Support","South Hampshire","Outside London","10","10","18820","18280"
"In post","2023","16-19","Defence Science and Technology Laboratory","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Science and Technology Laboratory","Wiltshire","Outside London","25","25","21620","23340"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Westminster","London","5","5","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport (excl. agencies)","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Westminster","London","5","5","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Central Valleys","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Manchester","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Tyneside","Outside London","10","10","24030","21690"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care (excl. agencies)","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care (excl. agencies)","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Disclosure Scotland","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","Swansea","Outside London","75","65","20620","19000"
"In post","2023","16-19","Driver and Vehicle Standards Agency","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Education Scotland","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","FCDO Services","Milton Keynes","Outside London","30","30","23790","23530"
"In post","2023","16-19","FCDO Services","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Government Legal Department","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Leicestershire CC and Rutland","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Birmingham","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Cambridgeshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Central Hampshire","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Chorley and West Lancashire","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Devon CC","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Dorset","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Durham","Outside London","15","15","26600","28880"
"In post","2023","16-19","HM Prison and Probation Service","East Riding of Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Flintshire and Wrexham","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Greater Manchester North West","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Heart of Essex","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Kent Thames Gateway","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Leeds","Outside London","15","10","26330","28880"
"In post","2023","16-19","HM Prison and Probation Service","Leicester","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Leicestershire CC and Rutland","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Lincolnshire CC","Outside London","10","10","26030","25930"
"In post","2023","16-19","HM Prison and Probation Service","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Mid Lancashire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","North Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Nottingham","Outside London","10","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","South and West Derbyshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Staffordshire CC","Outside London","15","15","26370","28880"
"In post","2023","16-19","HM Prison and Probation Service","Suffolk CC","Outside London","10","10","24080","23230"
"In post","2023","16-19","HM Prison and Probation Service","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Wakefield","Outside London","10","10","26820","28880"
"In post","2023","16-19","HM Prison and Probation Service","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Wiltshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Birmingham","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Bradford","Outside London","20","15","22520","22520"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","20","20","22790","22520"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Croydon","London","5","5","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Glasgow City","Outside London","15","10","22920","22520"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","Outside London","10","10","23850","22520"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Leeds","Outside London","15","15","23910","22520"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Liverpool","Outside London","20","20","22820","22520"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Nottingham","Outside London","15","15","23210","22520"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","South Lanarkshire","Outside London","10","10","22520","22520"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Sunderland","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Tyneside","Outside London","10","10","22520","22520"
"In post","2023","16-19","HM Treasury (excl. agencies)","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury (excl. agencies)","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury (excl. agencies)","Westminster","London","5","5","[c]","[c]"
"In post","2023","16-19","Health and Safety Executive","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Health and Safety Executive","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Health and Safety Executive","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Health and Safety Executive","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Croydon","London","10","5","[c]","[c]"
"In post","2023","16-19","Home Office","Durham","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Home Office","East Kent","Outside London","40","40","23280","22400"
"In post","2023","16-19","Home Office","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
