"Status","Year","Age","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","London","10","10","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Outside London","30","30","40850","35790"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","London","35","35","51510","54630"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Outside London","15","15","44050","37540"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Operational Delivery","London","20","20","39440","34390"
"In post","2023","60-64","Department for Transport (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Policy","London","30","25","49430","47200"
"In post","2023","60-64","Department for Transport (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Project Delivery","London","5","5","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Security","London","10","10","45560","43280"
"In post","2023","60-64","Department for Transport (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Transport (excl. agencies)","Unknown","London","30","25","49810","31820"
"In post","2023","60-64","Department for Transport (excl. agencies)","Unknown","Outside London","20","20","67120","81100"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Commercial","London","10","10","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Commercial","Outside London","60","45","36960","34970"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Communications","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Counter Fraud","London","130","105","31390","32520"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Counter Fraud","Outside London","660","490","28070","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","London","15","15","44860","41450"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Outside London","285","225","40360","34970"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Finance","London","10","5","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Finance","Outside London","90","65","36350","34170"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Human Resources","London","15","10","47370","43760"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Human Resources","Outside London","50","40","38370","34970"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","London","15","15","37330","32520"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Outside London","30","25","30930","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Operational Delivery","London","665","555","31280","32520"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outside London","7275","5605","26540","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Operational Delivery","Unknown","20","15","26890","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Other","London","25","25","40340","32520"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Other","Outside London","530","415","26420","25610"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Policy","London","50","45","49790","44940"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Policy","Outside London","20","15","46690","38470"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Project Delivery","London","20","20","43050","39780"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Project Delivery","Outside London","170","125","36650","34970"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Property","London","10","10","56770","58150"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Property","Outside London","15","15","38020","38470"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Property","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Security","London","10","10","54360","43760"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Security","Outside London","40","35","38520","34760"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","15","15","25950","21690"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Medicine","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Policy","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Unknown","London","55","50","54280","54670"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","35","30","55310","50830"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Disclosure Scotland","Unknown","Outside London","30","25","28940","24890"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","Commercial","Outside London","25","15","38360","31350"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","Communications","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","50","45","43960","42990"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","Finance","Outside London","20","15","29750","27390"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","Human Resources","Outside London","15","15","32870","33850"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","430","305","22110","22500"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","Policy","Outside London","10","5","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","Property","Outside London","10","5","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","Security","Outside London","10","10","30240","25650"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Finance","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Human Resources","Outside London","15","10","34490","36660"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Operational Delivery","London","55","50","32040","31450"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","575","500","28570","27450"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Policy","Outside London","15","15","35550","33850"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Property","Outside London","15","10","29140","27260"
"In post","2023","60-64","Education Scotland","Unknown","Outside London","35","30","65390","79110"
"In post","2023","60-64","Education and Skills Funding Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Education and Skills Funding Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Education and Skills Funding Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Education and Skills Funding Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Education and Skills Funding Agency","Finance","Outside London","10","10","[c]","[c]"
"In post","2023","60-64","Education and Skills Funding Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Education and Skills Funding Agency","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Education and Skills Funding Agency","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Estyn","Inspector of Education and Training","Outside London","10","5","[c]","[c]"
"In post","2023","60-64","Estyn","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Estyn","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","FCDO Services","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","FCDO Services","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","FCDO Services","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","FCDO Services","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","FCDO Services","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","FCDO Services","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","FCDO Services","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","FCDO Services","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","FCDO Services","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","FCDO Services","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","FCDO Services","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","FCDO Services","Property","London","5","5","[c]","[c]"
"In post","2023","60-64","FCDO Services","Property","Outside London","10","10","[c]","[c]"
"In post","2023","60-64","FCDO Services","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","FCDO Services","Security","London","10","10","[c]","[c]"
"In post","2023","60-64","FCDO Services","Security","Outside London","25","25","37720","35250"
"In post","2023","60-64","FCDO Services","Security","Overseas","10","10","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Operational Delivery","London","5","5","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Operational Delivery","Outside London","85","75","30330","28090"
"In post","2023","60-64","Food Standards Agency","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Policy","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Scotland","Unknown","Outside London","25","25","38180","31940"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Outside London","10","10","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","London","10","5","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Outside London","20","20","48960","45140"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","10","10","53010","40700"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","20","15","29490","26900"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","10","10","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","5","5","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","5","5","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Other","London","10","10","45700","39620"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","London","80","75","52620","50150"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Outside London","15","10","55310","58300"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Overseas","60","60","70880","67160"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","London","20","20","54720","59020"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Outside London","10","10","49970","46000"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Security","London","15","15","55920","44450"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Forestry and Land Scotland","Unknown","Outside London","115","100","34440","32740"
"In post","2023","60-64","Government Actuary's Department","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Actuary's Department","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Actuary's Department","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Commercial Organisation","Commercial","London","20","20","91140","74000"
"In post","2023","60-64","Government Commercial Organisation","Commercial","Outside London","35","35","71610","68830"
"In post","2023","60-64","Government Commercial Organisation","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Commercial Organisation","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Commercial Organisation","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Commercial Organisation","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Commercial Organisation","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Internal Audit Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Internal Audit Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Internal Audit Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Internal Audit Agency","Internal Audit","London","20","15","53540","52530"
"In post","2023","60-64","Government Internal Audit Agency","Internal Audit","Outside London","30","25","46250","44210"
"In post","2023","60-64","Government Internal Audit Agency","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Internal Audit Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Internal Audit Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Internal Audit Agency","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Internal Audit Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Internal Audit Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Legal Department","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Legal Department","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Legal Department","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Legal Department","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Legal Department","Legal","London","70","65","73550","74900"
"In post","2023","60-64","Government Legal Department","Legal","Outside London","10","10","[c]","[c]"
"In post","2023","60-64","Government Legal Department","Operational Delivery","London","25","20","35990","30900"
"In post","2023","60-64","Government Legal Department","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Property Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Property Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Property Agency","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Property Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Property Agency","Property","London","10","5","[c]","[c]"
"In post","2023","60-64","Government Property Agency","Property","Outside London","10","10","52290","54050"
"In post","2023","60-64","HM Courts and Tribunals Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Courts and Tribunals Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Courts and Tribunals Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Courts and Tribunals Service","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2023","60-64","HM Courts and Tribunals Service","Finance","London","10","5","[c]","[c]"
"In post","2023","60-64","HM Courts and Tribunals Service","Finance","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","HM Courts and Tribunals Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Courts and Tribunals Service","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Courts and Tribunals Service","Legal","London","25","20","58060","54580"
"In post","2023","60-64","HM Courts and Tribunals Service","Legal","Outside London","75","60","47190","47100"
"In post","2023","60-64","HM Courts and Tribunals Service","Operational Delivery","London","390","360","27660","25480"
"In post","2023","60-64","HM Courts and Tribunals Service","Operational Delivery","Outside London","1235","1030","23070","21780"
"In post","2023","60-64","HM Courts and Tribunals Service","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Courts and Tribunals Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Courts and Tribunals Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Courts and Tribunals Service","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Courts and Tribunals Service","Property","Outside London","10","10","45510","37680"
"In post","2023","60-64","HM Land Registry","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Land Registry","Digital, Data and Technology","Outside London","35","30","40400","39460"
"In post","2023","60-64","HM Land Registry","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Land Registry","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Land Registry","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Land Registry","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Land Registry","Legal","London","5","5","[c]","[c]"
"In post","2023","60-64","HM Land Registry","Legal","Outside London","25","15","49470","58960"
"In post","2023","60-64","HM Land Registry","Operational Delivery","London","25","20","33930","31680"
"In post","2023","60-64","HM Land Registry","Operational Delivery","Outside London","490","345","31120","28080"
"In post","2023","60-64","HM Land Registry","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Land Registry","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Land Registry","Project Delivery","Outside London","10","10","40080","40450"
"In post","2023","60-64","HM Land Registry","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Prison and Probation Service","Commercial","London","10","10","[c]","[c]"
"In post","2023","60-64","HM Prison and Probation Service","Commercial","Outside London","15","10","55000","53200"
"In post","2023","60-64","HM Prison and Probation Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Prison and Probation Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Prison and Probation Service","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Prison and Probation Service","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2023","60-64","HM Prison and Probation Service","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Prison and Probation Service","Intelligence Analysis","Outside London","20","20","31430","29790"
"In post","2023","60-64","HM Prison and Probation Service","Internal Audit","London","[c]","[c]","[c]","[c]"
