"Status","Year","Organisation","Region_ITL2","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Accountant in Bankruptcy","Southern Scotland","Outside London","Heterosexual / straight","75","65","36360","33520"
"In post","2023","Accountant in Bankruptcy","Southern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","Southern Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","Southern Scotland","Outside London","Unknown","45","45","29280","24890"
"In post","2023","Accountant in Bankruptcy","West Central Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","West Central Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Inner London - West","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Active Travel England","Inner London - West","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","North Yorkshire","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Active Travel England","North Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","North Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","North Yorkshire","Outside London","Unknown","10","5","[c]","[c]"
"In post","2023","Active Travel England","Surrey, East and West Sussex","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Surrey, East and West Sussex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Surrey, East and West Sussex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","West Wales and The Valleys","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","West Wales and The Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","West Yorkshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","West Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","West Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","West Yorkshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","55","50","32300","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","Outside London","Unknown","30","25","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Devon","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Devon","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Dorset and Somerset","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Dorset and Somerset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Anglia","Outside London","Heterosexual / straight","30","25","36020","35070"
