"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Communications","Crown Commercial Service","Communications","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Crown Prosecution Service","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Crown Prosecution Service","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Crown Prosecution Service","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Crown Prosecution Service","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Inner London - West","15","[c]","47870","40050"
"Leaver CS","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Education (excl. agencies)","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Education (excl. agencies)","Communications","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Education (excl. agencies)","Communications","Inner London - West","20","[c]","40160","37870"
"Leaver CS","2023","Communications","Department for Education (excl. agencies)","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Education (excl. agencies)","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Inner London - West","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for International Trade","Communications","Inner London - West","10","[c]","42550","41550"
"Leaver CS","2023","Communications","Department for International Trade","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Inner London - West","20","[c]","42700","36950"
"Leaver CS","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Transport (excl. agencies)","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Work and Pensions (excl. agencies)","Communications","Inner London - West","10","[c]","43420","44360"
"Leaver CS","2023","Communications","Department for Work and Pensions (excl. agencies)","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Work and Pensions (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Work and Pensions (excl. agencies)","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Driver and Vehicle Licensing Agency","Communications","West Wales and The Valleys","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Driver and Vehicle Standards Agency","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Driver and Vehicle Standards Agency","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","FCDO Services","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Food Standards Agency","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Food Standards Agency","Communications","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Food Standards Agency","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Food Standards Agency","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Food Standards Agency","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Government Actuary's Department","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Government Internal Audit Agency","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Government Internal Audit Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Land Registry","Communications","Outer London - South","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Land Registry","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Land Registry","Communications","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Prison and Probation Service","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Prison and Probation Service","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Revenue and Customs (excl. agencies)","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Revenue and Customs (excl. agencies)","Communications","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Revenue and Customs (excl. agencies)","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Revenue and Customs (excl. agencies)","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Revenue and Customs (excl. agencies)","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Treasury (excl. agencies)","Communications","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Health and Safety Executive","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Health and Safety Executive","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Home Office","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Home Office","Communications","Inner London - West","15","[c]","48390","47380"
"Leaver CS","2023","Communications","Home Office","Communications","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Intellectual Property Office","Communications","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Maritime and Coastguard Agency","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","Inner London - East","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Met Office","Communications","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","Communications","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","Communications","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","Communications","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","Communications","Hampshire and Isle of Wight","10","[c]","38790","33800"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","Communications","Inner London - West","15","[c]","55940","47330"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","Communications","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Justice (excl. agencies)","Communications","Inner London - West","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Justice (excl. agencies)","Communications","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Justice (excl. agencies)","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Justice (excl. agencies)","Operational Delivery","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Crime Agency","Communications","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Crime Agency","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Crime Agency","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Savings and Investments","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Savings and Investments","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Northern Ireland Office","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office for Standards in Education, Children's Services and Skills","Communications","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office for Standards in Education, Children's Services and Skills","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Gas and Electricity Markets","Communications","Inner London - East","10","[c]","41050","39000"
"Leaver CS","2023","Communications","Office of Gas and Electricity Markets","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Qualifications and Examinations Regulation","Communications","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Rail and Road","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Registers of Scotland","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Scottish Courts and Tribunals Service","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Serious Fraud Office","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Export Finance","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Export Finance","Operational Delivery","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Export Finance","Policy","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Health Security Agency","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Hydrographic Office","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Space Agency","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Statistics Authority","Communications","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Statistics Authority","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Statistics Authority","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Supreme Court","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Supreme Court","Digital, Data and Technology","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Valuation Office Agency","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Valuation Office Agency","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Valuation Office Agency","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Water Services Regulation Authority","Communications","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Building Digital UK","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","Inner London - West","10","[c]","46700","44630"
"Leaver CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Companies House","Counter Fraud","East Wales","10","[c]","22990","22990"
"Leaver CS","2023","Counter Fraud","Companies House","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Digital, Culture, Media and Sport (excl. agencies)","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Bedfordshire and Hertfordshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","28090","28120"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Derbyshire and Nottinghamshire","15","[c]","31620","28120"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Dorset and Somerset","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","East Anglia","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","East Yorkshire and Northern Lincolnshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Eastern Scotland","15","[c]","27270","27570"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Essex","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Greater Manchester","15","[c]","25690","21690"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Hampshire and Isle of Wight","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Inner London - East","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Inner London - West","10","[c]","33720","34260"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Kent","20","[c]","26070","25610"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Lancashire","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Leicestershire, Rutland and Northamptonshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Merseyside","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Northumberland, and Tyne and Wear","15","[c]","28300","28120"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Outer London - East and North East","30","[c]","29720","28270"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Outer London - West and North West","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","South Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Southern Scotland","25","[c]","23090","21690"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Surrey, East and West Sussex","15","[c]","30060","29290"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","Tees Valley and Durham","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","West Central Scotland","25","[c]","26290","27570"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","West Midlands","20","[c]","27100","27840"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","West Wales and The Valleys","15","[c]","25470","26120"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","West Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","Outer London - East and North East","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","West Central Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Food Standards Agency","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Food Standards Agency","Counter Fraud","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","Greater Manchester","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","Inner London - East","15","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
