"Status","Year","Age","Region_ITL1","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","East Midlands (England)","AA/AO","AA","110","105","22100","23230"
"In post","2023","30-39","East Midlands (England)","AA/AO","AO","1390","1265","25710","22520"
"In post","2023","30-39","East Midlands (England)","EO","EO","1265","1205","28550","28120"
"In post","2023","30-39","East Midlands (England)","G6/G7","G6","45","45","67920","68370"
"In post","2023","30-39","East Midlands (England)","G6/G7","G7","270","265","54700","54250"
"In post","2023","30-39","East Midlands (England)","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","30-39","East Midlands (England)","SEO/HEO","HEO","895","870","34260","34700"
"In post","2023","30-39","East Midlands (England)","SEO/HEO","SEO","465","450","42090","41780"
"In post","2023","30-39","East Midlands (England)","Unknown","Unknown","415","385","29640","29050"
"In post","2023","30-39","East of England","AA/AO","AA","150","135","22420","23230"
"In post","2023","30-39","East of England","AA/AO","AO","1150","1065","27760","28880"
"In post","2023","30-39","East of England","EO","EO","1065","1005","29190","28120"
"In post","2023","30-39","East of England","G6/G7","G6","40","40","65880","65540"
"In post","2023","30-39","East of England","G6/G7","G7","215","210","56040","54450"
"In post","2023","30-39","East of England","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","30-39","East of England","SEO/HEO","HEO","620","600","34140","33830"
"In post","2023","30-39","East of England","SEO/HEO","SEO","410","400","41960","41200"
"In post","2023","30-39","East of England","Unknown","Unknown","450","405","28900","26840"
"In post","2023","30-39","London","AA/AO","AA","175","165","25340","26010"
"In post","2023","30-39","London","AA/AO","AO","1620","1530","29560","26810"
"In post","2023","30-39","London","EO","EO","3605","3465","31590","31310"
"In post","2023","30-39","London","G6/G7","G6","3100","3015","69060","67420"
"In post","2023","30-39","London","G6/G7","G7","7265","7110","57250","55850"
"In post","2023","30-39","London","SCS level","SCS level","790","770","81690","77440"
"In post","2023","30-39","London","SEO/HEO","HEO","3915","3835","37100","36180"
"In post","2023","30-39","London","SEO/HEO","SEO","4245","4170","43840","43420"
"In post","2023","30-39","London","Unknown","Unknown","500","480","34460","34820"
"In post","2023","30-39","North East (England)","AA/AO","AA","100","85","22380","23230"
"In post","2023","30-39","North East (England)","AA/AO","AO","2225","2010","23790","22520"
"In post","2023","30-39","North East (England)","EO","EO","1935","1835","27960","28120"
"In post","2023","30-39","North East (England)","G6/G7","G6","130","125","67490","68030"
"In post","2023","30-39","North East (England)","G6/G7","G7","570","560","54280","54090"
"In post","2023","30-39","North East (England)","SCS level","SCS level","10","10","79200","74370"
"In post","2023","30-39","North East (England)","SEO/HEO","HEO","1295","1255","33920","34400"
"In post","2023","30-39","North East (England)","SEO/HEO","SEO","830","810","41040","41780"
"In post","2023","30-39","North East (England)","Unknown","Unknown","265","255","28490","26840"
"In post","2023","30-39","North West (England)","AA/AO","AA","205","190","22070","23230"
"In post","2023","30-39","North West (England)","AA/AO","AO","3625","3340","23770","22400"
"In post","2023","30-39","North West (England)","EO","EO","4290","4095","27890","28120"
"In post","2023","30-39","North West (England)","G6/G7","G6","240","235","67850","66900"
"In post","2023","30-39","North West (England)","G6/G7","G7","1250","1220","54640","54260"
"In post","2023","30-39","North West (England)","SCS level","SCS level","25","25","80660","77000"
"In post","2023","30-39","North West (England)","SEO/HEO","HEO","2690","2620","33940","34170"
"In post","2023","30-39","North West (England)","SEO/HEO","SEO","1615","1590","41010","40750"
"In post","2023","30-39","North West (England)","Unknown","Unknown","940","890","29520","26840"
"In post","2023","30-39","Northern Ireland","AA/AO","AA","35","35","21900","22130"
"In post","2023","30-39","Northern Ireland","AA/AO","AO","300","275","22530","22520"
"In post","2023","30-39","Northern Ireland","EO","EO","320","315","27760","27890"
"In post","2023","30-39","Northern Ireland","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","30-39","Northern Ireland","G6/G7","G7","85","85","55880","56870"
"In post","2023","30-39","Northern Ireland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland","SEO/HEO","HEO","270","265","34490","34700"
"In post","2023","30-39","Northern Ireland","SEO/HEO","SEO","100","100","41040","41950"
"In post","2023","30-39","Overseas","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","30-39","Overseas","EO","EO","40","40","36340","34820"
"In post","2023","30-39","Overseas","G6/G7","G6","100","100","67280","65100"
"In post","2023","30-39","Overseas","G6/G7","G7","365","365","56170","55070"
"In post","2023","30-39","Overseas","SCS level","SCS level","25","25","76070","74340"
"In post","2023","30-39","Overseas","SEO/HEO","HEO","320","320","38240","35810"
"In post","2023","30-39","Overseas","SEO/HEO","SEO","130","130","49260","44140"
"In post","2023","30-39","Overseas","Unknown","Unknown","35","35","[c]","[c]"
"In post","2023","30-39","Scotland","AA/AO","AA","690","640","23050","22920"
"In post","2023","30-39","Scotland","AA/AO","AO","2765","2600","24820","22520"
"In post","2023","30-39","Scotland","EO","EO","3515","3380","30290","29100"
"In post","2023","30-39","Scotland","G6/G7","G6","345","335","70780","70920"
"In post","2023","30-39","Scotland","G6/G7","G7","1305","1270","56810","55780"
"In post","2023","30-39","Scotland","SCS level","SCS level","30","30","82490","83530"
"In post","2023","30-39","Scotland","SEO/HEO","HEO","2480","2410","35710","34730"
"In post","2023","30-39","Scotland","SEO/HEO","SEO","1630","1585","44600","42860"
"In post","2023","30-39","Scotland","Unknown","Unknown","25","25","40030","42000"
"In post","2023","30-39","South East (England)","AA/AO","AA","295","270","22820","23230"
"In post","2023","30-39","South East (England)","AA/AO","AO","1940","1830","28910","29330"
"In post","2023","30-39","South East (England)","EO","EO","2225","2110","29360","28120"
"In post","2023","30-39","South East (England)","G6/G7","G6","95","95","67680","65410"
"In post","2023","30-39","South East (England)","G6/G7","G7","630","610","54130","52800"
"In post","2023","30-39","South East (England)","SCS level","SCS level","15","15","85970","88070"
"In post","2023","30-39","South East (England)","SEO/HEO","HEO","1190","1145","34230","33830"
"In post","2023","30-39","South East (England)","SEO/HEO","SEO","965","935","41670","40750"
"In post","2023","30-39","South East (England)","Unknown","Unknown","615","560","30670","30810"
"In post","2023","30-39","South West (England)","AA/AO","AA","200","185","22660","22040"
"In post","2023","30-39","South West (England)","AA/AO","AO","1485","1355","25080","22520"
"In post","2023","30-39","South West (England)","EO","EO","1580","1475","28210","28080"
"In post","2023","30-39","South West (England)","G6/G7","G6","235","220","66390","65410"
"In post","2023","30-39","South West (England)","G6/G7","G7","1450","1400","52620","51560"
"In post","2023","30-39","South West (England)","SCS level","SCS level","15","15","85800","84490"
"In post","2023","30-39","South West (England)","SEO/HEO","HEO","2185","2080","33480","33450"
"In post","2023","30-39","South West (England)","SEO/HEO","SEO","2375","2305","41070","40550"
"In post","2023","30-39","South West (England)","Unknown","Unknown","785","740","35830","33690"
"In post","2023","30-39","Unknown","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","AA/AO","AO","35","30","24620","21780"
"In post","2023","30-39","Unknown","EO","EO","85","80","27350","28120"
"In post","2023","30-39","Unknown","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","G6/G7","G7","20","20","53680","53000"
"In post","2023","30-39","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","SEO/HEO","HEO","15","15","33940","32640"
"In post","2023","30-39","Unknown","SEO/HEO","SEO","25","25","42950","41050"
"In post","2023","30-39","Unknown","Unknown","Unknown","380","380","42020","40830"
"In post","2023","30-39","Wales","AA/AO","AA","275","230","20290","19000"
"In post","2023","30-39","Wales","AA/AO","AO","2330","2115","23570","22500"
"In post","2023","30-39","Wales","EO","EO","2475","2360","27970","28120"
"In post","2023","30-39","Wales","G6/G7","G6","125","120","67640","66000"
"In post","2023","30-39","Wales","G6/G7","G7","800","780","55660","54250"
"In post","2023","30-39","Wales","SCS level","SCS level","25","25","80160","79250"
"In post","2023","30-39","Wales","SEO/HEO","HEO","1765","1710","34340","34400"
"In post","2023","30-39","Wales","SEO/HEO","SEO","1240","1205","42070","41700"
"In post","2023","30-39","Wales","Unknown","Unknown","435","410","28710","26840"
"In post","2023","30-39","West Midlands (England)","AA/AO","AA","155","145","22190","23230"
"In post","2023","30-39","West Midlands (England)","AA/AO","AO","1975","1820","24450","22220"
"In post","2023","30-39","West Midlands (England)","EO","EO","2045","1940","28200","28120"
"In post","2023","30-39","West Midlands (England)","G6/G7","G6","110","110","67110","65980"
"In post","2023","30-39","West Midlands (England)","G6/G7","G7","565","550","54290","52790"
"In post","2023","30-39","West Midlands (England)","SCS level","SCS level","25","25","83840","78430"
"In post","2023","30-39","West Midlands (England)","SEO/HEO","HEO","1340","1305","33980","34170"
"In post","2023","30-39","West Midlands (England)","SEO/HEO","SEO","870","850","41380","41000"
"In post","2023","30-39","West Midlands (England)","Unknown","Unknown","455","420","28620","26840"
"In post","2023","30-39","Yorkshire and The Humber","AA/AO","AA","170","165","22690","23230"
"In post","2023","30-39","Yorkshire and The Humber","AA/AO","AO","2045","1865","25600","22520"
"In post","2023","30-39","Yorkshire and The Humber","EO","EO","2360","2230","28170","28120"
"In post","2023","30-39","Yorkshire and The Humber","G6/G7","G6","235","225","66330","63960"
"In post","2023","30-39","Yorkshire and The Humber","G6/G7","G7","890","865","53760","51910"
"In post","2023","30-39","Yorkshire and The Humber","SCS level","SCS level","40","40","82290","77000"
"In post","2023","30-39","Yorkshire and The Humber","SEO/HEO","HEO","1585","1525","33590","34170"
"In post","2023","30-39","Yorkshire and The Humber","SEO/HEO","SEO","1250","1210","40270","39050"
"In post","2023","30-39","Yorkshire and The Humber","Unknown","Unknown","535","495","29210","26840"
"In post","2023","40-49","East Midlands (England)","AA/AO","AA","150","140","21960","23230"
"In post","2023","40-49","East Midlands (England)","AA/AO","AO","1315","1180","24440","22400"
"In post","2023","40-49","East Midlands (England)","EO","EO","1355","1255","28400","28120"
"In post","2023","40-49","East Midlands (England)","G6/G7","G6","140","135","69610","69940"
"In post","2023","40-49","East Midlands (England)","G6/G7","G7","485","465","56020","56030"
"In post","2023","40-49","East Midlands (England)","SCS level","SCS level","25","25","83740","77620"
"In post","2023","40-49","East Midlands (England)","SEO/HEO","HEO","855","815","34640","34700"
"In post","2023","40-49","East Midlands (England)","SEO/HEO","SEO","620","595","43410","42140"
"In post","2023","40-49","East Midlands (England)","Unknown","Unknown","455","410","32820","30810"
"In post","2023","40-49","East of England","AA/AO","AA","205","190","22340","23230"
"In post","2023","40-49","East of England","AA/AO","AO","1150","1035","26480","25340"
"In post","2023","40-49","East of England","EO","EO","1425","1320","29340","28120"
"In post","2023","40-49","East of England","G6/G7","G6","125","120","70520","68690"
"In post","2023","40-49","East of England","G6/G7","G7","390","375","56690","55000"
"In post","2023","40-49","East of England","SCS level","SCS level","40","40","92590","83700"
"In post","2023","40-49","East of England","SEO/HEO","HEO","730","695","34840","34170"
"In post","2023","40-49","East of England","SEO/HEO","SEO","590","565","43130","41730"
"In post","2023","40-49","East of England","Unknown","Unknown","470","430","32760","30810"
"In post","2023","40-49","London","AA/AO","AA","230","215","24810","23580"
"In post","2023","40-49","London","AA/AO","AO","1810","1630","27930","26400"
"In post","2023","40-49","London","EO","EO","3605","3380","31600","31400"
"In post","2023","40-49","London","G6/G7","G6","3190","3040","71120","69960"
"In post","2023","40-49","London","G6/G7","G7","4825","4620","58930","58500"
"In post","2023","40-49","London","SCS level","SCS level","1935","1855","90040","81950"
"In post","2023","40-49","London","SEO/HEO","HEO","3115","3015","37750","37180"
"In post","2023","40-49","London","SEO/HEO","SEO","3225","3125","44780","43750"
"In post","2023","40-49","London","Unknown","Unknown","530","500","37910","36050"
"In post","2023","40-49","North East (England)","AA/AO","AA","150","125","22260","22520"
"In post","2023","40-49","North East (England)","AA/AO","AO","2550","2235","23140","22520"
"In post","2023","40-49","North East (England)","EO","EO","1995","1855","28040","28120"
"In post","2023","40-49","North East (England)","G6/G7","G6","275","270","69170","68610"
"In post","2023","40-49","North East (England)","G6/G7","G7","790","775","55130","55780"
"In post","2023","40-49","North East (England)","SCS level","SCS level","50","50","90800","84250"
"In post","2023","40-49","North East (England)","SEO/HEO","HEO","1225","1185","34230","34400"
"In post","2023","40-49","North East (England)","SEO/HEO","SEO","1005","980","41700","41910"
"In post","2023","40-49","North East (England)","Unknown","Unknown","320","300","32860","32700"
"In post","2023","40-49","North West (England)","AA/AO","AA","245","220","21740","21570"
"In post","2023","40-49","North West (England)","AA/AO","AO","3860","3440","23200","22400"
"In post","2023","40-49","North West (England)","EO","EO","4160","3890","28000","28120"
"In post","2023","40-49","North West (England)","G6/G7","G6","490","480","69440","68610"
"In post","2023","40-49","North West (England)","G6/G7","G7","1455","1415","55550","55250"
"In post","2023","40-49","North West (England)","SCS level","SCS level","105","105","90250","82400"
"In post","2023","40-49","North West (England)","SEO/HEO","HEO","2400","2320","34240","34170"
"In post","2023","40-49","North West (England)","SEO/HEO","SEO","1910","1860","41640","41250"
"In post","2023","40-49","North West (England)","Unknown","Unknown","945","890","33030","29740"
"In post","2023","40-49","Northern Ireland","AA/AO","AA","95","95","21870","22130"
"In post","2023","40-49","Northern Ireland","AA/AO","AO","275","245","22590","22520"
"In post","2023","40-49","Northern Ireland","EO","EO","305","285","27770","27890"
"In post","2023","40-49","Northern Ireland","G6/G7","G6","30","25","71480","71300"
"In post","2023","40-49","Northern Ireland","G6/G7","G7","90","90","56110","56870"
"In post","2023","40-49","Northern Ireland","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Northern Ireland","SEO/HEO","HEO","235","230","34880","34700"
"In post","2023","40-49","Northern Ireland","SEO/HEO","SEO","120","115","41310","42140"
"In post","2023","40-49","Overseas","AA/AO","AO","10","10","33720","26480"
"In post","2023","40-49","Overseas","EO","EO","45","45","33780","28840"
"In post","2023","40-49","Overseas","G6/G7","G6","170","170","68520","66640"
"In post","2023","40-49","Overseas","G6/G7","G7","275","275","58380","56930"
"In post","2023","40-49","Overseas","SCS level","SCS level","130","130","83820","75830"
"In post","2023","40-49","Overseas","SEO/HEO","HEO","240","240","44110","38560"
"In post","2023","40-49","Overseas","SEO/HEO","SEO","115","115","48460","47150"
"In post","2023","40-49","Overseas","Unknown","Unknown","65","65","[c]","[c]"
"In post","2023","40-49","Scotland","AA/AO","AA","515","475","23090","22920"
"In post","2023","40-49","Scotland","AA/AO","AO","2525","2305","24420","22520"
"In post","2023","40-49","Scotland","EO","EO","3035","2870","29970","28130"
"In post","2023","40-49","Scotland","G6/G7","G6","805","780","73950","74000"
"In post","2023","40-49","Scotland","G6/G7","G7","1340","1280","59360","58210"
"In post","2023","40-49","Scotland","SCS level","SCS level","145","140","88100","83530"
"In post","2023","40-49","Scotland","SEO/HEO","HEO","2050","1980","36210","35000"
"In post","2023","40-49","Scotland","SEO/HEO","SEO","1605","1555","46390","44890"
"In post","2023","40-49","Scotland","Unknown","Unknown","25","25","42130","41000"
"In post","2023","40-49","South East (England)","AA/AO","AA","335","315","22400","21760"
"In post","2023","40-49","South East (England)","AA/AO","AO","1830","1670","27450","25340"
