"Status","Year","Disability","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy","South West (England)","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy","Wales","40","40","39710","37350"
"In post","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport","London","95","95","52070","57030"
"In post","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport","North West (England)","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Education","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Education","London","145","135","51440","50640"
"In post","2023","Declared non-disabled","Analysis","Department for Education","North East (England)","35","35","44990","43490"
"In post","2023","Declared non-disabled","Analysis","Department for Education","North West (England)","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Education","South West (England)","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Education","West Midlands (England)","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Education","Yorkshire and The Humber","100","95","46960","47210"
"In post","2023","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs","East of England","245","235","35310","30820"
"In post","2023","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs","South West (England)","95","90","34230","30350"
"In post","2023","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for International Trade","London","140","135","50720","55370"
"In post","2023","Declared non-disabled","Analysis","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities","London","170","165","50360","54630"
"In post","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities","South West (England)","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities","West Midlands (England)","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Transport","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Transport","London","230","220","52040","55740"
"In post","2023","Declared non-disabled","Analysis","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Transport","South East (England)","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Transport","South West (England)","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Transport","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Transport","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Work and Pensions","East Midlands (England)","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Work and Pensions","East of England","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Work and Pensions","London","180","175","50740","43760"
"In post","2023","Declared non-disabled","Analysis","Department for Work and Pensions","North East (England)","85","85","43180","38470"
"In post","2023","Declared non-disabled","Analysis","Department for Work and Pensions","North West (England)","65","65","38530","34170"
"In post","2023","Declared non-disabled","Analysis","Department for Work and Pensions","Scotland","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Work and Pensions","South West (England)","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Work and Pensions","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department for Work and Pensions","Yorkshire and The Humber","150","140","47570","43700"
"In post","2023","Declared non-disabled","Analysis","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department of Health and Social Care","London","40","40","49810","50340"
"In post","2023","Declared non-disabled","Analysis","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Department of Health and Social Care","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Food Standards Agency","South East (England)","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Foreign, Commonwealth and Development Office","London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Revenue and Customs","London","305","295","55090","47760"
"In post","2023","Declared non-disabled","Analysis","HM Revenue and Customs","North East (England)","30","30","43380","40540"
"In post","2023","Declared non-disabled","Analysis","HM Revenue and Customs","North West (England)","230","220","45330","42140"
"In post","2023","Declared non-disabled","Analysis","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Revenue and Customs","South West (England)","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Revenue and Customs","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Treasury","London","140","140","48350","53550"
"In post","2023","Declared non-disabled","Analysis","HM Treasury","North East (England)","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Home Office","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Home Office","London","230","220","52620","47870"
"In post","2023","Declared non-disabled","Analysis","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Home Office","North West (England)","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Home Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Home Office","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Home Office","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Ministry of Defence","London","80","80","50930","47040"
"In post","2023","Declared non-disabled","Analysis","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Ministry of Defence","South East (England)","340","320","46960","49260"
"In post","2023","Declared non-disabled","Analysis","Ministry of Defence","South West (England)","290","275","46170","47480"
"In post","2023","Declared non-disabled","Analysis","Ministry of Defence","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice","London","350","335","50460","45070"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice","North East (England)","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice","North West (England)","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice","South West (England)","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice","Wales","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Ministry of Justice","Yorkshire and The Humber","45","45","40660","37680"
"In post","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","North West (England)","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","South West (England)","85","75","42720","40640"
"In post","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","London","85","85","50600","46250"
"In post","2023","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","Scotland","50","50","43240","40000"
"In post","2023","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Office of Rail and Road","London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Scottish Government","Scotland","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","UK Export Finance","London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","UK Statistics Authority","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","UK Statistics Authority","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","UK Statistics Authority","London","90","85","48940","42190"
"In post","2023","Declared non-disabled","Analysis","UK Statistics Authority","North East (England)","45","45","32010","31560"
"In post","2023","Declared non-disabled","Analysis","UK Statistics Authority","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","UK Statistics Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","UK Statistics Authority","Scotland","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","UK Statistics Authority","South East (England)","280","260","40570","37760"
"In post","2023","Declared non-disabled","Analysis","UK Statistics Authority","South West (England)","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","UK Statistics Authority","Wales","590","560","39980","37760"
"In post","2023","Declared non-disabled","Analysis","UK Statistics Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","UK Statistics Authority","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Water Services Regulation Authority","London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Water Services Regulation Authority","West Midlands (England)","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Attorney General's Departments","London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Attorney General's Departments","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Cabinet Office","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Cabinet Office","East of England","70","65","54770","52790"
"In post","2023","Declared non-disabled","Commercial","Cabinet Office","London","515","510","75340","67200"
"In post","2023","Declared non-disabled","Commercial","Cabinet Office","North East (England)","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Cabinet Office","North West (England)","230","230","58340","56000"
"In post","2023","Declared non-disabled","Commercial","Cabinet Office","Scotland","60","60","62670","65500"
"In post","2023","Declared non-disabled","Commercial","Cabinet Office","South East (England)","50","50","75800","69950"
"In post","2023","Declared non-disabled","Commercial","Cabinet Office","South West (England)","70","70","74720","67580"
"In post","2023","Declared non-disabled","Commercial","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Cabinet Office","Wales","40","40","45690","39860"
"In post","2023","Declared non-disabled","Commercial","Cabinet Office","West Midlands (England)","70","65","77640","69540"
"In post","2023","Declared non-disabled","Commercial","Cabinet Office","Yorkshire and The Humber","150","150","64910","65500"
"In post","2023","Declared non-disabled","Commercial","Chancellor's other departments","London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Chancellor's other departments","North East (England)","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","London","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","Scotland","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","South West (England)","130","125","44170","45150"
"In post","2023","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","Wales","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Digital, Culture, Media and Sport","London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Digital, Culture, Media and Sport","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Education","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Education","London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Education","North East (England)","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Education","North West (England)","35","35","45400","42660"
"In post","2023","Declared non-disabled","Commercial","Department for Education","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Education","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Education","West Midlands (England)","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Education","Yorkshire and The Humber","40","35","42030","39140"
"In post","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","East of England","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","North East (England)","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","North West (England)","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","South East (England)","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","South West (England)","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","Wales","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","West Midlands (England)","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for International Trade","London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Levelling Up, Housing and Communities","London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Levelling Up, Housing and Communities","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Transport","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Transport","London","75","75","56620","55740"
"In post","2023","Declared non-disabled","Commercial","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Transport","South East (England)","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Transport","South West (England)","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Transport","Wales","150","135","34510","31660"
"In post","2023","Declared non-disabled","Commercial","Department for Transport","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Transport","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Work and Pensions","East Midlands (England)","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Work and Pensions","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Work and Pensions","North West (England)","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Department for Work and Pensions","South West (England)","[c]","[c]","[c]","[c]"
