"Status","Year","Age","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","City of Edinburgh","Outside London","AA/AO","20","20","23050","22520"
"In post","2023","16-19","Clackmannanshire and Fife","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cornwall and Isles of Scilly","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Coventry","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Coventry","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Croydon","London","AA/AO","10","10","26780","26920"
"In post","2023","16-19","Croydon","London","EO","5","5","[c]","[c]"
"In post","2023","16-19","Croydon","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Darlington","Outside London","EO","10","10","[c]","[c]"
"In post","2023","16-19","Devon CC","Outside London","AA/AO","15","15","22310","19770"
"In post","2023","16-19","Dorset","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Dudley","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Dumfries and Galloway","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Durham","Outside London","AA/AO","25","20","25350","23230"
"In post","2023","16-19","Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Ayrshire and North Ayrshire mainland","Outside London","AA/AO","15","15","20520","21090"
"In post","2023","16-19","East Cumbria","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","East Kent","Outside London","AA/AO","30","30","22460","22400"
"In post","2023","16-19","East Kent","Outside London","EO","10","10","26150","25750"
"In post","2023","16-19","East Riding of Yorkshire","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","East Surrey","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Sussex CC","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","East Sussex CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Essex Haven Gateway","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Essex Haven Gateway","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Falkirk","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Flintshire and Wrexham","Outside London","AA/AO","15","15","20700","19840"
"In post","2023","16-19","Glasgow City","Outside London","AA/AO","40","35","22600","22520"
"In post","2023","16-19","Glasgow City","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Gloucestershire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester North East","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester North West","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Greater Manchester North West","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester South East","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester South West","Outside London","AA/AO","10","10","22510","22520"
"In post","2023","16-19","Greater Manchester South West","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester South West","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Gwynedd","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hackney and Newham","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hackney and Newham","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Harrow and Hillingdon","London","AA/AO","15","15","26400","26400"
"In post","2023","16-19","Harrow and Hillingdon","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hartlepool and Stockton-on-Tees","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Heart of Essex","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Hertfordshire CC","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Hertfordshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hounslow and Richmond upon Thames","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Isle of Wight","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Kent Thames Gateway","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Kingston upon Hull, City of","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Lambeth","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lancaster and Wyre","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Leeds","Outside London","AA/AO","40","40","23440","22520"
"In post","2023","16-19","Leeds","Outside London","EO","5","5","[c]","[c]"
"In post","2023","16-19","Leeds","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leeds","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leicester","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Leicester","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leicestershire CC and Rutland","Outside London","AA/AO","15","15","24000","23230"
"In post","2023","16-19","Lewisham and Southwark","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lewisham and Southwark","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lincolnshire CC","Outside London","AA/AO","15","15","24840","23230"
"In post","2023","16-19","Lisburn and Castlereagh","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Liverpool","Outside London","AA/AO","35","30","22460","22520"
"In post","2023","16-19","Liverpool","Outside London","EO","5","5","[c]","[c]"
"In post","2023","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Manchester","Outside London","AA/AO","15","15","22950","21690"
"In post","2023","16-19","Manchester","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Medway","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Kent","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Lancashire","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Mid Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Milton Keynes","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Milton Keynes","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Milton Keynes","Outside London","Unknown","25","25","23030","22750"
"In post","2023","16-19","Monmouthshire and Newport","Outside London","AA/AO","10","10","21660","21490"
"In post","2023","16-19","Monmouthshire and Newport","Outside London","EO","5","5","[c]","[c]"
"In post","2023","16-19","North Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Lanarkshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Nottinghamshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","North Nottinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North and North East Lincolnshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North and West Norfolk","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Norwich and East Norfolk","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Norwich and East Norfolk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Nottingham","Outside London","AA/AO","30","30","23780","22520"
"In post","2023","16-19","Nottingham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Nottingham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Oxfordshire CC","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Oxfordshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Perth and Kinross, and Stirling","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Peterborough","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2023","16-19","Peterborough","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Plymouth","Outside London","AA/AO","10","10","21590","22040"
"In post","2023","16-19","Plymouth","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Plymouth","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Plymouth","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Portsmouth","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Portsmouth","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Borders","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Sefton","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Sefton","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Sheffield","Outside London","AA/AO","10","10","21750","21690"
"In post","2023","16-19","Sheffield","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Sheffield","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Shetland Islands","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Shropshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Solihull","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Somerset CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South Ayrshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South Hampshire","Outside London","AA/AO","20","20","19950","20150"
"In post","2023","16-19","South Hampshire","Outside London","EO","5","5","[c]","[c]"
"In post","2023","16-19","South Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South Lanarkshire","Outside London","AA/AO","10","10","22610","22520"
"In post","2023","16-19","South Nottinghamshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South Teesside","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West Wales","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South and West Derbyshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Southampton","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Staffordshire CC","Outside London","AA/AO","20","20","23740","23230"
"In post","2023","16-19","Staffordshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Stoke-on-Trent","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Suffolk CC","Outside London","AA/AO","15","10","23710","23230"
"In post","2023","16-19","Sunderland","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2023","16-19","Sunderland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Swansea","Outside London","AA/AO","80","75","20680","19000"
"In post","2023","16-19","Swansea","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Swansea","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Swindon","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Thurrock","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Tower Hamlets","London","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Tower Hamlets","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tyneside","Outside London","AA/AO","25","25","22240","22520"
"In post","2023","16-19","Tyneside","Outside London","EO","5","5","[c]","[c]"
"In post","2023","16-19","Tyneside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","EO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Unknown","30","30","19370","17400"
"In post","2023","16-19","Wakefield","Outside London","AA/AO","10","10","26220","28880"
"In post","2023","16-19","Wandsworth","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Warrington","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Warrington","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Warwickshire CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Cumbria","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","West Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Northamptonshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Surrey","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","West Sussex (South West)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Westminster","London","AA/AO","20","20","23380","23300"
"In post","2023","16-19","Westminster","London","EO","35","35","28490","28730"
"In post","2023","16-19","Westminster","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Westminster","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wiltshire","Outside London","AA/AO","35","35","22340","23230"
"In post","2023","16-19","Wiltshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wirral","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wirral","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wolverhampton","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Worcestershire CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Worcestershire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","York","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","York","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Aberdeen City and Aberdeenshire","Outside London","AA/AO","95","90","25970","24890"
"In post","2023","20-29","Aberdeen City and Aberdeenshire","Outside London","EO","95","95","30850","29450"
"In post","2023","20-29","Aberdeen City and Aberdeenshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Aberdeen City and Aberdeenshire","Outside London","SEO/HEO","40","40","36320","34730"
"In post","2023","20-29","Angus and Dundee City","Outside London","AA/AO","235","225","22950","22180"
"In post","2023","20-29","Angus and Dundee City","Outside London","EO","110","110","29310","29100"
"In post","2023","20-29","Angus and Dundee City","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Angus and Dundee City","Outside London","SEO/HEO","30","30","35410","34730"
"In post","2023","20-29","Antrim and Newtownabbey","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Antrim and Newtownabbey","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Antrim and Newtownabbey","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Antrim and Newtownabbey","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ards and North Down","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ards and North Down","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ards and North Down","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Armagh City, Banbridge and Craigavon","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Barking & Dagenham and Havering","London","AA/AO","10","10","25900","25610"
"In post","2023","20-29","Barking & Dagenham and Havering","London","EO","55","50","32520","32520"
"In post","2023","20-29","Barking & Dagenham and Havering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Barking & Dagenham and Havering","London","Unknown","25","25","29270","28580"
"In post","2023","20-29","Barnet","London","AA/AO","50","45","25060","24780"
"In post","2023","20-29","Barnet","London","EO","95","95","29790","28240"
"In post","2023","20-29","Barnet","London","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Barnet","London","SEO/HEO","140","135","36680","33810"
"In post","2023","20-29","Barnet","London","Unknown","20","20","29840","28580"
"In post","2023","20-29","Barnsley, Doncaster and Rotherham","Outside London","AA/AO","270","260","27300","28880"
"In post","2023","20-29","Barnsley, Doncaster and Rotherham","Outside London","EO","50","50","30120","28120"
"In post","2023","20-29","Barnsley, Doncaster and Rotherham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Barnsley, Doncaster and Rotherham","Outside London","SEO/HEO","20","20","33260","32420"
"In post","2023","20-29","Barnsley, Doncaster and Rotherham","Outside London","Unknown","75","75","26950","24570"
"In post","2023","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AA/AO","740","735","23780","22800"
"In post","2023","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","375","370","27760","26600"
"In post","2023","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6/G7","40","40","54040","54440"
"In post","2023","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO/HEO","1080","1075","34960","32550"
"In post","2023","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","430","425","30240","28850"
"In post","2023","20-29","Bedford","Outside London","AA/AO","110","110","29230","30880"
"In post","2023","20-29","Bedford","Outside London","EO","25","25","28400","27350"
"In post","2023","20-29","Bedford","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bedford","Outside London","SEO/HEO","10","10","34680","33000"
"In post","2023","20-29","Bedford","Outside London","Unknown","15","10","23650","23640"
"In post","2023","20-29","Belfast","Outside London","AA/AO","275","265","22480","22520"
"In post","2023","20-29","Belfast","Outside London","EO","135","135","27580","27890"
"In post","2023","20-29","Belfast","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Belfast","Outside London","SEO/HEO","90","90","35450","34700"
"In post","2023","20-29","Berkshire","Outside London","AA/AO","180","175","27810","28410"
"In post","2023","20-29","Berkshire","Outside London","EO","75","75","31160","31280"
"In post","2023","20-29","Berkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Berkshire","Outside London","SEO/HEO","60","60","36610","37300"
"In post","2023","20-29","Berkshire","Outside London","Unknown","60","60","26010","24570"
"In post","2023","20-29","Bexley and Greenwich","London","AA/AO","200","200","31390","32110"
"In post","2023","20-29","Bexley and Greenwich","London","EO","60","60","33080","32520"
"In post","2023","20-29","Bexley and Greenwich","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bexley and Greenwich","London","SEO/HEO","15","15","36190","35260"
"In post","2023","20-29","Bexley and Greenwich","London","Unknown","15","15","28950","28460"
"In post","2023","20-29","Birmingham","Outside London","AA/AO","1160","1115","22920","22260"
"In post","2023","20-29","Birmingham","Outside London","EO","715","710","27680","27890"
"In post","2023","20-29","Birmingham","Outside London","G6/G7","95","95","53740","51770"
"In post","2023","20-29","Birmingham","Outside London","SEO/HEO","585","585","34910","34700"
"In post","2023","20-29","Birmingham","Outside London","Unknown","125","120","25440","24570"
"In post","2023","20-29","Blackburn with Darwen","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Blackburn with Darwen","Outside London","EO","10","10","28100","28120"
"In post","2023","20-29","Blackburn with Darwen","Outside London","Unknown","30","25","24880","23640"
"In post","2023","20-29","Blackpool","Outside London","AA/AO","245","240","21690","21690"
"In post","2023","20-29","Blackpool","Outside London","EO","275","270","28100","28120"
"In post","2023","20-29","Blackpool","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Blackpool","Outside London","SEO/HEO","80","80","34950","34170"
"In post","2023","20-29","Blackpool","Outside London","Unknown","15","15","25420","23640"
"In post","2023","20-29","Bournemouth, Christchurch and Poole","Outside London","AA/AO","20","20","21940","21780"
"In post","2023","20-29","Bournemouth, Christchurch and Poole","Outside London","EO","15","15","27350","28120"
"In post","2023","20-29","Bournemouth, Christchurch and Poole","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bournemouth, Christchurch and Poole","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Bournemouth, Christchurch and Poole","Outside London","Unknown","35","35","25200","24570"
"In post","2023","20-29","Bradford","Outside London","AA/AO","385","365","22340","22520"
"In post","2023","20-29","Bradford","Outside London","EO","120","120","27960","28120"
"In post","2023","20-29","Bradford","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bradford","Outside London","SEO/HEO","20","20","35230","34700"
"In post","2023","20-29","Bradford","Outside London","Unknown","65","65","24260","23640"
"In post","2023","20-29","Breckland and South Norfolk","Outside London","AA/AO","70","70","28600","28880"
"In post","2023","20-29","Breckland and South Norfolk","Outside London","EO","10","10","29400","28120"
"In post","2023","20-29","Breckland and South Norfolk","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Breckland and South Norfolk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Brent","London","AA/AO","10","10","25790","25610"
"In post","2023","20-29","Brent","London","EO","50","50","31970","32520"
"In post","2023","20-29","Brent","London","SEO/HEO","20","20","34730","35410"
"In post","2023","20-29","Brent","London","Unknown","15","15","30960","29300"
"In post","2023","20-29","Bridgend and Neath Port Talbot","Outside London","AA/AO","40","40","21770","21780"
"In post","2023","20-29","Bridgend and Neath Port Talbot","Outside London","EO","20","20","29750","28120"
"In post","2023","20-29","Bridgend and Neath Port Talbot","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bridgend and Neath Port Talbot","Outside London","Unknown","20","20","26160","24570"
"In post","2023","20-29","Brighton and Hove","Outside London","AA/AO","20","20","23070","21780"
"In post","2023","20-29","Brighton and Hove","Outside London","EO","25","25","28160","28120"
"In post","2023","20-29","Brighton and Hove","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Brighton and Hove","Outside London","SEO/HEO","15","15","35310","34170"
"In post","2023","20-29","Brighton and Hove","Outside London","Unknown","30","30","24850","24110"
"In post","2023","20-29","Bristol, City of","Outside London","AA/AO","325","320","23600","22500"
"In post","2023","20-29","Bristol, City of","Outside London","EO","285","280","27480","27650"
"In post","2023","20-29","Bristol, City of","Outside London","G6/G7","85","85","54070","52020"
"In post","2023","20-29","Bristol, City of","Outside London","SEO/HEO","440","440","34350","34400"
"In post","2023","20-29","Bristol, City of","Outside London","Unknown","95","95","25450","24570"
"In post","2023","20-29","Bromley","London","AA/AO","10","10","25040","25480"
"In post","2023","20-29","Bromley","London","EO","25","25","32210","32520"
"In post","2023","20-29","Bromley","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Bromley","London","Unknown","25","25","28980","27640"
"In post","2023","20-29","Buckinghamshire","Outside London","AA/AO","90","90","28220","28880"
"In post","2023","20-29","Buckinghamshire","Outside London","EO","65","65","29450","29080"
"In post","2023","20-29","Buckinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Buckinghamshire","Outside London","SEO/HEO","60","60","36160","35990"
"In post","2023","20-29","Buckinghamshire","Outside London","Unknown","25","25","27190","24570"
