"Status","Year","Ethnicity","Parent_department","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","East Midlands (England)","EO","25","25","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","East Midlands (England)","G7","10","10","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","East Midlands (England)","HEO","70","65","33690","32730"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SEO","30","30","41590","41420"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","East of England","AO","15","10","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","East of England","EO","10","10","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","East of England","G7","10","10","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","East of England","HEO","35","35","32510","32410"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","East of England","SEO","30","25","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","London","AO","50","45","25610","25900"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","London","EO","145","140","29650","28740"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","London","G6","520","500","69070","66790"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","London","G7","1280","1245","56980","55350"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","London","HEO","485","475","36140","34740"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","London","SCS level","260","250","85260","77940"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","London","SEO","750","735","43060","41360"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","North East (England)","AO","15","15","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","North East (England)","EO","45","40","25640","25160"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","North East (England)","G6","10","10","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","North East (England)","G7","25","25","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","North East (England)","HEO","90","85","32920","32110"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","North East (England)","SEO","40","35","40750","41070"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","North West (England)","AO","35","35","22130","22180"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","North West (England)","EO","65","65","25610","25310"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","North West (England)","G6","35","35","65340","63060"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","North West (England)","G7","100","95","52990","52230"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","North West (England)","HEO","175","165","33340","32110"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","North West (England)","SCS level","15","15","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","North West (England)","SEO","145","140","40690","40990"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Northern Ireland","AO","10","10","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Northern Ireland","EO","10","10","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Northern Ireland","HEO","10","10","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Overseas","SEO","15","10","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Scotland","AO","40","35","22260","22180"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Scotland","EO","60","55","26040","25610"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Scotland","G6","5","5","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Scotland","G7","50","50","53370","50780"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Scotland","HEO","125","120","35190","32110"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Scotland","SEO","90","85","48240","40260"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","South East (England)","AO","20","20","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","South East (England)","EO","15","15","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","South East (England)","G6","5","5","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","South East (England)","G7","20","20","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","South East (England)","HEO","65","60","33600","32710"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","South East (England)","SEO","50","45","40910","40040"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","South West (England)","AA","50","50","18990","19080"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","South West (England)","AO","75","75","21420","21080"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","South West (England)","EO","190","185","25950","26630"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","South West (England)","G6","160","150","61460","60490"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","South West (England)","G7","430","410","48570","47960"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","South West (England)","HEO","360","345","33050","32730"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","South West (England)","SCS level","15","15","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","South West (England)","SEO","565","530","40120","39650"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Wales","AA","10","10","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Wales","AO","455","400","22770","23100"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Wales","EO","560","525","27140","25610"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Wales","G6","85","85","67830","68120"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Wales","G7","345","325","59000","60020"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Wales","HEO","370","345","33940","32350"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Wales","SCS level","25","25","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Wales","SEO","445","430","43340","42760"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","West Midlands (England)","AA","10","5","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","West Midlands (England)","AO","35","30","22160","22180"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","West Midlands (England)","EO","55","50","25920","25500"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","West Midlands (England)","G6","25","25","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","West Midlands (England)","G7","85","85","52280","50710"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","West Midlands (England)","HEO","105","100","32540","31350"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","West Midlands (England)","SEO","105","100","41570","41070"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","AO","10","10","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","EO","20","15","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","G6","5","5","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","G7","10","10","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","HEO","50","45","33760","32690"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","SEO","35","30","43010","42460"
"In post","2023","White","Department for Digital, Culture, Media and Sport","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","London","EO","65","65","28660","27780"
"In post","2023","White","Department for Digital, Culture, Media and Sport","London","G6","160","155","65800","64710"
"In post","2023","White","Department for Digital, Culture, Media and Sport","London","G7","455","445","54990","53030"
"In post","2023","White","Department for Digital, Culture, Media and Sport","London","HEO","375","370","37360","35620"
"In post","2023","White","Department for Digital, Culture, Media and Sport","London","SCS level","95","85","88480","79310"
"In post","2023","White","Department for Digital, Culture, Media and Sport","North East (England)","EO","5","5","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","North East (England)","G7","10","10","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","North East (England)","HEO","15","10","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","North West (England)","EO","5","5","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","North West (England)","G6","10","10","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","North West (England)","G7","40","40","52790","53030"
"In post","2023","White","Department for Digital, Culture, Media and Sport","North West (England)","HEO","50","50","34310","34710"
"In post","2023","White","Department for Digital, Culture, Media and Sport","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Northern Ireland","HEO","10","10","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Scotland","G7","5","5","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Scotland","HEO","10","10","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","South West (England)","G7","10","10","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Wales","G7","10","10","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Education","East Midlands (England)","EO","35","35","26660","25900"
"In post","2023","White","Department for Education","East Midlands (England)","G6","25","25","[c]","[c]"
"In post","2023","White","Department for Education","East Midlands (England)","G7","90","90","52250","51640"
"In post","2023","White","Department for Education","East Midlands (England)","HEO","50","50","31480","30710"
"In post","2023","White","Department for Education","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Education","East Midlands (England)","SEO","95","90","39410","37880"
"In post","2023","White","Department for Education","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Education","East of England","G6","20","20","[c]","[c]"
"In post","2023","White","Department for Education","East of England","G7","25","25","[c]","[c]"
"In post","2023","White","Department for Education","East of England","HEO","10","10","[c]","[c]"
"In post","2023","White","Department for Education","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Education","East of England","SEO","10","10","[c]","[c]"
"In post","2023","White","Department for Education","London","AO","10","10","[c]","[c]"
"In post","2023","White","Department for Education","London","EO","70","65","30380","30560"
"In post","2023","White","Department for Education","London","G6","275","260","68200","67010"
"In post","2023","White","Department for Education","London","G7","475","455","56690","55380"
"In post","2023","White","Department for Education","London","HEO","180","170","35710","34480"
"In post","2023","White","Department for Education","London","SCS level","145","140","86290","77870"
"In post","2023","White","Department for Education","London","SEO","300","285","43340","41720"
"In post","2023","White","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Education","North East (England)","AO","25","20","[c]","[c]"
"In post","2023","White","Department for Education","North East (England)","EO","105","100","26600","26940"
"In post","2023","White","Department for Education","North East (England)","G6","55","55","63990","62880"
"In post","2023","White","Department for Education","North East (England)","G7","175","170","52000","51460"
"In post","2023","White","Department for Education","North East (England)","HEO","175","170","31320","30710"
"In post","2023","White","Department for Education","North East (England)","SCS level","15","15","[c]","[c]"
"In post","2023","White","Department for Education","North East (England)","SEO","280","270","38900","37710"
"In post","2023","White","Department for Education","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Education","North West (England)","AO","10","10","[c]","[c]"
"In post","2023","White","Department for Education","North West (England)","EO","75","70","26490","25900"
"In post","2023","White","Department for Education","North West (England)","G6","90","90","64690","63220"
"In post","2023","White","Department for Education","North West (England)","G7","265","260","52040","51460"
"In post","2023","White","Department for Education","North West (England)","HEO","205","200","31050","30330"
"In post","2023","White","Department for Education","North West (England)","SCS level","15","15","[c]","[c]"
"In post","2023","White","Department for Education","North West (England)","SEO","265","255","38770","37590"
"In post","2023","White","Department for Education","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Education","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Education","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Education","South East (England)","G6","20","20","[c]","[c]"
"In post","2023","White","Department for Education","South East (England)","G7","15","15","[c]","[c]"
"In post","2023","White","Department for Education","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Education","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Education","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Education","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Education","South West (England)","EO","15","15","[c]","[c]"
"In post","2023","White","Department for Education","South West (England)","G6","45","45","66850","65390"
"In post","2023","White","Department for Education","South West (England)","G7","95","90","52320","51360"
"In post","2023","White","Department for Education","South West (England)","HEO","45","45","31600","30330"
"In post","2023","White","Department for Education","South West (England)","SCS level","10","10","[c]","[c]"
"In post","2023","White","Department for Education","South West (England)","SEO","90","85","39000","37590"
"In post","2023","White","Department for Education","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Education","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Education","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Education","West Midlands (England)","AO","10","10","[c]","[c]"
"In post","2023","White","Department for Education","West Midlands (England)","EO","60","60","26330","25900"
"In post","2023","White","Department for Education","West Midlands (England)","G6","95","95","64950","63220"
"In post","2023","White","Department for Education","West Midlands (England)","G7","220","215","51910","51640"
"In post","2023","White","Department for Education","West Midlands (England)","HEO","155","150","31300","30680"
"In post","2023","White","Department for Education","West Midlands (England)","SCS level","20","20","[c]","[c]"
"In post","2023","White","Department for Education","West Midlands (England)","SEO","220","210","39190","37710"
"In post","2023","White","Department for Education","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Education","Yorkshire and The Humber","AO","5","5","[c]","[c]"
"In post","2023","White","Department for Education","Yorkshire and The Humber","EO","110","105","26540","26940"
"In post","2023","White","Department for Education","Yorkshire and The Humber","G6","140","130","64190","62540"
"In post","2023","White","Department for Education","Yorkshire and The Humber","G7","335","320","52390","51640"
"In post","2023","White","Department for Education","Yorkshire and The Humber","HEO","265","250","31190","30410"
"In post","2023","White","Department for Education","Yorkshire and The Humber","SCS level","30","30","84070","76510"
"In post","2023","White","Department for Education","Yorkshire and The Humber","SEO","470","450","39010","37720"
"In post","2023","White","Department for Environment, Food and Rural Affairs","East Midlands (England)","AO","35","35","22150","22150"
"In post","2023","White","Department for Environment, Food and Rural Affairs","East Midlands (England)","EO","60","55","25970","25920"
"In post","2023","White","Department for Environment, Food and Rural Affairs","East Midlands (England)","G6","10","10","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","East Midlands (England)","G7","40","40","50420","49400"
"In post","2023","White","Department for Environment, Food and Rural Affairs","East Midlands (England)","HEO","55","55","30740","30320"
"In post","2023","White","Department for Environment, Food and Rural Affairs","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","East Midlands (England)","SEO","50","45","37780","37300"
"In post","2023","White","Department for Environment, Food and Rural Affairs","East of England","AO","40","40","22030","22150"
"In post","2023","White","Department for Environment, Food and Rural Affairs","East of England","EO","145","135","26330","25940"
"In post","2023","White","Department for Environment, Food and Rural Affairs","East of England","G6","35","35","62620","60180"
"In post","2023","White","Department for Environment, Food and Rural Affairs","East of England","G7","130","125","49940","49400"
"In post","2023","White","Department for Environment, Food and Rural Affairs","East of England","HEO","215","205","30780","30350"
"In post","2023","White","Department for Environment, Food and Rural Affairs","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","East of England","SEO","200","190","38180","37310"
"In post","2023","White","Department for Environment, Food and Rural Affairs","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","London","AO","20","20","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","London","EO","110","105","29470","29080"
"In post","2023","White","Department for Environment, Food and Rural Affairs","London","G6","185","180","65260","64850"
"In post","2023","White","Department for Environment, Food and Rural Affairs","London","G7","495","480","55060","54330"
"In post","2023","White","Department for Environment, Food and Rural Affairs","London","HEO","355","350","33940","33830"
"In post","2023","White","Department for Environment, Food and Rural Affairs","London","SCS level","105","100","84430","78260"
"In post","2023","White","Department for Environment, Food and Rural Affairs","London","SEO","435","425","40890","40260"
"In post","2023","White","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","North East (England)","AO","215","195","22140","22150"
"In post","2023","White","Department for Environment, Food and Rural Affairs","North East (England)","EO","125","115","25990","25920"
"In post","2023","White","Department for Environment, Food and Rural Affairs","North East (England)","G6","35","35","59680","59340"
"In post","2023","White","Department for Environment, Food and Rural Affairs","North East (England)","G7","85","85","49580","49400"
"In post","2023","White","Department for Environment, Food and Rural Affairs","North East (England)","HEO","100","100","30750","30320"
"In post","2023","White","Department for Environment, Food and Rural Affairs","North East (England)","SCS level","5","5","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","North East (England)","SEO","105","100","38060","37300"
"In post","2023","White","Department for Environment, Food and Rural Affairs","North West (England)","AO","565","510","22160","22150"
"In post","2023","White","Department for Environment, Food and Rural Affairs","North West (England)","EO","295","275","26150","25920"
"In post","2023","White","Department for Environment, Food and Rural Affairs","North West (England)","G6","55","55","60810","59340"
"In post","2023","White","Department for Environment, Food and Rural Affairs","North West (England)","G7","145","145","50080","49400"
"In post","2023","White","Department for Environment, Food and Rural Affairs","North West (England)","HEO","205","190","30730","30320"
"In post","2023","White","Department for Environment, Food and Rural Affairs","North West (England)","SCS level","15","15","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","North West (England)","SEO","170","160","38010","37300"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Scotland","AO","40","35","22230","22150"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Scotland","EO","35","35","26220","25920"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Scotland","G6","15","15","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Scotland","G7","25","25","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Scotland","HEO","25","25","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Scotland","SEO","40","35","38540","37310"
"In post","2023","White","Department for Environment, Food and Rural Affairs","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","South East (England)","AO","195","185","24770","25340"
"In post","2023","White","Department for Environment, Food and Rural Affairs","South East (England)","EO","255","240","28250","29080"
"In post","2023","White","Department for Environment, Food and Rural Affairs","South East (England)","G6","65","60","63970","64110"
"In post","2023","White","Department for Environment, Food and Rural Affairs","South East (England)","G7","160","155","53210","54330"
"In post","2023","White","Department for Environment, Food and Rural Affairs","South East (England)","HEO","205","200","33090","33830"
"In post","2023","White","Department for Environment, Food and Rural Affairs","South East (England)","SCS level","20","20","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","South East (England)","SEO","215","205","40050","40260"
"In post","2023","White","Department for Environment, Food and Rural Affairs","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","South West (England)","AO","235","220","22160","22150"
"In post","2023","White","Department for Environment, Food and Rural Affairs","South West (England)","EO","265","250","26060","25920"
"In post","2023","White","Department for Environment, Food and Rural Affairs","South West (England)","G6","110","105","60920","60020"
"In post","2023","White","Department for Environment, Food and Rural Affairs","South West (England)","G7","315","300","50200","49400"
"In post","2023","White","Department for Environment, Food and Rural Affairs","South West (England)","HEO","315","300","30660","30320"
"In post","2023","White","Department for Environment, Food and Rural Affairs","South West (England)","SCS level","20","20","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","South West (England)","SEO","390","375","38160","37300"
"In post","2023","White","Department for Environment, Food and Rural Affairs","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Wales","AO","105","95","22140","22150"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Wales","EO","75","70","26220","25920"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Wales","G6","10","10","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Wales","G7","30","30","50950","49400"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Wales","HEO","45","45","30580","30320"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Wales","SEO","70","65","38190","37300"
"In post","2023","White","Department for Environment, Food and Rural Affairs","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","West Midlands (England)","AO","145","130","22180","22150"
"In post","2023","White","Department for Environment, Food and Rural Affairs","West Midlands (England)","EO","135","125","26110","25920"
"In post","2023","White","Department for Environment, Food and Rural Affairs","West Midlands (England)","G6","20","20","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","West Midlands (England)","G7","80","80","50590","49400"
"In post","2023","White","Department for Environment, Food and Rural Affairs","West Midlands (England)","HEO","95","90","30670","30320"
"In post","2023","White","Department for Environment, Food and Rural Affairs","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","West Midlands (England)","SEO","100","95","38520","37300"
"In post","2023","White","Department for Environment, Food and Rural Affairs","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","AO","175","165","22600","22150"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","EO","170","165","26190","25920"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","G6","60","60","60780","60020"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","G7","200","190","50060","49400"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","HEO","200","190","30660","30320"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","SCS level","15","15","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","SEO","225","215","37860","37300"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for International Trade","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for International Trade","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for International Trade","East Midlands (England)","G7","5","5","[c]","[c]"
