"Status","Year","Age","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","No function","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Department for Digital, Culture, Media and Sport","Other","5","5","[c]","[c]"
"In post","2023","40-49","No function","Department for Digital, Culture, Media and Sport","Policy","160","150","59330","56930"
"In post","2023","40-49","No function","Department for Digital, Culture, Media and Sport","Project Delivery","20","20","60300","61820"
"In post","2023","40-49","No function","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Department for Education","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","40-49","No function","Department for Education","Operational Delivery","430","410","46680","41940"
"In post","2023","40-49","No function","Department for Education","Policy","525","485","53120","52150"
"In post","2023","40-49","No function","Department for Environment, Food and Rural Affairs","Economics","15","15","55770","55690"
"In post","2023","40-49","No function","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","510","485","31820","29080"
"In post","2023","40-49","No function","Department for Environment, Food and Rural Affairs","Other","15","15","40430","34460"
"In post","2023","40-49","No function","Department for Environment, Food and Rural Affairs","Policy","815","770","49330","49400"
"In post","2023","40-49","No function","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","120","115","37450","34120"
"In post","2023","40-49","No function","Department for Environment, Food and Rural Affairs","Unknown","15","15","53960","54330"
"In post","2023","40-49","No function","Department for Environment, Food and Rural Affairs","Veterinarian","115","110","44790","40260"
"In post","2023","40-49","No function","Department for International Trade","Communications","5","5","[c]","[c]"
"In post","2023","40-49","No function","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Department for International Trade","International Trade","325","320","54830","55370"
"In post","2023","40-49","No function","Department for International Trade","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","40-49","No function","Department for International Trade","Operational Delivery","15","15","53780","35640"
"In post","2023","40-49","No function","Department for International Trade","Other","25","25","63240","55500"
"In post","2023","40-49","No function","Department for International Trade","Policy","25","25","58940","55500"
"In post","2023","40-49","No function","Department for International Trade","Project Delivery","10","10","51160","55350"
"In post","2023","40-49","No function","Department for Levelling Up, Housing and Communities","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","40-49","No function","Department for Levelling Up, Housing and Communities","Operational Delivery","220","205","38150","35740"
"In post","2023","40-49","No function","Department for Levelling Up, Housing and Communities","Planning","20","15","59790","57060"
"In post","2023","40-49","No function","Department for Levelling Up, Housing and Communities","Planning Inspectors","155","145","56220","60050"
"In post","2023","40-49","No function","Department for Levelling Up, Housing and Communities","Policy","345","335","57540","54630"
"In post","2023","40-49","No function","Department for Transport","Communications","5","5","[c]","[c]"
"In post","2023","40-49","No function","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Department for Transport","Digital, Data and Technology","30","25","34160","31420"
"In post","2023","40-49","No function","Department for Transport","Finance","5","5","[c]","[c]"
"In post","2023","40-49","No function","Department for Transport","Human Resources","5","5","[c]","[c]"
"In post","2023","40-49","No function","Department for Transport","International Trade","15","15","63540","66960"
"In post","2023","40-49","No function","Department for Transport","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","40-49","No function","Department for Transport","Medicine","20","15","84270","88880"
"In post","2023","40-49","No function","Department for Transport","Operational Delivery","2200","2035","27310","26960"
"In post","2023","40-49","No function","Department for Transport","Other","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Department for Transport","Planning","10","10","46650","39430"
"In post","2023","40-49","No function","Department for Transport","Policy","355","340","53270","55740"
"In post","2023","40-49","No function","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Department for Transport","Science and Engineering","35","35","52610","51990"
"In post","2023","40-49","No function","Department for Transport","Unknown","125","115","61960","59330"
"In post","2023","40-49","No function","Department for Work and Pensions","Knowledge and Information Management","65","60","34790","34170"
"In post","2023","40-49","No function","Department for Work and Pensions","Operational Delivery","14365","12840","28110","28120"
"In post","2023","40-49","No function","Department for Work and Pensions","Other","515","480","33990","28120"
"In post","2023","40-49","No function","Department for Work and Pensions","Policy","25","20","53750","55320"
"In post","2023","40-49","No function","Department for Work and Pensions","Psychology","25","20","37520","36690"
"In post","2023","40-49","No function","Department for Work and Pensions","Science and Engineering","90","80","41990","40790"
"In post","2023","40-49","No function","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Department of Health and Social Care","Finance","5","5","[c]","[c]"
"In post","2023","40-49","No function","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Department of Health and Social Care","Medicine","165","145","80630","90550"
"In post","2023","40-49","No function","Department of Health and Social Care","Operational Delivery","670","640","46320","42660"
"In post","2023","40-49","No function","Department of Health and Social Care","Other","10","10","50730","49390"
"In post","2023","40-49","No function","Department of Health and Social Care","Policy","65","65","56060","54690"
"In post","2023","40-49","No function","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Department of Health and Social Care","Science and Engineering","390","370","45900","43780"
"In post","2023","40-49","No function","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Department of Health and Social Care","Unknown","430","405","56350","54690"
"In post","2023","40-49","No function","Food Standards Agency","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Food Standards Agency","Operational Delivery","150","150","37150","31730"
"In post","2023","40-49","No function","Food Standards Agency","Policy","100","95","45400","40750"
"In post","2023","40-49","No function","Food Standards Agency","Science and Engineering","35","35","46820","41840"
"In post","2023","40-49","No function","Food Standards Agency","Veterinarian","25","25","45490","38670"
"In post","2023","40-49","No function","Foreign, Commonwealth and Development Office","Operational Delivery","55","50","45910","40060"
"In post","2023","40-49","No function","Foreign, Commonwealth and Development Office","Other","40","40","50830","44450"
"In post","2023","40-49","No function","Foreign, Commonwealth and Development Office","Policy","1080","1055","58440","58970"
"In post","2023","40-49","No function","HM Land Registry","Operational Delivery","895","825","30360","28080"
"In post","2023","40-49","No function","HM Land Registry","Other","5","5","[c]","[c]"
"In post","2023","40-49","No function","HM Revenue and Customs","Counter Fraud","5","5","[c]","[c]"
"In post","2023","40-49","No function","HM Revenue and Customs","International Trade","25","20","39040","35000"
"In post","2023","40-49","No function","HM Revenue and Customs","Operational Delivery","4355","3965","28830","26920"
"In post","2023","40-49","No function","HM Revenue and Customs","Operational Research","15","15","27350","22520"
"In post","2023","40-49","No function","HM Revenue and Customs","Other","15","15","69440","71300"
"In post","2023","40-49","No function","HM Revenue and Customs","Tax","2820","2710","39450","35000"
"In post","2023","40-49","No function","HM Revenue and Customs","Unknown","575","555","38620","34700"
"In post","2023","40-49","No function","HM Treasury","Operational Delivery","30","30","34490","30550"
"In post","2023","40-49","No function","HM Treasury","Other","20","20","45880","42700"
"In post","2023","40-49","No function","HM Treasury","Policy","185","175","66280","65850"
"In post","2023","40-49","No function","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Home Office","Communications","5","5","[c]","[c]"
"In post","2023","40-49","No function","Home Office","Counter Fraud","60","55","29170","26180"
"In post","2023","40-49","No function","Home Office","Digital, Data and Technology","165","165","61410","61330"
"In post","2023","40-49","No function","Home Office","Economics","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Home Office","Finance","10","10","45830","43310"
"In post","2023","40-49","No function","Home Office","Human Resources","60","60","39310","35120"
"In post","2023","40-49","No function","Home Office","Intelligence Analysis","430","410","30900","29890"
"In post","2023","40-49","No function","Home Office","Knowledge and Information Management","25","25","45140","43210"
"In post","2023","40-49","No function","Home Office","Operational Delivery","7315","6830","30340","26780"
"In post","2023","40-49","No function","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Home Office","Other","330","315","37050","32440"
"In post","2023","40-49","No function","Home Office","Policy","600","575","57070","59290"
"In post","2023","40-49","No function","Home Office","Project Delivery","485","475","48520","43210"
"In post","2023","40-49","No function","Home Office","Science and Engineering","40","35","50580","43210"
"In post","2023","40-49","No function","Home Office","Security","[c]","[c]","[c]","[c]"
