"Status","Year","Function_of_post","Profession_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","No function","Medicine","Peterborough","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Peterborough","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Plymouth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Plymouth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Portsmouth","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Portsmouth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Sheffield","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Sheffield","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Shropshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Shropshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Somerset CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Somerset CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","South Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","South Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","South Nottinghamshire","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","South Nottinghamshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","South West Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","South West Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Staffordshire CC","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Suffolk CC","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Swansea","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Swansea","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Telford and Wrekin","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Tyneside","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Tyneside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Warwickshire CC","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","West Essex","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","West Essex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","West Surrey","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","West Surrey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Westminster","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Wiltshire","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Wiltshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Aberdeen City and Aberdeenshire","Female","35","[c]","28860","26740"
"Leaver CS","2023","No function","Operational Delivery","Aberdeen City and Aberdeenshire","Male","40","[c]","32540","26900"
"Leaver CS","2023","No function","Operational Delivery","Angus and Dundee City","Female","65","[c]","24110","22080"
"Leaver CS","2023","No function","Operational Delivery","Angus and Dundee City","Male","30","[c]","24110","21690"
"Leaver CS","2023","No function","Operational Delivery","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Armagh City, Banbridge and Craigavon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Armagh City, Banbridge and Craigavon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Barking & Dagenham and Havering","Female","40","[c]","30150","31060"
"Leaver CS","2023","No function","Operational Delivery","Barking & Dagenham and Havering","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Barnet","Female","110","[c]","31810","31060"
"Leaver CS","2023","No function","Operational Delivery","Barnet","Male","50","[c]","32900","31060"
"Leaver CS","2023","No function","Operational Delivery","Barnsley, Doncaster and Rotherham","Female","110","[c]","24900","23180"
"Leaver CS","2023","No function","Operational Delivery","Barnsley, Doncaster and Rotherham","Male","95","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","130","[c]","27700","27570"
"Leaver CS","2023","No function","Operational Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","115","[c]","34860","31920"
"Leaver CS","2023","No function","Operational Delivery","Bedford","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Bedford","Male","55","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Belfast","Female","60","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Belfast","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Berkshire","Female","55","[c]","28960","29290"
"Leaver CS","2023","No function","Operational Delivery","Berkshire","Male","40","[c]","30960","29290"
"Leaver CS","2023","No function","Operational Delivery","Bexley and Greenwich","Female","110","[c]","30740","31060"
"Leaver CS","2023","No function","Operational Delivery","Bexley and Greenwich","Male","105","[c]","33780","31060"
"Leaver CS","2023","No function","Operational Delivery","Birmingham","Female","365","[c]","25920","22500"
"Leaver CS","2023","No function","Operational Delivery","Birmingham","Male","265","[c]","28120","22500"
"Leaver CS","2023","No function","Operational Delivery","Blackburn with Darwen","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Blackburn with Darwen","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Blackpool","Female","140","[c]","24290","21690"
"Leaver CS","2023","No function","Operational Delivery","Blackpool","Male","105","[c]","25220","21690"
"Leaver CS","2023","No function","Operational Delivery","Bournemouth, Christchurch and Poole","Female","45","[c]","27890","27570"
"Leaver CS","2023","No function","Operational Delivery","Bournemouth, Christchurch and Poole","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Bradford","Female","95","[c]","25400","27570"
"Leaver CS","2023","No function","Operational Delivery","Bradford","Male","55","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Breckland and South Norfolk","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Breckland and South Norfolk","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Brent","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Brent","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Bridgend and Neath Port Talbot","Female","35","[c]","25200","21690"
"Leaver CS","2023","No function","Operational Delivery","Bridgend and Neath Port Talbot","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Brighton and Hove","Female","65","[c]","27940","27570"
"Leaver CS","2023","No function","Operational Delivery","Brighton and Hove","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Bristol, City of","Female","175","[c]","25360","22500"
"Leaver CS","2023","No function","Operational Delivery","Bristol, City of","Male","135","[c]","26150","23390"
"Leaver CS","2023","No function","Operational Delivery","Bromley","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Bromley","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Buckinghamshire","Female","80","[c]","30460","28120"
"Leaver CS","2023","No function","Operational Delivery","Buckinghamshire","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Caithness and Sutherland, and Ross and Cromarty","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Caithness and Sutherland, and Ross and Cromarty","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Calderdale and Kirklees","Female","45","[c]","27840","27840"
"Leaver CS","2023","No function","Operational Delivery","Calderdale and Kirklees","Male","35","[c]","25850","27570"
"Leaver CS","2023","No function","Operational Delivery","Cambridgeshire CC","Female","105","[c]","27260","26010"
"Leaver CS","2023","No function","Operational Delivery","Cambridgeshire CC","Male","105","[c]","31820","27570"
"Leaver CS","2023","No function","Operational Delivery","Camden and City of London","Female","95","[c]","27730","25480"
"Leaver CS","2023","No function","Operational Delivery","Camden and City of London","Male","40","[c]","28390","25480"
"Leaver CS","2023","No function","Operational Delivery","Cardiff and Vale of Glamorgan","Female","175","[c]","26830","23240"
"Leaver CS","2023","No function","Operational Delivery","Cardiff and Vale of Glamorgan","Male","160","[c]","29620","25880"
"Leaver CS","2023","No function","Operational Delivery","Central Bedfordshire","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Central Bedfordshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Central Hampshire","Female","65","[c]","28620","27470"
"Leaver CS","2023","No function","Operational Delivery","Central Hampshire","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Central Valleys","Female","60","[c]","24860","21690"
"Leaver CS","2023","No function","Operational Delivery","Central Valleys","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Cheshire East","Female","55","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Cheshire East","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Cheshire West and Chester","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Cheshire West and Chester","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Chorley and West Lancashire","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Chorley and West Lancashire","Male","70","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","City of Edinburgh","Female","120","[c]","29010","27570"
"Leaver CS","2023","No function","Operational Delivery","City of Edinburgh","Male","130","[c]","33190","28490"
"Leaver CS","2023","No function","Operational Delivery","Clackmannanshire and Fife","Female","85","[c]","24710","22080"
"Leaver CS","2023","No function","Operational Delivery","Clackmannanshire and Fife","Male","45","[c]","27490","27570"
"Leaver CS","2023","No function","Operational Delivery","Conwy and Denbighshire","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Conwy and Denbighshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Cornwall and Isles of Scilly","Female","50","[c]","25570","21690"
"Leaver CS","2023","No function","Operational Delivery","Cornwall and Isles of Scilly","Male","50","[c]","28320","27570"
"Leaver CS","2023","No function","Operational Delivery","Coventry","Female","80","[c]","29960","27820"
"Leaver CS","2023","No function","Operational Delivery","Coventry","Male","35","[c]","43770","37830"
"Leaver CS","2023","No function","Operational Delivery","Croydon","Female","185","[c]","30810","29890"
"Leaver CS","2023","No function","Operational Delivery","Croydon","Male","130","[c]","34670","31680"
"Leaver CS","2023","No function","Operational Delivery","Darlington","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Darlington","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Derby","Female","75","[c]","26140","21730"
"Leaver CS","2023","No function","Operational Delivery","Derby","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Derry City and Strabane","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Derry City and Strabane","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Devon CC","Female","140","[c]","25110","22150"
"Leaver CS","2023","No function","Operational Delivery","Devon CC","Male","135","[c]","27220","22150"
"Leaver CS","2023","No function","Operational Delivery","Dorset","Female","60","[c]","29590","28120"
"Leaver CS","2023","No function","Operational Delivery","Dorset","Male","70","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Dudley","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Dudley","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Dumfries and Galloway","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Dumfries and Galloway","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Durham","Female","255","[c]","24400","22400"
"Leaver CS","2023","No function","Operational Delivery","Durham","Male","215","[c]","26040","22400"
"Leaver CS","2023","No function","Operational Delivery","Ealing","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Ealing","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","East Ayrshire and North Ayrshire mainland","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","East Ayrshire and North Ayrshire mainland","Male","35","[c]","27060","25540"
"Leaver CS","2023","No function","Operational Delivery","East Cumbria","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","East Cumbria","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","East Derbyshire","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","East Derbyshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","45","[c]","24550","21690"
"Leaver CS","2023","No function","Operational Delivery","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","35","[c]","30960","28210"
"Leaver CS","2023","No function","Operational Delivery","East Kent","Female","100","[c]","27240","27350"
"Leaver CS","2023","No function","Operational Delivery","East Kent","Male","105","[c]","27570","26750"
"Leaver CS","2023","No function","Operational Delivery","East Lancashire","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","East Lancashire","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","East Merseyside","Female","50","[c]","26200","27570"
"Leaver CS","2023","No function","Operational Delivery","East Merseyside","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","East Riding of Yorkshire","Female","75","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","East Riding of Yorkshire","Male","80","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","East Surrey","Female","60","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","East Surrey","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","East Sussex CC","Female","110","[c]","25950","21780"
"Leaver CS","2023","No function","Operational Delivery","East Sussex CC","Male","85","[c]","26730","26280"
"Leaver CS","2023","No function","Operational Delivery","Enfield","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Enfield","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Essex Haven Gateway","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Essex Haven Gateway","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Essex Thames Gateway","Female","45","[c]","28630","29290"
"Leaver CS","2023","No function","Operational Delivery","Essex Thames Gateway","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Falkirk","Female","80","[c]","27010","22500"
"Leaver CS","2023","No function","Operational Delivery","Falkirk","Male","55","[c]","29620","27570"
"Leaver CS","2023","No function","Operational Delivery","Flintshire and Wrexham","Female","85","[c]","26370","26960"
"Leaver CS","2023","No function","Operational Delivery","Flintshire and Wrexham","Male","95","[c]","29700","27570"
"Leaver CS","2023","No function","Operational Delivery","Glasgow City","Female","220","[c]","26430","24490"
"Leaver CS","2023","No function","Operational Delivery","Glasgow City","Male","195","[c]","28790","25750"
"Leaver CS","2023","No function","Operational Delivery","Gloucestershire CC","Female","95","[c]","24840","23390"
"Leaver CS","2023","No function","Operational Delivery","Gloucestershire CC","Male","55","[c]","27240","27570"
"Leaver CS","2023","No function","Operational Delivery","Greater Manchester North East","Female","95","[c]","23690","21500"
"Leaver CS","2023","No function","Operational Delivery","Greater Manchester North East","Male","55","[c]","25020","26960"
"Leaver CS","2023","No function","Operational Delivery","Greater Manchester North West","Female","110","[c]","24070","21690"
"Leaver CS","2023","No function","Operational Delivery","Greater Manchester North West","Male","75","[c]","24670","21690"
"Leaver CS","2023","No function","Operational Delivery","Greater Manchester South East","Female","65","[c]","23570","21690"
"Leaver CS","2023","No function","Operational Delivery","Greater Manchester South East","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Greater Manchester South West","Female","195","[c]","24660","21780"
"Leaver CS","2023","No function","Operational Delivery","Greater Manchester South West","Male","165","[c]","23380","21780"
"Leaver CS","2023","No function","Operational Delivery","Gwent Valleys","Female","80","[c]","23940","21690"
"Leaver CS","2023","No function","Operational Delivery","Gwent Valleys","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Gwynedd","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Gwynedd","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Hackney and Newham","Female","120","[c]","28940","31060"
"Leaver CS","2023","No function","Operational Delivery","Hackney and Newham","Male","70","[c]","30410","31060"
"Leaver CS","2023","No function","Operational Delivery","Haringey and Islington","Female","115","[c]","28870","29660"
"Leaver CS","2023","No function","Operational Delivery","Haringey and Islington","Male","80","[c]","31200","31060"
"Leaver CS","2023","No function","Operational Delivery","Harrow and Hillingdon","Female","95","[c]","30610","31060"
"Leaver CS","2023","No function","Operational Delivery","Harrow and Hillingdon","Male","100","[c]","31110","29890"
"Leaver CS","2023","No function","Operational Delivery","Hartlepool and Stockton-on-Tees","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Hartlepool and Stockton-on-Tees","Male","55","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Heart of Essex","Female","90","[c]","27780","29290"
"Leaver CS","2023","No function","Operational Delivery","Heart of Essex","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Herefordshire, County of","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Herefordshire, County of","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Hertfordshire CC","Female","140","[c]","28810","29290"
"Leaver CS","2023","No function","Operational Delivery","Hertfordshire CC","Male","85","[c]","30660","29290"
"Leaver CS","2023","No function","Operational Delivery","Hounslow and Richmond upon Thames","Female","145","[c]","29580","29840"
"Leaver CS","2023","No function","Operational Delivery","Hounslow and Richmond upon Thames","Male","110","[c]","29910","29890"
"Leaver CS","2023","No function","Operational Delivery","Inverclyde, East Renfrewshire, and Renfrewshire","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Inverclyde, East Renfrewshire, and Renfrewshire","Male","35","[c]","30530","27880"
"Leaver CS","2023","No function","Operational Delivery","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","30","[c]","26710","26780"
"Leaver CS","2023","No function","Operational Delivery","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Isle of Anglesey","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Isle of Wight","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Isle of Wight","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Kensington & Chelsea and Hammersmith & Fulham","Female","55","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Kensington & Chelsea and Hammersmith & Fulham","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Kent Thames Gateway","Female","80","[c]","27550","28330"
"Leaver CS","2023","No function","Operational Delivery","Kent Thames Gateway","Male","95","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Kingston upon Hull, City of","Female","55","[c]","25670","25880"
"Leaver CS","2023","No function","Operational Delivery","Kingston upon Hull, City of","Male","60","[c]","27530","25880"
"Leaver CS","2023","No function","Operational Delivery","Lambeth","Female","190","[c]","39400","35000"
"Leaver CS","2023","No function","Operational Delivery","Lambeth","Male","135","[c]","43940","40300"
"Leaver CS","2023","No function","Operational Delivery","Lancaster and Wyre","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Lancaster and Wyre","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Leeds","Female","340","[c]","32930","28120"
"Leaver CS","2023","No function","Operational Delivery","Leeds","Male","315","[c]","35140","28970"
"Leaver CS","2023","No function","Operational Delivery","Leicester","Female","110","[c]","24410","21780"
"Leaver CS","2023","No function","Operational Delivery","Leicester","Male","90","[c]","25450","23390"
"Leaver CS","2023","No function","Operational Delivery","Leicestershire CC and Rutland","Female","100","[c]","24530","21780"
"Leaver CS","2023","No function","Operational Delivery","Leicestershire CC and Rutland","Male","95","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Lewisham and Southwark","Female","85","[c]","30770","31060"
"Leaver CS","2023","No function","Operational Delivery","Lewisham and Southwark","Male","40","[c]","33440","31060"
"Leaver CS","2023","No function","Operational Delivery","Lincolnshire CC","Female","110","[c]","26190","26780"
"Leaver CS","2023","No function","Operational Delivery","Lincolnshire CC","Male","85","[c]","27580","27570"
"Leaver CS","2023","No function","Operational Delivery","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Lisburn and Castlereagh","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Liverpool","Female","325","[c]","25110","22400"
"Leaver CS","2023","No function","Operational Delivery","Liverpool","Male","235","[c]","25290","22400"
"Leaver CS","2023","No function","Operational Delivery","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Luton","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Luton","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Manchester","Female","220","[c]","26240","22010"
"Leaver CS","2023","No function","Operational Delivery","Manchester","Male","160","[c]","28380","25880"
"Leaver CS","2023","No function","Operational Delivery","Medway","Female","80","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Medway","Male","80","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Merton, Kingston upon Thames and Sutton","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Merton, Kingston upon Thames and Sutton","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Mid Kent","Female","60","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Mid Kent","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Mid Lancashire","Female","175","[c]","23930","21690"
"Leaver CS","2023","No function","Operational Delivery","Mid Lancashire","Male","125","[c]","24810","21690"
"Leaver CS","2023","No function","Operational Delivery","Milton Keynes","Female","85","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Milton Keynes","Male","80","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Monmouthshire and Newport","Female","135","[c]","25050","21690"
"Leaver CS","2023","No function","Operational Delivery","Monmouthshire and Newport","Male","80","[c]","30650","22400"
"Leaver CS","2023","No function","Operational Delivery","Na h-Eileanan Siar","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Na h-Eileanan Siar","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","North Hampshire","Female","45","[c]","27660","25880"
"Leaver CS","2023","No function","Operational Delivery","North Hampshire","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","North Lanarkshire","Female","65","[c]","24380","21690"
"Leaver CS","2023","No function","Operational Delivery","North Lanarkshire","Male","45","[c]","27200","22080"
"Leaver CS","2023","No function","Operational Delivery","North Northamptonshire","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","North Northamptonshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","North Nottinghamshire","Female","55","[c]","29910","27570"
"Leaver CS","2023","No function","Operational Delivery","North Nottinghamshire","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","North Yorkshire CC","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","North Yorkshire CC","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","North and North East Lincolnshire","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","North and North East Lincolnshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","North and West Norfolk","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","North and West Norfolk","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Northumberland","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Northumberland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Norwich and East Norfolk","Female","95","[c]","26330","26960"
"Leaver CS","2023","No function","Operational Delivery","Norwich and East Norfolk","Male","65","[c]","29180","27570"
"Leaver CS","2023","No function","Operational Delivery","Nottingham","Female","235","[c]","25810","23390"
"Leaver CS","2023","No function","Operational Delivery","Nottingham","Male","150","[c]","27880","26480"
"Leaver CS","2023","No function","Operational Delivery","Orkney Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Orkney Islands","Male","[c]","[c]","[c]","[c]"
