"Status","Year","Disability","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Attorney General's Departments","Legal","West Midlands (England)","40","35","56010","55040"
"In post","2023","Declared disabled","Attorney General's Departments","Legal","Yorkshire and The Humber","50","45","53990","51930"
"In post","2023","Declared disabled","Attorney General's Departments","Operational Delivery","East Midlands (England)","35","35","26880","22870"
"In post","2023","Declared disabled","Attorney General's Departments","Operational Delivery","East of England","30","25","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Operational Delivery","London","120","110","30480","28410"
"In post","2023","Declared disabled","Attorney General's Departments","Operational Delivery","North East (England)","30","30","28040","26900"
"In post","2023","Declared disabled","Attorney General's Departments","Operational Delivery","North West (England)","60","55","27530","26900"
"In post","2023","Declared disabled","Attorney General's Departments","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Operational Delivery","South East (England)","50","45","30960","28200"
"In post","2023","Declared disabled","Attorney General's Departments","Operational Delivery","South West (England)","20","20","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Operational Delivery","Wales","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Operational Delivery","West Midlands (England)","30","25","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","45","45","27330","24430"
"In post","2023","Declared disabled","Attorney General's Departments","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Policy","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Commercial","East of England","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Commercial","London","85","85","66630","60860"
"In post","2023","Declared disabled","Cabinet Office","Commercial","North East (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Commercial","North West (England)","40","40","51510","41250"
"In post","2023","Declared disabled","Cabinet Office","Commercial","Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Commercial","South East (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Commercial","South West (England)","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Commercial","Wales","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Commercial","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Commercial","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Communications","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","East of England","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","London","105","105","48100","53590"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","North West (England)","25","25","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","South West (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Economics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Finance","London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Human Resources","London","60","60","48040","43520"
"In post","2023","Declared disabled","Cabinet Office","Human Resources","North East (England)","45","40","24360","21720"
"In post","2023","Declared disabled","Cabinet Office","Human Resources","North West (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Human Resources","Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Human Resources","Yorkshire and The Humber","30","30","41720","39380"
"In post","2023","Declared disabled","Cabinet Office","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Legal","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Operational Delivery","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Policy","East of England","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Policy","London","40","40","46960","41870"
"In post","2023","Declared disabled","Cabinet Office","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Policy","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Policy","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Project Delivery","London","50","50","39940","31930"
"In post","2023","Declared disabled","Cabinet Office","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Project Delivery","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Project Delivery","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Property","London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Property","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Property","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Science and Engineering","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
