"Status","Year","Organisation","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department of Health and Social Care (excl. agencies)","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Outer London - West and North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","South Yorkshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Surrey, East and West Sussex","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","West Midlands","Heterosexual / straight","30","30","52780","50830"
"In post","2023","Department of Health and Social Care (excl. agencies)","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","West Midlands","Undeclared","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","West Yorkshire","Heterosexual / straight","580","560","46250","42480"
"In post","2023","Department of Health and Social Care (excl. agencies)","West Yorkshire","LGBO","60","60","42300","38120"
"In post","2023","Department of Health and Social Care (excl. agencies)","West Yorkshire","Undeclared","240","235","42840","38500"
"In post","2023","Disclosure Scotland","West Central Scotland","Heterosexual / straight","210","200","33620","27740"
"In post","2023","Disclosure Scotland","West Central Scotland","LGBO","20","20","[c]","[c]"
"In post","2023","Disclosure Scotland","West Central Scotland","Undeclared","15","10","[c]","[c]"
"In post","2023","Disclosure Scotland","West Central Scotland","Unknown","120","115","27310","24890"
"In post","2023","Driver and Vehicle Licensing Agency","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Outer London - East and North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Outer London - West and North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Midlands","Heterosexual / straight","115","105","23710","22500"
"In post","2023","Driver and Vehicle Licensing Agency","West Midlands","LGBO","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Midlands","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Midlands","Unknown","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Heterosexual / straight","3950","3555","28150","22500"
"In post","2023","Driver and Vehicle Licensing Agency","West Wales and The Valleys","LGBO","210","200","25000","22500"
"In post","2023","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Undeclared","1230","1020","26410","22500"
"In post","2023","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Unknown","660","590","26110","22500"
"In post","2023","Driver and Vehicle Licensing Agency","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Heterosexual / straight","75","70","30350","30190"
"In post","2023","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","LGBO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Undeclared","20","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Unknown","20","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","50","45","28860","27450"
"In post","2023","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Unknown","30","30","28000","27260"
"In post","2023","Driver and Vehicle Standards Agency","Cheshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Cheshire","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Cheshire","Unknown","10","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Cornwall and Isles of Scilly","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Cornwall and Isles of Scilly","Unknown","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Cumbria","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Cumbria","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Cumbria","Unknown","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Heterosexual / straight","230","220","34700","31660"
"In post","2023","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","LGBO","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Undeclared","55","55","36640","33080"
"In post","2023","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Unknown","70","70","31760","27490"
"In post","2023","Driver and Vehicle Standards Agency","Devon","Heterosexual / straight","50","45","29670","27490"
"In post","2023","Driver and Vehicle Standards Agency","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Devon","Undeclared","15","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Devon","Unknown","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Dorset and Somerset","Heterosexual / straight","45","40","28900","27490"
"In post","2023","Driver and Vehicle Standards Agency","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Dorset and Somerset","Undeclared","10","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Dorset and Somerset","Unknown","15","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Anglia","Heterosexual / straight","115","110","29910","28590"
"In post","2023","Driver and Vehicle Standards Agency","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Anglia","Undeclared","25","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Anglia","Unknown","35","35","27600","27400"
"In post","2023","Driver and Vehicle Standards Agency","East Wales","Heterosexual / straight","65","60","30150","27490"
"In post","2023","Driver and Vehicle Standards Agency","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Wales","Undeclared","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Wales","Unknown","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","35","30","30560","28590"
"In post","2023","Driver and Vehicle Standards Agency","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Yorkshire and Northern Lincolnshire","Undeclared","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Yorkshire and Northern Lincolnshire","Unknown","20","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Eastern Scotland","Heterosexual / straight","80","75","30360","28590"
"In post","2023","Driver and Vehicle Standards Agency","Eastern Scotland","LGBO","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Eastern Scotland","Undeclared","20","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Eastern Scotland","Unknown","25","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Essex","Heterosexual / straight","45","40","30530","27450"
"In post","2023","Driver and Vehicle Standards Agency","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Essex","Undeclared","15","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Essex","Unknown","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","260","245","35960","31660"
"In post","2023","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","20","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","50","45","31810","30390"
"In post","2023","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","60","55","28780","27400"
"In post","2023","Driver and Vehicle Standards Agency","Greater Manchester","Heterosexual / straight","100","95","28990","27450"
"In post","2023","Driver and Vehicle Standards Agency","Greater Manchester","LGBO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Greater Manchester","Undeclared","25","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Greater Manchester","Unknown","55","50","26520","27190"
"In post","2023","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","Heterosexual / straight","55","55","29410","27450"
"In post","2023","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","Undeclared","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","Unknown","25","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","40","40","29860","27450"
"In post","2023","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","Unknown","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Highlands and Islands","Undeclared","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Highlands and Islands","Unknown","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Inner London - East","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Kent","Heterosexual / straight","95","90","32140","31490"
"In post","2023","Driver and Vehicle Standards Agency","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Kent","Undeclared","25","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Kent","Unknown","30","30","31140","28590"
"In post","2023","Driver and Vehicle Standards Agency","Lancashire","Heterosexual / straight","65","60","28920","27490"
"In post","2023","Driver and Vehicle Standards Agency","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Lancashire","Undeclared","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Lancashire","Unknown","25","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","60","60","29080","27450"
"In post","2023","Driver and Vehicle Standards Agency","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Leicestershire, Rutland and Northamptonshire","Undeclared","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Leicestershire, Rutland and Northamptonshire","Unknown","20","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Lincolnshire","Heterosexual / straight","30","30","29940","28040"
"In post","2023","Driver and Vehicle Standards Agency","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Lincolnshire","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Lincolnshire","Unknown","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Merseyside","Heterosexual / straight","60","60","29800","27490"
"In post","2023","Driver and Vehicle Standards Agency","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Merseyside","Undeclared","25","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Merseyside","Unknown","25","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North Eastern Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North Eastern Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North Yorkshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North Yorkshire","Undeclared","10","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North Yorkshire","Unknown","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Northumberland, and Tyne and Wear","Heterosexual / straight","160","150","28250","27260"
"In post","2023","Driver and Vehicle Standards Agency","Northumberland, and Tyne and Wear","LGBO","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Northumberland, and Tyne and Wear","Undeclared","65","60","25600","22500"
"In post","2023","Driver and Vehicle Standards Agency","Northumberland, and Tyne and Wear","Unknown","80","75","25980","24640"
"In post","2023","Driver and Vehicle Standards Agency","Outer London - East and North East","Heterosexual / straight","80","75","32530","31450"
"In post","2023","Driver and Vehicle Standards Agency","Outer London - East and North East","LGBO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Outer London - East and North East","Undeclared","30","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Outer London - East and North East","Unknown","25","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Outer London - South","Heterosexual / straight","30","30","33600","31450"
"In post","2023","Driver and Vehicle Standards Agency","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Outer London - South","Undeclared","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Outer London - South","Unknown","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Outer London - West and North West","Heterosexual / straight","85","85","33720","31450"
"In post","2023","Driver and Vehicle Standards Agency","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Outer London - West and North West","Undeclared","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Outer London - West and North West","Unknown","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Shropshire and Staffordshire","Heterosexual / straight","100","95","30890","28590"
"In post","2023","Driver and Vehicle Standards Agency","Shropshire and Staffordshire","LGBO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Shropshire and Staffordshire","Undeclared","25","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Shropshire and Staffordshire","Unknown","35","35","29480","27490"
"In post","2023","Driver and Vehicle Standards Agency","South Yorkshire","Heterosexual / straight","55","55","29650","27490"
"In post","2023","Driver and Vehicle Standards Agency","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South Yorkshire","Undeclared","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South Yorkshire","Unknown","20","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Southern Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Southern Scotland","Undeclared","10","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Southern Scotland","Unknown","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Surrey, East and West Sussex","Heterosexual / straight","75","70","31800","29720"
"In post","2023","Driver and Vehicle Standards Agency","Surrey, East and West Sussex","LGBO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Surrey, East and West Sussex","Undeclared","30","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Surrey, East and West Sussex","Unknown","45","40","28520","27400"
"In post","2023","Driver and Vehicle Standards Agency","Tees Valley and Durham","Heterosexual / straight","40","40","30040","27490"
"In post","2023","Driver and Vehicle Standards Agency","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Tees Valley and Durham","Undeclared","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Tees Valley and Durham","Unknown","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Central Scotland","Heterosexual / straight","40","35","29230","27490"
"In post","2023","Driver and Vehicle Standards Agency","West Central Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Central Scotland","Undeclared","20","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Central Scotland","Unknown","25","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands","Heterosexual / straight","90","85","28650","27450"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands","Undeclared","20","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands","Unknown","50","50","27070","27260"
"In post","2023","Driver and Vehicle Standards Agency","West Wales and The Valleys","Heterosexual / straight","250","240","31750","28590"
"In post","2023","Driver and Vehicle Standards Agency","West Wales and The Valleys","LGBO","20","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Wales and The Valleys","Undeclared","45","40","32150","27450"
"In post","2023","Driver and Vehicle Standards Agency","West Wales and The Valleys","Unknown","160","150","27850","26780"
"In post","2023","Driver and Vehicle Standards Agency","West Yorkshire","Heterosexual / straight","150","140","28410","27400"
"In post","2023","Driver and Vehicle Standards Agency","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Yorkshire","Undeclared","30","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Yorkshire","Unknown","85","80","25600","26780"
"In post","2023","Education Scotland","Eastern Scotland","Heterosexual / straight","70","65","57370","65280"
"In post","2023","Education Scotland","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Eastern Scotland","Unknown","40","40","54560","54870"
"In post","2023","Education Scotland","Highlands and Islands","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Education Scotland","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","North Eastern Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Education Scotland","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","North Eastern Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Education Scotland","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","West Central Scotland","Heterosexual / straight","120","120","65120","70540"
"In post","2023","Education Scotland","West Central Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","Education Scotland","West Central Scotland","Undeclared","5","5","[c]","[c]"
