"Status","Year","Age","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","65+","White","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Analysis","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Analysis","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Counter Fraud","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Counter Fraud","East of England","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Counter Fraud","London","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Counter Fraud","North West (England)","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Counter Fraud","Scotland","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Counter Fraud","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Counter Fraud","South West (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Counter Fraud","Wales","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Counter Fraud","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Counter Fraud","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Debt","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Debt","London","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Debt","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Debt","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Debt","Scotland","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Debt","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Debt","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Debt","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Debt","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Debt","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Digital, Data & Technology","East of England","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Digital, Data & Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Digital, Data & Technology","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Digital, Data & Technology","North West (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Digital, Data & Technology","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Digital, Data & Technology","South West (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Digital, Data & Technology","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Digital, Data & Technology","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Finance","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Finance","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Finance","South East (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Finance","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Finance","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Finance","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Grants Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Grants Management","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Human Resources","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Human Resources","East of England","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Human Resources","London","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Human Resources","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Human Resources","North West (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Human Resources","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Human Resources","South East (England)","50","[c]","31480","30650"
"Leaver CS","2023","65+","White","Human Resources","South West (England)","30","[c]","29870","23490"
"Leaver CS","2023","65+","White","Human Resources","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Human Resources","West Midlands (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Human Resources","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Legal","London","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Legal","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","No function","East Midlands (England)","140","[c]","27830","25830"
"Leaver CS","2023","65+","White","No function","East of England","165","[c]","31670","27510"
"Leaver CS","2023","65+","White","No function","London","220","[c]","41270","31470"
"Leaver CS","2023","65+","White","No function","North East (England)","245","[c]","25700","21810"
"Leaver CS","2023","65+","White","No function","North West (England)","395","[c]","26470","22400"
"Leaver CS","2023","65+","White","No function","Northern Ireland","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","No function","Scotland","230","[c]","26850","24490"
"Leaver CS","2023","65+","White","No function","South East (England)","340","[c]","29320","26470"
"Leaver CS","2023","65+","White","No function","South West (England)","245","[c]","30060","27570"
"Leaver CS","2023","65+","White","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","No function","Wales","190","[c]","25230","22500"
"Leaver CS","2023","65+","White","No function","West Midlands (England)","180","[c]","26770","25690"
"Leaver CS","2023","65+","White","No function","Yorkshire and The Humber","185","[c]","26690","23180"
"Leaver CS","2023","65+","White","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Project Delivery","East of England","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Project Delivery","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Project Delivery","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Project Delivery","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Project Delivery","South West (England)","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Project Delivery","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Project Delivery","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Property","East of England","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Property","London","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Property","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Property","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Property","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Property","Wales","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Property","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Property","Yorkshire and The Humber","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Security","East of England","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Security","London","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Security","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Security","Northern Ireland","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Security","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Security","South East (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Security","South West (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Security","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Security","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Unknown","London","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Unknown","Scotland","75","[c]","40880","34730"
"Leaver CS","2023","65+","White","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Unknown","Wales","45","[c]","41070","38160"
"Leaver CS","2023","65+","White","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Debt","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","No function","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","No function","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Debt","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Debt","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Debt","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","No function","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","No function","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","No function","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","No function","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","No function","South West (England)","[c]","[c]","[c]","[c]"
