"Status","Year","Ethnicity","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Accountant in Bankruptcy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Active Travel England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Active Travel England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Active Travel England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Active Travel England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","45","45","36550","33650"
"In post","2023","Asian","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Heterosexual / straight","90","90","29470","29080"
"In post","2023","Asian","Animal and Plant Health Agency","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Asian","Building Digital UK","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Heterosexual / straight","395","385","46270","41870"
"In post","2023","Asian","Cabinet Office (excl. agencies)","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Heterosexual / straight","45","45","32470","32960"
"In post","2023","Asian","Central Civil Service Fast Stream","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Unknown","135","135","30210","30130"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Heterosexual / straight","115","110","49150","38190"
"In post","2023","Asian","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Heterosexual / straight","60","55","42280","37940"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Heterosexual / straight","715","675","39920","34460"
"In post","2023","Asian","Crown Prosecution Service","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Unknown","95","80","40410","32520"
"In post","2023","Asian","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Heterosexual / straight","300","290","36630","33530"
"In post","2023","Asian","Defence Equipment and Support","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Heterosexual / straight","80","80","40550","39890"
"In post","2023","Asian","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","575","570","45900","41360"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","30","30","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","35","35","47360","43740"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Heterosexual / straight","110","105","48150","52010"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Heterosexual / straight","625","615","41580","37590"
"In post","2023","Asian","Department for Education (excl. agencies)","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Undeclared","30","30","39580","37590"
"In post","2023","Asian","Department for Education (excl. agencies)","Unknown","30","30","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","300","295","41490","37300"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Heterosexual / straight","275","275","45870","41550"
"In post","2023","Asian","Department for International Trade","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","260","250","43610","37540"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","20","20","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Heterosexual / straight","320","320","47480","43750"
"In post","2023","Asian","Department for Transport (excl. agencies)","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","6270","5735","29520","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","LGBO","115","105","29920","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Undeclared","440","380","28300","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Unknown","985","815","27890","28120"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","230","220","45080","41950"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Undeclared","25","25","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
