"Status","Year","Ethnicity","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","White","Legal Aid Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Legal Aid Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Legal Aid Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Legal Aid Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Legal Aid Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Legal Aid Agency","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Legal Aid Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Legal Aid Agency","Legal","London","5","5","[c]","[c]"
"In post","2023","White","Legal Aid Agency","Legal","Outside London","25","25","[c]","[c]"
"In post","2023","White","Legal Aid Agency","Operational Delivery","London","70","65","47040","43650"
"In post","2023","White","Legal Aid Agency","Operational Delivery","Outside London","705","655","28620","25830"
"In post","2023","White","Legal Aid Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Legal Aid Agency","Policy","London","10","10","[c]","[c]"
"In post","2023","White","Legal Aid Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Legal Aid Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Legal Aid Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Legal Aid Agency","Security","Outside London","5","5","[c]","[c]"
"In post","2023","White","Legal Aid Agency","Unknown","London","5","5","[c]","[c]"
"In post","2023","White","Legal Aid Agency","Unknown","Outside London","5","5","[c]","[c]"
"In post","2023","White","Maritime and Coastguard Agency","Commercial","Outside London","15","15","[c]","[c]"
"In post","2023","White","Maritime and Coastguard Agency","Communications","Outside London","15","15","[c]","[c]"
"In post","2023","White","Maritime and Coastguard Agency","Digital, Data and Technology","Outside London","65","65","39620","32950"
"In post","2023","White","Maritime and Coastguard Agency","Finance","Outside London","30","30","[c]","[c]"
"In post","2023","White","Maritime and Coastguard Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Maritime and Coastguard Agency","Human Resources","Outside London","25","25","[c]","[c]"
"In post","2023","White","Maritime and Coastguard Agency","Internal Audit","Outside London","10","10","[c]","[c]"
"In post","2023","White","Maritime and Coastguard Agency","Legal","Outside London","5","5","[c]","[c]"
"In post","2023","White","Maritime and Coastguard Agency","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Maritime and Coastguard Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Maritime and Coastguard Agency","Operational Delivery","Outside London","550","535","33670","31660"
"In post","2023","White","Maritime and Coastguard Agency","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Maritime and Coastguard Agency","Policy","Outside London","150","145","40380","39820"
"In post","2023","White","Maritime and Coastguard Agency","Property","Outside London","5","5","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Communications","London","45","45","48940","41890"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Communications","Outside London","5","5","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","London","35","30","55690","54090"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Finance","London","20","20","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Human Resources","London","15","15","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","London","15","15","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Legal","London","5","5","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Legal","Outside London","20","20","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Medicine","London","50","45","72120","71490"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","London","90","90","49940","41690"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Outside London","40","40","40200","33720"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Operational Research","London","20","20","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Other","London","25","25","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Other","Outside London","30","30","54950","51050"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Policy","London","30","30","52930","54090"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Policy","Outside London","5","5","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Project Delivery","London","5","5","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Property","Outside London","15","10","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","London","115","110","57970","55210"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Outside London","120","115","51650","46550"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Tax","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Met Office","Commercial","Outside London","20","15","[c]","[c]"
"In post","2023","White","Met Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Met Office","Communications","Outside London","30","30","[c]","[c]"
"In post","2023","White","Met Office","Digital, Data and Technology","Outside London","265","260","39140","35550"
"In post","2023","White","Met Office","Finance","Outside London","20","20","[c]","[c]"
"In post","2023","White","Met Office","Human Resources","Outside London","70","60","37040","33920"
"In post","2023","White","Met Office","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Met Office","Knowledge and Information Management","Outside London","10","5","[c]","[c]"
"In post","2023","White","Met Office","Legal","Outside London","15","10","[c]","[c]"
"In post","2023","White","Met Office","Operational Delivery","London","15","15","[c]","[c]"
"In post","2023","White","Met Office","Operational Delivery","Outside London","385","370","35820","37420"
"In post","2023","White","Met Office","Operational Delivery","Overseas","25","25","[c]","[c]"
"In post","2023","White","Met Office","Other","London","5","5","[c]","[c]"
"In post","2023","White","Met Office","Other","Outside London","245","235","35290","37420"
"In post","2023","White","Met Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Met Office","Policy","Outside London","80","80","65110","62610"
"In post","2023","White","Met Office","Project Delivery","Outside London","95","90","43640","45150"
"In post","2023","White","Met Office","Property","Outside London","15","15","[c]","[c]"
"In post","2023","White","Met Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Met Office","Science and Engineering","Outside London","625","585","40620","39750"
"In post","2023","White","Met Office","Security","Outside London","20","20","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Commercial","London","35","35","43090","38680"
"In post","2023","White","Ministry of Defence (excl. agencies)","Commercial","Outside London","745","715","37460","35800"
"In post","2023","White","Ministry of Defence (excl. agencies)","Commercial","Overseas","20","20","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Communications","London","65","65","49580","48540"
"In post","2023","White","Ministry of Defence (excl. agencies)","Communications","Outside London","350","335","32820","31570"
"In post","2023","White","Ministry of Defence (excl. agencies)","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Counter Fraud","London","10","10","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Digital, Data and Technology","London","85","85","49390","39710"
"In post","2023","White","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","1345","1315","37150","34300"
"In post","2023","White","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Overseas","25","25","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Finance","London","120","115","53750","46470"
"In post","2023","White","Ministry of Defence (excl. agencies)","Finance","Outside London","1200","1150","39160","34300"
"In post","2023","White","Ministry of Defence (excl. agencies)","Finance","Overseas","25","25","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Human Resources","London","180","175","50000","45750"
"In post","2023","White","Ministry of Defence (excl. agencies)","Human Resources","Outside London","2825","2735","33070","31470"
"In post","2023","White","Ministry of Defence (excl. agencies)","Human Resources","Overseas","60","60","57870","56000"
"In post","2023","White","Ministry of Defence (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","355","345","42500","39730"
"In post","2023","White","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","260","255","34820","34300"
"In post","2023","White","Ministry of Defence (excl. agencies)","Intelligence Analysis","Overseas","10","10","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Internal Audit","London","5","5","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","80","75","36680","34300"
"In post","2023","White","Ministry of Defence (excl. agencies)","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","95","95","36790","33880"
"In post","2023","White","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","500","485","29310","27470"
"In post","2023","White","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Overseas","5","5","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Legal","London","5","5","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Legal","Outside London","10","10","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Medicine","London","20","15","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Medicine","Outside London","1050","920","49080","40590"
"In post","2023","White","Ministry of Defence (excl. agencies)","Medicine","Overseas","25","25","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Operational Delivery","London","320","310","37120","31830"
"In post","2023","White","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","6170","5850","27550","22360"
"In post","2023","White","Ministry of Defence (excl. agencies)","Operational Delivery","Overseas","70","70","48940","43350"
"In post","2023","White","Ministry of Defence (excl. agencies)","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Other","London","60","60","26910","23510"
"In post","2023","White","Ministry of Defence (excl. agencies)","Other","Outside London","2130","2090","24410","21600"
"In post","2023","White","Ministry of Defence (excl. agencies)","Other","Overseas","5","5","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Policy","London","590","580","53970","46470"
"In post","2023","White","Ministry of Defence (excl. agencies)","Policy","Outside London","335","330","37030","34300"
"In post","2023","White","Ministry of Defence (excl. agencies)","Policy","Overseas","35","35","66740","64180"
"In post","2023","White","Ministry of Defence (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Project Delivery","London","195","195","57020","58410"
"In post","2023","White","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","1960","1910","43980","41200"
"In post","2023","White","Ministry of Defence (excl. agencies)","Project Delivery","Overseas","20","20","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Property","London","40","40","35920","32340"
"In post","2023","White","Ministry of Defence (excl. agencies)","Property","Outside London","1635","1590","33930","33990"
"In post","2023","White","Ministry of Defence (excl. agencies)","Property","Overseas","35","35","46610","44380"
"In post","2023","White","Ministry of Defence (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Science and Engineering","London","75","70","56220","59530"
"In post","2023","White","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","1120","1100","35570","32070"
"In post","2023","White","Ministry of Defence (excl. agencies)","Science and Engineering","Overseas","25","25","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Security","London","235","230","40130","37850"
"In post","2023","White","Ministry of Defence (excl. agencies)","Security","Outside London","4510","4400","31380","27480"
"In post","2023","White","Ministry of Defence (excl. agencies)","Security","Overseas","20","20","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Statistics","London","85","85","49390","46540"
"In post","2023","White","Ministry of Defence (excl. agencies)","Statistics","Outside London","145","140","39390","36990"
"In post","2023","White","Ministry of Defence (excl. agencies)","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Commercial","London","50","50","43240","43650"
"In post","2023","White","Ministry of Justice (excl. agencies)","Commercial","Outside London","130","130","33720","31270"
"In post","2023","White","Ministry of Justice (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Communications","London","75","75","49240","44520"
"In post","2023","White","Ministry of Justice (excl. agencies)","Communications","Outside London","25","25","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","285","275","54700","55720"
"In post","2023","White","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","355","350","45500","41510"
"In post","2023","White","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Economics","London","35","35","52360","55720"
"In post","2023","White","Ministry of Justice (excl. agencies)","Economics","Outside London","5","5","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Finance","London","105","100","54330","55720"
"In post","2023","White","Ministry of Justice (excl. agencies)","Finance","Outside London","205","200","42250","40890"
"In post","2023","White","Ministry of Justice (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Human Resources","London","165","165","50210","44780"
"In post","2023","White","Ministry of Justice (excl. agencies)","Human Resources","Outside London","625","600","38500","34450"
"In post","2023","White","Ministry of Justice (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Knowledge and Information Management","London","20","20","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Outside London","40","40","24990","21780"
"In post","2023","White","Ministry of Justice (excl. agencies)","Legal","London","35","30","60900","59800"
"In post","2023","White","Ministry of Justice (excl. agencies)","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Operational Delivery","London","480","460","44610","43650"
"In post","2023","White","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","235","225","35690","31410"
"In post","2023","White","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Operational Research","London","50","50","54680","57930"
"In post","2023","White","Ministry of Justice (excl. agencies)","Operational Research","Outside London","10","10","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Other","London","35","35","44070","43650"
"In post","2023","White","Ministry of Justice (excl. agencies)","Other","Outside London","50","50","36110","31300"
"In post","2023","White","Ministry of Justice (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Policy","London","405","390","52220","48070"
"In post","2023","White","Ministry of Justice (excl. agencies)","Policy","Outside London","65","60","43170","37680"
"In post","2023","White","Ministry of Justice (excl. agencies)","Project Delivery","London","95","90","48940","43650"
"In post","2023","White","Ministry of Justice (excl. agencies)","Project Delivery","Outside London","125","120","42620","37680"
"In post","2023","White","Ministry of Justice (excl. agencies)","Property","London","65","65","54620","56080"
"In post","2023","White","Ministry of Justice (excl. agencies)","Property","Outside London","185","180","42530","41510"
"In post","2023","White","Ministry of Justice (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Security","London","30","30","49770","43650"
"In post","2023","White","Ministry of Justice (excl. agencies)","Security","Outside London","25","25","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Social Research","London","60","60","54020","55720"
"In post","2023","White","Ministry of Justice (excl. agencies)","Social Research","Outside London","20","20","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Statistics","London","60","60","52620","55720"
"In post","2023","White","Ministry of Justice (excl. agencies)","Statistics","Outside London","20","15","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Unknown","London","20","20","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","Unknown","Outside London","35","35","37810","34190"
"In post","2023","White","National Crime Agency","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Crime Agency","Commercial","Outside London","15","15","[c]","[c]"
"In post","2023","White","National Crime Agency","Communications","London","10","10","[c]","[c]"
"In post","2023","White","National Crime Agency","Communications","Outside London","15","15","[c]","[c]"
"In post","2023","White","National Crime Agency","Digital, Data and Technology","London","60","60","54070","50980"
"In post","2023","White","National Crime Agency","Digital, Data and Technology","Outside London","140","135","42030","38640"
"In post","2023","White","National Crime Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","National Crime Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Crime Agency","Finance","Outside London","45","40","40040","38640"
"In post","2023","White","National Crime Agency","Human Resources","London","35","35","50070","49650"
"In post","2023","White","National Crime Agency","Human Resources","Outside London","120","110","41290","39270"
"In post","2023","White","National Crime Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","National Crime Agency","Legal","London","25","25","[c]","[c]"
"In post","2023","White","National Crime Agency","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Crime Agency","Operational Delivery","London","870","855","47970","45230"
"In post","2023","White","National Crime Agency","Operational Delivery","Outside London","2605","2535","40350","38310"
"In post","2023","White","National Crime Agency","Operational Delivery","Overseas","100","100","48140","47380"
"In post","2023","White","National Crime Agency","Operational Delivery","Unknown","75","70","47720","47380"
"In post","2023","White","National Crime Agency","Project Delivery","London","15","15","[c]","[c]"
"In post","2023","White","National Crime Agency","Project Delivery","Outside London","65","60","43290","40770"
"In post","2023","White","National Crime Agency","Property","London","10","10","[c]","[c]"
"In post","2023","White","National Crime Agency","Property","Outside London","20","20","[c]","[c]"
"In post","2023","White","National Crime Agency","Security","London","35","30","46240","42660"
"In post","2023","White","National Crime Agency","Security","Outside London","35","35","39830","38640"
"In post","2023","White","National Crime Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","National Infrastructure Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Infrastructure Commission","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Infrastructure Commission","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Infrastructure Commission","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Infrastructure Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Infrastructure Commission","Policy","London","30","30","59760","54670"
"In post","2023","White","National Records of Scotland","Unknown","Outside London","295","275","39320","38330"
"In post","2023","White","National Savings and Investments","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Savings and Investments","Commercial","Outside London","10","10","[c]","[c]"
"In post","2023","White","National Savings and Investments","Communications","London","15","15","[c]","[c]"
"In post","2023","White","National Savings and Investments","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Savings and Investments","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Savings and Investments","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2023","White","National Savings and Investments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Savings and Investments","Finance","London","10","10","[c]","[c]"
"In post","2023","White","National Savings and Investments","Human Resources","London","5","5","[c]","[c]"
"In post","2023","White","National Savings and Investments","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Savings and Investments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Savings and Investments","Operational Delivery","London","5","5","[c]","[c]"
"In post","2023","White","National Savings and Investments","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Savings and Investments","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Savings and Investments","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Savings and Investments","Other","London","30","30","62580","49430"
"In post","2023","White","National Savings and Investments","Other","Outside London","15","15","[c]","[c]"
"In post","2023","White","National Savings and Investments","Project Delivery","London","10","10","[c]","[c]"
"In post","2023","White","National Savings and Investments","Project Delivery","Outside London","15","15","[c]","[c]"
"In post","2023","White","National Savings and Investments","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Savings and Investments","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Finance","Outside London","5","5","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Operational Delivery","London","15","15","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Operational Delivery","Outside London","25","25","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Other","London","10","10","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Policy","London","20","20","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Policy","Outside London","15","15","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Budget Responsibility","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Budget Responsibility","Economics","London","30","25","[c]","[c]"
"In post","2023","White","Office for Budget Responsibility","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","15","15","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Communications","London","20","20","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","10","10","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","15","10","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","70","70","46590","41050"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","25","25","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","55","55","41290","33130"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","75","70","71760","72470"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","785","770","67120","66170"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Legal","London","15","15","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","170","160","31750","27140"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Other","London","25","25","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Other","Outside London","195","185","29090","27140"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Policy","London","35","35","50800","44250"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","35","35","52990","33130"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Property","Outside London","5","5","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Social Research","London","10","10","[c]","[c]"
