"Status","Year","Age","Ethnicity","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","16-19","Other ethnicity","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Devon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Devon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","East Anglia","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","East Anglia","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","East Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","East Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Essex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Essex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Inner London - East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Inner London - East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Inner London - West","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Inner London - West","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Kent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Kent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Merseyside","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Merseyside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Outer London - South","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Outer London - South","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","West Midlands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","West Midlands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Devon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Devon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","East Anglia","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","East Anglia","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","East Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","East Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Essex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Essex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Inner London - East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Inner London - East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Inner London - West","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Inner London - West","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Kent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Kent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Merseyside","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Merseyside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Outer London - South","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Outer London - South","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","West Midlands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","West Midlands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Devon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Devon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","East Anglia","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","East Anglia","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","East Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","East Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Essex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Essex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Inner London - East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Inner London - East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Inner London - West","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Inner London - West","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Kent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Kent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Merseyside","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Merseyside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Outer London - South","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Outer London - South","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","West Central Scotland","Female","[c]","[c]","[c]","[c]"
