"Status","Year","Disability","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Education (excl. agencies)","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Education (excl. agencies)","EO","EO","100","[c]","25830","25900"
"New entrant CS","2023","Unknown","Department for Education (excl. agencies)","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Education (excl. agencies)","G6/G7","G7","35","[c]","53650","51360"
"New entrant CS","2023","Unknown","Department for Education (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Education (excl. agencies)","SEO/HEO","HEO","85","[c]","31320","30330"
"New entrant CS","2023","Unknown","Department for Education (excl. agencies)","SEO/HEO","SEO","60","[c]","39090","37590"
"New entrant CS","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","50","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","35","[c]","53030","54330"
"New entrant CS","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","55","[c]","32670","33830"
"New entrant CS","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","35","[c]","39720","40260"
"New entrant CS","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for International Trade","EO","EO","95","[c]","25490","26060"
"New entrant CS","2023","Unknown","Department for International Trade","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for International Trade","G6/G7","G7","55","[c]","54620","55370"
"New entrant CS","2023","Unknown","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for International Trade","SEO/HEO","HEO","90","[c]","34470","35010"
"New entrant CS","2023","Unknown","Department for International Trade","SEO/HEO","SEO","125","[c]","41880","42150"
"New entrant CS","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AA","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Transport (excl. agencies)","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Transport (excl. agencies)","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Transport (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Transport (excl. agencies)","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Transport (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Transport (excl. agencies)","SEO/HEO","HEO","40","[c]","34240","35400"
"New entrant CS","2023","Unknown","Department for Transport (excl. agencies)","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","AO","290","[c]","21820","21690"
"New entrant CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","EO","EO","105","[c]","27570","28120"
"New entrant CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","G7","30","[c]","55960","55500"
"New entrant CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","50","[c]","35660","34170"
"New entrant CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","EO","EO","85","[c]","27620","28770"
"New entrant CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","G6/G7","G7","35","[c]","53340","54660"
"New entrant CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","85","[c]","33260","34190"
"New entrant CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","35","[c]","40370","41950"
"New entrant CS","2023","Unknown","Disclosure Scotland","AA/AO","AA","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Disclosure Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Disclosure Scotland","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Disclosure Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Disclosure Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Driver and Vehicle Licensing Agency","AA/AO","AA","50","[c]","19120","19000"
"New entrant CS","2023","Unknown","Driver and Vehicle Licensing Agency","AA/AO","AO","60","[c]","22450","22500"
"New entrant CS","2023","Unknown","Driver and Vehicle Licensing Agency","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Driver and Vehicle Standards Agency","AA/AO","AO","130","[c]","25370","26830"
"New entrant CS","2023","Unknown","Driver and Vehicle Standards Agency","EO","EO","205","[c]","27070","26780"
"New entrant CS","2023","Unknown","Driver and Vehicle Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Driver and Vehicle Standards Agency","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Driver and Vehicle Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Education Scotland","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Education Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Education Scotland","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Education Scotland","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Education Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Education Scotland","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Education Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Education and Skills Funding Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Education and Skills Funding Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Education and Skills Funding Agency","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Education and Skills Funding Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Estyn","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Food Standards Agency","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Food Standards Agency","EO","EO","30","[c]","26270","26910"
"New entrant CS","2023","Unknown","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Food Standards Agency","SEO/HEO","HEO","35","[c]","31380","31260"
"New entrant CS","2023","Unknown","Food Standards Agency","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Food Standards Scotland","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Food Standards Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Food Standards Scotland","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Food Standards Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Actuary's Department","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Commercial Organisation","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Commercial Organisation","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Internal Audit Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Internal Audit Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Internal Audit Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Internal Audit Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Internal Audit Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Legal Department","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Legal Department","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Legal Department","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Legal Department","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Legal Department","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Property Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Property Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Property Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Property Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Property Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Courts and Tribunals Service","AA/AO","AA","95","[c]","20730","19930"
"New entrant CS","2023","Unknown","HM Courts and Tribunals Service","AA/AO","AO","400","[c]","22610","21780"
"New entrant CS","2023","Unknown","HM Courts and Tribunals Service","EO","EO","60","[c]","26660","25830"
"New entrant CS","2023","Unknown","HM Courts and Tribunals Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Courts and Tribunals Service","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Courts and Tribunals Service","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Land Registry","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Land Registry","AA/AO","AO","170","[c]","23510","23390"
"New entrant CS","2023","Unknown","HM Land Registry","EO","EO","55","[c]","28790","28080"
"New entrant CS","2023","Unknown","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Land Registry","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Land Registry","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Land Registry","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Prison and Probation Service","AA/AO","AA","755","[c]","23400","23230"
"New entrant CS","2023","Unknown","HM Prison and Probation Service","AA/AO","AO","1755","[c]","29370","28880"
"New entrant CS","2023","Unknown","HM Prison and Probation Service","EO","EO","80","[c]","30030","28480"
"New entrant CS","2023","Unknown","HM Prison and Probation Service","SEO/HEO","HEO","75","[c]","33950","33200"
"New entrant CS","2023","Unknown","HM Prison and Probation Service","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Prison and Probation Service","Unknown","Unknown","1150","[c]","22850","23640"
"New entrant CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","AA/AO","AO","1375","[c]","22800","22520"
"New entrant CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","EO","EO","180","[c]","28570","27650"
"New entrant CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","G6/G7","G7","50","[c]","55640","54680"
"New entrant CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","195","[c]","35820","34400"
"New entrant CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","55","[c]","42970","42140"
"New entrant CS","2023","Unknown","HM Treasury (excl. agencies)","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Treasury (excl. agencies)","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Treasury (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Treasury (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Treasury (excl. agencies)","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Treasury (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Health and Safety Executive","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Health and Safety Executive","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Health and Safety Executive","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Health and Safety Executive","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Health and Safety Executive","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Health and Safety Executive","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Home Office","AA/AO","AA","115","[c]","21600","23500"
"New entrant CS","2023","Unknown","Home Office","AA/AO","AO","3575","[c]","23080","22400"
"New entrant CS","2023","Unknown","Home Office","EO","EO","3160","[c]","27080","25750"
"New entrant CS","2023","Unknown","Home Office","G6/G7","G6","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Home Office","G6/G7","G7","75","[c]","57770","59000"
"New entrant CS","2023","Unknown","Home Office","SCS level","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Home Office","SEO/HEO","HEO","370","[c]","34090","32770"
"New entrant CS","2023","Unknown","Home Office","SEO/HEO","SEO","145","[c]","40990","39750"
"New entrant CS","2023","Unknown","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Institute for Apprenticeships and Technical Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Institute for Apprenticeships and Technical Education","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Institute for Apprenticeships and Technical Education","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Institute for Apprenticeships and Technical Education","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Institute for Apprenticeships and Technical Education","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intellectual Property Office","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intellectual Property Office","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intellectual Property Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intellectual Property Office","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intellectual Property Office","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intellectual Property Office","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal Aid Agency","AA/AO","AO","35","[c]","21780","21780"
"New entrant CS","2023","Unknown","Legal Aid Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Maritime and Coastguard Agency","AA/AO","AO","80","[c]","22600","22500"
"New entrant CS","2023","Unknown","Maritime and Coastguard Agency","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Maritime and Coastguard Agency","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Maritime and Coastguard Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Maritime and Coastguard Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Maritime and Coastguard Agency","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Maritime and Coastguard Agency","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","EO","EO","50","[c]","27720","27840"
"New entrant CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","HEO","35","[c]","33290","33500"
"New entrant CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","SEO","40","[c]","41170","41190"
"New entrant CS","2023","Unknown","Ministry of Defence (excl. agencies)","AA/AO","AA","515","[c]","23570","22130"
"New entrant CS","2023","Unknown","Ministry of Defence (excl. agencies)","AA/AO","AO","940","[c]","24460","22220"
"New entrant CS","2023","Unknown","Ministry of Defence (excl. agencies)","EO","EO","595","[c]","28380","27080"
"New entrant CS","2023","Unknown","Ministry of Defence (excl. agencies)","G6/G7","G6","70","[c]","76130","73270"
"New entrant CS","2023","Unknown","Ministry of Defence (excl. agencies)","G6/G7","G7","80","[c]","58480","55110"
"New entrant CS","2023","Unknown","Ministry of Defence (excl. agencies)","SCS level","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Ministry of Defence (excl. agencies)","SEO/HEO","HEO","540","[c]","35760","33830"
"New entrant CS","2023","Unknown","Ministry of Defence (excl. agencies)","SEO/HEO","SEO","230","[c]","43280","41200"
"New entrant CS","2023","Unknown","Ministry of Defence (excl. agencies)","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Ministry of Justice (excl. agencies)","AA/AO","AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Ministry of Justice (excl. agencies)","EO","EO","80","[c]","28720","29660"
"New entrant CS","2023","Unknown","Ministry of Justice (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Ministry of Justice (excl. agencies)","G6/G7","G7","35","[c]","56020","55720"
"New entrant CS","2023","Unknown","Ministry of Justice (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Ministry of Justice (excl. agencies)","SEO/HEO","HEO","105","[c]","33600","35410"
"New entrant CS","2023","Unknown","Ministry of Justice (excl. agencies)","SEO/HEO","SEO","50","[c]","41710","43650"
"New entrant CS","2023","Unknown","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Crime Agency","AA/AO","AO","40","[c]","24030","22950"
"New entrant CS","2023","Unknown","National Crime Agency","EO","EO","295","[c]","34210","34340"
"New entrant CS","2023","Unknown","National Crime Agency","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Crime Agency","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Crime Agency","SEO/HEO","HEO","75","[c]","41600","40440"
"New entrant CS","2023","Unknown","National Crime Agency","SEO/HEO","SEO","40","[c]","49570","49550"
"New entrant CS","2023","Unknown","National Records of Scotland","AA/AO","AA","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Records of Scotland","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Records of Scotland","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Records of Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Records of Scotland","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Records of Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Records of Scotland","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Records of Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Northern Ireland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Budget Responsibility","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Public Guardian","AA/AO","AO","155","[c]","21780","21780"
"New entrant CS","2023","Unknown","Office of the Public Guardian","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Public Guardian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Scottish Charity Regulator","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Scottish Charity Regulator","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Scottish Charity Regulator","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Wales","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Wales","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Planning Inspectorate","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Planning Inspectorate","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Planning Inspectorate","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Planning Inspectorate","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Registers of Scotland","AA/AO","AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Registers of Scotland","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Registers of Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Registers of Scotland","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Registers of Scotland","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Revenue Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
