"Status","Year","Disability","Ethnicity","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Unknown","Legal","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","No function","AA/AO","3090","[c]","22440","21840"
"Leaver CS","2023","Unknown","Unknown","No function","EO","1090","[c]","28680","27910"
"Leaver CS","2023","Unknown","Unknown","No function","G6/G7","310","[c]","59380","58070"
"Leaver CS","2023","Unknown","Unknown","No function","SCS level","55","[c]","97260","88000"
"Leaver CS","2023","Unknown","Unknown","No function","SEO/HEO","655","[c]","37130","36380"
"Leaver CS","2023","Unknown","Unknown","No function","Unknown","490","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Project Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Project Delivery","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Project Delivery","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Project Delivery","SEO/HEO","70","[c]","35530","34230"
"Leaver CS","2023","Unknown","Unknown","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Property","AA/AO","70","[c]","22650","22520"
"Leaver CS","2023","Unknown","Unknown","Property","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Property","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Property","SEO/HEO","40","[c]","40140","40850"
"Leaver CS","2023","Unknown","Unknown","Security","AA/AO","120","[c]","27730","27350"
"Leaver CS","2023","Unknown","Unknown","Security","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Security","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Security","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","AA/AO","200","[c]","23120","22180"
"Leaver CS","2023","Unknown","Unknown","Unknown","EO","190","[c]","26750","29100"
"Leaver CS","2023","Unknown","Unknown","Unknown","G6/G7","185","[c]","61680","58850"
"Leaver CS","2023","Unknown","Unknown","Unknown","SCS level","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","SEO/HEO","310","[c]","36630","34730"
"Leaver CS","2023","Unknown","Unknown","Unknown","Unknown","200","[c]","36860","33920"
"Leaver CS","2023","Unknown","White","Analysis","AA/AO","30","[c]","19850","19280"
"Leaver CS","2023","Unknown","White","Analysis","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Analysis","G6/G7","50","[c]","54880","49260"
"Leaver CS","2023","Unknown","White","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Analysis","SEO/HEO","90","[c]","35820","37590"
"Leaver CS","2023","Unknown","White","Commercial","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Commercial","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Commercial","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Commercial","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Communications","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Counter Fraud","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Counter Fraud","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Debt","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Debt","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Digital, Data & Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Digital, Data & Technology","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Digital, Data & Technology","G6/G7","40","[c]","58000","56960"
"Leaver CS","2023","Unknown","White","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Digital, Data & Technology","SEO/HEO","75","[c]","38960","39190"
"Leaver CS","2023","Unknown","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Finance","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Finance","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Finance","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Finance","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Human Resources","AA/AO","30","[c]","22360","22220"
"Leaver CS","2023","Unknown","White","Human Resources","EO","35","[c]","27080","27350"
"Leaver CS","2023","Unknown","White","Human Resources","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Human Resources","SEO/HEO","35","[c]","40780","39450"
"Leaver CS","2023","Unknown","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Legal","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Legal","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Legal","G6/G7","30","[c]","57220","54100"
"Leaver CS","2023","Unknown","White","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Legal","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","No function","AA/AO","495","[c]","22570","22390"
"Leaver CS","2023","Unknown","White","No function","EO","335","[c]","31230","29160"
"Leaver CS","2023","Unknown","White","No function","G6/G7","120","[c]","60010","57280"
"Leaver CS","2023","Unknown","White","No function","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","No function","SEO/HEO","290","[c]","39470","40050"
"Leaver CS","2023","Unknown","White","No function","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Project Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Project Delivery","G6/G7","40","[c]","54970","51220"
"Leaver CS","2023","Unknown","White","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Project Delivery","SEO/HEO","45","[c]","36820","36940"
"Leaver CS","2023","Unknown","White","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Property","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Property","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Security","AA/AO","90","[c]","30630","27500"
"Leaver CS","2023","Unknown","White","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Unknown","AA/AO","40","[c]","24100","23930"
"Leaver CS","2023","Unknown","White","Unknown","EO","55","[c]","29880","30610"
"Leaver CS","2023","Unknown","White","Unknown","G6/G7","160","[c]","65370","65280"
"Leaver CS","2023","Unknown","White","Unknown","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Unknown","SEO/HEO","165","[c]","39250","38330"
"Leaver CS","2023","Unknown","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Debt","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","No function","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","No function","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","No function","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","No function","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Debt","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","No function","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","No function","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","No function","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Mixed","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Mixed","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Mixed","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Mixed","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
