"Status","Year","Disability","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Oxfordshire CC","EO","315","295","29760","28120"
"In post","2023","Declared non-disabled","Oxfordshire CC","G6/G7","125","120","62320","59290"
"In post","2023","Declared non-disabled","Oxfordshire CC","SCS level","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Oxfordshire CC","SEO/HEO","450","435","37960","37130"
"In post","2023","Declared non-disabled","Oxfordshire CC","Unknown","115","100","32230","29320"
"In post","2023","Declared non-disabled","Perth and Kinross, and Stirling","AA/AO","160","150","25020","24890"
"In post","2023","Declared non-disabled","Perth and Kinross, and Stirling","EO","165","150","30360","30470"
"In post","2023","Declared non-disabled","Perth and Kinross, and Stirling","G6/G7","45","45","58960","55430"
"In post","2023","Declared non-disabled","Perth and Kinross, and Stirling","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Perth and Kinross, and Stirling","SEO/HEO","110","100","40610","38530"
"In post","2023","Declared non-disabled","Peterborough","AA/AO","390","335","22190","22400"
"In post","2023","Declared non-disabled","Peterborough","EO","265","235","27450","28080"
"In post","2023","Declared non-disabled","Peterborough","G6/G7","80","75","60010","58450"
"In post","2023","Declared non-disabled","Peterborough","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Peterborough","SEO/HEO","285","270","36830","34850"
"In post","2023","Declared non-disabled","Peterborough","Unknown","80","75","31710","29050"
"In post","2023","Declared non-disabled","Plymouth","AA/AO","480","440","24060","22520"
"In post","2023","Declared non-disabled","Plymouth","EO","525","470","28540","28080"
"In post","2023","Declared non-disabled","Plymouth","G6/G7","155","145","60990","57880"
"In post","2023","Declared non-disabled","Plymouth","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Plymouth","SEO/HEO","655","620","39700","39460"
"In post","2023","Declared non-disabled","Plymouth","Unknown","195","185","35120","32260"
"In post","2023","Declared non-disabled","Portsmouth","AA/AO","575","525","24680","22390"
"In post","2023","Declared non-disabled","Portsmouth","EO","650","605","29050","28120"
"In post","2023","Declared non-disabled","Portsmouth","G6/G7","235","225","60760","57970"
"In post","2023","Declared non-disabled","Portsmouth","SCS level","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Portsmouth","SEO/HEO","790","755","38400","35330"
"In post","2023","Declared non-disabled","Portsmouth","Unknown","75","70","31290","29050"
"In post","2023","Declared non-disabled","Powys","AA/AO","135","125","22890","22220"
"In post","2023","Declared non-disabled","Powys","EO","125","115","28780","28120"
"In post","2023","Declared non-disabled","Powys","G6/G7","30","30","64470","63900"
"In post","2023","Declared non-disabled","Powys","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Powys","SEO/HEO","120","115","40180","39690"
"In post","2023","Declared non-disabled","Powys","Unknown","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Redbridge and Waltham Forest","AA/AO","445","385","24980","25610"
"In post","2023","Declared non-disabled","Redbridge and Waltham Forest","EO","430","390","32060","32520"
"In post","2023","Declared non-disabled","Redbridge and Waltham Forest","G6/G7","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Redbridge and Waltham Forest","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Redbridge and Waltham Forest","SEO/HEO","100","95","39970","39150"
"In post","2023","Declared non-disabled","Redbridge and Waltham Forest","Unknown","100","95","34880","33820"
"In post","2023","Declared non-disabled","Sandwell","AA/AO","35","30","21640","21690"
"In post","2023","Declared non-disabled","Sandwell","EO","165","150","27960","28120"
"In post","2023","Declared non-disabled","Sandwell","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Sandwell","SEO/HEO","35","35","35320","34170"
"In post","2023","Declared non-disabled","Sandwell","Unknown","70","65","28870","26840"
"In post","2023","Declared non-disabled","Scottish Borders","AA/AO","85","75","26380","27740"
"In post","2023","Declared non-disabled","Scottish Borders","EO","90","85","30370","29520"
"In post","2023","Declared non-disabled","Scottish Borders","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Borders","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Borders","SEO/HEO","65","65","39400","38330"
"In post","2023","Declared non-disabled","Sefton","AA/AO","695","605","21900","22400"
"In post","2023","Declared non-disabled","Sefton","EO","965","890","27400","28120"
"In post","2023","Declared non-disabled","Sefton","G6/G7","305","290","59880","56870"
"In post","2023","Declared non-disabled","Sefton","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Sefton","SEO/HEO","920","880","37370","34970"
"In post","2023","Declared non-disabled","Sefton","Unknown","65","60","30990","29050"
"In post","2023","Declared non-disabled","Sheffield","AA/AO","825","700","22040","22400"
"In post","2023","Declared non-disabled","Sheffield","EO","1200","1085","27100","26780"
"In post","2023","Declared non-disabled","Sheffield","G6/G7","1010","965","57370","54260"
"In post","2023","Declared non-disabled","Sheffield","SCS level","70","65","83230","76510"
"In post","2023","Declared non-disabled","Sheffield","SEO/HEO","1760","1665","36390","37590"
"In post","2023","Declared non-disabled","Sheffield","Unknown","170","160","30010","29050"
"In post","2023","Declared non-disabled","Shetland Islands","AA/AO","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Shetland Islands","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Shetland Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Shetland Islands","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Shropshire","AA/AO","310","290","26370","24270"
"In post","2023","Declared non-disabled","Shropshire","EO","255","245","29260","28480"
"In post","2023","Declared non-disabled","Shropshire","G6/G7","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Shropshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Shropshire","SEO/HEO","195","190","37960","36920"
"In post","2023","Declared non-disabled","Shropshire","Unknown","40","40","31370","32050"
"In post","2023","Declared non-disabled","Solihull","AA/AO","120","105","22040","22400"
"In post","2023","Declared non-disabled","Solihull","EO","305","270","27200","26780"
"In post","2023","Declared non-disabled","Solihull","G6/G7","50","50","58090","54260"
"In post","2023","Declared non-disabled","Solihull","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Solihull","SEO/HEO","220","205","35910","34110"
"In post","2023","Declared non-disabled","Solihull","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Somerset CC","AA/AO","320","290","21940","21690"
"In post","2023","Declared non-disabled","Somerset CC","EO","450","405","28040","28120"
"In post","2023","Declared non-disabled","Somerset CC","G6/G7","140","140","60350","56360"
"In post","2023","Declared non-disabled","Somerset CC","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Somerset CC","SEO/HEO","640","615","38390","35090"
"In post","2023","Declared non-disabled","Somerset CC","Unknown","90","85","28750","26500"
"In post","2023","Declared non-disabled","South Ayrshire","AA/AO","40","35","23430","22220"
"In post","2023","Declared non-disabled","South Ayrshire","EO","80","75","28580","28120"
"In post","2023","Declared non-disabled","South Ayrshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","South Ayrshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","South Ayrshire","SEO/HEO","35","30","38850","35090"
"In post","2023","Declared non-disabled","South Hampshire","AA/AO","725","540","21850","21200"
"In post","2023","Declared non-disabled","South Hampshire","EO","440","400","27830","28120"
"In post","2023","Declared non-disabled","South Hampshire","G6/G7","310","295","56550","54260"
"In post","2023","Declared non-disabled","South Hampshire","SCS level","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","South Hampshire","SEO/HEO","695","665","35850","34480"
"In post","2023","Declared non-disabled","South Hampshire","Unknown","100","95","27870","24570"
"In post","2023","Declared non-disabled","South Lanarkshire","AA/AO","715","630","22820","22520"
"In post","2023","Declared non-disabled","South Lanarkshire","EO","465","410","28580","28130"
"In post","2023","Declared non-disabled","South Lanarkshire","G6/G7","180","175","59310","56870"
"In post","2023","Declared non-disabled","South Lanarkshire","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","South Lanarkshire","SEO/HEO","400","375","37810","35000"
"In post","2023","Declared non-disabled","South Nottinghamshire","AA/AO","280","265","26200","25340"
"In post","2023","Declared non-disabled","South Nottinghamshire","EO","135","125","29490","28480"
"In post","2023","Declared non-disabled","South Nottinghamshire","G6/G7","65","60","63530","60860"
"In post","2023","Declared non-disabled","South Nottinghamshire","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","South Nottinghamshire","SEO/HEO","205","195","40370","40590"
"In post","2023","Declared non-disabled","South Nottinghamshire","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","South Teesside","AA/AO","360","310","21690","21690"
"In post","2023","Declared non-disabled","South Teesside","EO","415","375","27730","28120"
"In post","2023","Declared non-disabled","South Teesside","G6/G7","50","45","57140","56450"
"In post","2023","Declared non-disabled","South Teesside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","South Teesside","SEO/HEO","105","100","36260","34170"
"In post","2023","Declared non-disabled","South Teesside","Unknown","115","105","29750","29050"
"In post","2023","Declared non-disabled","South West Wales","AA/AO","325","300","22950","22150"
"In post","2023","Declared non-disabled","South West Wales","EO","320","285","28350","28120"
"In post","2023","Declared non-disabled","South West Wales","G6/G7","90","90","62470","63900"
"In post","2023","Declared non-disabled","South West Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","South West Wales","SEO/HEO","375","360","40270","39690"
"In post","2023","Declared non-disabled","South West Wales","Unknown","70","70","30020","29050"
"In post","2023","Declared non-disabled","South and West Derbyshire","AA/AO","215","195","27550","28880"
"In post","2023","Declared non-disabled","South and West Derbyshire","EO","270","240","28610","28120"
"In post","2023","Declared non-disabled","South and West Derbyshire","G6/G7","120","115","61460","59400"
"In post","2023","Declared non-disabled","South and West Derbyshire","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","South and West Derbyshire","SEO/HEO","240","220","39280","37540"
"In post","2023","Declared non-disabled","South and West Derbyshire","Unknown","40","35","32160","34040"
"In post","2023","Declared non-disabled","Southampton","AA/AO","105","85","22190","21780"
"In post","2023","Declared non-disabled","Southampton","EO","225","210","27460","27650"
"In post","2023","Declared non-disabled","Southampton","G6/G7","120","120","59540","57310"
"In post","2023","Declared non-disabled","Southampton","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Southampton","SEO/HEO","265","255","37540","39410"
"In post","2023","Declared non-disabled","Southampton","Unknown","95","90","29640","29050"
"In post","2023","Declared non-disabled","Southend-on-Sea","AA/AO","65","55","23440","22520"
"In post","2023","Declared non-disabled","Southend-on-Sea","EO","75","65","30940","31280"
"In post","2023","Declared non-disabled","Southend-on-Sea","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Southend-on-Sea","SEO/HEO","45","40","39200","37540"
"In post","2023","Declared non-disabled","Southend-on-Sea","Unknown","40","40","28400","26840"
"In post","2023","Declared non-disabled","Staffordshire CC","AA/AO","1120","1045","26920","27490"
"In post","2023","Declared non-disabled","Staffordshire CC","EO","705","660","29790","28120"
"In post","2023","Declared non-disabled","Staffordshire CC","G6/G7","210","200","61760","57440"
"In post","2023","Declared non-disabled","Staffordshire CC","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Staffordshire CC","SEO/HEO","750","725","38950","38180"
"In post","2023","Declared non-disabled","Staffordshire CC","Unknown","170","155","31560","30810"
"In post","2023","Declared non-disabled","Stoke-on-Trent","AA/AO","300","265","21750","21780"
"In post","2023","Declared non-disabled","Stoke-on-Trent","EO","210","195","27370","28120"
"In post","2023","Declared non-disabled","Stoke-on-Trent","G6/G7","45","45","58710","56450"
"In post","2023","Declared non-disabled","Stoke-on-Trent","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Stoke-on-Trent","SEO/HEO","95","90","36340","34450"
"In post","2023","Declared non-disabled","Stoke-on-Trent","Unknown","110","100","30410","29050"
"In post","2023","Declared non-disabled","Suffolk CC","AA/AO","1005","935","25400","23230"
"In post","2023","Declared non-disabled","Suffolk CC","EO","760","700","28280","28120"
"In post","2023","Declared non-disabled","Suffolk CC","G6/G7","180","175","58910","56450"
"In post","2023","Declared non-disabled","Suffolk CC","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Suffolk CC","SEO/HEO","710","675","36660","35000"
"In post","2023","Declared non-disabled","Suffolk CC","Unknown","175","160","30030","27390"
"In post","2023","Declared non-disabled","Sunderland","AA/AO","1335","1085","22210","22520"
"In post","2023","Declared non-disabled","Sunderland","EO","730","635","28370","28120"
"In post","2023","Declared non-disabled","Sunderland","G6/G7","85","80","60220","57970"
"In post","2023","Declared non-disabled","Sunderland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Sunderland","SEO/HEO","365","345","37240","35000"
"In post","2023","Declared non-disabled","Sunderland","Unknown","55","55","28800","26840"
"In post","2023","Declared non-disabled","Swansea","AA/AO","3225","2770","22050","22500"
"In post","2023","Declared non-disabled","Swansea","EO","1240","1150","27810","27450"
"In post","2023","Declared non-disabled","Swansea","G6/G7","405","395","62200","59480"
"In post","2023","Declared non-disabled","Swansea","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Swansea","SEO/HEO","1395","1325","38270","38180"
"In post","2023","Declared non-disabled","Swansea","Unknown","140","135","30710","29050"
"In post","2023","Declared non-disabled","Swindon","AA/AO","50","50","22100","21780"
"In post","2023","Declared non-disabled","Swindon","EO","90","85","28050","28120"
"In post","2023","Declared non-disabled","Swindon","G6/G7","45","45","55180","51740"
"In post","2023","Declared non-disabled","Swindon","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Swindon","SEO/HEO","60","55","37430","37750"
"In post","2023","Declared non-disabled","Swindon","Unknown","55","50","29490","29050"
"In post","2023","Declared non-disabled","Telford and Wrekin","AA/AO","215","195","23210","21690"
"In post","2023","Declared non-disabled","Telford and Wrekin","EO","380","345","28200","28120"
"In post","2023","Declared non-disabled","Telford and Wrekin","G6/G7","260","255","60270","57970"
"In post","2023","Declared non-disabled","Telford and Wrekin","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Telford and Wrekin","SEO/HEO","605","575","38980","39520"
"In post","2023","Declared non-disabled","Telford and Wrekin","Unknown","50","50","32460","29050"
"In post","2023","Declared non-disabled","Thurrock","AA/AO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Thurrock","EO","165","155","28130","27580"
"In post","2023","Declared non-disabled","Thurrock","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Thurrock","SEO/HEO","40","35","34310","32900"
"In post","2023","Declared non-disabled","Torbay","AA/AO","100","80","21590","21690"
"In post","2023","Declared non-disabled","Torbay","EO","80","65","28010","28120"
"In post","2023","Declared non-disabled","Torbay","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Torbay","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Torbay","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Torbay","Unknown","50","45","30420","29050"
"In post","2023","Declared non-disabled","Tower Hamlets","AA/AO","220","200","25230","25480"
"In post","2023","Declared non-disabled","Tower Hamlets","EO","500","480","29850","29660"
"In post","2023","Declared non-disabled","Tower Hamlets","G6/G7","1805","1760","62870","60750"
"In post","2023","Declared non-disabled","Tower Hamlets","SCS level","300","290","101260","99000"
"In post","2023","Declared non-disabled","Tower Hamlets","SEO/HEO","1250","1225","40520","41190"
"In post","2023","Declared non-disabled","Tower Hamlets","Unknown","50","45","33590","33050"
"In post","2023","Declared non-disabled","Tyneside","AA/AO","3640","3160","22010","21780"
"In post","2023","Declared non-disabled","Tyneside","EO","2960","2740","27850","28120"
"In post","2023","Declared non-disabled","Tyneside","G6/G7","1670","1620","58500","57970"
"In post","2023","Declared non-disabled","Tyneside","SCS level","80","75","87290","79440"
"In post","2023","Declared non-disabled","Tyneside","SEO/HEO","3825","3665","37220","35000"
"In post","2023","Declared non-disabled","Tyneside","Unknown","315","295","29740","29050"
"In post","2023","Declared non-disabled","Unknown","AA/AO","115","110","23850","21720"
"In post","2023","Declared non-disabled","Unknown","EO","230","215","28170","28120"
"In post","2023","Declared non-disabled","Unknown","G6/G7","80","80","60030","58460"
"In post","2023","Declared non-disabled","Unknown","SCS level","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SEO/HEO","150","145","40570","38470"
"In post","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Wakefield","AA/AO","500","460","28400","28880"
"In post","2023","Declared non-disabled","Wakefield","EO","295","270","30700","28300"
"In post","2023","Declared non-disabled","Wakefield","G6/G7","45","45","66800","66460"
"In post","2023","Declared non-disabled","Wakefield","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Wakefield","SEO/HEO","200","190","39650","38910"
"In post","2023","Declared non-disabled","Wakefield","Unknown","140","130","30640","29050"
"In post","2023","Declared non-disabled","Walsall","AA/AO","40","30","21550","21690"
"In post","2023","Declared non-disabled","Walsall","EO","105","95","28010","28120"
"In post","2023","Declared non-disabled","Walsall","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Walsall","SEO/HEO","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Walsall","Unknown","55","55","30210","29050"
"In post","2023","Declared non-disabled","Wandsworth","AA/AO","335","315","31140","33800"
"In post","2023","Declared non-disabled","Wandsworth","EO","100","95","34470","32520"
"In post","2023","Declared non-disabled","Wandsworth","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Wandsworth","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Wandsworth","SEO/HEO","60","55","44150","42500"
"In post","2023","Declared non-disabled","Wandsworth","Unknown","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Warrington","AA/AO","415","370","26040","24270"
"In post","2023","Declared non-disabled","Warrington","EO","290","275","31580","29130"
"In post","2023","Declared non-disabled","Warrington","G6/G7","125","125","57480","57540"
"In post","2023","Declared non-disabled","Warrington","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Warrington","SEO/HEO","350","335","40930","40440"
"In post","2023","Declared non-disabled","Warrington","Unknown","55","50","30670","29050"
"In post","2023","Declared non-disabled","Warwickshire CC","AA/AO","290","260","21800","21690"
"In post","2023","Declared non-disabled","Warwickshire CC","EO","260","235","27940","28120"
"In post","2023","Declared non-disabled","Warwickshire CC","G6/G7","35","35","63430","58790"
"In post","2023","Declared non-disabled","Warwickshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Warwickshire CC","SEO/HEO","175","165","38440","37640"
"In post","2023","Declared non-disabled","Warwickshire CC","Unknown","130","115","30440","26840"
"In post","2023","Declared non-disabled","West Cumbria","AA/AO","330","295","24140","22150"
"In post","2023","Declared non-disabled","West Cumbria","EO","180","165","28070","28120"
"In post","2023","Declared non-disabled","West Cumbria","G6/G7","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","West Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","West Cumbria","SEO/HEO","105","100","35220","34170"
"In post","2023","Declared non-disabled","West Cumbria","Unknown","175","165","41130","38290"
"In post","2023","Declared non-disabled","West Essex","AA/AO","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","West Essex","EO","225","200","28590","27650"
"In post","2023","Declared non-disabled","West Essex","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","West Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","West Essex","SEO/HEO","120","115","35560","33000"
"In post","2023","Declared non-disabled","West Essex","Unknown","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","West Kent","AA/AO","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","West Kent","EO","50","45","31370","31280"
"In post","2023","Declared non-disabled","West Kent","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","West Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","West Kent","SEO/HEO","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","West Kent","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","West Lothian","AA/AO","90","85","25100","24490"
"In post","2023","Declared non-disabled","West Lothian","EO","100","90","29650","28120"
"In post","2023","Declared non-disabled","West Lothian","G6/G7","45","45","65110","65280"
"In post","2023","Declared non-disabled","West Lothian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","West Lothian","SEO/HEO","55","55","40710","39820"
"In post","2023","Declared non-disabled","West Northamptonshire","AA/AO","295","265","24960","22220"
"In post","2023","Declared non-disabled","West Northamptonshire","EO","195","180","28600","28120"
"In post","2023","Declared non-disabled","West Northamptonshire","G6/G7","35","35","61610","56450"
"In post","2023","Declared non-disabled","West Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","West Northamptonshire","SEO/HEO","100","95","39590","37680"
"In post","2023","Declared non-disabled","West Northamptonshire","Unknown","95","90","30580","29050"
"In post","2023","Declared non-disabled","West Surrey","AA/AO","500","470","26700","25340"
"In post","2023","Declared non-disabled","West Surrey","EO","395","370","30520","29680"
"In post","2023","Declared non-disabled","West Surrey","G6/G7","175","165","61710","57700"
"In post","2023","Declared non-disabled","West Surrey","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","West Surrey","SEO/HEO","430","410","38540","38790"
"In post","2023","Declared non-disabled","West Surrey","Unknown","120","105","34090","32030"
"In post","2023","Declared non-disabled","West Sussex (North East)","AA/AO","70","65","23190","23400"
"In post","2023","Declared non-disabled","West Sussex (North East)","EO","485","415","28520","28120"
"In post","2023","Declared non-disabled","West Sussex (North East)","G6/G7","35","35","62780","60060"
"In post","2023","Declared non-disabled","West Sussex (North East)","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","West Sussex (North East)","SEO/HEO","195","185","37720","35960"
"In post","2023","Declared non-disabled","West Sussex (North East)","Unknown","40","40","29440","29050"
"In post","2023","Declared non-disabled","West Sussex (South West)","AA/AO","205","180","23740","22520"
"In post","2023","Declared non-disabled","West Sussex (South West)","EO","285","255","28520","28120"
"In post","2023","Declared non-disabled","West Sussex (South West)","G6/G7","110","110","60800","57970"
"In post","2023","Declared non-disabled","West Sussex (South West)","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","West Sussex (South West)","SEO/HEO","260","240","38570","36990"
"In post","2023","Declared non-disabled","West Sussex (South West)","Unknown","70","65","30670","29050"
"In post","2023","Declared non-disabled","Westminster","AA/AO","1145","1090","25780","25480"
"In post","2023","Declared non-disabled","Westminster","EO","3285","3185","30340","30120"
"In post","2023","Declared non-disabled","Westminster","G6/G7","14595","14105","61540","59510"
"In post","2023","Declared non-disabled","Westminster","SCS level","2490","2395","90050","81470"
"In post","2023","Declared non-disabled","Westminster","SEO/HEO","12160","11925","40230","40460"
"In post","2023","Declared non-disabled","Westminster","Unknown","40","40","45620","42250"
"In post","2023","Declared non-disabled","Wiltshire","AA/AO","630","600","24650","22220"
"In post","2023","Declared non-disabled","Wiltshire","EO","640","605","27840","27470"
"In post","2023","Declared non-disabled","Wiltshire","G6/G7","1255","1210","56130","53630"
"In post","2023","Declared non-disabled","Wiltshire","SCS level","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Wiltshire","SEO/HEO","2000","1925","36930","37020"
"In post","2023","Declared non-disabled","Wiltshire","Unknown","90","85","35760","31950"
"In post","2023","Declared non-disabled","Wirral","AA/AO","610","515","21820","21690"
"In post","2023","Declared non-disabled","Wirral","EO","490","430","28040","28120"
"In post","2023","Declared non-disabled","Wirral","G6/G7","60","60","59630","56060"
"In post","2023","Declared non-disabled","Wirral","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Wirral","SEO/HEO","255","235","36650","34850"
"In post","2023","Declared non-disabled","Wirral","Unknown","90","85","28480","26840"
"In post","2023","Declared non-disabled","Wolverhampton","AA/AO","365","300","21610","21690"
"In post","2023","Declared non-disabled","Wolverhampton","EO","320","285","27820","28120"
"In post","2023","Declared non-disabled","Wolverhampton","G6/G7","50","45","55690","49700"
"In post","2023","Declared non-disabled","Wolverhampton","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Wolverhampton","SEO/HEO","145","140","35010","34170"
"In post","2023","Declared non-disabled","Wolverhampton","Unknown","105","95","28930","29050"
"In post","2023","Declared non-disabled","Worcestershire CC","AA/AO","630","590","26120","24270"
"In post","2023","Declared non-disabled","Worcestershire CC","EO","380","350","29150","28120"
"In post","2023","Declared non-disabled","Worcestershire CC","G6/G7","95","90","59680","54190"
"In post","2023","Declared non-disabled","Worcestershire CC","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Worcestershire CC","SEO/HEO","290","275","37590","37300"
"In post","2023","Declared non-disabled","Worcestershire CC","Unknown","140","130","31720","29050"
"In post","2023","Declared non-disabled","York","AA/AO","325","300","23170","22150"
"In post","2023","Declared non-disabled","York","EO","330","315","27220","27320"
"In post","2023","Declared non-disabled","York","G6/G7","370","360","56050","52880"
"In post","2023","Declared non-disabled","York","SCS level","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","York","SEO/HEO","680","655","35950","36300"
"In post","2023","Declared non-disabled","York","Unknown","85","80","31810","29050"
"In post","2023","Undeclared","Aberdeen City and Aberdeenshire","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Aberdeen City and Aberdeenshire","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Aberdeen City and Aberdeenshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Aberdeen City and Aberdeenshire","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Angus and Dundee City","AA/AO","40","35","22090","21690"
"In post","2023","Undeclared","Angus and Dundee City","EO","25","20","[c]","[c]"
"In post","2023","Undeclared","Angus and Dundee City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Angus and Dundee City","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Antrim and Newtownabbey","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Antrim and Newtownabbey","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Antrim and Newtownabbey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Antrim and Newtownabbey","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Ards and North Down","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Ards and North Down","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ards and North Down","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ards and North Down","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Armagh City, Banbridge and Craigavon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Armagh City, Banbridge and Craigavon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Armagh City, Banbridge and Craigavon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Armagh City, Banbridge and Craigavon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Barking & Dagenham and Havering","AA/AO","5","5","[c]","[c]"
"In post","2023","Undeclared","Barking & Dagenham and Havering","EO","10","10","[c]","[c]"
