"Status","Year","Age","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","40-49","Hounslow and Richmond upon Thames","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Hounslow and Richmond upon Thames","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Hounslow and Richmond upon Thames","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Inverclyde, East Renfrewshire, and Renfrewshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Inverclyde, East Renfrewshire, and Renfrewshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Inverness and Nairn, Moray, and Badenoch and Strathspey","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Inverness and Nairn, Moray, and Badenoch and Strathspey","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Isle of Anglesey","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Isle of Wight","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Isle of Wight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Isle of Wight","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Kensington & Chelsea and Hammersmith & Fulham","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Kensington & Chelsea and Hammersmith & Fulham","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Kensington & Chelsea and Hammersmith & Fulham","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Kensington & Chelsea and Hammersmith & Fulham","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Kensington & Chelsea and Hammersmith & Fulham","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Kent Thames Gateway","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Kent Thames Gateway","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Kent Thames Gateway","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Kent Thames Gateway","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Kent Thames Gateway","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Kingston upon Hull, City of","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Kingston upon Hull, City of","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Kingston upon Hull, City of","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Kingston upon Hull, City of","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Kingston upon Hull, City of","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Kingston upon Hull, City of","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lambeth","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lambeth","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lambeth","EO","15","[c]","30760","30000"
"Leaver CS","2023","40-49","Lambeth","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lambeth","G7","15","[c]","55620","53920"
"Leaver CS","2023","40-49","Lambeth","HEO","15","[c]","38090","34980"
"Leaver CS","2023","40-49","Lambeth","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lambeth","SEO","20","[c]","44030","41660"
"Leaver CS","2023","40-49","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lancaster and Wyre","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lancaster and Wyre","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lancaster and Wyre","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lancaster and Wyre","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Leeds","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Leeds","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Leeds","EO","40","[c]","27360","27570"
"Leaver CS","2023","40-49","Leeds","G6","25","[c]","65230","63100"
"Leaver CS","2023","40-49","Leeds","G7","40","[c]","54850","51710"
"Leaver CS","2023","40-49","Leeds","HEO","15","[c]","30750","29970"
"Leaver CS","2023","40-49","Leeds","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Leeds","SEO","35","[c]","40510","38340"
"Leaver CS","2023","40-49","Leeds","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Leicester","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Leicester","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Leicester","EO","10","[c]","27690","27570"
"Leaver CS","2023","40-49","Leicester","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Leicester","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Leicester","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Leicester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Leicestershire CC and Rutland","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Leicestershire CC and Rutland","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Leicestershire CC and Rutland","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Leicestershire CC and Rutland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Leicestershire CC and Rutland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Leicestershire CC and Rutland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Leicestershire CC and Rutland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lewisham and Southwark","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lewisham and Southwark","EO","15","[c]","31560","31060"
"Leaver CS","2023","40-49","Lewisham and Southwark","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lewisham and Southwark","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lincolnshire CC","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lincolnshire CC","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lincolnshire CC","EO","10","[c]","28250","27570"
"Leaver CS","2023","40-49","Lincolnshire CC","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lincolnshire CC","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lincolnshire CC","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lisburn and Castlereagh","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lisburn and Castlereagh","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lisburn and Castlereagh","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Liverpool","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Liverpool","AO","35","[c]","21760","22400"
"Leaver CS","2023","40-49","Liverpool","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Liverpool","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Liverpool","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Liverpool","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Liverpool","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Luton","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Luton","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Luton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Manchester","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Manchester","AO","20","[c]","21630","21690"
"Leaver CS","2023","40-49","Manchester","EO","20","[c]","27150","27570"
"Leaver CS","2023","40-49","Manchester","G6","10","[c]","69380","66990"
"Leaver CS","2023","40-49","Manchester","G7","15","[c]","56080","54000"
"Leaver CS","2023","40-49","Manchester","HEO","15","[c]","32650","32800"
"Leaver CS","2023","40-49","Manchester","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Manchester","SEO","20","[c]","39710","39730"
"Leaver CS","2023","40-49","Manchester","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medway","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medway","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medway","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medway","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medway","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Merton, Kingston upon Thames and Sutton","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Merton, Kingston upon Thames and Sutton","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Merton, Kingston upon Thames and Sutton","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Merton, Kingston upon Thames and Sutton","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mid Kent","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mid Kent","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mid Kent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mid Kent","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mid Kent","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mid Kent","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mid Lancashire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mid Lancashire","AO","25","[c]","21970","21690"
"Leaver CS","2023","40-49","Mid Lancashire","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mid Lancashire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mid Lancashire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mid Lancashire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mid Lancashire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Milton Keynes","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Milton Keynes","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Milton Keynes","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Milton Keynes","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Milton Keynes","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Milton Keynes","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Milton Keynes","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Monmouthshire and Newport","AO","20","[c]","21580","21690"
"Leaver CS","2023","40-49","Monmouthshire and Newport","EO","10","[c]","26520","26330"
"Leaver CS","2023","40-49","Monmouthshire and Newport","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Monmouthshire and Newport","G7","15","[c]","56570","54540"
"Leaver CS","2023","40-49","Monmouthshire and Newport","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Monmouthshire and Newport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Monmouthshire and Newport","SEO","10","[c]","42830","40610"
"Leaver CS","2023","40-49","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Na h-Eileanan Siar","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Na h-Eileanan Siar","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Hampshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Hampshire","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Hampshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Hampshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Hampshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Lanarkshire","AO","10","[c]","22490","21690"
"Leaver CS","2023","40-49","North Lanarkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Northamptonshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Northamptonshire","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Nottinghamshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Nottinghamshire","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Yorkshire CC","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Yorkshire CC","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Yorkshire CC","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Yorkshire CC","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Yorkshire CC","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Yorkshire CC","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Yorkshire CC","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North and North East Lincolnshire","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North and North East Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North and West Norfolk","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North and West Norfolk","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North and West Norfolk","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Northumberland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Norwich and East Norfolk","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Norwich and East Norfolk","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Norwich and East Norfolk","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Norwich and East Norfolk","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Norwich and East Norfolk","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Nottingham","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Nottingham","AO","25","[c]","21870","21730"
"Leaver CS","2023","40-49","Nottingham","EO","25","[c]","27020","27570"
"Leaver CS","2023","40-49","Nottingham","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Nottingham","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Nottingham","HEO","30","[c]","32530","31020"
"Leaver CS","2023","40-49","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Nottingham","SEO","10","[c]","40390","40210"
"Leaver CS","2023","40-49","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","HEO","20","[c]","45840","44220"
"Leaver CS","2023","40-49","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Oxfordshire CC","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Oxfordshire CC","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Oxfordshire CC","EO","15","[c]","28110","28120"
"Leaver CS","2023","40-49","Oxfordshire CC","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Oxfordshire CC","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Oxfordshire CC","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Oxfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Perth and Kinross, and Stirling","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Perth and Kinross, and Stirling","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Perth and Kinross, and Stirling","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Perth and Kinross, and Stirling","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Peterborough","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Peterborough","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Peterborough","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Peterborough","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Plymouth","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Plymouth","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Plymouth","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Plymouth","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Plymouth","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Plymouth","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Plymouth","SEO","10","[c]","43360","41820"
"Leaver CS","2023","40-49","Plymouth","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Portsmouth","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Portsmouth","AO","20","[c]","26580","21580"
"Leaver CS","2023","40-49","Portsmouth","EO","15","[c]","29320","27650"
"Leaver CS","2023","40-49","Portsmouth","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Portsmouth","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Portsmouth","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Portsmouth","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Portsmouth","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Powys","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Powys","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Powys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Powys","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Powys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Redbridge and Waltham Forest","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Redbridge and Waltham Forest","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Redbridge and Waltham Forest","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Redbridge and Waltham Forest","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Sandwell","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scottish Borders","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scottish Borders","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scottish Borders","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Sefton","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Sefton","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Sefton","EO","15","[c]","26990","26750"
"Leaver CS","2023","40-49","Sefton","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Sefton","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Sefton","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Sheffield","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Sheffield","AO","20","[c]","22090","22400"
"Leaver CS","2023","40-49","Sheffield","EO","20","[c]","27410","27370"
"Leaver CS","2023","40-49","Sheffield","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Sheffield","G7","15","[c]","55120","54000"
"Leaver CS","2023","40-49","Sheffield","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Sheffield","SEO","15","[c]","39270","38610"
"Leaver CS","2023","40-49","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Shetland Islands","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Shetland Islands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Shetland Islands","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Shetland Islands","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Shropshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Shropshire","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Shropshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Shropshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Solihull","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Solihull","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Solihull","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Solihull","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Somerset CC","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Somerset CC","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Somerset CC","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Somerset CC","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Somerset CC","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Somerset CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Somerset CC","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Somerset CC","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Ayrshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Ayrshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Hampshire","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Hampshire","AO","25","[c]","21110","21200"
"Leaver CS","2023","40-49","South Hampshire","EO","15","[c]","26700","27520"
"Leaver CS","2023","40-49","South Hampshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Hampshire","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Hampshire","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Hampshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Hampshire","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Lanarkshire","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Lanarkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Lanarkshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Lanarkshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Lanarkshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Lanarkshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Nottinghamshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Nottinghamshire","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Nottinghamshire","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Teesside","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Teesside","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West Wales","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South and West Derbyshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South and West Derbyshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South and West Derbyshire","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South and West Derbyshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South and West Derbyshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South and West Derbyshire","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Southampton","AO","10","[c]","21860","21690"
