"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","East Wales","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Flintshire and Wrexham","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Flintshire and Wrexham","Unknown","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Monmouthshire and Newport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Monmouthshire and Newport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Heterosexual / straight","60","55","39970","38760"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Essex Haven Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Essex Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Heart of Essex","Heterosexual / straight","170","160","42520","40340"
"In post","2023","Attorney General's Departments","Essex","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Heart of Essex","Unknown","30","25","45430","36780"
"In post","2023","Attorney General's Departments","Essex","Thurrock","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Heterosexual / straight","170","160","42430","38940"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","LGBO","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Unknown","35","35","50570","54150"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Greater Manchester North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Greater Manchester North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Greater Manchester North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Greater Manchester South East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Greater Manchester South West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Manchester","Heterosexual / straight","310","290","40270","34410"
"In post","2023","Attorney General's Departments","Greater Manchester","Manchester","LGBO","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Manchester","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Manchester","Unknown","50","45","43040","35000"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Central Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","North Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","Heterosexual / straight","100","95","42130","30560"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","Heterosexual / straight","130","125","43600","40540"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Haringey and Islington","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Lewisham and Southwark","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - West","Camden and City of London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - West","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - West","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - West","Westminster","Heterosexual / straight","3290","3120","50250","52020"
"In post","2023","Attorney General's Departments","Inner London - West","Westminster","LGBO","265","255","52050","52020"
"In post","2023","Attorney General's Departments","Inner London - West","Westminster","Undeclared","280","270","52710","54140"
"In post","2023","Attorney General's Departments","Inner London - West","Westminster","Unknown","875","800","55150","58710"
"In post","2023","Attorney General's Departments","Kent","East Kent","Heterosexual / straight","85","80","40210","34410"
"In post","2023","Attorney General's Departments","Kent","East Kent","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","East Kent","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","East Kent","Unknown","30","25","41640","30560"
"In post","2023","Attorney General's Departments","Kent","Kent Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Medway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Mid Kent","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","West Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","West Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Blackburn with Darwen","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Blackburn with Darwen","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Lancaster and Wyre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Mid Lancashire","Heterosexual / straight","140","135","40210","38760"
"In post","2023","Attorney General's Departments","Lancashire","Mid Lancashire","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Mid Lancashire","Unknown","50","45","43820","49050"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","Heterosexual / straight","120","110","37660","31180"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","Unknown","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Lincolnshire CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Lincolnshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","East Merseyside","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Liverpool","Heterosexual / straight","330","315","37360","31180"
"In post","2023","Attorney General's Departments","Merseyside","Liverpool","LGBO","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Liverpool","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Liverpool","Unknown","65","60","40360","34410"
"In post","2023","Attorney General's Departments","Merseyside","Sefton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Wirral","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Wirral","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Wirral","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","North Yorkshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","York","Heterosexual / straight","130","120","42190","38940"
"In post","2023","Attorney General's Departments","North Yorkshire","York","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","York","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","York","Unknown","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","Heterosexual / straight","205","190","39210","33810"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","LGBO","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","Unknown","50","40","42100","38940"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
