"Status","Year","Organisation","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","UK Health Security Agency","South East (England)","West Sussex (North East)","Female","25","25","[c]","[c]"
"In post","2023","UK Health Security Agency","South East (England)","West Sussex (North East)","Male","10","10","[c]","[c]"
"In post","2023","UK Health Security Agency","South East (England)","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","South East (England)","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","15","15","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Bristol, City of","Female","150","135","38380","33710"
"In post","2023","UK Health Security Agency","South West (England)","Bristol, City of","Male","75","75","52070","42480"
"In post","2023","UK Health Security Agency","South West (England)","Cornwall and Isles of Scilly","Female","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Devon CC","Female","30","25","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Devon CC","Male","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Dorset","Female","10","5","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Gloucestershire CC","Female","20","20","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Gloucestershire CC","Male","10","10","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Plymouth","Female","15","15","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Somerset CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Somerset CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Swindon","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Torbay","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Torbay","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","South West (England)","Wiltshire","Female","420","400","37040","33190"
"In post","2023","UK Health Security Agency","South West (England)","Wiltshire","Male","235","230","42370","38560"
"In post","2023","UK Health Security Agency","Wales","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Cardiff and Vale of Glamorgan","Female","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Cardiff and Vale of Glamorgan","Male","10","10","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Gwynedd","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Gwynedd","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Isle of Anglesey","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Monmouthshire and Newport","Female","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Powys","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Powys","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Wales","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Birmingham","Female","185","170","40410","35570"
"In post","2023","UK Health Security Agency","West Midlands (England)","Birmingham","Male","75","70","50440","37420"
"In post","2023","UK Health Security Agency","West Midlands (England)","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Sandwell","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Sandwell","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Shropshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Shropshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Solihull","Female","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Solihull","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Staffordshire CC","Female","10","10","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Staffordshire CC","Male","10","10","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Warwickshire CC","Female","10","10","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Worcestershire CC","Female","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","West Midlands (England)","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Female","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","Calderdale and Kirklees","Female","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","Calderdale and Kirklees","Male","10","10","[c]","[c]"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","Leeds","Female","150","145","45260","40590"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","Leeds","Male","95","95","47820","42480"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","North Yorkshire CC","Female","20","20","[c]","[c]"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","North Yorkshire CC","Male","10","10","[c]","[c]"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","Sheffield","Female","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","Sheffield","Male","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","York","Female","10","10","[c]","[c]"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","York","Male","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","East of England","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","East of England","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","South West (England)","Somerset CC","Female","350","320","35750","34370"
"In post","2023","UK Hydrographic Office","South West (England)","Somerset CC","Male","590","570","38560","34370"
"In post","2023","UK Space Agency","London","Westminster","Female","70","70","47200","41360"
"In post","2023","UK Space Agency","London","Westminster","Male","85","85","51380","44930"
"In post","2023","UK Space Agency","South East (England)","Oxfordshire CC","Female","5","5","[c]","[c]"
"In post","2023","UK Space Agency","South East (England)","Oxfordshire CC","Male","5","5","[c]","[c]"
"In post","2023","UK Space Agency","South West (England)","Swindon","Female","50","50","45200","50310"
"In post","2023","UK Space Agency","South West (England)","Swindon","Male","50","50","46750","50680"
"In post","2023","UK Statistics Authority","East Midlands (England)","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East Midlands (England)","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East Midlands (England)","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East Midlands (England)","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East Midlands (England)","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East Midlands (England)","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East Midlands (England)","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East Midlands (England)","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East Midlands (England)","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East Midlands (England)","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East Midlands (England)","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East Midlands (England)","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East of England","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East of England","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East of England","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East of England","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East of England","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East of England","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East of England","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East of England","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East of England","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East of England","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East of England","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East of England","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East of England","Peterborough","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East of England","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East of England","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East of England","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Barking & Dagenham and Havering","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Barking & Dagenham and Havering","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Barnet","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Barnet","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Brent","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Brent","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Croydon","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Croydon","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Lambeth","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Lambeth","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Wandsworth","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Wandsworth","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Westminster","Female","145","145","49190","42370"
"In post","2023","UK Statistics Authority","London","Westminster","Male","145","140","49430","42370"
"In post","2023","UK Statistics Authority","London","Westminster","Unknown","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","North East (England)","Darlington","Female","70","65","34200","31560"
"In post","2023","UK Statistics Authority","North East (England)","Darlington","Male","65","65","34070","31560"
"In post","2023","UK Statistics Authority","North East (England)","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North East (England)","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North East (England)","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North East (England)","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North West (England)","Chorley and West Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North West (England)","Chorley and West Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North West (England)","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North West (England)","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North West (England)","East Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North West (England)","East Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North West (England)","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North West (England)","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North West (England)","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North West (England)","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North West (England)","Manchester","Female","10","10","[c]","[c]"
"In post","2023","UK Statistics Authority","North West (England)","Manchester","Male","15","15","[c]","[c]"
"In post","2023","UK Statistics Authority","North West (England)","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North West (England)","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North West (England)","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North West (England)","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","North West (England)","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Northern Ireland","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Northern Ireland","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Northern Ireland","Fermanagh and Omagh","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Northern Ireland","Fermanagh and Omagh","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Northern Ireland","Newry, Mourne and Down","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Northern Ireland","Newry, Mourne and Down","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Scotland","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Scotland","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Scotland","City of Edinburgh","Female","10","10","[c]","[c]"
"In post","2023","UK Statistics Authority","Scotland","City of Edinburgh","Male","10","10","[c]","[c]"
"In post","2023","UK Statistics Authority","Scotland","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Scotland","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Scotland","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Scotland","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Scotland","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Scotland","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Scotland","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Scotland","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","Buckinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","North Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","Portsmouth","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","South Hampshire","Female","1420","1155","31350","26530"
"In post","2023","UK Statistics Authority","South East (England)","South Hampshire","Male","1085","900","31300","25100"
"In post","2023","UK Statistics Authority","South East (England)","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","Southampton","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","Southampton","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South East (England)","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South West (England)","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South West (England)","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South West (England)","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South West (England)","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South West (England)","Dorset","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South West (England)","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South West (England)","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South West (England)","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South West (England)","Somerset CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South West (England)","Somerset CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South West (England)","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","South West (England)","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Wales","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Wales","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Wales","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Wales","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Wales","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Wales","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Wales","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Wales","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Wales","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Wales","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Wales","Monmouthshire and Newport","Female","1690","1565","35780","31660"
"In post","2023","UK Statistics Authority","Wales","Monmouthshire and Newport","Male","1295","1270","39580","37760"
"In post","2023","UK Statistics Authority","Wales","Monmouthshire and Newport","Unknown","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Wales","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Wales","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","West Midlands (England)","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","West Midlands (England)","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","West Midlands (England)","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","West Midlands (England)","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","West Midlands (England)","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","West Midlands (England)","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","West Midlands (England)","Shropshire","Female","[c]","[c]","[c]","[c]"
