"Status","Year","Disability","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","London","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","London","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","Outside London","EO","45","[c]","26720","26990"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","Outside London","G7","30","[c]","53130","51770"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","Outside London","HEO","45","[c]","32530","32480"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","Outside London","SEO","35","[c]","39770","39200"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Economics","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Economics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Economics","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Economics","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Economics","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Economics","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Economics","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Economics","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Economics","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Economics","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Economics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Economics","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Outside London","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Outside London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Geography","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Geography","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Geography","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Geography","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Outside London","AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Outside London","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Outside London","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Outside London","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Outside London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Overseas","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Inspector of Education and Training","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Inspector of Education and Training","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Inspector of Education and Training","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Inspector of Education and Training","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Inspector of Education and Training","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Inspector of Education and Training","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Inspector of Education and Training","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Inspector of Education and Training","Outside London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intelligence Analysis","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intelligence Analysis","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intelligence Analysis","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intelligence Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intelligence Analysis","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intelligence Analysis","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intelligence Analysis","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intelligence Analysis","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intelligence Analysis","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","International Trade","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","International Trade","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","International Trade","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","International Trade","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","International Trade","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","International Trade","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","International Trade","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","International Trade","Outside London","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Knowledge and Information Management","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Knowledge and Information Management","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Knowledge and Information Management","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Outside London","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Outside London","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Outside London","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","London","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","London","AO","70","[c]","27790","26400"
"New entrant CS","2023","Declared disabled","Operational Delivery","London","EO","40","[c]","30040","29660"
"New entrant CS","2023","Declared disabled","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","London","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","London","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","Outside London","AA","150","[c]","22250","23230"
"New entrant CS","2023","Declared disabled","Operational Delivery","Outside London","AO","925","[c]","23390","22220"
"New entrant CS","2023","Declared disabled","Operational Delivery","Outside London","EO","245","[c]","26950","26940"
"New entrant CS","2023","Declared disabled","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","Outside London","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","Outside London","HEO","60","[c]","32790","32800"
"New entrant CS","2023","Declared disabled","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","Outside London","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","Outside London","Unknown","430","[c]","22970","23640"
"New entrant CS","2023","Declared disabled","Operational Delivery","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Research","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Research","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Research","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Research","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Research","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Research","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Research","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Research","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Research","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","Outside London","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","Outside London","AO","80","[c]","21810","21690"
"New entrant CS","2023","Declared disabled","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","Outside London","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning Inspectors","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning Inspectors","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning Inspectors","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning Inspectors","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning Inspectors","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning Inspectors","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","London","EO","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","London","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","London","HEO","40","[c]","34510","34630"
"New entrant CS","2023","Declared disabled","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","London","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","Outside London","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","Outside London","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","Outside London","HEO","30","[c]","31450","31120"
"New entrant CS","2023","Declared disabled","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","Outside London","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","Overseas","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","London","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","AA","[c]","[c]","[c]","[c]"
