"Status","Year","Disability","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","No function","Cabinet Office","Legal","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Cabinet Office","Operational Delivery","75","75","44470","40750"
"In post","2023","Declared non-disabled","No function","Cabinet Office","Policy","150","150","52820","56430"
"In post","2023","Declared non-disabled","No function","Cabinet Office","Project Delivery","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Cabinet Office","Security","70","70","51240","55790"
"In post","2023","Declared non-disabled","No function","Cabinet Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Cabinet Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Cabinet Office","Unknown","715","705","50450","51290"
"In post","2023","Declared non-disabled","No function","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Chancellor's other departments","Operational Delivery","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Chancellor's other departments","Other","40","40","60670","45050"
"In post","2023","Declared non-disabled","No function","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Charity Commission","Operational Delivery","165","160","35110","30170"
"In post","2023","Declared non-disabled","No function","Charity Commission","Policy","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Communications","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Economics","70","70","60190","59600"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Finance","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Human Resources","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Operational Delivery","2000","1865","33830","28720"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Other","35","35","48820","41240"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Policy","3320","3240","51890","54710"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Project Delivery","55","50","52770","55120"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Science and Engineering","270","255","53290","59790"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Statistics","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Communications","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","International Trade","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Other","50","50","34150","31730"
"In post","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Policy","830","810","50010","53030"
"In post","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Project Delivery","80","80","51530","53030"
"In post","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Science and Engineering","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Education","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Education","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Education","Operational Delivery","1095","1060","44980","38210"
"In post","2023","Declared non-disabled","No function","Department for Education","Policy","1280","1210","49830","51360"
"In post","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Economics","45","40","47690","44720"
"In post","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Finance","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","1560","1490","30260","26210"
"In post","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Other","50","50","35520","31430"
"In post","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Policy","2620","2535","44430","40260"
"In post","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","440","420","34000","29200"
"In post","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Unknown","35","35","41780","40260"
"In post","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Veterinarian","265","250","43820","40150"
"In post","2023","Declared non-disabled","No function","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for International Trade","Communications","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for International Trade","Economics","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for International Trade","International Trade","930","915","48970","43460"
"In post","2023","Declared non-disabled","No function","Department for International Trade","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for International Trade","Operational Delivery","85","80","39560","35150"
"In post","2023","Declared non-disabled","No function","Department for International Trade","Other","45","45","53700","42220"
"In post","2023","Declared non-disabled","No function","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for International Trade","Policy","115","115","49960","43590"
"In post","2023","Declared non-disabled","No function","Department for International Trade","Project Delivery","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","Operational Delivery","550","520","37490","34310"
"In post","2023","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","Planning","80","80","48780","46740"
"In post","2023","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","Planning Inspectors","370","335","58320","60050"
"In post","2023","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","Policy","1215","1180","50700","54630"
"In post","2023","Declared non-disabled","No function","Department for Transport","Communications","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Transport","Corporate Finance","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Transport","Counter Fraud","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Transport","Digital, Data and Technology","65","65","31230","27450"
"In post","2023","Declared non-disabled","No function","Department for Transport","Finance","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Transport","Human Resources","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Transport","International Trade","40","35","61530","58020"
"In post","2023","Declared non-disabled","No function","Department for Transport","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Transport","Medicine","35","30","78240","86720"
"In post","2023","Declared non-disabled","No function","Department for Transport","Operational Delivery","6235","5615","27160","26960"
"In post","2023","Declared non-disabled","No function","Department for Transport","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Transport","Planning","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Transport","Policy","1045","1015","48490","44750"
"In post","2023","Declared non-disabled","No function","Department for Transport","Project Delivery","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Transport","Science and Engineering","145","140","48650","44570"
"In post","2023","Declared non-disabled","No function","Department for Transport","Unknown","405","390","54540","43320"
"In post","2023","Declared non-disabled","No function","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Work and Pensions","Knowledge and Information Management","210","195","35290","34170"
"In post","2023","Declared non-disabled","No function","Department for Work and Pensions","Operational Delivery","45365","40215","27900","28120"
"In post","2023","Declared non-disabled","No function","Department for Work and Pensions","Other","1490","1365","32590","28120"
"In post","2023","Declared non-disabled","No function","Department for Work and Pensions","Policy","55","50","51700","49300"
"In post","2023","Declared non-disabled","No function","Department for Work and Pensions","Psychology","45","45","36310","36690"
"In post","2023","Declared non-disabled","No function","Department for Work and Pensions","Science and Engineering","375","350","39620","36630"
"In post","2023","Declared non-disabled","No function","Department of Health and Social Care","Commercial","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department of Health and Social Care","Finance","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department of Health and Social Care","Knowledge and Information Management","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department of Health and Social Care","Medicine","220","195","84090","95690"
"In post","2023","Declared non-disabled","No function","Department of Health and Social Care","Operational Delivery","1195","1130","39990","34350"
"In post","2023","Declared non-disabled","No function","Department of Health and Social Care","Other","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department of Health and Social Care","Policy","160","150","55260","54690"
"In post","2023","Declared non-disabled","No function","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department of Health and Social Care","Science and Engineering","780","755","40460","38240"
"In post","2023","Declared non-disabled","No function","Department of Health and Social Care","Statistics","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department of Health and Social Care","Unknown","465","440","53300","52720"
"In post","2023","Declared non-disabled","No function","Food Standards Agency","International Trade","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Food Standards Agency","Operational Delivery","460","435","34020","29430"
"In post","2023","Declared non-disabled","No function","Food Standards Agency","Policy","180","175","42330","38670"
"In post","2023","Declared non-disabled","No function","Food Standards Agency","Science and Engineering","80","75","42950","41160"
"In post","2023","Declared non-disabled","No function","Food Standards Agency","Veterinarian","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","Operational Delivery","150","145","44080","39220"
"In post","2023","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","Other","75","70","44260","38540"
"In post","2023","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","Policy","1995","1970","52530","52170"
"In post","2023","Declared non-disabled","No function","HM Land Registry","Operational Delivery","3130","2745","31270","28080"
"In post","2023","Declared non-disabled","No function","HM Land Registry","Other","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","HM Revenue and Customs","Counter Fraud","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","HM Revenue and Customs","Economics","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","HM Revenue and Customs","International Trade","65","65","38870","35000"
"In post","2023","Declared non-disabled","No function","HM Revenue and Customs","Operational Delivery","10820","9780","28840","27650"
"In post","2023","Declared non-disabled","No function","HM Revenue and Customs","Operational Research","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","HM Revenue and Customs","Other","30","30","68580","71300"
"In post","2023","Declared non-disabled","No function","HM Revenue and Customs","Tax","8310","7890","39060","35000"
"In post","2023","Declared non-disabled","No function","HM Revenue and Customs","Unknown","1560","1525","37060","34700"
"In post","2023","Declared non-disabled","No function","HM Treasury","Operational Delivery","115","110","33540","29790"
"In post","2023","Declared non-disabled","No function","HM Treasury","Other","35","35","43410","42700"
"In post","2023","Declared non-disabled","No function","HM Treasury","Policy","975","955","51580","54090"
"In post","2023","Declared non-disabled","No function","Home Office","Commercial","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Home Office","Communications","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Home Office","Counter Fraud","155","140","27860","26180"
"In post","2023","Declared non-disabled","No function","Home Office","Digital, Data and Technology","320","315","59710","59940"
"In post","2023","Declared non-disabled","No function","Home Office","Economics","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Home Office","Finance","40","40","41130","38780"
"In post","2023","Declared non-disabled","No function","Home Office","Human Resources","140","135","38580","36180"
"In post","2023","Declared non-disabled","No function","Home Office","Intelligence Analysis","1050","985","30370","27650"
"In post","2023","Declared non-disabled","No function","Home Office","Knowledge and Information Management","60","55","41610","39190"
"In post","2023","Declared non-disabled","No function","Home Office","Operational Delivery","17335","15860","30250","27270"
"In post","2023","Declared non-disabled","No function","Home Office","Operational Research","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Home Office","Other","795","755","35590","32160"
"In post","2023","Declared non-disabled","No function","Home Office","Policy","1480","1440","54090","59000"
"In post","2023","Declared non-disabled","No function","Home Office","Project Delivery","975","950","47660","43210"
"In post","2023","Declared non-disabled","No function","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Home Office","Science and Engineering","75","65","49320","44260"
"In post","2023","Declared non-disabled","No function","Home Office","Security","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Home Office","Social Research","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Home Office","Statistics","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Home Office","Unknown","135","135","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Ministry of Defence","Corporate Finance","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Ministry of Defence","Geography","290","275","33790","34370"
"In post","2023","Declared non-disabled","No function","Ministry of Defence","Intelligence Analysis","490","475","39720","37850"
"In post","2023","Declared non-disabled","No function","Ministry of Defence","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Ministry of Defence","Medicine","890","785","50130","40590"
"In post","2023","Declared non-disabled","No function","Ministry of Defence","Operational Delivery","6855","6560","30180","27140"
"In post","2023","Declared non-disabled","No function","Ministry of Defence","Other","2525","2440","29800","22790"
"In post","2023","Declared non-disabled","No function","Ministry of Defence","Policy","815","800","49000","45750"
"In post","2023","Declared non-disabled","No function","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Ministry of Defence","Science and Engineering","2940","2870","40610","40310"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Commercial","315","310","50560","48460"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Communications","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Finance","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Intelligence Analysis","305","295","32370","28480"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Knowledge and Information Management","90","90","30540","25830"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Legal","825","740","47330","45450"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Operational Delivery","52580","49255","30990","29050"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Policy","750","730","48640","43650"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Project Delivery","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Psychology","1070","1030","38250","32420"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Security","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Ministry of Justice","Unknown","50","45","42870","37680"
"In post","2023","Declared non-disabled","No function","National Crime Agency","Operational Delivery","1275","1235","45170","44270"
"In post","2023","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","860","850","67360","72470"
"In post","2023","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","165","150","31300","27140"
"In post","2023","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","Other","210","205","31270","27140"
"In post","2023","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","Policy","80","75","52150","43850"
"In post","2023","Declared non-disabled","No function","Office of Gas and Electricity Markets","Operational Delivery","305","305","32270","26910"
"In post","2023","Declared non-disabled","No function","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of Gas and Electricity Markets","Policy","275","270","51640","48000"
"In post","2023","Declared non-disabled","No function","Office of Gas and Electricity Markets","Science and Engineering","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","Communications","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","Economics","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","110","105","43550","39140"
"In post","2023","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","Operational Research","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","Policy","30","30","51430","48060"
"In post","2023","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","Project Delivery","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","Statistics","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of Rail and Road","Operational Delivery","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of Rail and Road","Policy","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of the Secretary of State for Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of the Secretary of State for Scotland","Policy","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of the Secretary of State for Wales","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of the Secretary of State for Wales","Policy","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Scottish Government","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Scottish Government","Knowledge and Information Management","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Scottish Government","Operational Delivery","2515","2365","30370","28700"
"In post","2023","Declared non-disabled","No function","Scottish Government","Other","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Scottish Government","Policy","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","The National Archives","Knowledge and Information Management","55","50","35380","31450"
"In post","2023","Declared non-disabled","No function","The National Archives","Operational Delivery","85","80","33730","31550"
"In post","2023","Declared non-disabled","No function","The National Archives","Other","60","60","42590","35470"
"In post","2023","Declared non-disabled","No function","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","UK Statistics Authority","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","UK Statistics Authority","Operational Delivery","1185","955","29180","24280"
"In post","2023","Declared non-disabled","No function","UK Statistics Authority","Policy","40","40","41310","37760"
"In post","2023","Declared non-disabled","No function","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Water Services Regulation Authority","Operational Delivery","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Water Services Regulation Authority","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Water Services Regulation Authority","Policy","40","40","58770","58120"
"In post","2023","Declared non-disabled","No function","Water Services Regulation Authority","Science and Engineering","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Welsh Government","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Attorney General's Departments","Project Delivery","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Cabinet Office","Commercial","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Cabinet Office","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Cabinet Office","Finance","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Cabinet Office","Human Resources","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Cabinet Office","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Cabinet Office","Project Delivery","45","45","59080","56430"
"In post","2023","Declared non-disabled","Project Delivery","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Cabinet Office","Unknown","50","45","58980","56430"
"In post","2023","Declared non-disabled","Project Delivery","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Chancellor's other departments","Project Delivery","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Competition and Markets Authority","Project Delivery","355","345","60900","57540"
"In post","2023","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Finance","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Legal","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","45","40","47900","42200"
"In post","2023","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Other","40","40","23420","19080"
"In post","2023","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","75","70","52700","53680"
"In post","2023","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","230","225","44940","45150"
"In post","2023","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Science and Engineering","205","195","39750","39650"
"In post","2023","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","95","95","49380","52760"
"In post","2023","Declared non-disabled","Project Delivery","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Education","Communications","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Education","Digital, Data and Technology","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Education","Finance","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Education","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Education","Operational Delivery","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Education","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Education","Policy","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Education","Project Delivery","650","630","50370","51360"
"In post","2023","Declared non-disabled","Project Delivery","Department for Education","Property","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Education","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Education","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Education","Statistics","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
