"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1600","1535","43570","42010"
"In post","2023","Commercial","Unknown","Unknown","10","10","56290","38470"
"In post","2023","Commercial","Wales","East Wales","205","200","40300","37680"
"In post","2023","Commercial","Wales","West Wales and The Valleys","220","200","35220","31940"
"In post","2023","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","185","180","40230","34300"
"In post","2023","Commercial","West Midlands (England)","West Midlands","195","190","52260","42250"
"In post","2023","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","15","15","54660","50350"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","100","95","46830","42720"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","285","270","42450","38470"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","385","370","46420","38470"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","100","95","41240","40570"
"In post","2023","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Lincolnshire","20","15","33240","34300"
"In post","2023","Communications","East of England","Bedfordshire and Hertfordshire","25","25","38330","35870"
"In post","2023","Communications","East of England","East Anglia","40","40","35260","33520"
"In post","2023","Communications","East of England","Essex","5","5","[c]","[c]"
"In post","2023","Communications","London","Inner London - East","235","230","48490","42240"
"In post","2023","Communications","London","Inner London - West","1690","1660","49480","45740"
"In post","2023","Communications","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Outer London - South","35","35","45970","43150"
"In post","2023","Communications","London","Outer London - West and North West","35","30","38480","35470"
"In post","2023","Communications","North East (England)","Northumberland, and Tyne and Wear","75","70","39620","37710"
"In post","2023","Communications","North East (England)","Tees Valley and Durham","50","45","33490","31200"
"In post","2023","Communications","North West (England)","Cheshire","15","15","38370","37300"
"In post","2023","Communications","North West (England)","Cumbria","5","5","[c]","[c]"
"In post","2023","Communications","North West (England)","Greater Manchester","110","105","38940","37000"
"In post","2023","Communications","North West (England)","Lancashire","35","30","39020","37300"
"In post","2023","Communications","North West (England)","Merseyside","90","85","40970","40160"
"In post","2023","Communications","Northern Ireland","Northern Ireland","25","25","40450","38660"
"In post","2023","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Eastern Scotland","45","45","44430","39590"
"In post","2023","Communications","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Southern Scotland","5","5","[c]","[c]"
"In post","2023","Communications","Scotland","West Central Scotland","45","45","36620","34000"
"In post","2023","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","95","90","34980","33000"
"In post","2023","Communications","South East (England)","Hampshire and Isle of Wight","165","160","35700","33990"
"In post","2023","Communications","South East (England)","Kent","10","10","[c]","[c]"
"In post","2023","Communications","South East (England)","Surrey, East and West Sussex","20","20","46930","43220"
"In post","2023","Communications","South West (England)","Cornwall and Isles of Scilly","10","10","24330","22220"
"In post","2023","Communications","South West (England)","Devon","50","50","34860","32770"
"In post","2023","Communications","South West (England)","Dorset and Somerset","45","40","35010","34330"
"In post","2023","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","220","205","38980","37300"
"In post","2023","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","East Wales","310","295","41300","39690"
"In post","2023","Communications","Wales","West Wales and The Valleys","120","115","33920","31270"
"In post","2023","Communications","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","20","20","39280","37710"
"In post","2023","Communications","West Midlands (England)","Shropshire and Staffordshire","60","55","36120","33990"
"In post","2023","Communications","West Midlands (England)","West Midlands","95","95","42910","40790"
"In post","2023","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","North Yorkshire","20","20","36360","35790"
"In post","2023","Communications","Yorkshire and The Humber","South Yorkshire","85","75","41980","40650"
"In post","2023","Communications","Yorkshire and The Humber","West Yorkshire","80","75","45270","43700"
"In post","2023","Corporate Finance","London","Inner London - East","20","20","46910","43700"
"In post","2023","Corporate Finance","London","Inner London - West","55","55","60610","55060"
"In post","2023","Corporate Finance","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","West Midlands","10","10","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","420","380","31890","28130"
"In post","2023","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","90","80","28760","28120"
"In post","2023","Counter Fraud","East Midlands (England)","Lincolnshire","40","35","29090","28120"
"In post","2023","Counter Fraud","East of England","Bedfordshire and Hertfordshire","105","95","30060","31280"
"In post","2023","Counter Fraud","East of England","East Anglia","235","220","29390","28120"
"In post","2023","Counter Fraud","East of England","Essex","125","120","32690","31280"
"In post","2023","Counter Fraud","London","Inner London - East","640","615","38040","36180"
"In post","2023","Counter Fraud","London","Inner London - West","360","350","45600","40000"
"In post","2023","Counter Fraud","London","Outer London - East and North East","465","420","30320","32520"
"In post","2023","Counter Fraud","London","Outer London - South","355","335","37430","32540"
"In post","2023","Counter Fraud","London","Outer London - West and North West","155","145","33620","32520"
"In post","2023","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","560","525","30180","28120"
"In post","2023","Counter Fraud","North East (England)","Tees Valley and Durham","245","215","26690","28120"
"In post","2023","Counter Fraud","North West (England)","Cheshire","25","20","29150","28120"
"In post","2023","Counter Fraud","North West (England)","Cumbria","20","20","28930","28120"
"In post","2023","Counter Fraud","North West (England)","Greater Manchester","510","475","33140","29550"
"In post","2023","Counter Fraud","North West (England)","Lancashire","170","160","30160","28120"
"In post","2023","Counter Fraud","North West (England)","Merseyside","295","270","30610","28120"
"In post","2023","Counter Fraud","Northern Ireland","Northern Ireland","110","110","31680","28130"
"In post","2023","Counter Fraud","Scotland","Eastern Scotland","150","140","29310","28120"
"In post","2023","Counter Fraud","Scotland","Highlands and Islands","10","10","29330","28120"
"In post","2023","Counter Fraud","Scotland","North Eastern Scotland","15","15","28920","28120"
"In post","2023","Counter Fraud","Scotland","Southern Scotland","245","220","24760","21690"
"In post","2023","Counter Fraud","Scotland","West Central Scotland","410","380","29010","28120"
"In post","2023","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","145","130","31620","31280"
"In post","2023","Counter Fraud","South East (England)","Hampshire and Isle of Wight","245","215","30690","28120"
"In post","2023","Counter Fraud","South East (England)","Kent","375","350","29460","27890"
"In post","2023","Counter Fraud","South East (England)","Surrey, East and West Sussex","205","190","30910","28200"
"In post","2023","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","50","45","30380","28120"
"In post","2023","Counter Fraud","South West (England)","Devon","95","85","29160","28120"
"In post","2023","Counter Fraud","South West (England)","Dorset and Somerset","145","135","29800","28120"
"In post","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","220","200","31540","28130"
"In post","2023","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wales","East Wales","340","310","29480","27890"
"In post","2023","Counter Fraud","Wales","West Wales and The Valleys","400","360","28360","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","65","60","29550","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","90","75","28900","28120"
"In post","2023","Counter Fraud","West Midlands (England)","West Midlands","600","550","31250","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","130","115","27980","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","North Yorkshire","95","90","33140","34170"
"In post","2023","Counter Fraud","Yorkshire and The Humber","South Yorkshire","140","125","29510","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","West Yorkshire","500","465","33300","28130"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","280","275","41170","37680"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","90","85","38350","37060"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Lincolnshire","45","45","34190","30320"
"In post","2023","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","155","155","39330","37300"
"In post","2023","Digital, Data and Technology","East of England","East Anglia","295","285","37410","34300"
"In post","2023","Digital, Data and Technology","East of England","Essex","85","80","38000","36470"
"In post","2023","Digital, Data and Technology","London","Inner London - East","1495","1475","52260","54990"
"In post","2023","Digital, Data and Technology","London","Inner London - West","2500","2460","51620","48500"
"In post","2023","Digital, Data and Technology","London","Outer London - East and North East","35","30","40080","35410"
"In post","2023","Digital, Data and Technology","London","Outer London - South","915","900","53650","48620"
"In post","2023","Digital, Data and Technology","London","Outer London - West and North West","355","345","44410","42740"
"In post","2023","Digital, Data and Technology","North East (England)","Northumberland, and Tyne and Wear","2230","2150","43890","40200"
"In post","2023","Digital, Data and Technology","North East (England)","Tees Valley and Durham","205","200","38890","37590"
"In post","2023","Digital, Data and Technology","North West (England)","Cheshire","245","240","42120","40020"
"In post","2023","Digital, Data and Technology","North West (England)","Cumbria","30","30","38200","37180"
"In post","2023","Digital, Data and Technology","North West (England)","Greater Manchester","1535","1510","44370","39700"
"In post","2023","Digital, Data and Technology","North West (England)","Lancashire","995","955","43400","38470"
"In post","2023","Digital, Data and Technology","North West (England)","Merseyside","655","640","39860","35310"
"In post","2023","Digital, Data and Technology","Northern Ireland","Northern Ireland","75","75","40390","35000"
"In post","2023","Digital, Data and Technology","Overseas","Overseas","40","40","44290","43300"
"In post","2023","Digital, Data and Technology","Scotland","Eastern Scotland","395","390","40910","38470"
"In post","2023","Digital, Data and Technology","Scotland","Highlands and Islands","15","15","33960","30320"
"In post","2023","Digital, Data and Technology","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Scotland","Southern Scotland","245","240","43190","41520"
"In post","2023","Digital, Data and Technology","Scotland","West Central Scotland","390","385","40110","36060"
"In post","2023","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","320","310","42850","39440"
"In post","2023","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","610","590","39070","34370"
"In post","2023","Digital, Data and Technology","South East (England)","Kent","40","40","41070","37520"
"In post","2023","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","255","245","44080","42140"
"In post","2023","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","25","20","37040","35650"
"In post","2023","Digital, Data and Technology","South West (England)","Devon","865","830","39190","39460"
"In post","2023","Digital, Data and Technology","South West (England)","Dorset and Somerset","275","270","41860","41570"
"In post","2023","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1665","1620","42370","39820"
"In post","2023","Digital, Data and Technology","Unknown","Unknown","40","35","49110","47950"
"In post","2023","Digital, Data and Technology","Wales","East Wales","1390","1355","43550","40500"
"In post","2023","Digital, Data and Technology","Wales","West Wales and The Valleys","1055","1030","41020","39430"
"In post","2023","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","110","110","32290","27840"
"In post","2023","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","615","600","43600","41780"
"In post","2023","Digital, Data and Technology","West Midlands (England)","West Midlands","795","780","43010","38470"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","25","25","37280","34300"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","North Yorkshire","215","210","42000","38430"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","South Yorkshire","695","675","46530","42350"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","West Yorkshire","850","820","44290","41480"
"In post","2023","Economics","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Economics","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Economics","London","Inner London - East","260","255","57380","55130"
"In post","2023","Economics","London","Inner London - West","1320","1300","50460","54090"
"In post","2023","Economics","London","Outer London - South","25","25","55220","56120"
"In post","2023","Economics","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Economics","North East (England)","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2023","Economics","North East (England)","Tees Valley and Durham","45","45","35050","30510"
"In post","2023","Economics","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Economics","North West (England)","Greater Manchester","100","100","39880","35350"
"In post","2023","Economics","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Economics","North West (England)","Merseyside","10","10","37370","30840"
"In post","2023","Economics","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Scotland","Eastern Scotland","10","10","46300","36190"
"In post","2023","Economics","Scotland","Southern Scotland","5","5","[c]","[c]"
"In post","2023","Economics","Scotland","West Central Scotland","15","15","52370","53380"
"In post","2023","Economics","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Economics","South East (England)","Hampshire and Isle of Wight","25","25","36760","31560"
"In post","2023","Economics","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Economics","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Economics","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","43340","43250"
"In post","2023","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Wales","East Wales","155","150","41010","35190"
"In post","2023","Economics","Wales","West Wales and The Valleys","15","15","48980","46520"
"In post","2023","Economics","West Midlands (England)","West Midlands","50","50","48990","39090"
"In post","2023","Economics","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Yorkshire and The Humber","North Yorkshire","15","15","49890","49400"
"In post","2023","Economics","Yorkshire and The Humber","South Yorkshire","25","20","49020","51910"
"In post","2023","Economics","Yorkshire and The Humber","West Yorkshire","30","30","42510","37720"
"In post","2023","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","160","155","40100","35000"
"In post","2023","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","35","35","36080","34170"
"In post","2023","Finance","East Midlands (England)","Lincolnshire","35","35","27880","27060"
"In post","2023","Finance","East of England","Bedfordshire and Hertfordshire","110","105","44000","38690"
"In post","2023","Finance","East of England","East Anglia","180","170","37530","33830"
"In post","2023","Finance","East of England","Essex","25","25","33680","29730"
"In post","2023","Finance","London","Inner London - East","465","450","49900","43990"
"In post","2023","Finance","London","Inner London - West","1865","1820","51900","48430"
"In post","2023","Finance","London","Outer London - East and North East","5","5","[c]","[c]"
"In post","2023","Finance","London","Outer London - South","240","230","49660","45420"
"In post","2023","Finance","London","Outer London - West and North West","55","55","44890","42870"
"In post","2023","Finance","North East (England)","Northumberland, and Tyne and Wear","450","430","42880","38470"
"In post","2023","Finance","North East (England)","Tees Valley and Durham","120","115","43460","38770"
"In post","2023","Finance","North West (England)","Cheshire","45","40","39860","37300"
"In post","2023","Finance","North West (England)","Cumbria","25","25","42620","43650"
"In post","2023","Finance","North West (England)","Greater Manchester","440","420","41510","38280"
"In post","2023","Finance","North West (England)","Lancashire","325","300","38020","34970"
"In post","2023","Finance","North West (England)","Merseyside","275","255","37040","34170"
"In post","2023","Finance","Northern Ireland","Northern Ireland","45","45","39570","38640"
"In post","2023","Finance","Overseas","Overseas","50","50","50680","48980"
"In post","2023","Finance","Scotland","Eastern Scotland","160","155","39330","37060"
"In post","2023","Finance","Scotland","Highlands and Islands","5","5","[c]","[c]"
"In post","2023","Finance","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Finance","Scotland","Southern Scotland","175","160","37290","34950"
"In post","2023","Finance","Scotland","West Central Scotland","220","195","31980","27560"
"In post","2023","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","455","440","35800","29470"
"In post","2023","Finance","South East (England)","Hampshire and Isle of Wight","425","410","39280","34480"
"In post","2023","Finance","South East (England)","Kent","25","25","41860","40260"
"In post","2023","Finance","South East (England)","Surrey, East and West Sussex","200","185","38330","35000"
"In post","2023","Finance","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Finance","South West (England)","Devon","135","125","39070","37300"
"In post","2023","Finance","South West (England)","Dorset and Somerset","50","45","35930","30170"
"In post","2023","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1195","1145","42260","39820"
"In post","2023","Finance","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Wales","East Wales","415","395","42390","39690"
"In post","2023","Finance","Wales","West Wales and The Valleys","350","335","38210","33850"
"In post","2023","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","45","45","36050","30320"
"In post","2023","Finance","West Midlands (England)","Shropshire and Staffordshire","160","155","42920","41510"
"In post","2023","Finance","West Midlands (England)","West Midlands","380","370","40840","37680"
"In post","2023","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","20","20","38850","34450"
"In post","2023","Finance","Yorkshire and The Humber","North Yorkshire","120","120","40200","37710"
"In post","2023","Finance","Yorkshire and The Humber","South Yorkshire","310","295","41500","38470"
"In post","2023","Finance","Yorkshire and The Humber","West Yorkshire","415","395","42250","38470"
"In post","2023","Geography","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Geography","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Geography","South West (England)","Dorset and Somerset","470","445","32960","34370"
"In post","2023","Geography","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Geography","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Geography","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","370","350","41020","37890"
"In post","2023","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","75","75","36100","34170"
"In post","2023","Human Resources","East Midlands (England)","Lincolnshire","115","115","28960","27300"
"In post","2023","Human Resources","East of England","Bedfordshire and Hertfordshire","130","120","39180","36150"
"In post","2023","Human Resources","East of England","East Anglia","300","290","34180","31470"
"In post","2023","Human Resources","East of England","Essex","55","55","33420","31070"
"In post","2023","Human Resources","London","Inner London - East","515","495","49530","43800"
"In post","2023","Human Resources","London","Inner London - West","1945","1890","49130","44450"
"In post","2023","Human Resources","London","Outer London - East and North East","20","15","40140","38160"
"In post","2023","Human Resources","London","Outer London - South","380","365","47990","43210"
"In post","2023","Human Resources","London","Outer London - West and North West","95","90","38520","33730"
"In post","2023","Human Resources","North East (England)","Northumberland, and Tyne and Wear","525","485","33600","33020"
"In post","2023","Human Resources","North East (England)","Tees Valley and Durham","120","115","36390","32260"
"In post","2023","Human Resources","North West (England)","Cheshire","115","110","39510","38640"
"In post","2023","Human Resources","North West (England)","Cumbria","15","15","39900","37680"
"In post","2023","Human Resources","North West (England)","Greater Manchester","505","485","40350","37680"
"In post","2023","Human Resources","North West (England)","Lancashire","225","215","37130","34170"
"In post","2023","Human Resources","North West (England)","Merseyside","385","365","39350","35780"
"In post","2023","Human Resources","Northern Ireland","Northern Ireland","50","50","31640","28490"
"In post","2023","Human Resources","Overseas","Overseas","240","240","56720","56420"
"In post","2023","Human Resources","Scotland","Eastern Scotland","350","335","38910","37060"
"In post","2023","Human Resources","Scotland","Highlands and Islands","20","20","30530","27470"
"In post","2023","Human Resources","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Human Resources","Scotland","Southern Scotland","60","60","39230","34940"
"In post","2023","Human Resources","Scotland","West Central Scotland","340","330","33410","29570"
"In post","2023","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","445","425","37590","34300"
"In post","2023","Human Resources","South East (England)","Hampshire and Isle of Wight","710","685","35950","33830"
"In post","2023","Human Resources","South East (England)","Kent","115","110","36900","34380"
"In post","2023","Human Resources","South East (England)","Surrey, East and West Sussex","105","95","37160","33800"
"In post","2023","Human Resources","South West (England)","Cornwall and Isles of Scilly","55","55","31260","27470"
"In post","2023","Human Resources","South West (England)","Devon","185","175","36210","33580"
"In post","2023","Human Resources","South West (England)","Dorset and Somerset","230","225","35050","33470"
"In post","2023","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1065","1015","38780","34460"
"In post","2023","Human Resources","Unknown","Unknown","30","30","46060","41510"
"In post","2023","Human Resources","Wales","East Wales","730","685","36250","31660"
"In post","2023","Human Resources","Wales","West Wales and The Valleys","330","315","34590","31940"
"In post","2023","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","130","120","36450","32410"
"In post","2023","Human Resources","West Midlands (England)","Shropshire and Staffordshire","445","435","34230","31270"
"In post","2023","Human Resources","West Midlands (England)","West Midlands","265","255","41100","37680"
"In post","2023","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","350","335","28340","27470"
"In post","2023","Human Resources","Yorkshire and The Humber","North Yorkshire","225","220","37170","33990"
"In post","2023","Human Resources","Yorkshire and The Humber","South Yorkshire","230","215","40520","37680"
"In post","2023","Human Resources","Yorkshire and The Humber","West Yorkshire","400","380","41750","38470"
"In post","2023","Inspector of Education and Training","East Midlands (England)","Derbyshire and Nottinghamshire","70","65","64470","52750"
"In post","2023","Inspector of Education and Training","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","30","30","62570","52750"
"In post","2023","Inspector of Education and Training","East Midlands (England)","Lincolnshire","15","15","66730","72470"
"In post","2023","Inspector of Education and Training","East of England","Bedfordshire and Hertfordshire","30","30","68190","77470"
"In post","2023","Inspector of Education and Training","East of England","East Anglia","45","45","65320","66170"
"In post","2023","Inspector of Education and Training","East of England","Essex","20","20","62900","52750"
"In post","2023","Inspector of Education and Training","London","Inner London - East","30","30","67840","72470"
"In post","2023","Inspector of Education and Training","London","Inner London - West","15","15","97450","77470"
"In post","2023","Inspector of Education and Training","London","Outer London - East and North East","20","20","65390","72470"
"In post","2023","Inspector of Education and Training","London","Outer London - South","20","20","65070","66170"
"In post","2023","Inspector of Education and Training","London","Outer London - West and North West","20","20","61580","52750"
"In post","2023","Inspector of Education and Training","North East (England)","Northumberland, and Tyne and Wear","20","20","66210","59460"
"In post","2023","Inspector of Education and Training","North East (England)","Tees Valley and Durham","25","25","66120","66170"
"In post","2023","Inspector of Education and Training","North West (England)","Cheshire","15","15","66890","66170"
"In post","2023","Inspector of Education and Training","North West (England)","Cumbria","15","15","66050","77470"
"In post","2023","Inspector of Education and Training","North West (England)","Greater Manchester","60","60","60870","52750"
"In post","2023","Inspector of Education and Training","North West (England)","Lancashire","30","30","67400","69320"
"In post","2023","Inspector of Education and Training","North West (England)","Merseyside","35","35","67210","66170"
"In post","2023","Inspector of Education and Training","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30","30","69760","77470"
"In post","2023","Inspector of Education and Training","South East (England)","Hampshire and Isle of Wight","40","40","66260","66170"
"In post","2023","Inspector of Education and Training","South East (England)","Kent","25","25","66820","72470"
"In post","2023","Inspector of Education and Training","South East (England)","Surrey, East and West Sussex","55","55","66300","69320"
"In post","2023","Inspector of Education and Training","South West (England)","Cornwall and Isles of Scilly","10","10","67980","74970"
"In post","2023","Inspector of Education and Training","South West (England)","Devon","25","25","70970","77470"
"In post","2023","Inspector of Education and Training","South West (England)","Dorset and Somerset","25","25","68380","74970"
"In post","2023","Inspector of Education and Training","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","45","45","71020","77470"
"In post","2023","Inspector of Education and Training","Wales","East Wales","50","45","74080","78500"
"In post","2023","Inspector of Education and Training","Wales","West Wales and The Valleys","60","60","58090","69580"
