"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","20-29","Science and Engineering","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Science and Engineering","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Science and Engineering","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Science and Engineering","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Science and Engineering","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Science and Engineering","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Research","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Research","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Research","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Statistics","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Statistics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Statistics","SEO/HEO","Heterosexual / straight","40","[c]","37070","36100"
"Leaver Dept.","2023","20-29","Statistics","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Statistics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Statistics","SEO/HEO","Unknown","55","[c]","32210","32000"
"Leaver Dept.","2023","20-29","Tax","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","AA/AO","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","EO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Tax","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","EO","Heterosexual / straight","110","[c]","27740","28330"
"Leaver Dept.","2023","20-29","Unknown","EO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","EO","Unknown","40","[c]","28070","28370"
"Leaver Dept.","2023","20-29","Unknown","G6/G7","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","SEO/HEO","Heterosexual / straight","225","[c]","36250","35650"
"Leaver Dept.","2023","20-29","Unknown","SEO/HEO","LGBO","40","[c]","36760","36170"
"Leaver Dept.","2023","20-29","Unknown","SEO/HEO","Undeclared","60","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","SEO/HEO","Unknown","310","[c]","33030","32000"
"Leaver Dept.","2023","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","SEO/HEO","Heterosexual / straight","40","[c]","37650","39090"
"Leaver Dept.","2023","30-39","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","SEO/HEO","Heterosexual / straight","35","[c]","37860","37360"
"Leaver Dept.","2023","30-39","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Corporate Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Corporate Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","75","[c]","37320","37340"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","SEO/HEO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Economics","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Economics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Economics","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Economics","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Economics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Economics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Economics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","G6/G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","SEO/HEO","Heterosexual / straight","30","[c]","38680","39470"
"Leaver Dept.","2023","30-39","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","SEO/HEO","Heterosexual / straight","75","[c]","37210","37620"
"Leaver Dept.","2023","30-39","Human Resources","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","International Trade","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Medicine","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Medicine","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","AA/AO","Heterosexual / straight","285","[c]","22020","21780"
"Leaver Dept.","2023","30-39","Operational Delivery","AA/AO","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","AA/AO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","AA/AO","Unknown","215","[c]","22340","22400"
"Leaver Dept.","2023","30-39","Operational Delivery","EO","Heterosexual / straight","470","[c]","28310","28120"
"Leaver Dept.","2023","30-39","Operational Delivery","EO","LGBO","40","[c]","28790","28120"
"Leaver Dept.","2023","30-39","Operational Delivery","EO","Undeclared","35","[c]","28040","27570"
"Leaver Dept.","2023","30-39","Operational Delivery","EO","Unknown","115","[c]","27940","28120"
"Leaver Dept.","2023","30-39","Operational Delivery","G6/G7","Heterosexual / straight","45","[c]","58440","57590"
"Leaver Dept.","2023","30-39","Operational Delivery","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","SEO/HEO","Heterosexual / straight","160","[c]","36170","34380"
"Leaver Dept.","2023","30-39","Operational Delivery","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","SEO/HEO","Unknown","90","[c]","35440","35410"
"Leaver Dept.","2023","30-39","Operational Delivery","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Research","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Research","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other","EO","Unknown","[c]","[c]","[c]","[c]"
