"Status","Year","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Human Resources","East Surrey","5","5","[c]","[c]"
"In post","2023","Human Resources","East Sussex CC","20","15","37150","32200"
"In post","2023","Human Resources","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Essex Haven Gateway","35","35","32140","28680"
"In post","2023","Human Resources","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Falkirk","55","55","39370","40400"
"In post","2023","Human Resources","Flintshire and Wrexham","25","25","40710","38470"
"In post","2023","Human Resources","Glasgow City","295","285","33630","31110"
"In post","2023","Human Resources","Gloucestershire CC","30","30","31490","31470"
"In post","2023","Human Resources","Greater Manchester North East","10","10","36980","31270"
"In post","2023","Human Resources","Greater Manchester North West","5","5","[c]","[c]"
"In post","2023","Human Resources","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Greater Manchester South West","320","310","40900","38460"
"In post","2023","Human Resources","Gwent Valleys","5","5","[c]","[c]"
"In post","2023","Human Resources","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Hackney and Newham","95","90","52110","45650"
"In post","2023","Human Resources","Haringey and Islington","10","10","[c]","[c]"
"In post","2023","Human Resources","Harrow and Hillingdon","30","30","43300","35830"
"In post","2023","Human Resources","Hartlepool and Stockton-on-Tees","10","10","35730","34170"
"In post","2023","Human Resources","Heart of Essex","15","15","35210","31270"
"In post","2023","Human Resources","Herefordshire, County of","15","15","30090","27110"
"In post","2023","Human Resources","Hertfordshire CC","65","60","43070","38200"
"In post","2023","Human Resources","Hounslow and Richmond upon Thames","50","50","36930","33540"
"In post","2023","Human Resources","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Inverness and Nairn, Moray, and Badenoch and Strathspey","15","15","29750","27470"
"In post","2023","Human Resources","Isle of Anglesey","20","20","27620","27470"
"In post","2023","Human Resources","Isle of Wight","5","5","[c]","[c]"
"In post","2023","Human Resources","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Kent Thames Gateway","15","15","38310","34450"
"In post","2023","Human Resources","Kingston upon Hull, City of","15","10","38490","37060"
"In post","2023","Human Resources","Lambeth","50","50","48230","43470"
"In post","2023","Human Resources","Lancaster and Wyre","75","75","33250","33830"
"In post","2023","Human Resources","Leeds","345","330","42120","38470"
"In post","2023","Human Resources","Leicester","15","15","43820","40870"
"In post","2023","Human Resources","Leicestershire CC and Rutland","45","40","33230","33830"
"In post","2023","Human Resources","Lewisham and Southwark","10","10","38500","33340"
"In post","2023","Human Resources","Lincolnshire CC","115","115","28960","27300"
"In post","2023","Human Resources","Lisburn and Castlereagh","20","20","29160","28350"
"In post","2023","Human Resources","Liverpool","255","245","38360","34410"
"In post","2023","Human Resources","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","5","5","[c]","[c]"
"In post","2023","Human Resources","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Manchester","160","160","39670","33610"
"In post","2023","Human Resources","Medway","40","35","36470","34300"
"In post","2023","Human Resources","Merton, Kingston upon Thames and Sutton","5","5","[c]","[c]"
"In post","2023","Human Resources","Mid Kent","5","5","[c]","[c]"
"In post","2023","Human Resources","Mid Lancashire","45","45","35630","34300"
"In post","2023","Human Resources","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Milton Keynes","55","50","40820","33020"
"In post","2023","Human Resources","Monmouthshire and Newport","270","245","36130","32120"
"In post","2023","Human Resources","North Hampshire","75","70","36870","34300"
"In post","2023","Human Resources","North Lanarkshire","5","5","[c]","[c]"
"In post","2023","Human Resources","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","North Nottinghamshire","25","25","43760","49620"
"In post","2023","Human Resources","North Yorkshire CC","90","90","33200","31470"
"In post","2023","Human Resources","North and North East Lincolnshire","5","5","[c]","[c]"
"In post","2023","Human Resources","North and West Norfolk","20","20","26110","22220"
"In post","2023","Human Resources","Northumberland","15","15","38710","39140"
"In post","2023","Human Resources","Norwich and East Norfolk","55","50","34270","30510"
"In post","2023","Human Resources","Nottingham","315","295","40650","37590"
"In post","2023","Human Resources","Overseas","240","240","56720","56420"
"In post","2023","Human Resources","Oxfordshire CC","170","165","37500","34300"
"In post","2023","Human Resources","Perth and Kinross, and Stirling","55","55","43200","42340"
"In post","2023","Human Resources","Peterborough","30","30","34240","32160"
"In post","2023","Human Resources","Plymouth","55","50","36470","33050"
"In post","2023","Human Resources","Portsmouth","150","145","35420","33830"
"In post","2023","Human Resources","Powys","20","20","28670","27470"
"In post","2023","Human Resources","Redbridge and Waltham Forest","5","5","[c]","[c]"
"In post","2023","Human Resources","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Sefton","80","75","43070","40790"
"In post","2023","Human Resources","Sheffield","210","195","40300","37640"
"In post","2023","Human Resources","Shropshire","270","265","32190","30470"
"In post","2023","Human Resources","Solihull","5","5","[c]","[c]"
"In post","2023","Human Resources","Somerset CC","40","40","37580","34370"
"In post","2023","Human Resources","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","South Hampshire","215","205","36320","33470"
"In post","2023","Human Resources","South Lanarkshire","55","55","39510","34950"
"In post","2023","Human Resources","South Nottinghamshire","15","15","41910","33830"
"In post","2023","Human Resources","South Teesside","5","5","[c]","[c]"
"In post","2023","Human Resources","South West Wales","20","20","31080","26900"
"In post","2023","Human Resources","South and West Derbyshire","10","10","[c]","[c]"
"In post","2023","Human Resources","Southampton","40","35","35950","32440"
"In post","2023","Human Resources","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Staffordshire CC","130","125","36350","34300"
"In post","2023","Human Resources","Stoke-on-Trent","10","10","34400","33980"
"In post","2023","Human Resources","Suffolk CC","75","70","33720","31470"
"In post","2023","Human Resources","Sunderland","15","10","44330","38640"
"In post","2023","Human Resources","Swansea","240","230","34840","31940"
"In post","2023","Human Resources","Swindon","10","10","[c]","[c]"
"In post","2023","Human Resources","Telford and Wrekin","35","35","41970","36640"
"In post","2023","Human Resources","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tower Hamlets","345","335","49720","44770"
"In post","2023","Human Resources","Tyneside","495","460","33150","32260"
"In post","2023","Human Resources","Unknown","30","30","46060","41510"
"In post","2023","Human Resources","Wakefield","40","40","37130","33090"
"In post","2023","Human Resources","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Warrington","70","65","42770","39830"
"In post","2023","Human Resources","Warwickshire CC","80","75","35900","32410"
"In post","2023","Human Resources","West Cumbria","5","5","[c]","[c]"
"In post","2023","Human Resources","West Essex","5","5","[c]","[c]"
"In post","2023","Human Resources","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","West Northamptonshire","15","15","36670","32950"
"In post","2023","Human Resources","West Surrey","30","30","33410","31070"
"In post","2023","Human Resources","West Sussex (North East)","10","10","43400","46430"
"In post","2023","Human Resources","West Sussex (South West)","30","25","36250","32420"
"In post","2023","Human Resources","Westminster","1915","1860","49200","44450"
"In post","2023","Human Resources","Wiltshire","345","335","37690","34300"
"In post","2023","Human Resources","Wirral","40","40","37580","31290"
"In post","2023","Human Resources","Wolverhampton","10","10","35500","33050"
"In post","2023","Human Resources","Worcestershire CC","35","35","40270","37300"
"In post","2023","Human Resources","York","135","130","39830","35780"
"In post","2023","Inspector of Education and Training","Barking & Dagenham and Havering","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Barnet","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Barnsley, Doncaster and Rotherham","10","10","59660","52750"
"In post","2023","Inspector of Education and Training","Bath and North East Somerset, North Somerset and South Gloucestershire","10","10","74700","77470"
"In post","2023","Inspector of Education and Training","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Berkshire","15","15","69510","77470"
"In post","2023","Inspector of Education and Training","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Birmingham","15","15","59530","52750"
"In post","2023","Inspector of Education and Training","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Bradford","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Breckland and South Norfolk","10","10","62850","59460"
"In post","2023","Inspector of Education and Training","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Brighton and Hove","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Bromley","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Buckinghamshire","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Calderdale and Kirklees","20","20","70640","77470"
"In post","2023","Inspector of Education and Training","Cambridgeshire CC","15","15","67820","74970"
"In post","2023","Inspector of Education and Training","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Cardiff and Vale of Glamorgan","30","30","74160","78500"
"In post","2023","Inspector of Education and Training","Central Bedfordshire","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Central Hampshire","15","15","71310","77470"
"In post","2023","Inspector of Education and Training","Central Valleys","20","20","44590","35560"
"In post","2023","Inspector of Education and Training","Cheshire East","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Cheshire West and Chester","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Chorley and West Lancashire","10","10","67770","72470"
"In post","2023","Inspector of Education and Training","Conwy and Denbighshire","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Cornwall and Isles of Scilly","10","10","67980","74970"
"In post","2023","Inspector of Education and Training","Coventry","10","10","63470","59460"
"In post","2023","Inspector of Education and Training","Croydon","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Devon CC","15","15","71770","77470"
"In post","2023","Inspector of Education and Training","Dorset","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Durham","20","20","69300","77470"
"In post","2023","Inspector of Education and Training","Ealing","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Cumbria","10","10","63080","52750"
"In post","2023","Inspector of Education and Training","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Kent","10","10","71580","77470"
"In post","2023","Inspector of Education and Training","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Merseyside","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Riding of Yorkshire","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","East Sussex CC","15","15","65330","69320"
"In post","2023","Inspector of Education and Training","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Essex Haven Gateway","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Gloucestershire CC","10","10","72520","77470"
"In post","2023","Inspector of Education and Training","Greater Manchester North East","15","15","55340","52750"
"In post","2023","Inspector of Education and Training","Greater Manchester North West","20","20","60460","52750"
"In post","2023","Inspector of Education and Training","Greater Manchester South East","10","10","57860","52750"
"In post","2023","Inspector of Education and Training","Greater Manchester South West","10","10","69500","77470"
"In post","2023","Inspector of Education and Training","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Gwynedd","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Hackney and Newham","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Haringey and Islington","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Harrow and Hillingdon","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Hertfordshire CC","20","20","68220","77470"
"In post","2023","Inspector of Education and Training","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Kent Thames Gateway","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Lambeth","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Leeds","10","10","67910","71820"
"In post","2023","Inspector of Education and Training","Leicestershire CC and Rutland","15","15","64470","52750"
"In post","2023","Inspector of Education and Training","Lewisham and Southwark","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Lincolnshire CC","15","15","66730","72470"
"In post","2023","Inspector of Education and Training","Liverpool","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Manchester","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Merton, Kingston upon Thames and Sutton","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Mid Lancashire","10","10","71460","77470"
"In post","2023","Inspector of Education and Training","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","North Hampshire","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","North Northamptonshire","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","North Nottinghamshire","20","20","64420","59460"
"In post","2023","Inspector of Education and Training","North Yorkshire CC","15","15","70990","77470"
"In post","2023","Inspector of Education and Training","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Northumberland","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Nottingham","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Oxfordshire CC","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Plymouth","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Powys","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Redbridge and Waltham Forest","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Sefton","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Sheffield","10","10","70640","71820"
"In post","2023","Inspector of Education and Training","Shropshire","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Solihull","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Somerset CC","15","15","74090","77470"
"In post","2023","Inspector of Education and Training","South Hampshire","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","South Nottinghamshire","20","20","62550","52750"
"In post","2023","Inspector of Education and Training","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","South West Wales","15","15","60280","69580"
"In post","2023","Inspector of Education and Training","South and West Derbyshire","20","15","69160","77470"
"In post","2023","Inspector of Education and Training","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Staffordshire CC","20","20","65300","52750"
"In post","2023","Inspector of Education and Training","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Suffolk CC","15","15","66820","72470"
"In post","2023","Inspector of Education and Training","Sunderland","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Swansea","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Tyneside","10","10","65370","52750"
"In post","2023","Inspector of Education and Training","Wakefield","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Warwickshire CC","10","10","60160","52750"
"In post","2023","Inspector of Education and Training","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Essex","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Kent","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Northamptonshire","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Surrey","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Sussex (North East)","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Sussex (South West)","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","Westminster","10","10","101540","82390"
"In post","2023","Inspector of Education and Training","Wiltshire","20","20","66310","66170"
"In post","2023","Inspector of Education and Training","Wirral","10","10","63890","52750"
"In post","2023","Inspector of Education and Training","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Worcestershire CC","15","15","73360","77470"
"In post","2023","Inspector of Education and Training","York","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Barnsley, Doncaster and Rotherham","20","20","32540","32420"
"In post","2023","Intelligence Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","10","10","29000","28480"
"In post","2023","Intelligence Analysis","Bedford","10","10","28510","27650"
"In post","2023","Intelligence Analysis","Belfast","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Bexley and Greenwich","10","10","31310","31310"
"In post","2023","Intelligence Analysis","Birmingham","20","20","40550","42330"
"In post","2023","Intelligence Analysis","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Breckland and South Norfolk","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Bristol, City of","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Buckinghamshire","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Cambridgeshire CC","285","280","34620","34300"
"In post","2023","Intelligence Analysis","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Cardiff and Vale of Glamorgan","25","25","30570","28130"
"In post","2023","Intelligence Analysis","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Croydon","175","170","36170","32260"
"In post","2023","Intelligence Analysis","Devon CC","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Dorset","10","10","29490","28480"
"In post","2023","Intelligence Analysis","Durham","30","25","33420","32310"
"In post","2023","Intelligence Analysis","East Kent","280","260","28950","27650"
"In post","2023","Intelligence Analysis","East Riding of Yorkshire","20","20","32500","34170"
"In post","2023","Intelligence Analysis","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Essex Haven Gateway","10","10","[c]","[c]"
"In post","2023","Intelligence Analysis","Flintshire and Wrexham","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Glasgow City","25","25","29790","27150"
"In post","2023","Intelligence Analysis","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Greater Manchester South West","50","45","32880","29900"
"In post","2023","Intelligence Analysis","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Hackney and Newham","105","100","42400","39450"
"In post","2023","Intelligence Analysis","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Harrow and Hillingdon","210","195","33110","31230"
"In post","2023","Intelligence Analysis","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Hertfordshire CC","15","15","36960","36850"
"In post","2023","Intelligence Analysis","Hounslow and Richmond upon Thames","205","195","34290","31310"
"In post","2023","Intelligence Analysis","Inverclyde, East Renfrewshire, and Renfrewshire","15","15","31510","27650"
"In post","2023","Intelligence Analysis","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Isle of Wight","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Kent Thames Gateway","15","15","31020","28480"
"In post","2023","Intelligence Analysis","Kingston upon Hull, City of","35","30","28370","26540"
"In post","2023","Intelligence Analysis","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Leeds","60","55","30730","28480"
"In post","2023","Intelligence Analysis","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Leicestershire CC and Rutland","55","55","29860","27650"
"In post","2023","Intelligence Analysis","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Lincolnshire CC","40","35","30160","30470"
"In post","2023","Intelligence Analysis","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Liverpool","110","105","28840","26450"
"In post","2023","Intelligence Analysis","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Manchester","170","160","29120","26450"
"In post","2023","Intelligence Analysis","Medway","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Mid Kent","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Mid Lancashire","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Milton Keynes","15","15","33130","34170"
"In post","2023","Intelligence Analysis","Monmouthshire and Newport","35","35","34230","31750"
"In post","2023","Intelligence Analysis","North Lanarkshire","20","20","35120","34700"
"In post","2023","Intelligence Analysis","North Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","North and North East Lincolnshire","20","20","27250","26110"
"In post","2023","Intelligence Analysis","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Nottingham","20","20","40360","42140"
"In post","2023","Intelligence Analysis","Overseas","25","25","51620","52700"
"In post","2023","Intelligence Analysis","Oxfordshire CC","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Peterborough","10","10","[c]","[c]"
"In post","2023","Intelligence Analysis","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Portsmouth","40","40","27720","26600"
"In post","2023","Intelligence Analysis","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Sefton","10","10","[c]","[c]"
"In post","2023","Intelligence Analysis","Sheffield","80","70","29520","26110"
"In post","2023","Intelligence Analysis","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Solihull","25","25","28220","26030"
"In post","2023","Intelligence Analysis","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Staffordshire CC","20","20","31080","29790"
"In post","2023","Intelligence Analysis","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Suffolk CC","75","75","30180","27580"
"In post","2023","Intelligence Analysis","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Tower Hamlets","30","30","57490","55950"
"In post","2023","Intelligence Analysis","Tyneside","45","40","36830","35000"
"In post","2023","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Wakefield","15","15","31630","31230"
"In post","2023","Intelligence Analysis","Wandsworth","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Cumbria","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","West Essex","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Sussex (North East)","20","15","30380","28730"
"In post","2023","Intelligence Analysis","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Westminster","490","480","47410","45540"
"In post","2023","Intelligence Analysis","Wiltshire","15","15","37440","31670"
"In post","2023","Intelligence Analysis","Worcestershire CC","15","15","31870","30040"
"In post","2023","Intelligence Analysis","York","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
