"Status","Year","Disability","Ethnicity","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Asian","South West (England)","Swindon","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","South West (England)","Wiltshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Wales","Cardiff and Vale of Glamorgan","25","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Wales","Swansea","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands (England)","Birmingham","390","355","29320","28120"
"In post","2023","Declared disabled","Asian","West Midlands (England)","Coventry","40","35","33160","31140"
"In post","2023","Declared disabled","Asian","West Midlands (England)","Dudley","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands (England)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands (England)","Sandwell","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands (England)","Solihull","30","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands (England)","Staffordshire CC","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands (England)","Telford and Wrekin","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands (England)","Walsall","15","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands (England)","Warwickshire CC","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands (England)","Wolverhampton","60","50","28490","28120"
"In post","2023","Declared disabled","Asian","West Midlands (England)","Worcestershire CC","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Yorkshire and The Humber","Bradford","85","75","26060","22520"
"In post","2023","Declared disabled","Asian","Yorkshire and The Humber","Calderdale and Kirklees","30","30","27640","28120"
"In post","2023","Declared disabled","Asian","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Yorkshire and The Humber","Leeds","120","110","33300","28840"
"In post","2023","Declared disabled","Asian","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Yorkshire and The Humber","Sheffield","40","35","30320","28120"
"In post","2023","Declared disabled","Asian","Yorkshire and The Humber","Wakefield","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Yorkshire and The Humber","York","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","East Midlands (England)","Derby","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East Midlands (England)","Leicester","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","East Midlands (England)","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East Midlands (England)","Nottingham","45","40","28820","28120"
"In post","2023","Declared disabled","Black","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East Midlands (England)","West Northamptonshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East of England","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East of England","Essex Thames Gateway","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East of England","Hertfordshire CC","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","East of England","Luton","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East of England","Peterborough","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East of England","Suffolk CC","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","East of England","Thurrock","10","5","[c]","[c]"
"In post","2023","Declared disabled","Black","East of England","West Essex","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","London","Barking & Dagenham and Havering","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","London","Barnet","25","25","[c]","[c]"
"In post","2023","Declared disabled","Black","London","Bexley and Greenwich","30","30","35290","32520"
"In post","2023","Declared disabled","Black","London","Brent","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","London","Bromley","30","30","33620","32520"
"In post","2023","Declared disabled","Black","London","Camden and City of London","40","35","28040","25480"
"In post","2023","Declared disabled","Black","London","Croydon","185","175","36000","32520"
"In post","2023","Declared disabled","Black","London","Ealing","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","London","Enfield","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","London","Hackney and Newham","120","110","34640","32520"
"In post","2023","Declared disabled","Black","London","Haringey and Islington","80","75","32800","32520"
"In post","2023","Declared disabled","Black","London","Harrow and Hillingdon","35","35","30920","30140"
"In post","2023","Declared disabled","Black","London","Hounslow and Richmond upon Thames","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","London","Kensington & Chelsea and Hammersmith & Fulham","30","25","[c]","[c]"
"In post","2023","Declared disabled","Black","London","Lambeth","40","40","32790","32520"
"In post","2023","Declared disabled","Black","London","Lewisham and Southwark","65","60","33410","32520"
"In post","2023","Declared disabled","Black","London","Merton, Kingston upon Thames and Sutton","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","London","Redbridge and Waltham Forest","65","60","31230","30320"
"In post","2023","Declared disabled","Black","London","Tower Hamlets","75","70","36960","33400"
"In post","2023","Declared disabled","Black","London","Wandsworth","40","35","33130","29660"
"In post","2023","Declared disabled","Black","London","Westminster","475","460","41080","36620"
"In post","2023","Declared disabled","Black","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North East (England)","Tyneside","10","5","[c]","[c]"
"In post","2023","Declared disabled","Black","North West (England)","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North West (England)","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North West (England)","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North West (England)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North West (England)","Greater Manchester South West","35","30","30300","28840"
"In post","2023","Declared disabled","Black","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North West (England)","Liverpool","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","North West (England)","Manchester","30","30","35700","30050"
"In post","2023","Declared disabled","Black","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","City of Edinburgh","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","Glasgow City","10","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
